run_id,model_id,status,sample_rows,max_abs_diff,failure,claim_boundary
run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,risk_rf3_l30_n96,passed,128,1.88799e-07,,research_development_overlay_onnx_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364Q_train_drawdown_side_balance_overlay_onnx_scout_without_db_v1,risk_rf4_l20_n128,passed,128,1.74543e-07,,research_development_overlay_onnx_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
