run_id,record_view,split,tier_scope,route_role,trade_count,avg_hold_bars,mfe_mean,mae_mean,long_net_profit,short_net_profit,positive_month_ratio,status
run08C_qda_micro_regularization003_characterization_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,28,477.393,22.8815,26.5976,-21.84,-211.74,0.166667,trade_attribution_recorded
run08C_qda_micro_regularization003_characterization_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,275,54.3745,10.5292,9.59407,114.27,-154.19,0.285714,trade_attribution_recorded
run08D_qda_light_regularization010_characterization_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,291,44.5052,11.2774,10.5335,69.51,-47.2,0.444444,trade_attribution_recorded
run08D_qda_light_regularization010_characterization_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,11,1188.45,45.2537,23.123,29.22,-172.52,0.571429,trade_attribution_recorded
run08D_qda_light_regularization010_characterization_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,301,37.9701,11.058,10.2067,123.2,-84.52,0.444444,trade_attribution_recorded
run08D_qda_light_regularization010_characterization_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,247,58.247,10.9268,9.78151,97.6,143.32,0.714286,trade_attribution_recorded
run08D_qda_light_regularization010_characterization_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,16,819.812,39.5857,28.0061,84.98,-120.01,0.428571,trade_attribution_recorded
run08D_qda_light_regularization010_characterization_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,271,49.0592,10.4218,8.98907,119.11,136.85,0.714286,trade_attribution_recorded
run08E_qda_lda_anchor_regularization050_characterization_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,424,30.3184,9.12092,9.52348,114.16,-174.9,0.444444,trade_attribution_recorded
run08E_qda_lda_anchor_regularization050_characterization_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,11,560.818,23.5883,17.8122,98.11,-105.03,0.5,trade_attribution_recorded
run08E_qda_lda_anchor_regularization050_characterization_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,434,27.841,9.04358,9.3289,114.58,-122.48,0.555556,trade_attribution_recorded
run08E_qda_lda_anchor_regularization050_characterization_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,271,33.8561,8.99174,8.42657,93,-95.84,0.428571,trade_attribution_recorded
run08E_qda_lda_anchor_regularization050_characterization_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,19,709,47.4268,20.5794,199.17,-23.56,0.571429,trade_attribution_recorded
run08E_qda_lda_anchor_regularization050_characterization_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,285,33.9439,8.87368,8.31774,78.78,-101.79,0.285714,trade_attribution_recorded
run08F_qda_moderate_regularization150_characterization_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,466,24.2918,10.0225,7.91558,278.74,53.02,0.555556,trade_attribution_recorded
run08F_qda_moderate_regularization150_characterization_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,8,1301.5,46.3326,26.2731,7.49,-144.55,0,trade_attribution_recorded
run08F_qda_moderate_regularization150_characterization_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,473,23.6047,9.89703,7.85205,273.81,38.16,0.555556,trade_attribution_recorded
run08F_qda_moderate_regularization150_characterization_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,267,22.9625,10.2594,7.58138,168.26,104.8,0.857143,trade_attribution_recorded
run08F_qda_moderate_regularization150_characterization_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,26,845.346,30.8007,40.7116,128.44,-311.75,0.571429,trade_attribution_recorded
run08F_qda_moderate_regularization150_characterization_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,287,28.7108,9.99873,7.47959,119.8,146.4,0.857143,trade_attribution_recorded
run08G_qda_small_sample300_characterization_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,349,27.937,10.6822,9.3302,-82.25,165.71,0.222222,trade_attribution_recorded
run08G_qda_small_sample300_characterization_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,8,334.625,17.0628,17.065,0.52,-63.5,0.25,trade_attribution_recorded
run08G_qda_small_sample300_characterization_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,355,26.2901,10.4789,9.12495,-80.75,159.98,0.222222,trade_attribution_recorded
run08G_qda_small_sample300_characterization_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,226,25.0354,9.82089,9.02276,-19.77,58.33,0.571429,trade_attribution_recorded
run08G_qda_small_sample300_characterization_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,20,769.6,31.8601,34.6709,0,-230.44,0.285714,trade_attribution_recorded
run08G_qda_small_sample300_characterization_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,253,24.4229,9.92248,8.35911,84.07,137.82,0.571429,trade_attribution_recorded
run08H_qda_large_sample1200_characterization_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,343,30.1924,10.1814,9.70529,-104.33,-133.18,0.333333,trade_attribution_recorded
run08H_qda_large_sample1200_characterization_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,15,398.133,22.1005,13.8387,106.81,-25.52,0.666667,trade_attribution_recorded
run08H_qda_large_sample1200_characterization_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,350,27.9486,10.0104,9.494,-82.74,-73.98,0.333333,trade_attribution_recorded
run08H_qda_large_sample1200_characterization_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,232,41.8621,10.4484,9.85559,-16.62,24.84,0.714286,trade_attribution_recorded
run08H_qda_large_sample1200_characterization_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,19,716.947,32.5986,32.1353,82.34,-281.95,0.333333,trade_attribution_recorded
run08H_qda_large_sample1200_characterization_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,245,47.4816,10.4603,9.45049,4.76,81.91,0.571429,trade_attribution_recorded
run08I_qda_core42_feature_geometry_characterization_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,228,55.7851,12.0208,12.0524,-61.89,-26.16,0.333333,trade_attribution_recorded
run08I_qda_core42_feature_geometry_characterization_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,10,216.1,10.2166,15.5227,29.05,-20.45,0.4,trade_attribution_recorded
run08I_qda_core42_feature_geometry_characterization_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,236,47.7288,11.6775,11.6772,-79.77,-50.31,0.444444,trade_attribution_recorded
run08I_qda_core42_feature_geometry_characterization_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,164,49.7073,10.9454,11.0015,-0.75,-118.84,0.428571,trade_attribution_recorded
run08I_qda_core42_feature_geometry_characterization_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,19,600.105,32.5646,32.3376,44.86,-121.6,0.333333,trade_attribution_recorded
run08I_qda_core42_feature_geometry_characterization_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,183,49.459,10.4604,10.6638,-47.75,-137.67,0.428571,trade_attribution_recorded
run08J_qda_external16_feature_geometry_characterization_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,493,19.4888,7.94307,7.73329,66.59,-134.36,0.333333,trade_attribution_recorded
run08J_qda_external16_feature_geometry_characterization_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,20,359.7,18.6944,12.5579,111.86,-35.64,0.571429,trade_attribution_recorded
run08J_qda_external16_feature_geometry_characterization_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,509,18.3752,7.78622,7.47399,71.4,-112.71,0.333333,trade_attribution_recorded
run08J_qda_external16_feature_geometry_characterization_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,312,14.6506,7.8768,7.5967,-45.03,-32.4,0.285714,trade_attribution_recorded
run08J_qda_external16_feature_geometry_characterization_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,24,731.5,37.5336,32.2631,127.71,-99.66,0.428571,trade_attribution_recorded
run08J_qda_external16_feature_geometry_characterization_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,340,15.2765,7.74816,7.64002,-83.35,-12.88,0.285714,trade_attribution_recorded
