attempt_name,tester_profile_path,exists,has_bom,head_hex,encoding_policy,status
run267dl_01_s264_aia_similar_dual_session_month_survivor_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267dm_run267dl_01_s264_aia_similar_dual_session_month_survivor_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267dl_01_s264_aia_similar_dual_session_month_survivor_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267dm_run267dl_01_s264_aia_similar_dual_session_month_survivor_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267dl_02_s264_aia_ablation_dual_session_month_survivor_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267dm_run267dl_02_s264_aia_ablation_dual_session_month_survivor_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267dl_02_s264_aia_ablation_dual_session_month_survivor_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267dm_run267dl_02_s264_aia_ablation_dual_session_month_survivor_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267dl_03_s258_stc_2023h2_supply_threshold_release_ta_2023h2,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267dm_run267dl_03_s258_stc_2023h2_supply_threshold_release_ta_2023h2.ini,true,false,5b546573,utf-8-no-bom,checked
run267dl_04_s258_stc_2023h2_supply_sidefilter_open_ta_2023h2,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267dm_run267dl_04_s258_stc_2023h2_supply_sidefilter_open_ta_2023h2.ini,true,false,5b546573,utf-8-no-bom,checked
run267dl_05_s258_stc_2025h1_supply_threshold_release_ta_2025h1,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267dm_run267dl_05_s258_stc_2025h1_supply_threshold_release_ta_2025h1.ini,true,false,5b546573,utf-8-no-bom,checked
run267dl_06_s258_stc_2025h1_supply_sidefilter_open_ta_2025h1,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267dm_run267dl_06_s258_stc_2025h1_supply_sidefilter_open_ta_2025h1.ini,true,false,5b546573,utf-8-no-bom,checked
run267dl_07_s258_stc_2025h2_supply_threshold_release_ta_2025h2,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267dm_run267dl_07_s258_stc_2025h2_supply_threshold_release_ta_2025h2.ini,true,false,5b546573,utf-8-no-bom,checked
run267dl_08_s258_stc_2025h2_supply_sidefilter_open_ta_2025h2,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267dm_run267dl_08_s258_stc_2025h2_supply_sidefilter_open_ta_2025h2.ini,true,false,5b546573,utf-8-no-bom,checked
run267dl_09_s262_lih_validation_guardrail_crosscheck_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267dm_run267dl_09_s262_lih_validation_guardrail_crosscheck_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267dl_09_s262_lih_validation_guardrail_crosscheck_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267dm_run267dl_09_s262_lih_validation_guardrail_crosscheck_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267dl_10_s264_lc_one_stage_dd_demote_audit_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267dm_run267dl_10_s264_lc_one_stage_dd_demote_audit_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267dl_10_s264_lc_one_stage_dd_demote_audit_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267dm_run267dl_10_s264_lc_one_stage_dd_demote_audit_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
