timestamp,symbol,candidate_id,artifact_slug,feature_set_id,model_id,view_id,predicted_label,signal_direction,p_short,p_flat,p_long,max_probability,probability_margin,decision_threshold,hour_utc,month,us_cash_session,volatility_regime,adx_regime,vix_zscore_regime,usdx_zscore_regime,us10yr_zscore_regime,source_signal_direction,source_probability_margin,queue_id,thesis_id,guard_family,scoring_mode,guard_score,guard_score_valid_flag,guard_score_missing_flag,hard_veto_flag,soft_veto_flag,negative_control_flag,abstain_flag,view_signal_allowed_flag,mode_action,mode_veto_or_annotation_flag,payload_claim_boundary
2026-04-14 16:55:00+00:00,US100,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_session_liquidity_veto__soft_veto,long,1,0.3046712875,0.3037420213,0.3915866613,0.3915866613,0.0869153738,0.0709693722,16,2026-04,cash_open,mid_vol,high_adx,high_vix,neutral_usd,neutral_rate,1,0.0869153738,pv_c56_session_liquidity_veto__soft_veto,pv_c56_session_liquidity_veto,session_liquidity_timing,soft_veto,0.25,1,0,0,0,0,0,1,annotation_only_no_lot_or_threshold_change,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-15 16:35:00+00:00,US100,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_session_liquidity_veto__soft_veto,long,1,0.3127011061,0.2558166683,0.4314822555,0.4314822555,0.1187811494,0.0709693722,16,2026-04,cash_open,low_vol,mid_adx,low_vix,weak_usd,neutral_rate,1,0.1187811494,pv_c56_session_liquidity_veto__soft_veto,pv_c56_session_liquidity_veto,session_liquidity_timing,soft_veto,0.25,1,0,0,0,0,0,1,annotation_only_no_lot_or_threshold_change,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-15 16:40:00+00:00,US100,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_session_liquidity_veto__soft_veto,long,1,0.2788143754,0.2804371715,0.4407484829,0.4407484829,0.1603113115,0.0709693722,16,2026-04,cash_open,low_vol,high_adx,low_vix,weak_usd,neutral_rate,1,0.1603113115,pv_c56_session_liquidity_veto__soft_veto,pv_c56_session_liquidity_veto,session_liquidity_timing,soft_veto,0.25,1,0,0,0,0,0,1,annotation_only_no_lot_or_threshold_change,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-15 16:50:00+00:00,US100,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_session_liquidity_veto__soft_veto,long,1,0.3355620503,0.2458252013,0.4186126888,0.4186126888,0.0830506384,0.0709693722,16,2026-04,cash_open,mid_vol,high_adx,low_vix,neutral_usd,neutral_rate,1,0.0830506384,pv_c56_session_liquidity_veto__soft_veto,pv_c56_session_liquidity_veto,session_liquidity_timing,soft_veto,0.25,1,0,0,0,0,0,1,annotation_only_no_lot_or_threshold_change,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-15 17:00:00+00:00,US100,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_session_liquidity_veto__soft_veto,long,1,0.3141750693,0.2772337496,0.4085912108,0.4085912108,0.0944161415,0.0709693722,17,2026-04,cash_open,mid_vol,high_adx,neutral_vix,neutral_usd,low_rate,1,0.0944161415,pv_c56_session_liquidity_veto__soft_veto,pv_c56_session_liquidity_veto,session_liquidity_timing,soft_veto,0.5,1,0,0,0,0,0,1,annotation_only_no_lot_or_threshold_change,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-16 16:35:00+00:00,US100,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_session_liquidity_veto__soft_veto,long,1,0.3358706832,0.2465150356,0.417614311,0.417614311,0.0817436278,0.0709693722,16,2026-04,cash_open,low_vol,low_adx,high_vix,neutral_usd,neutral_rate,1,0.0817436278,pv_c56_session_liquidity_veto__soft_veto,pv_c56_session_liquidity_veto,session_liquidity_timing,soft_veto,0.25,1,0,0,0,0,0,1,annotation_only_no_lot_or_threshold_change,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-16 16:40:00+00:00,US100,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_session_liquidity_veto__soft_veto,long,1,0.2987940013,0.2727390528,0.4284669459,0.4284669459,0.1296729445,0.0709693722,16,2026-04,cash_open,low_vol,low_adx,high_vix,neutral_usd,neutral_rate,1,0.1296729445,pv_c56_session_liquidity_veto__soft_veto,pv_c56_session_liquidity_veto,session_liquidity_timing,soft_veto,0.25,1,0,0,0,0,0,1,annotation_only_no_lot_or_threshold_change,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-16 16:50:00+00:00,US100,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_session_liquidity_veto__soft_veto,long,1,0.3136371374,0.2781363726,0.4082265496,0.4082265496,0.0945894122,0.0709693722,16,2026-04,cash_open,mid_vol,low_adx,high_vix,strong_usd,neutral_rate,1,0.0945894122,pv_c56_session_liquidity_veto__soft_veto,pv_c56_session_liquidity_veto,session_liquidity_timing,soft_veto,0.25,1,0,0,0,0,0,1,annotation_only_no_lot_or_threshold_change,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-20 16:35:00+00:00,US100,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_session_liquidity_veto__soft_veto,long,1,0.2716539502,0.2776176035,0.4507285058,0.4507285058,0.1731109023,0.0709693722,16,2026-04,cash_open,low_vol,high_adx,low_vix,weak_usd,high_rate,1,0.1731109023,pv_c56_session_liquidity_veto__soft_veto,pv_c56_session_liquidity_veto,session_liquidity_timing,soft_veto,0.3,1,0,0,0,0,0,1,annotation_only_no_lot_or_threshold_change,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-20 16:45:00+00:00,US100,core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,run333C_pv_c56_session_liquidity_veto__soft_veto,long,1,0.2960808873,0.2190387696,0.4848803878,0.4848803878,0.1887995005,0.0709693722,16,2026-04,cash_open,low_vol,high_adx,low_vix,weak_usd,high_rate,1,0.1887995005,pv_c56_session_liquidity_veto__soft_veto,pv_c56_session_liquidity_veto,session_liquidity_timing,soft_veto,0.3,1,0,0,0,0,0,1,annotation_only_no_lot_or_threshold_change,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
