timestamp,symbol,candidate_id,artifact_slug,feature_set_id,model_id,view_id,predicted_label,signal_direction,p_short,p_flat,p_long,max_probability,probability_margin,decision_threshold,hour_utc,month,us_cash_session,volatility_regime,adx_regime,vix_zscore_regime,usdx_zscore_regime,us10yr_zscore_regime,source_signal_direction,source_probability_margin,queue_id,thesis_id,guard_family,scoring_mode,guard_score,guard_score_valid_flag,guard_score_missing_flag,hard_veto_flag,soft_veto_flag,negative_control_flag,abstain_flag,view_signal_allowed_flag,mode_action,mode_veto_or_annotation_flag,payload_claim_boundary
2026-04-14 16:55:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__hard_veto,long,1,0.307254076,0.2839577198,0.4087882042,0.4087882042,0.1015341282,0.0707880876,16,2026-04,cash_open,high_vol,high_adx,high_vix,neutral_usd,neutral_rate,1,0.1015341282,pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,hard_veto,0.5,1,0,0,0,0,0,1,drop_if_hard_veto_or_missing_abstain,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-15 17:00:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__hard_veto,long,1,0.3102992177,0.2620547116,0.4276461303,0.4276461303,0.1173469126,0.0707880876,17,2026-04,cash_open,high_vol,high_adx,neutral_vix,neutral_usd,low_rate,1,0.1173469126,pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,hard_veto,0.5972222222,1,0,0,0,0,0,1,drop_if_hard_veto_or_missing_abstain,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-20 17:00:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__hard_veto,long,1,0.3177762926,0.2211605906,0.4610631168,0.4610631168,0.1432868242,0.0707880876,17,2026-04,cash_open,high_vol,high_adx,low_vix,weak_usd,neutral_rate,1,0.1432868242,pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,hard_veto,0.0553633218,1,0,0,0,0,0,1,drop_if_hard_veto_or_missing_abstain,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-20 17:30:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__hard_veto,long,1,0.2881468534,0.3099881411,0.4018649757,0.4018649757,0.0918768346,0.0707880876,17,2026-04,cash_open,high_vol,high_adx,high_vix,neutral_usd,neutral_rate,1,0.0918768346,pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,hard_veto,0.6101694915,1,0,0,0,0,0,1,drop_if_hard_veto_or_missing_abstain,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-20 18:25:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__hard_veto,long,1,0.2954271436,0.2733265162,0.4312463701,0.4312463701,0.1358192265,0.0707880876,18,2026-04,cash_open,high_vol,high_adx,neutral_vix,weak_usd,neutral_rate,1,0.1358192265,pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,hard_veto,0.408496732,1,0,0,0,0,0,1,drop_if_hard_veto_or_missing_abstain,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-20 18:45:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__hard_veto,long,1,0.2794013619,0.3077388406,0.4128597677,0.4128597677,0.1051209271,0.0707880876,18,2026-04,cash_open,high_vol,high_adx,neutral_vix,weak_usd,high_rate,1,0.1051209271,pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,hard_veto,0.0064516129,1,0,0,0,0,0,1,drop_if_hard_veto_or_missing_abstain,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-20 18:50:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__hard_veto,long,1,0.2577150762,0.318092972,0.4241919816,0.4241919816,0.1060990095,0.0707880876,18,2026-04,cash_open,high_vol,mid_adx,neutral_vix,weak_usd,neutral_rate,1,0.1060990095,pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,hard_veto,0.4051446945,1,0,0,0,0,0,1,drop_if_hard_veto_or_missing_abstain,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-21 19:40:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__hard_veto,long,1,0.2608174384,0.3329353034,0.4062472284,0.4062472284,0.0733119249,0.0707880876,19,2026-04,cash_open,high_vol,high_adx,neutral_vix,strong_usd,neutral_rate,1,0.0733119249,pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,hard_veto,0.2176165803,1,0,0,0,0,0,1,drop_if_hard_veto_or_missing_abstain,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-21 19:45:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__hard_veto,long,1,0.2474408597,0.3376817703,0.4148773849,0.4148773849,0.0771956146,0.0707880876,19,2026-04,cash_open,high_vol,high_adx,neutral_vix,strong_usd,neutral_rate,1,0.0771956146,pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,hard_veto,0.6821705426,1,0,0,1,0,0,1,drop_if_hard_veto_or_missing_abstain,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-21 20:40:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__hard_veto,long,1,0.3139876723,0.2918599844,0.3941523135,0.3941523135,0.0801646411,0.0707880876,20,2026-04,cash_open,high_vol,high_adx,neutral_vix,neutral_usd,neutral_rate,1,0.0801646411,pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,hard_veto,0.0755667506,1,0,0,0,0,0,1,drop_if_hard_veto_or_missing_abstain,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-21 20:50:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__hard_veto,long,1,0.2582382858,0.3292323053,0.4125294089,0.4125294089,0.0832971036,0.0707880876,20,2026-04,cash_open,high_vol,high_adx,low_vix,neutral_usd,neutral_rate,1,0.0832971036,pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,hard_veto,0.4937343358,1,0,0,0,0,0,1,drop_if_hard_veto_or_missing_abstain,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-21 22:45:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__hard_veto,short,-1,0.5434116125,0.1547625512,0.3018258214,0.5434116125,0.2415857911,0.0707880876,22,2026-04,cash_open,high_vol,mid_adx,high_vix,strong_usd,low_rate,-1,0.2415857911,pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,hard_veto,0.7238095238,1,0,0,1,0,0,1,drop_if_hard_veto_or_missing_abstain,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-21 22:55:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__hard_veto,short,-1,0.4263323843,0.2982310951,0.2754365802,0.4263323843,0.1281012893,0.0707880876,22,2026-04,cash_open,high_vol,mid_adx,high_vix,strong_usd,low_rate,-1,0.1281012893,pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,hard_veto,0.4265402844,1,0,0,0,0,0,1,drop_if_hard_veto_or_missing_abstain,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-23 20:20:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__hard_veto,short,-1,0.4537540972,0.2907889783,0.2554569542,0.4537540972,0.1629651189,0.0707880876,20,2026-04,cash_open,high_vol,mid_adx,high_vix,strong_usd,low_rate,-1,0.1629651189,pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,hard_veto,0.6034155598,1,0,0,0,0,0,1,drop_if_hard_veto_or_missing_abstain,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-23 20:25:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__hard_veto,short,-1,0.4264605343,0.3156665564,0.2578729093,0.4264605343,0.110793978,0.0707880876,20,2026-04,cash_open,high_vol,high_adx,high_vix,strong_usd,low_rate,-1,0.110793978,pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,hard_veto,0.2196969697,1,0,0,0,0,0,1,drop_if_hard_veto_or_missing_abstain,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-23 20:35:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__hard_veto,short,-1,0.4080713391,0.2637887597,0.3281399608,0.4080713391,0.0799313784,0.0707880876,20,2026-04,cash_open,high_vol,high_adx,neutral_vix,strong_usd,low_rate,-1,0.0799313784,pv_m48_breadth_reintroduction_control__hard_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,hard_veto,0.379245283,1,0,0,0,0,0,1,drop_if_hard_veto_or_missing_abstain,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
