timestamp,symbol,candidate_id,artifact_slug,feature_set_id,model_id,view_id,predicted_label,signal_direction,p_short,p_flat,p_long,max_probability,probability_margin,decision_threshold,hour_utc,month,us_cash_session,volatility_regime,adx_regime,vix_zscore_regime,usdx_zscore_regime,us10yr_zscore_regime,source_signal_direction,source_probability_margin,queue_id,thesis_id,guard_family,scoring_mode,guard_score,guard_score_valid_flag,guard_score_missing_flag,hard_veto_flag,soft_veto_flag,negative_control_flag,abstain_flag,view_signal_allowed_flag,mode_action,mode_veto_or_annotation_flag,payload_claim_boundary
2026-04-14 16:55:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__soft_veto,long,1,0.307254076,0.2839577198,0.4087882042,0.4087882042,0.1015341282,0.0707880876,16,2026-04,cash_open,high_vol,high_adx,high_vix,neutral_usd,neutral_rate,1,0.1015341282,pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,soft_veto,0.5,1,0,0,0,0,0,1,annotation_only_valid_overlap_rows,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-15 16:35:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__soft_veto,long,1,0.3021205068,0.2833835483,0.414495945,0.414495945,0.1123754382,0.0707880876,16,2026-04,cash_open,low_vol,mid_adx,low_vix,weak_usd,neutral_rate,1,0.1123754382,pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,soft_veto,0.9850746269,1,0,1,1,0,0,1,annotation_only_valid_overlap_rows,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-15 16:40:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__soft_veto,long,1,0.2790655494,0.2809515297,0.4399829805,0.4399829805,0.1590314507,0.0707880876,16,2026-04,cash_open,mid_vol,high_adx,low_vix,weak_usd,neutral_rate,1,0.1590314507,pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,soft_veto,0.8235294118,1,0,1,1,0,0,1,annotation_only_valid_overlap_rows,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-15 16:50:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__soft_veto,long,1,0.3414179087,0.2389213741,0.4196607172,0.4196607172,0.0782428086,0.0707880876,16,2026-04,cash_open,high_vol,high_adx,low_vix,neutral_usd,neutral_rate,1,0.0782428086,pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,soft_veto,0.9285714286,1,0,1,1,0,0,1,annotation_only_valid_overlap_rows,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-15 17:00:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__soft_veto,long,1,0.3102992177,0.2620547116,0.4276461303,0.4276461303,0.1173469126,0.0707880876,17,2026-04,cash_open,high_vol,high_adx,neutral_vix,neutral_usd,low_rate,1,0.1173469126,pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,soft_veto,0.5972222222,1,0,0,0,0,0,1,annotation_only_valid_overlap_rows,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-16 16:40:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__soft_veto,long,1,0.3057433069,0.2768568397,0.4173999131,0.4173999131,0.1116566062,0.0707880876,16,2026-04,cash_open,mid_vol,low_adx,high_vix,neutral_usd,neutral_rate,1,0.1116566062,pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,soft_veto,0.9785714286,1,0,1,1,0,0,1,annotation_only_valid_overlap_rows,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-16 16:50:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__soft_veto,long,1,0.3167828023,0.2805640996,0.4026530981,0.4026530981,0.0858702958,0.0707880876,16,2026-04,cash_open,high_vol,low_adx,high_vix,strong_usd,neutral_rate,1,0.0858702958,pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,soft_veto,0.9507042254,1,0,1,1,0,0,1,annotation_only_valid_overlap_rows,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-17 16:45:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__soft_veto,long,1,0.3279785216,0.2690910697,0.4029304087,0.4029304087,0.0749518871,0.0707880876,16,2026-04,cash_open,high_vol,high_adx,neutral_vix,neutral_usd,neutral_rate,1,0.0749518871,pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,soft_veto,0.8803827751,1,0,1,1,0,0,1,annotation_only_valid_overlap_rows,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-20 16:35:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__soft_veto,long,1,0.2566447556,0.2841814458,0.4591737688,0.4591737688,0.1749923229,0.0707880876,16,2026-04,cash_open,low_vol,high_adx,low_vix,weak_usd,high_rate,1,0.1749923229,pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,soft_veto,0.8732394366,1,0,1,1,0,0,1,annotation_only_valid_overlap_rows,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
2026-04-20 16:40:00+00:00,US100,macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,run333C_pv_m48_breadth_reintroduction_control__soft_veto,long,1,0.359428525,0.1936846524,0.4468868077,0.4468868077,0.0874582827,0.0707880876,16,2026-04,cash_open,mid_vol,high_adx,low_vix,weak_usd,neutral_rate,1,0.0874582827,pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,bounded_breadth_divergence_control,soft_veto,0.9859649123,1,0,1,1,0,0,1,annotation_only_valid_overlap_rows,0,research_development_only_guarded_veto_scoring_payload_materialization_no_threshold_retuning_no_lot_optimization_no_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
