run_id,variant_id,queue_id,split,entry_timestamp,exit_timestamp,entry_server_time,entry_month,entry_hour,held_m5,side,entry_score,entry_confidence,entry_open,exit_open,net_profit,previous_closed_balance_drawdown_percent,adx_14,exit_reason,guardrail_expression,claim_boundary,closed_balance_drawdown_percent
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-03-25T16:40:00Z,2025-03-25T17:10:00Z,2025-03-25 16:40:00,2025-03,16,6,long,0.000774741173,0.338702321053,20198.19,20213.19,1.2,16.6018,37.040859222412,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,16.3618
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-03-25T17:30:00Z,2025-03-25T18:15:00Z,2025-03-25 17:30:00,2025-03,17,6,long,0.017215669155,0.34678325057,20254.81,20281.69,2.388,16.3618,21.555757522583,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,15.8842
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-03-25T18:55:00Z,2025-03-25T20:15:00Z,2025-03-25 18:55:00,2025-03,18,6,long,0.015246629715,0.34608528018,20243.06,20259.81,1.375,15.8842,17.993717193604,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,15.6092
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-03-25T20:30:00Z,2025-03-25T21:00:00Z,2025-03-25 20:30:00,2025-03,20,6,long,0.002756863832,0.339229285717,20209.81,20215.56,0.275,15.6092,17.539558410645,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,15.5542
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-03-26T16:40:00Z,2025-03-26T17:00:00Z,2025-03-26 16:40:00,2025-03,16,4,long,0.003589719534,0.340299665928,20262.38,20120.38,-14.5,15.5542,21.682563781738,reverse_on_opposite,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,18.4542
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-03-26T17:00:00Z,2025-03-26T17:30:00Z,2025-03-26 17:00:00,2025-03,17,6,short,0.078910112381,0.455129861832,20120.38,20088.75,2.863,18.4542,29.15016746521,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,17.8816
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-03-27T17:30:00Z,2025-03-27T18:00:00Z,2025-03-27 17:30:00,2025-03,17,6,long,0.003454566002,0.389015704393,19927.69,19995.69,6.5,17.8816,17.594657897949,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,16.5816
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-03-27T18:10:00Z,2025-03-27T18:40:00Z,2025-03-27 18:10:00,2025-03,18,6,long,0.0052716434,0.374120503664,19955.69,19891.44,-6.725,16.5816,19.743785858154,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,17.9266
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-03-27T21:00:00Z,2025-03-28T17:00:00Z,2025-03-27 21:00:00,2025-03,21,6,long,0.001156151295,0.344496577978,19821.69,19664.84,-15.985,17.9266,19.6484375,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,21.1236
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-03-28T17:15:00Z,2025-03-28T17:45:00Z,2025-03-28 17:15:00,2025-03,17,6,short,0.08134919405,0.453304111958,19526.84,19454.96,6.888,21.1236,27.26665687561,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,19.746
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-03-28T18:05:00Z,2025-03-28T18:35:00Z,2025-03-28 18:05:00,2025-03,18,6,short,0.133614659309,0.466293275356,19370.21,19432.46,-6.525,19.746,48.641231536865,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,21.051
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-03-31T16:35:00Z,2025-03-31T17:05:00Z,2025-03-31 16:35:00,2025-03,16,6,short,0.078565955162,0.452927947044,18848.98,18935.98,-9.0,21.051,25.687368392944,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,22.851
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-03-31T17:10:00Z,2025-03-31T17:40:00Z,2025-03-31 17:10:00,2025-03,17,6,long,0.045771956444,0.411555200815,18973.6,18945.1,-3.15,22.851,30.358293533325,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,23.481
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-03-31T17:45:00Z,2025-03-31T18:15:00Z,2025-03-31 17:45:00,2025-03,17,6,long,0.026749014854,0.409952521324,18920.98,18937.35,1.337,23.481,22.179706573486,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,23.2136
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-03-31T18:20:00Z,2025-03-31T18:50:00Z,2025-03-31 18:20:00,2025-03,18,6,long,0.0161434412,0.392619341612,18974.73,19060.35,8.262,23.2136,15.989978790283,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,21.5612
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-03-31T19:00:00Z,2025-03-31T19:30:00Z,2025-03-31 19:00:00,2025-03,19,6,long,0.001093715429,0.38315948844,19037.1,19102.1,6.2,21.5612,21.547597885132,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,20.3212
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-03-31T19:35:00Z,2025-03-31T20:05:00Z,2025-03-31 19:35:00,2025-03,19,6,long,0.003275513649,0.37531876564,19089.98,19064.23,-2.875,20.3212,20.89457321167,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,20.8962
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-03-31T20:55:00Z,2025-03-31T21:25:00Z,2025-03-31 20:55:00,2025-03,20,6,long,-3.3468008e-05,0.357568085194,19075.98,19163.48,8.45,20.8962,13.530521392822,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,19.2062
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-03-31T21:30:00Z,2025-03-31T22:00:00Z,2025-03-31 21:30:00,2025-03,21,6,long,0.014515548944,0.365428954363,19187.23,19164.73,-2.55,19.2062,21.562454223633,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,19.7162
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-01T17:00:00Z,2025-04-01T17:30:00Z,2025-04-01 17:00:00,2025-04,17,6,long,0.008711278439,0.374978661537,19225.69,19152.56,-7.613,19.7162,20.364116668701,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,21.2388
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-01T17:35:00Z,2025-04-01T18:05:00Z,2025-04-01 17:35:00,2025-04,17,6,long,0.012045830488,0.376271098852,19172.81,19336.56,16.075,21.2388,23.615665435791,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,18.0238
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-01T18:10:00Z,2025-04-01T18:40:00Z,2025-04-01 18:10:00,2025-04,18,6,long,0.022250175476,0.380773156881,19367.44,19379.94,0.95,18.0238,24.176530838013,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,17.8338
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-01T18:45:00Z,2025-04-01T19:15:00Z,2025-04-01 18:45:00,2025-04,18,6,long,0.043120920658,0.389642834663,19392.31,19429.44,3.413,17.8338,29.019529342651,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,17.1512
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-01T19:20:00Z,2025-04-01T19:50:00Z,2025-04-01 19:20:00,2025-04,19,6,long,0.016872733831,0.360233038664,19449.19,19360.19,-9.2,17.1512,31.013319015503,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,18.9912
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-01T19:55:00Z,2025-04-01T20:25:00Z,2025-04-01 19:55:00,2025-04,19,6,long,0.001447945833,0.361718863249,19396.31,19347.19,-5.212,18.9912,23.136373519897,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,20.0336
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-03T16:35:00Z,2025-04-03T17:05:00Z,2025-04-03 16:35:00,2025-04,16,6,long,0.020547449589,0.425062537193,18871.59,18736.97,-13.762,20.0336,31.944152832031,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,22.786
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-03T17:10:00Z,2025-04-03T17:40:00Z,2025-04-03 17:10:00,2025-04,17,6,long,0.03736153245,0.408867657185,18730.09,18690.97,-4.212,22.786,26.868799209595,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,23.6284
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-03T17:45:00Z,2025-04-03T17:50:00Z,2025-04-03 17:45:00,2025-04,17,1,long,0.005912691355,0.420742928982,18674.47,18609.59,-6.788,23.6284,18.240774154663,reverse_on_opposite,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,24.986
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-03T17:50:00Z,2025-04-03T18:20:00Z,2025-04-03 17:50:00,2025-04,17,6,short,0.059413939714,0.464443236589,18609.59,18653.72,-4.713,24.986,18.189449310303,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,25.9286
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-04T16:35:00Z,2025-04-04T17:05:00Z,2025-04-04 16:35:00,2025-04,16,6,long,0.027924031019,0.427319586277,17986.19,17972.19,-1.7,25.9286,18.909990310669,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,26.2686
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-04T17:55:00Z,2025-04-04T18:25:00Z,2025-04-04 17:55:00,2025-04,17,6,long,-0.000235080719,0.395983397961,17634.82,17934.44,29.662,26.2686,23.159940719604,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,20.3362
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-04T18:35:00Z,2025-04-04T19:05:00Z,2025-04-04 18:35:00,2025-04,18,6,long,0.0083373487,0.393196493387,17759.07,17728.82,-3.325,20.3362,17.507083892822,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,21.0012
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-07T16:45:00Z,2025-04-07T16:50:00Z,2025-04-07 16:45:00,2025-04,16,1,short,0.070716887712,0.450015455484,16585.43,16749.83,-16.74,21.0012,22.972951889038,reverse_on_opposite,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,24.3492
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-07T16:50:00Z,2025-04-07T17:20:00Z,2025-04-07 16:50:00,2025-04,16,6,long,0.011651217937,0.404565513134,16749.83,17803.68,105.085,24.3492,23.870536804199,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,3.3322
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-07T17:25:00Z,2025-04-07T17:55:00Z,2025-04-07 17:25:00,2025-04,17,6,long,0.071605324745,0.462028890848,17291.18,17571.21,27.703,3.3322,26.831378936768,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.0
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-07T18:00:00Z,2025-04-07T18:30:00Z,2025-04-07 18:00:00,2025-04,18,6,long,0.045282930136,0.443881243467,17491.21,17029.96,-46.425,0.0,23.353488922119,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,9.285
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-07T18:40:00Z,2025-04-07T19:10:00Z,2025-04-07 18:40:00,2025-04,18,6,long,0.041493147612,0.411568671465,17193.58,17092.08,-10.45,9.285,16.337905883789,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,11.375
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-07T19:15:00Z,2025-04-07T19:45:00Z,2025-04-07 19:15:00,2025-04,19,6,long,0.016166061163,0.384621113539,17130.46,17173.08,3.962,11.375,13.628395080566,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,10.5826
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-07T20:10:00Z,2025-04-07T20:40:00Z,2025-04-07 20:10:00,2025-04,20,6,long,0.015227168798,0.376399159431,17158.96,17500.71,33.875,10.5826,10.692087173462,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,3.8076
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-07T20:45:00Z,2025-04-07T21:15:00Z,2025-04-07 20:45:00,2025-04,20,6,long,0.066493093967,0.420544564724,17529.58,17487.83,-4.475,3.8076,20.942052841187,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,4.7026
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-07T21:20:00Z,2025-04-07T21:50:00Z,2025-04-07 21:20:00,2025-04,21,6,long,0.059856623411,0.41596531868,17625.71,17479.83,-14.888,4.7026,29.186904907227,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,7.6802
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-08T18:30:00Z,2025-04-08T19:00:00Z,2025-04-08 18:30:00,2025-04,18,6,short,0.083406180144,0.451840758324,17817.93,17887.8,-7.287,7.6802,36.906299591064,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,9.1376
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-08T19:25:00Z,2025-04-08T19:55:00Z,2025-04-08 19:25:00,2025-04,19,6,short,0.082640945912,0.460010349751,17695.3,17573.55,11.875,9.1376,27.782432556152,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,6.7626
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-08T20:00:00Z,2025-04-08T20:30:00Z,2025-04-08 20:00:00,2025-04,20,6,short,0.064975112677,0.466521948576,17497.43,17341.68,15.275,6.7626,35.130393981934,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,3.7076
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-08T20:45:00Z,2025-04-08T21:15:00Z,2025-04-08 20:45:00,2025-04,20,6,long,0.045727580786,0.407482594252,17536.05,17379.55,-15.95,3.7076,37.342380523682,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,6.8976
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-08T21:20:00Z,2025-04-08T21:50:00Z,2025-04-08 21:20:00,2025-04,21,6,long,0.025583207607,0.391945332289,17470.8,17348.93,-12.487,6.8976,27.04780960083,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,9.395
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-09T16:35:00Z,2025-04-09T17:05:00Z,2025-04-09 16:35:00,2025-04,16,6,long,0.106428235769,0.458317279816,17113.27,17360.65,24.438,9.395,27.441553115845,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,4.5074
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-09T17:10:00Z,2025-04-09T17:40:00Z,2025-04-09 17:10:00,2025-04,17,6,long,0.056669235229,0.454449057579,17236.52,17274.9,3.538,4.5074,38.864093780518,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,3.7998
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-09T18:10:00Z,2025-04-09T18:40:00Z,2025-04-09 18:10:00,2025-04,18,6,long,0.020123153925,0.38728287816,17210.15,17153.65,-5.95,3.7998,33.387058258057,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,4.9898
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-09T18:50:00Z,2025-04-09T19:20:00Z,2025-04-09 18:50:00,2025-04,18,6,long,0.033562302589,0.407602548599,17218.52,17312.77,9.125,4.9898,25.430740356445,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,3.1648
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-09T19:25:00Z,2025-04-09T19:55:00Z,2025-04-09 19:25:00,2025-04,19,6,long,0.020841032267,0.408016234636,17284.27,17376.27,8.9,3.1648,22.459188461304,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,1.3848
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-09T20:00:00Z,2025-04-09T20:30:00Z,2025-04-09 20:00:00,2025-04,20,6,long,0.02842399478,0.399708092213,17367.9,18234.65,86.375,1.3848,25.942728042603,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,0.0
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-10T16:35:00Z,2025-04-10T17:05:00Z,2025-04-10 16:35:00,2025-04,16,6,long,0.019900768995,0.410391777754,18659.68,18484.68,-17.8,0.0,12.371671676636,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,3.56
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-10T17:25:00Z,2025-04-10T17:55:00Z,2025-04-10 17:25:00,2025-04,17,6,long,0.035346180201,0.423254400492,18544.18,18501.3,-4.588,3.56,20.960271835327,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,4.4776
run364AA_train_density_side_balance_cost_session_stress_scout_without_db_v1,maxhold6_density_control__ps0_45__adx40_0__hold6__none,maxhold6_density_control,validation,2025-04-10T18:10:00Z,2025-04-10T18:40:00Z,2025-04-10 18:10:00,2025-04,18,6,long,0.023774325848,0.395965188742,18507.93,18261.93,-24.9,4.4776,18.788145065308,close_max_hold,none(없음),research_development_proxy_scout_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,9.4576
