attempt_name,candidate_id,candidate_alias,candidate_role,variant_id,profile_label,tier,attempt_role,record_view_prefix,set_path,ini_path,common_telemetry_path,common_summary_path,execution_status,runtime_status,report_status
run267ec_01_s258_stc_2025h1_period_survival_gate_2025h1,s258_short_tight_control,s258_stc,stress_challenger,run267ec_01_s258_stc_2025h1_period_survival_gate,s258_stc_2025h1_period_survival_gate,Tier A,period_survival_gate_2025h1,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_01_s258_stc_2025h1_period_survival_gate_2025h1.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_01_s258_stc_2025h1_period_survival_gate_2025h1.ini,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_01_s258_stc_2025h1_period_survival_gate_2025h1_telemetry.csv,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_01_s258_stc_2025h1_period_survival_gate_2025h1_summary.csv,completed,completed,completed
run267ec_02_s258_stc_2025h2_period_survival_gate_2025h2,s258_short_tight_control,s258_stc,stress_challenger,run267ec_02_s258_stc_2025h2_period_survival_gate,s258_stc_2025h2_period_survival_gate,Tier A,period_survival_gate_2025h2,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_02_s258_stc_2025h2_period_survival_gate_2025h2.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_02_s258_stc_2025h2_period_survival_gate_2025h2.ini,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_02_s258_stc_2025h2_period_survival_gate_2025h2_telemetry.csv,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_02_s258_stc_2025h2_period_survival_gate_2025h2_summary.csv,completed,completed,completed
run267ec_03_s258_stc_2023h2_explosive_impulse_supply_2023h2,s258_short_tight_control,s258_stc,stress_challenger,run267ec_03_s258_stc_2023h2_explosive_impulse_supply,s258_stc_2023h2_explosive_impulse_supply,Tier A,explosive_impulse_supply_2023h2,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_03_s258_stc_2023h2_explosive_impulse_supply_2023h2.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_03_s258_stc_2023h2_explosive_impulse_supply_2023h2.ini,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_03_s258_stc_2023h2_explosive_impulse_supply_2023h2_telemetry.csv,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_03_s258_stc_2023h2_explosive_impulse_supply_2023h2_summary.csv,blocked,blocked,completed
run267ec_04_s258_stc_2025h1_explosive_impulse_supply_2025h1,s258_short_tight_control,s258_stc,stress_challenger,run267ec_04_s258_stc_2025h1_explosive_impulse_supply,s258_stc_2025h1_explosive_impulse_supply,Tier A,explosive_impulse_supply_2025h1,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_04_s258_stc_2025h1_explosive_impulse_supply_2025h1.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_04_s258_stc_2025h1_explosive_impulse_supply_2025h1.ini,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_04_s258_stc_2025h1_explosive_impulse_supply_2025h1_telemetry.csv,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_04_s258_stc_2025h1_explosive_impulse_supply_2025h1_summary.csv,blocked,blocked,completed
run267ec_05_s258_stc_2025h2_explosive_impulse_supply_2025h2,s258_short_tight_control,s258_stc,stress_challenger,run267ec_05_s258_stc_2025h2_explosive_impulse_supply,s258_stc_2025h2_explosive_impulse_supply,Tier A,explosive_impulse_supply_2025h2,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_05_s258_stc_2025h2_explosive_impulse_supply_2025h2.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_05_s258_stc_2025h2_explosive_impulse_supply_2025h2.ini,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_05_s258_stc_2025h2_explosive_impulse_supply_2025h2_telemetry.csv,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_05_s258_stc_2025h2_explosive_impulse_supply_2025h2_summary.csv,blocked,blocked,completed
run267ec_06_s264_aih_validation_anchor_integrity_validation_is,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267ec_06_s264_aih_validation_anchor_integrity,s264_aih_validation_anchor_integrity,Tier A,validation_anchor_integrity,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_06_s264_aih_validation_anchor_integrity_validation_is.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_06_s264_aih_validation_anchor_integrity_validation_is.ini,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_06_s264_aih_validation_anchor_integrity_validation_is_telemetry.csv,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_06_s264_aih_validation_anchor_integrity_validation_is_summary.csv,completed,completed,completed
run267ec_07_s264_aih_202604_counter_shock_rebuild_202604,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267ec_07_s264_aih_202604_counter_shock_rebuild,s264_aih_202604_counter_shock_rebuild,Tier A,final_month_counter_shock_rebuild,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_07_s264_aih_202604_counter_shock_rebuild_202604.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_07_s264_aih_202604_counter_shock_rebuild_202604.ini,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_07_s264_aih_202604_counter_shock_rebuild_202604_telemetry.csv,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_07_s264_aih_202604_counter_shock_rebuild_202604_summary.csv,completed,completed,completed
run267ec_08_s264_lc_202604_counter_shock_control_202604,s264_lowrank_control,s264_lc,defensive_control,run267ec_08_s264_lc_202604_counter_shock_control,s264_lc_202604_counter_shock_control,Tier A,paired_final_month_control,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_08_s264_lc_202604_counter_shock_control_202604.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_08_s264_lc_202604_counter_shock_control_202604.ini,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_08_s264_lc_202604_counter_shock_control_202604_telemetry.csv,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_08_s264_lc_202604_counter_shock_control_202604_summary.csv,completed,completed,completed
run267ec_09_s264_aih_validation_explosive_counter_impulse_validation_is,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267ec_09_s264_aih_validation_explosive_counter_impulse,s264_aih_validation_explosive_counter_impulse,Tier A,validation_explosive_counter_impulse,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_09_s264_aih_validation_explosive_counter_impulse_validation_is.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_09_s264_aih_validation_explosive_counter_impulse_validation_is.ini,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_09_s264_aih_validation_explosive_counter_impulse_validation_is_telemetry.csv,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_09_s264_aih_validation_explosive_counter_impulse_validation_is_summary.csv,blocked,blocked,completed
run267ec_10_s264_aih_202604_explosive_counter_impulse_202604,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267ec_10_s264_aih_202604_explosive_counter_impulse,s264_aih_202604_explosive_counter_impulse,Tier A,final_month_explosive_counter_impulse,,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_10_s264_aih_202604_explosive_counter_impulse_202604.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267ED/runtime_gap_aware_seventh_followup_or_prune_mt5_execution/mt5/run267ec_10_s264_aih_202604_explosive_counter_impulse_202604.ini,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_10_s264_aih_202604_explosive_counter_impulse_202604_telemetry.csv,OPV2/s267ed/run267ED_runtime_gap_aware_seventh_followup_or_prune/telemetry/run267ec_10_s264_aih_202604_explosive_counter_impulse_202604_summary.csv,blocked,blocked,completed
