run_id,source_run_id,variant_id,source_variant_id,variant_role,open_time,close_time,open_type,direction,volume,open_price,close_price,gross_profit,swap,commission,net_profit,hold_minutes,open_hour,close_hour,close_month,close_date,claim_boundary,source_bucket,p_short,p_flat,p_long,source_reason,open_month,open_month_num,margin_vs_long,margin_vs_flat
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-03T18:25:00,2025-01-03T18:55:00,buy,long,0.1,21146.36,21232.66,8.63,0.0,0.0,8.63,30.0,18,18,2025-01,2025-01-03,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.345202893,0.2731438279,0.3816533685,long_threshold_met,2025-01,1,-0.03645047549999997,0.07205906509999999
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-03T19:00:00,2025-01-03T19:30:00,buy,long,0.1,21213.24,21197.16,-1.61,0.0,0.0,-1.61,30.0,19,19,2025-01,2025-01-03,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3211489916,0.3245929778,0.3542579114,long_threshold_met,2025-01,1,-0.033108919800000025,-0.0034439862000000265
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-03T19:35:00,2025-01-03T20:10:00,buy,long,0.1,21205.74,21217.66,1.19,0.0,0.0,1.19,35.0,19,20,2025-01,2025-01-03,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3407499492,0.3118654191,0.3473846316,long_threshold_met,2025-01,1,-0.0066346823999999804,0.028884530100000028
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-03T20:25:00,2025-01-03T20:55:00,buy,long,0.1,21226.86,21273.16,4.63,0.0,0.0,4.63,30.0,20,20,2025-01,2025-01-03,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.2996404171,0.349663347,0.3506962061,long_threshold_met,2025-01,1,-0.05105578900000002,-0.05002292990000001
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-03T21:05:00,2025-01-03T21:40:00,buy,long,0.1,21272.36,21305.54,3.32,0.0,0.0,3.32,35.0,21,21,2025-01,2025-01-03,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3043551445,0.3422448039,0.3534000218,long_threshold_met,2025-01,1,-0.04904487730000001,-0.0378896594
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-06T16:50:00,2025-01-06T17:25:00,buy,long,0.1,21589.95,21618.12,2.82,0.0,0.0,2.82,35.0,16,17,2025-01,2025-01-06,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3741960227,0.242121309,0.3836826086,long_threshold_met,2025-01,1,-0.009486585899999955,0.1320747137
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-06T17:30:00,2025-01-06T18:05:00,buy,long,0.1,21636.7,21636.5,-0.02,0.0,0.0,-0.02,35.0,17,18,2025-01,2025-01-06,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3250966966,0.3074910045,0.3674122393,long_threshold_met,2025-01,1,-0.042315542699999986,0.017605692100000014
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-06T18:15:00,2025-01-06T19:00:00,buy,long,0.1,21641.57,21616.12,-2.55,0.0,0.0,-2.55,45.0,18,19,2025-01,2025-01-06,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.2936471403,0.3498857319,0.356467098,long_threshold_met,2025-01,1,-0.06281995769999998,-0.0562385916
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-06T19:20:00,2025-01-06T20:00:00,buy,long,0.1,21592.32,21552.87,-3.95,0.0,0.0,-3.95,40.0,19,20,2025-01,2025-01-06,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3376401365,0.301507622,0.3608522117,long_threshold_met,2025-01,1,-0.02321207519999996,0.036132514500000046
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-06T20:20:00,2025-01-06T20:50:00,buy,long,0.1,21527.82,21477.0,-5.08,0.0,0.0,-5.08,30.0,20,20,2025-01,2025-01-06,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3497267067,0.29996714,0.3503060639,long_threshold_met,2025-01,1,-0.0005793572000000191,0.04975956669999998
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-07T16:40:00,2025-01-07T17:10:00,buy,long,0.1,21465.33,21329.51,-13.58,0.0,0.0,-13.58,30.0,16,17,2025-01,2025-01-07,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3521354496,0.2951333225,0.3527312279,long_threshold_met,2025-01,1,-0.0005957783000000161,0.057002127099999966
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-07T17:25:00,2025-01-07T17:55:00,sell,short,0.1,21365.76,21250.46,11.53,0.0,0.0,11.53,30.0,17,17,2025-01,2025-01-07,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,synthetic_short_overlay,0.4495256841,0.1815479249,0.3689264357,"synthetic_short_source_overlay:hour=17,p_short=0.449526,margin_vs_long=0.080599|threshold_or_margin_not_met",2025-01,1,0.08059924839999999,0.2679777592
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-07T18:05:00,2025-01-07T18:35:00,buy,long,0.1,21308.46,21275.76,-3.27,0.0,0.0,-3.27,30.0,18,18,2025-01,2025-01-07,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3958392441,0.2066691369,0.3974915743,long_threshold_met,2025-01,1,-0.0016523301999999962,0.1891701072
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-07T18:45:00,2025-01-07T19:15:00,buy,long,0.1,21267.96,21228.38,-3.96,0.0,0.0,-3.96,30.0,18,19,2025-01,2025-01-07,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3587136269,0.2395471632,0.4017391503,long_threshold_met,2025-01,1,-0.04302552339999999,0.11916646370000003
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-08T16:40:00,2025-01-08T17:10:00,buy,long,0.1,21066.86,21115.78,4.89,0.0,0.0,4.89,30.0,16,17,2025-01,2025-01-08,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3766064048,0.2453249842,0.3780685663,long_threshold_met,2025-01,1,-0.0014621615000000032,0.1312814206
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-08T17:15:00,2025-01-08T17:45:00,buy,long,0.1,21010.11,21072.66,6.26,0.0,0.0,6.26,30.0,17,17,2025-01,2025-01-08,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3855528533,0.2051607668,0.4092864096,long_threshold_met,2025-01,1,-0.023733556300000014,0.1803920865
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-08T18:00:00,2025-01-08T18:30:00,buy,long,0.1,21123.11,21100.28,-2.28,0.0,0.0,-2.28,30.0,18,18,2025-01,2025-01-08,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3668827116,0.2469615191,0.3861558735,long_threshold_met,2025-01,1,-0.019273161900000002,0.11992119250000002
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-08T18:35:00,2025-01-08T19:05:00,buy,long,0.1,21125.61,21110.91,-1.47,0.0,0.0,-1.47,30.0,18,19,2025-01,2025-01-08,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3720215261,0.2493482977,0.3786303401,long_threshold_met,2025-01,1,-0.006608814000000018,0.1226732284
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-08T20:10:00,2025-01-08T20:40:00,buy,long,0.1,21084.48,21150.03,6.56,0.0,0.0,6.56,30.0,20,20,2025-01,2025-01-08,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3670604527,0.2622946501,0.3706448376,long_threshold_met,2025-01,1,-0.003584384900000015,0.10476580259999996
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-08T20:45:00,2025-01-08T21:15:00,buy,long,0.1,21142.98,21093.41,-4.96,0.0,0.0,-4.96,30.0,20,21,2025-01,2025-01-08,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3461306691,0.2953845263,0.3584847748,long_threshold_met,2025-01,1,-0.012354105700000007,0.050746142800000005
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-08T21:30:00,2025-01-08T22:00:00,buy,long,0.1,21183.48,21102.03,-8.15,0.0,0.0,-8.15,30.0,21,22,2025-01,2025-01-08,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3594577014,0.280584842,0.3599574864,long_threshold_met,2025-01,1,-0.0004997850000000303,0.0788728594
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-10T17:10:00,2025-01-10T17:40:00,sell,short,0.1,20670.48,20842.81,-17.23,0.0,0.0,-17.23,30.0,17,17,2025-01,2025-01-10,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,native_short_threshold,0.459002763,0.139440462,0.4015567005,short_threshold_met,2025-01,1,0.057446062500000006,0.319562301
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-10T18:30:00,2025-01-10T19:00:00,buy,long,0.1,20712.06,20671.61,-4.05,0.0,0.0,-4.05,30.0,18,19,2025-01,2025-01-10,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3823927641,0.2347939163,0.3828133345,long_threshold_met,2025-01,1,-0.0004205703999999866,0.14759884780000002
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-10T19:05:00,2025-01-10T19:35:00,sell,short,0.1,20664.36,20738.68,-7.43,0.0,0.0,-7.43,30.0,19,19,2025-01,2025-01-10,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,native_short_threshold,0.4584659636,0.1725255549,0.3690085709,short_threshold_met,2025-01,1,0.08945739270000003,0.28594040870000004
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-13T17:20:00,2025-01-13T17:50:00,buy,long,0.1,20569.78,20660.95,9.12,0.0,0.0,9.12,30.0,17,17,2025-01,2025-01-13,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3706609011,0.2465239018,0.3828153014,long_threshold_met,2025-01,1,-0.012154400299999979,0.1241369993
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-13T18:05:00,2025-01-13T18:35:00,buy,long,0.1,20569.4,20557.45,-1.2,0.0,0.0,-1.2,30.0,18,18,2025-01,2025-01-13,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3851775527,0.2289916277,0.3858308494,long_threshold_met,2025-01,1,-0.0006532967000000278,0.15618592499999998
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-13T18:50:00,2025-01-13T19:25:00,buy,long,0.1,20589.4,20627.08,3.77,0.0,0.0,3.77,35.0,18,19,2025-01,2025-01-13,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3789629936,0.2379266024,0.3831104636,long_threshold_met,2025-01,1,-0.0041474699999999864,0.14103639120000003
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-13T20:05:00,2025-01-13T20:40:00,buy,long,0.1,20670.4,20680.2,0.98,0.0,0.0,0.98,35.0,20,20,2025-01,2025-01-13,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3648883402,0.2630713582,0.3720403612,long_threshold_met,2025-01,1,-0.007152021000000008,0.101816982
run364CE_review_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,run364CD_execute_swap_stable_reprobe_and_source_guard_mt5_runtime_probe_without_db_v1,cd02_ca01_clone_current_session,ca01_bx03_semantics_control,same_session_ca01_clone,2025-01-13T20:50:00,2025-01-13T21:20:00,buy,long,0.1,20691.65,20626.2,-6.55,0.0,0.0,-6.55,30.0,20,21,2025-01,2025-01-13,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,long_threshold,0.3499847054,0.2932033539,0.3568119705,long_threshold_met,2025-01,1,-0.006827265100000035,0.056781351499999966
