run_id,candidate_id,open_month,trade_count,net_profit,profit_factor,short_trade_count,month_status,claim_boundary
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg10_gross_net_swap_layered_score,2025-01,88,64.7,1.2865614372,8,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg10_gross_net_swap_layered_score,2025-02,74,74.23,1.424015748,13,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg10_gross_net_swap_layered_score,2025-03,8,8.71,1.6674329502,8,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg10_gross_net_swap_layered_score,2025-04,120,218.63,1.458893934,15,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg10_gross_net_swap_layered_score,2025-05,75,51.45,1.3389488747,5,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg10_gross_net_swap_layered_score,2025-06,67,58.3,1.5210024079,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg10_gross_net_swap_layered_score,2025-07,35,4.71,1.0645549318,2,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg10_gross_net_swap_layered_score,2025-08,47,-1.43,0.98857093,4,bad_month_watch(나쁜 월 관찰),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg10_gross_net_swap_layered_score,2025-09,51,34.34,1.353037431,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg10_gross_net_swap_layered_score,2025-10,78,32.14,1.1578663529,7,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg10_gross_net_swap_layered_score,2025-11,83,241.92,2.2262596654,12,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg10_gross_net_swap_layered_score,2025-12,59,-0.62,0.9961409187,6,bad_month_watch(나쁜 월 관찰),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg10_gross_net_swap_layered_score,2026-01,82,30.64,1.1690249408,6,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg10_gross_net_swap_layered_score,2026-02,91,148.14,1.6604059106,13,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg10_gross_net_swap_layered_score,2026-03,4,8.34,23.5405405405,4,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg10_gross_net_swap_layered_score,2026-04,46,23.29,1.2319721116,0,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg11_short_balance_floor_guard,2025-01,88,64.7,1.2865614372,8,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg11_short_balance_floor_guard,2025-02,74,74.23,1.424015748,13,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg11_short_balance_floor_guard,2025-03,8,8.71,1.6674329502,8,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg11_short_balance_floor_guard,2025-04,120,218.63,1.458893934,15,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg11_short_balance_floor_guard,2025-05,75,51.45,1.3389488747,5,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg11_short_balance_floor_guard,2025-06,67,58.3,1.5210024079,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg11_short_balance_floor_guard,2025-07,35,4.71,1.0645549318,2,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg11_short_balance_floor_guard,2025-08,47,-1.43,0.98857093,4,bad_month_watch(나쁜 월 관찰),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg11_short_balance_floor_guard,2025-09,51,34.34,1.353037431,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg11_short_balance_floor_guard,2025-10,78,32.14,1.1578663529,7,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg11_short_balance_floor_guard,2025-11,83,241.92,2.2262596654,12,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg11_short_balance_floor_guard,2025-12,59,-0.62,0.9961409187,6,bad_month_watch(나쁜 월 관찰),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg11_short_balance_floor_guard,2026-01,82,30.64,1.1690249408,6,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg11_short_balance_floor_guard,2026-02,91,148.14,1.6604059106,13,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg11_short_balance_floor_guard,2026-03,4,8.34,23.5405405405,4,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg11_short_balance_floor_guard,2026-04,46,23.29,1.2319721116,0,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg02_h17_overlay_loose_margin_floor,2025-01,87,53.17,1.2362867359,7,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg02_h17_overlay_loose_margin_floor,2025-02,72,67.96,1.3887514061,11,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg02_h17_overlay_loose_margin_floor,2025-03,8,8.71,1.6674329502,8,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg02_h17_overlay_loose_margin_floor,2025-04,120,218.63,1.458893934,15,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg02_h17_overlay_loose_margin_floor,2025-05,74,46.03,1.3036945492,4,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg02_h17_overlay_loose_margin_floor,2025-06,67,58.3,1.5210024079,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg02_h17_overlay_loose_margin_floor,2025-07,34,11.67,1.1737400531,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg02_h17_overlay_loose_margin_floor,2025-08,44,12.65,1.1270141237,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg02_h17_overlay_loose_margin_floor,2025-09,51,34.34,1.353037431,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg02_h17_overlay_loose_margin_floor,2025-10,78,32.14,1.1578663529,7,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg02_h17_overlay_loose_margin_floor,2025-11,81,234.35,2.1880022237,10,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg02_h17_overlay_loose_margin_floor,2025-12,58,-17.99,0.8880243994,5,bad_month_watch(나쁜 월 관찰),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg02_h17_overlay_loose_margin_floor,2026-01,80,24.82,1.1429310048,4,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg02_h17_overlay_loose_margin_floor,2026-02,90,117.92,1.5259035072,12,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg02_h17_overlay_loose_margin_floor,2026-03,4,8.34,23.5405405405,4,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg02_h17_overlay_loose_margin_floor,2026-04,46,23.29,1.2319721116,0,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg03_h17_overlay_mid_margin_floor,2025-01,87,53.17,1.2362867359,7,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg03_h17_overlay_mid_margin_floor,2025-02,72,67.96,1.3887514061,11,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg03_h17_overlay_mid_margin_floor,2025-03,7,10.19,1.8807260156,7,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg03_h17_overlay_mid_margin_floor,2025-04,119,214.85,1.450984495,14,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg03_h17_overlay_mid_margin_floor,2025-05,74,46.03,1.3036945492,4,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg03_h17_overlay_mid_margin_floor,2025-06,67,58.3,1.5210024079,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg03_h17_overlay_mid_margin_floor,2025-07,34,11.67,1.1737400531,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg03_h17_overlay_mid_margin_floor,2025-08,43,5.57,1.0565943903,0,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg03_h17_overlay_mid_margin_floor,2025-09,51,34.34,1.353037431,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg03_h17_overlay_mid_margin_floor,2025-10,78,32.14,1.1578663529,7,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg03_h17_overlay_mid_margin_floor,2025-11,79,234.56,2.2081750026,8,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg03_h17_overlay_mid_margin_floor,2025-12,56,7.19,1.0530705639,3,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg03_h17_overlay_mid_margin_floor,2026-01,79,16.1,1.0928362153,3,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg03_h17_overlay_mid_margin_floor,2026-02,88,99.48,1.4438312266,10,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg03_h17_overlay_mid_margin_floor,2026-03,3,8.65,145.1666666667,3,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg03_h17_overlay_mid_margin_floor,2026-04,46,23.29,1.2319721116,0,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg04_h17_overlay_strict_margin_floor,2025-01,87,53.17,1.2362867359,7,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg04_h17_overlay_strict_margin_floor,2025-02,68,72.83,1.4489139668,7,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg04_h17_overlay_strict_margin_floor,2025-03,7,10.19,1.8807260156,7,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg04_h17_overlay_strict_margin_floor,2025-04,119,214.85,1.450984495,14,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg04_h17_overlay_strict_margin_floor,2025-05,74,46.03,1.3036945492,4,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg04_h17_overlay_strict_margin_floor,2025-06,66,62.31,1.5774139845,0,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg04_h17_overlay_strict_margin_floor,2025-07,34,11.67,1.1737400531,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg04_h17_overlay_strict_margin_floor,2025-08,43,5.57,1.0565943903,0,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg04_h17_overlay_strict_margin_floor,2025-09,51,34.34,1.353037431,1,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg04_h17_overlay_strict_margin_floor,2025-10,78,32.14,1.1578663529,7,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg04_h17_overlay_strict_margin_floor,2025-11,79,234.56,2.2081750026,8,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg04_h17_overlay_strict_margin_floor,2025-12,55,-3.9,0.9712134632,2,bad_month_watch(나쁜 월 관찰),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg04_h17_overlay_strict_margin_floor,2026-01,78,6.48,1.0375710921,2,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg04_h17_overlay_strict_margin_floor,2026-02,87,100.34,1.4493789652,9,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg04_h17_overlay_strict_margin_floor,2026-03,3,8.65,145.1666666667,3,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364CG_train_cost_stable_h17_source_guard_offensive_scout_without_db_v1,cg04_h17_overlay_strict_margin_floor,2026-04,46,23.29,1.2319721116,0,positive_or_neutral(양수 또는 중립),research_development_proxy_scout_only_rule_surface_no_new_model_artifact_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
