run_id,attempt_name,ini_path,ini_sha256,terminal_path,symbol,period,model,deposit,leverage,from_date,to_date,report,set_file,claim_boundary
run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,run364BJ_h19_opp_margin_bh02,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/mt5/inis/OPv2_run364BJ.ini,cfa035e6c2dcde295dc321b650be6f3fdcebc2e4da1da76c00da45272933e093,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/terminal64.exe,US100,M5,4,500.0,1:100,2025.01.02,2026.04.14,OPv2_run364BJ_h19_opp_margin_bh02,OPv2_run364BJ.set,research_development_runtime_guard_support_and_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
