run_id,attempt_name,selected_variant_id,proxy_net_profit,proxy_profit_factor,proxy_trade_count,proxy_density,proxy_expectancy,mt5_net_profit,mt5_profit_factor,mt5_trade_count,runtime_model_ok_count,runtime_feature_ready_count,runtime_status,usability,claim_boundary
run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,run364BJ_h19_opp_margin_bh02,bh02_long_h19_margin_opp_0020,938.59,1.3732279833,1003,3.012012012,0.935782652,959.64,1.38,1006,17428,17428,completed,mt5_kpi_review_ready(테스터 KPI 검토 준비),research_development_runtime_guard_support_and_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
