run_id,copy_id,source_path,target_path,source_exists,copied,sha256,claim_boundary
run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,run364BJ_h19_opp_margin_bh02_telemetry,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/stage364/run364BJ_h19_opposite_margin_runtime_guard/telemetry/run364BJ_h19_opp_margin_bh02_telemetry.csv,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/runtime_telemetry/run364BJ_h19_opp_margin_bh02_telemetry.csv,True,True,bafd977ab4e6a5060d84b04c22ed438653ef8f64f38d943dd5681cfff8bf2195,research_development_runtime_guard_support_and_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,run364BJ_h19_opp_margin_bh02_summary,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/stage364/run364BJ_h19_opposite_margin_runtime_guard/telemetry/run364BJ_h19_opp_margin_bh02_summary.csv,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/runtime_telemetry/run364BJ_h19_opp_margin_bh02_summary.csv,True,True,84b9869957b111bceb7961590c01c8f4bca0ce3bcb119b15cf95b549ff499fe2,research_development_runtime_guard_support_and_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
