run_id,attempt_name,set_path,set_sha256,parameter_count,time_margin_guard_enabled,time_margin_guard_side,time_margin_guard_hours,time_margin_guard_basis,time_margin_guard_min_margin,claim_boundary
run364BJ_implement_h19_opposite_margin_runtime_guard_without_db_v1,run364BJ_h19_opp_margin_bh02,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BJ/mt5/sets/OPv2_run364BJ.set,5f523def75831eb9e8fe4bacfe0af64b27aaade0007425ea61fe486180e2cfd2,71,True,long,19-20,opposite,0.002,research_development_runtime_guard_support_and_probe_attempt_only_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
