run_id,stage_id,report_view,split_scope,tier_scope,route_role,status,n_a_reason,source_authority,report_path,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,max_drawdown,recovery_factor,first_close_time,last_close_time,long_trade_count,short_trade_count
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,tier_b_fallback_only_oos,oos,Tier B,standalone_tier_b_fallback_only,completed,,mt5_strategy_tester_report,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26B_tcn_temporal_convolution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26B_tcn_temporal_convolution_runtime_probe_v1_tier_b_fallback_only_oos.htm,154,-253.33,443.35,-696.68,0.636375,-1.645,0.402597,379.83,-0.666956,2025-10-01 20:25:00,2026-04-13 23:59:58,80,74
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,tier_b_fallback_only_validation_is,validation_is,Tier B,standalone_tier_b_fallback_only,completed,,mt5_strategy_tester_report,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26B_tcn_temporal_convolution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26B_tcn_temporal_convolution_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,256,280.9,681.19,-400.29,1.70174,1.09727,0.433594,69.15,4.06218,2025-01-06 18:35:00,2025-09-24 19:25:00,207,49
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,actual_full_period_single_report,actual_full_period,Tier A+B,actual_full_period_single_report,source_artifact_missing,source_artifact_missing,mt5_strategy_tester_report,,,,,,,,,,,,,,
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,routed_oos,oos,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23D_river_native_online_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23D_river_native_online_runtime_probe_v1_routed_oos.htm,729,-202.2,1013.91,-1216.11,0.833732,-0.277366,0.525377,256.53,-0.788212,2025-10-01 16:40:00,2026-04-13 21:50:00,387,342
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,routed_validation_is,validation_is,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23D_river_native_online_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23D_river_native_online_runtime_probe_v1_routed_validation_is.htm,919,-115.71,1519.22,-1634.93,0.929226,-0.125909,0.50272,216.89,-0.533496,2025-01-02 17:10:00,2025-09-30 20:05:00,476,443
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,tier_a_only_oos,oos,Tier A,standalone_tier_a_only,completed,,mt5_strategy_tester_report,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23D_river_native_online_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23D_river_native_online_runtime_probe_v1_tier_a_only_oos.htm,555,-228.82,849.56,-1078.38,0.787811,-0.412288,0.520721,278.42,-0.821852,2025-10-01 16:40:00,2026-04-13 21:35:00,236,319
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,tier_a_only_validation_is,validation_is,Tier A,standalone_tier_a_only,completed,,mt5_strategy_tester_report,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23D_river_native_online_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23D_river_native_online_runtime_probe_v1_tier_a_only_validation_is.htm,721,-104.02,1384.69,-1488.71,0.930127,-0.144272,0.495146,226.3,-0.459655,2025-01-02 17:10:00,2025-09-30 19:50:00,313,408
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,tier_b_fallback_only_oos,oos,Tier B,standalone_tier_b_fallback_only,completed,,mt5_strategy_tester_report,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23D_river_native_online_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23D_river_native_online_runtime_probe_v1_tier_b_fallback_only_oos.htm,151,15.86,501.58,-485.72,1.03265,0.105033,0.589404,173.61,0.091354,2025-10-01 19:30:00,2026-04-13 23:59:58,120,31
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,tier_b_fallback_only_validation_is,validation_is,Tier B,standalone_tier_b_fallback_only,completed,,mt5_strategy_tester_report,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23D_river_native_online_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23D_river_native_online_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,208,-156.72,364.59,-521.31,0.699373,-0.753462,0.490385,271.02,-0.57826,2025-01-03 19:40:00,2025-09-30 20:55:00,172,36
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,actual_full_period_single_report,actual_full_period,Tier A+B,actual_full_period_single_report,source_artifact_missing,source_artifact_missing,mt5_strategy_tester_report,,,,,,,,,,,,,,
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,routed_oos,oos,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24D_native_source_calibration_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24D_native_source_calibration_runtime_probe_v1_routed_oos.htm,2,-1.32,2.99,-4.31,0.693735,-0.66,0.5,4.31,-0.306265,2026-01-21 21:35:00,2026-03-02 16:40:00,0,2
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,routed_validation_is,validation_is,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24D_native_source_calibration_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24D_native_source_calibration_runtime_probe_v1_routed_validation_is.htm,36,44.19,206.81,-162.62,1.27174,1.2275,0.583333,92.88,0.475775,2025-02-03 17:30:00,2025-04-11 20:45:00,0,36
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,tier_a_only_oos,oos,Tier A,standalone_tier_a_only,completed,,mt5_strategy_tester_report,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24D_native_source_calibration_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24D_native_source_calibration_runtime_probe_v1_tier_a_only_oos.htm,2,-1.32,2.99,-4.31,0.693735,-0.66,0.5,4.31,-0.306265,2026-01-21 21:35:00,2026-03-02 16:40:00,0,2
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,tier_a_only_validation_is,validation_is,Tier A,standalone_tier_a_only,completed,,mt5_strategy_tester_report,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24D_native_source_calibration_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24D_native_source_calibration_runtime_probe_v1_tier_a_only_validation_is.htm,35,40.97,203.59,-162.62,1.25194,1.17057,0.571429,92.88,0.441107,2025-02-03 17:30:00,2025-04-11 20:45:00,0,35
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,tier_b_fallback_only_oos,oos,Tier B,standalone_tier_b_fallback_only,completed,,mt5_strategy_tester_report,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24D_native_source_calibration_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24D_native_source_calibration_runtime_probe_v1_tier_b_fallback_only_oos.htm,0,0,0,0,,,,0,,,,0,0
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,tier_b_fallback_only_validation_is,validation_is,Tier B,standalone_tier_b_fallback_only,completed,,mt5_strategy_tester_report,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24D_native_source_calibration_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24D_native_source_calibration_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,1,3.22,3.22,0,,3.22,1,0,,2025-03-12 16:40:00,2025-03-12 16:40:00,0,1
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,actual_full_period_single_report,actual_full_period,Tier A+B,actual_full_period_single_report,source_artifact_missing,source_artifact_missing,mt5_strategy_tester_report,,,,,,,,,,,,,,
run26D_torch_tcn_native_temporal_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,routed_oos,oos,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26D_torch_tcn_native_temporal_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26D_torch_tcn_native_temporal_runtime_probe_v1_routed_oos.htm,1123,111.77,1701.99,-1590.22,1.07029,0.099528,0.439003,213.56,0.523366,2025-10-01 16:55:00,2026-04-13 22:00:00,561,562
run26D_torch_tcn_native_temporal_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,routed_validation_is,validation_is,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26D_torch_tcn_native_temporal_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26D_torch_tcn_native_temporal_runtime_probe_v1_routed_validation_is.htm,1435,75.26,2224.82,-2149.56,1.03501,0.052446,0.442509,306.12,0.245851,2025-01-02 16:50:00,2025-09-30 16:40:00,731,704
run26D_torch_tcn_native_temporal_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,tier_a_only_oos,oos,Tier A,standalone_tier_a_only,completed,,mt5_strategy_tester_report,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26D_torch_tcn_native_temporal_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26D_torch_tcn_native_temporal_runtime_probe_v1_tier_a_only_oos.htm,912,180.12,1577.69,-1397.57,1.12888,0.1975,0.449561,180.87,0.995853,2025-10-01 16:55:00,2026-04-13 22:00:00,443,469
run26D_torch_tcn_native_temporal_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,tier_a_only_validation_is,validation_is,Tier A,standalone_tier_a_only,completed,,mt5_strategy_tester_report,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26D_torch_tcn_native_temporal_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26D_torch_tcn_native_temporal_runtime_probe_v1_tier_a_only_validation_is.htm,1131,134.03,2066.61,-1932.58,1.06935,0.118506,0.451813,279.74,0.479123,2025-01-02 16:50:00,2025-09-30 16:40:00,483,648
run26D_torch_tcn_native_temporal_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,tier_b_fallback_only_oos,oos,Tier B,standalone_tier_b_fallback_only,completed,,mt5_strategy_tester_report,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26D_torch_tcn_native_temporal_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26D_torch_tcn_native_temporal_runtime_probe_v1_tier_b_fallback_only_oos.htm,154,-253.33,443.35,-696.68,0.636375,-1.645,0.402597,379.83,-0.666956,2025-10-01 20:25:00,2026-04-13 23:59:58,80,74
run26D_torch_tcn_native_temporal_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,tier_b_fallback_only_validation_is,validation_is,Tier B,standalone_tier_b_fallback_only,completed,,mt5_strategy_tester_report,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26D_torch_tcn_native_temporal_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26D_torch_tcn_native_temporal_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,256,280.9,681.19,-400.29,1.70174,1.09727,0.433594,69.15,4.06218,2025-01-06 18:35:00,2025-09-24 19:25:00,207,49
run26D_torch_tcn_native_temporal_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,actual_full_period_single_report,actual_full_period,Tier A+B,actual_full_period_single_report,source_artifact_missing,source_artifact_missing,mt5_strategy_tester_report,,,,,,,,,,,,,,
run25D_tabnet_native_attentive_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,routed_oos,oos,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25D_tabnet_native_attentive_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25D_tabnet_native_attentive_runtime_probe_v1_routed_oos.htm,882,-4.32,1367.22,-1371.54,0.99685,-0.004898,0.463719,148.26,-0.029138,2025-10-01 18:35:00,2026-04-13 23:59:58,766,116
run25D_tabnet_native_attentive_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,routed_validation_is,validation_is,Tier A+B,actual_routed_total,completed,,mt5_strategy_tester_report,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25D_tabnet_native_attentive_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25D_tabnet_native_attentive_runtime_probe_v1_routed_validation_is.htm,506,-498.33,740.92,-1239.25,0.597878,-0.984842,0.43083,498.33,-1,2025-01-02 17:50:00,2025-04-08 22:45:00,423,83
run25D_tabnet_native_attentive_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,tier_a_only_oos,oos,Tier A,standalone_tier_a_only,completed,,mt5_strategy_tester_report,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25D_tabnet_native_attentive_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25D_tabnet_native_attentive_runtime_probe_v1_tier_a_only_oos.htm,718,9.54,1292.16,-1282.62,1.00744,0.013287,0.45961,147.32,0.064757,2025-10-01 18:35:00,2026-04-13 23:59:58,641,77
run25D_tabnet_native_attentive_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,tier_a_only_validation_is,validation_is,Tier A,standalone_tier_a_only,completed,,mt5_strategy_tester_report,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25D_tabnet_native_attentive_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25D_tabnet_native_attentive_runtime_probe_v1_tier_a_only_validation_is.htm,398,-497.09,692.76,-1189.85,0.582225,-1.24897,0.429648,497.09,-1,2025-01-02 18:10:00,2025-04-09 02:29:00,340,58
run25D_tabnet_native_attentive_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,tier_b_fallback_only_oos,oos,Tier B,standalone_tier_b_fallback_only,completed,,mt5_strategy_tester_report,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25D_tabnet_native_attentive_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25D_tabnet_native_attentive_runtime_probe_v1_tier_b_fallback_only_oos.htm,131,129.37,467.59,-338.22,1.3825,0.987557,0.564885,100.32,1.28957,2025-10-02 18:20:00,2026-04-13 23:59:58,96,35
run25D_tabnet_native_attentive_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,tier_b_fallback_only_validation_is,validation_is,Tier B,standalone_tier_b_fallback_only,completed,,mt5_strategy_tester_report,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25D_tabnet_native_attentive_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25D_tabnet_native_attentive_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,259,180.98,622.58,-441.6,1.40983,0.698764,0.393822,128.1,1.4128,2025-01-06 17:10:00,2025-09-30 21:45:00,223,36
run25D_tabnet_native_attentive_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,actual_full_period_single_report,actual_full_period,Tier A+B,actual_full_period_single_report,source_artifact_missing,source_artifact_missing,mt5_strategy_tester_report,,,,,,,,,,,,,,
