run_id,stage_id,artifact_role,report_view,split_scope,tier_scope,availability,status,n_a_reason,path,sha256_lf_normalized,bytes,notes
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,mt5_strategy_tester_report,tier_a_only_oos,oos,Tier A,tracked_ignored_with_durable_manifest,completed,,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26B_tcn_temporal_convolution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26B_tcn_temporal_convolution_runtime_probe_v1_tier_a_only_oos.htm,28e4bfdb64285f0093f5005512beef581c5443ecc422bdd071613932f1efda35,1933978,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,mt5_strategy_tester_report,tier_a_only_validation_is,validation_is,Tier A,tracked_ignored_with_durable_manifest,completed,,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26B_tcn_temporal_convolution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26B_tcn_temporal_convolution_runtime_probe_v1_tier_a_only_validation_is.htm,416f656d1a9eca384248088084f87b4be37fdbd05ec6139fa5ae42f652066d2b,2390420,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,mt5_strategy_tester_report,tier_b_fallback_only_oos,oos,Tier B,tracked_ignored_with_durable_manifest,completed,,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26B_tcn_temporal_convolution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26B_tcn_temporal_convolution_runtime_probe_v1_tier_b_fallback_only_oos.htm,b6a756200ce18f8788fa3f386e7566774acb4920dba9f61fda2b9be6ac7e807d,359218,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,mt5_strategy_tester_report,tier_b_fallback_only_validation_is,validation_is,Tier B,tracked_ignored_with_durable_manifest,completed,,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26B_tcn_temporal_convolution_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26B_tcn_temporal_convolution_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,04ba92f0b2619743583ac0aec7da1140211513d0801792bed82456b88d50eebf,570696,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run26B_tcn_temporal_convolution_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,actual_full_period_single_mt5_report,actual_full_period_single_report,actual_full_period,Tier A+B,missing,source_artifact_missing,source_artifact_missing,,,,"validation and OOS split reports exist, but one actual full-period tester report is missing"
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,mt5_strategy_tester_report,routed_oos,oos,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23D_river_native_online_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23D_river_native_online_runtime_probe_v1_routed_oos.htm,95a3a50454c4625a2e500e27aa4d510d78a448d5d97b80ec20f591a69f3839fc,1552478,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,mt5_strategy_tester_report,routed_validation_is,validation_is,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23D_river_native_online_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23D_river_native_online_runtime_probe_v1_routed_validation_is.htm,fa054bad2c715b2e46a77b1db7144cbe8556443ce34060901ca333f5ec2499c1,1948506,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,mt5_strategy_tester_report,tier_a_only_oos,oos,Tier A,tracked_ignored_with_durable_manifest,completed,,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23D_river_native_online_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23D_river_native_online_runtime_probe_v1_tier_a_only_oos.htm,277366b332da7b58b7baf75e1bae2922e38e5cc0dea168218ec574116dd8299f,1190074,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,mt5_strategy_tester_report,tier_a_only_validation_is,validation_is,Tier A,tracked_ignored_with_durable_manifest,completed,,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23D_river_native_online_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23D_river_native_online_runtime_probe_v1_tier_a_only_validation_is.htm,acaaec82a9d1e5238edd20d813405182632d59994fc39fd4e2579f0a8d37e738,1536118,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,mt5_strategy_tester_report,tier_b_fallback_only_oos,oos,Tier B,tracked_ignored_with_durable_manifest,completed,,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23D_river_native_online_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23D_river_native_online_runtime_probe_v1_tier_b_fallback_only_oos.htm,f6af732ec03d3568cbab2c98acf9b3b2dfa6620715b76e20691e1736f7250088,352788,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,mt5_strategy_tester_report,tier_b_fallback_only_validation_is,validation_is,Tier B,tracked_ignored_with_durable_manifest,completed,,stages/29_adaptive_model__river_online_drift_learning/02_runs/run23D_river_native_online_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run23D_river_native_online_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,cbcd9d5adf0e1e1b56318d4a474e6f6dbc3e3b26c37b2528b6edcf6db670c68e,471118,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run23D_river_native_online_runtime_probe_v1,29_adaptive_model__river_online_drift_learning,actual_full_period_single_mt5_report,actual_full_period_single_report,actual_full_period,Tier A+B,missing,source_artifact_missing,source_artifact_missing,,,,"validation and OOS split reports exist, but one actual full-period tester report is missing"
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,mt5_strategy_tester_report,routed_oos,oos,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24D_native_source_calibration_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24D_native_source_calibration_runtime_probe_v1_routed_oos.htm,8b8cf242b10a5f90a92b5c6cb13fe2ff449508ef27e2bc72219a130c73ae6f79,44672,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,mt5_strategy_tester_report,routed_validation_is,validation_is,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24D_native_source_calibration_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24D_native_source_calibration_runtime_probe_v1_routed_validation_is.htm,831c9516b10c73b586f20aaa32e1693a177b3d8d9ed5649319144e9ebc5fcb6a,114900,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,mt5_strategy_tester_report,tier_a_only_oos,oos,Tier A,tracked_ignored_with_durable_manifest,completed,,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24D_native_source_calibration_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24D_native_source_calibration_runtime_probe_v1_tier_a_only_oos.htm,b92069ee3fd827b0b218df732234c9f90e1f2ba616d64741b9b9cc597718e5cf,44712,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,mt5_strategy_tester_report,tier_a_only_validation_is,validation_is,Tier A,tracked_ignored_with_durable_manifest,completed,,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24D_native_source_calibration_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24D_native_source_calibration_runtime_probe_v1_tier_a_only_validation_is.htm,1a584f624462ee245f5c03a9e25ba48c99fa23e60082cf571f91e239dc22745f,112884,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,mt5_strategy_tester_report,tier_b_fallback_only_oos,oos,Tier B,tracked_ignored_with_durable_manifest,completed,,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24D_native_source_calibration_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24D_native_source_calibration_runtime_probe_v1_tier_b_fallback_only_oos.htm,899684149b02f29b7f04cb8922c250c4603cddd4a52b829749462e306bd53e35,40734,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,mt5_strategy_tester_report,tier_b_fallback_only_validation_is,validation_is,Tier B,tracked_ignored_with_durable_manifest,completed,,stages/30_decision_layer__probability_calibration_abstention/02_runs/run24D_native_source_calibration_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run24D_native_source_calibration_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,426695a285269d013dab2b814ca7541b48211c0cbd676caafcd6690ed68c5cbb,42984,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run24D_native_source_calibration_runtime_probe_v1,30_decision_layer__probability_calibration_abstention,actual_full_period_single_mt5_report,actual_full_period_single_report,actual_full_period,Tier A+B,missing,source_artifact_missing,source_artifact_missing,,,,"validation and OOS split reports exist, but one actual full-period tester report is missing"
run26D_torch_tcn_native_temporal_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,mt5_strategy_tester_report,routed_oos,oos,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26D_torch_tcn_native_temporal_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26D_torch_tcn_native_temporal_runtime_probe_v1_routed_oos.htm,78632b796407ca6eca4f8dce0f9394345ad56532e6b6878c68a1f85e9e7d2ada,2373534,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run26D_torch_tcn_native_temporal_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,mt5_strategy_tester_report,routed_validation_is,validation_is,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26D_torch_tcn_native_temporal_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26D_torch_tcn_native_temporal_runtime_probe_v1_routed_validation_is.htm,7ab3467b580b4b240865d32fd85e5fdf582a4d0fb9e53c2ef85a41558a716b49,3023700,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run26D_torch_tcn_native_temporal_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,mt5_strategy_tester_report,tier_a_only_oos,oos,Tier A,tracked_ignored_with_durable_manifest,completed,,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26D_torch_tcn_native_temporal_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26D_torch_tcn_native_temporal_runtime_probe_v1_tier_a_only_oos.htm,ad520f4dde8a450d860234e1fc18b04c193279ba0bf99708bd543539ee16856b,1934004,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run26D_torch_tcn_native_temporal_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,mt5_strategy_tester_report,tier_a_only_validation_is,validation_is,Tier A,tracked_ignored_with_durable_manifest,completed,,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26D_torch_tcn_native_temporal_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26D_torch_tcn_native_temporal_runtime_probe_v1_tier_a_only_validation_is.htm,469afea00d7a52618da2a9c216e0ccf0194f0f98511d1ddab152fd419ae32ae8,2390446,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run26D_torch_tcn_native_temporal_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,mt5_strategy_tester_report,tier_b_fallback_only_oos,oos,Tier B,tracked_ignored_with_durable_manifest,completed,,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26D_torch_tcn_native_temporal_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26D_torch_tcn_native_temporal_runtime_probe_v1_tier_b_fallback_only_oos.htm,05e49713137e3264b555ebf20d13abdb8a1cd71b59ee8ac0ce59656496d23fdc,359244,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run26D_torch_tcn_native_temporal_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,mt5_strategy_tester_report,tier_b_fallback_only_validation_is,validation_is,Tier B,tracked_ignored_with_durable_manifest,completed,,stages/32_sequence_model__tcn_temporal_convolution_context/02_runs/run26D_torch_tcn_native_temporal_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run26D_torch_tcn_native_temporal_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,e025189aea5e7ff330e55d8e21c49f1998aa4d8834023cc49eee42fa885a9e4c,570722,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run26D_torch_tcn_native_temporal_runtime_probe_v1,32_sequence_model__tcn_temporal_convolution_context,actual_full_period_single_mt5_report,actual_full_period_single_report,actual_full_period,Tier A+B,missing,source_artifact_missing,source_artifact_missing,,,,"validation and OOS split reports exist, but one actual full-period tester report is missing"
run25D_tabnet_native_attentive_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,mt5_strategy_tester_report,routed_oos,oos,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25D_tabnet_native_attentive_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25D_tabnet_native_attentive_runtime_probe_v1_routed_oos.htm,9125f283bc82a29d2f97509bb7add76fd853d3252438c398d81164b2475721c1,1871340,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run25D_tabnet_native_attentive_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,mt5_strategy_tester_report,routed_validation_is,validation_is,Tier A+B,tracked_ignored_with_durable_manifest,completed,,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25D_tabnet_native_attentive_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25D_tabnet_native_attentive_runtime_probe_v1_routed_validation_is.htm,e84e684d557d30fb7aef5b49d847e5a50dac5382fbd7186a3bf68f18528d62ba,1088222,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run25D_tabnet_native_attentive_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,mt5_strategy_tester_report,tier_a_only_oos,oos,Tier A,tracked_ignored_with_durable_manifest,completed,,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25D_tabnet_native_attentive_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25D_tabnet_native_attentive_runtime_probe_v1_tier_a_only_oos.htm,f442725d84dba0ca43a288ab53b9972594bdcc0eef6832cb6658ff257034a890,1529756,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run25D_tabnet_native_attentive_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,mt5_strategy_tester_report,tier_a_only_validation_is,validation_is,Tier A,tracked_ignored_with_durable_manifest,completed,,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25D_tabnet_native_attentive_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25D_tabnet_native_attentive_runtime_probe_v1_tier_a_only_validation_is.htm,4374883b8cacb5fff7840e3151c666c952e7f23a3e7bb33b2b4c071f321b8f9c,864498,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run25D_tabnet_native_attentive_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,mt5_strategy_tester_report,tier_b_fallback_only_oos,oos,Tier B,tracked_ignored_with_durable_manifest,completed,,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25D_tabnet_native_attentive_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25D_tabnet_native_attentive_runtime_probe_v1_tier_b_fallback_only_oos.htm,f173662c723f7daeedbb324473b5e9721084d43d345647d2e4b577c8495ae2a3,311464,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run25D_tabnet_native_attentive_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,mt5_strategy_tester_report,tier_b_fallback_only_validation_is,validation_is,Tier B,tracked_ignored_with_durable_manifest,completed,,stages/31_model_family_challenge__tabnet_attentive_tabular_scout/02_runs/run25D_tabnet_native_attentive_runtime_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run25D_tabnet_native_attentive_runtime_probe_v1_tier_b_fallback_only_validation_is.htm,19a5642f57ad06dde3fefc63a318151bbd738546e387155d1e44cdf7a40185ff,576914,headline authority is MT5 report; time segments are recomputed from parsed MT5 deals
run25D_tabnet_native_attentive_runtime_probe_v1,31_model_family_challenge__tabnet_attentive_tabular_scout,actual_full_period_single_mt5_report,actual_full_period_single_report,actual_full_period,Tier A+B,missing,source_artifact_missing,source_artifact_missing,,,,"validation and OOS split reports exist, but one actual full-period tester report is missing"
