run_id,adapter_id,split,month,trade_count,net_profit,profit_factor,winner_count,loser_count,quality_flag
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_stage248_binding_control,validation_is,2025.01,30,12.22,1.118825,15,15,pf_below_34d
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_stage248_binding_control,validation_is,2025.02,36,190.5,2.163075,23,13,acceptable_measurement_only
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_stage248_binding_control,validation_is,2025.03,32,8.3,1.039033,13,19,pf_below_34d
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_stage248_binding_control,validation_is,2025.04,53,256.55,1.848716,33,20,acceptable_measurement_only
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_stage248_binding_control,validation_is,2025.05,28,23.34,1.138328,13,15,pf_below_34d
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_stage248_binding_control,validation_is,2025.06,22,112.74,2.020087,15,7,acceptable_measurement_only
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_stage248_binding_control,validation_is,2025.07,20,185.04,2.468338,11,9,acceptable_measurement_only
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_stage248_binding_control,validation_is,2025.08,25,28.91,1.096338,11,14,pf_below_34d
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_stage248_binding_control,validation_is,2025.09,23,154.55,1.912877,14,9,acceptable_measurement_only
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_stage248_binding_control,oos,2025.10,21,21.33,1.310345,13,8,pf_below_34d
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_stage248_binding_control,oos,2025.11,33,211.19,3.160733,21,12,acceptable_measurement_only
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_stage248_binding_control,oos,2025.12,20,-31.7,0.773523,10,10,negative_month
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_stage248_binding_control,oos,2026.01,31,127.39,2.015788,18,13,acceptable_measurement_only
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_stage248_binding_control,oos,2026.02,38,132,1.621879,20,18,acceptable_measurement_only
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_stage248_binding_control,oos,2026.03,40,322.53,2.153747,21,19,acceptable_measurement_only
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_stage248_binding_control,oos,2026.04,12,-6.72,0.912042,7,5,negative_month
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_low_flat020,validation_is,2025.01,24,-10.04,0.807146,11,11,negative_month
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_low_flat020,validation_is,2025.02,26,117.22,2.426902,18,8,acceptable_measurement_only
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_low_flat020,validation_is,2025.03,21,7.25,1.184104,10,11,pf_below_34d
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_low_flat020,validation_is,2025.04,39,21.23,1.183969,24,15,pf_below_34d
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_low_flat020,validation_is,2025.05,14,5.43,1.246482,6,7,pf_below_34d
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_low_flat020,validation_is,2025.06,16,13.58,1.330494,12,4,pf_below_34d
