run_id,adapter_id,split,gate_column,source_feature,decision_binding_feature,total_rows,signal_rows,blocked_signal_rows,allowed_signal_rows,rank_counts,allowed_signal_rank_counts,low_penalty,mid_penalty,gate_description,side_filter_feature_index,rank_feature_index
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_stage248_binding_control,validation_is,stage250_decision_binding_gate_stage248_binding_control,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_val.csv,stages/250_adapter_research__decision_surface_binding_repair_after_stage248_threshold_no_effect/02_runs/run250A/s250_stage248_binding_control/features/s250_stage248_binding_control_val.csv,9844,468,193,275,"{""high"":573,""low"":7439,""mid"":1559,""vhigh"":273}","{""high"":33,""low"":188,""mid"":37,""vhigh"":17}",0,0,Stage250 keeps Stage248 reference side filter and changes rank-conditioned score surface.,2,1
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_stage248_binding_control,oos,stage250_decision_binding_gate_stage248_binding_control,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_oos.csv,stages/250_adapter_research__decision_surface_binding_repair_after_stage248_threshold_no_effect/02_runs/run250A/s250_stage248_binding_control/features/s250_stage248_binding_control_oos.csv,7584,348,148,200,"{""high"":494,""low"":5454,""mid"":1362,""vhigh"":274}","{""high"":28,""low"":127,""mid"":38,""vhigh"":7}",0,0,Stage250 keeps Stage248 reference side filter and changes rank-conditioned score surface.,2,1
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_low_flat020,validation_is,stage250_decision_binding_gate_low_flat020,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_val.csv,stages/250_adapter_research__decision_surface_binding_repair_after_stage248_threshold_no_effect/02_runs/run250A/s250_low_flat020/features/s250_low_flat020_val.csv,9844,468,193,275,"{""high"":573,""low"":7439,""mid"":1559,""vhigh"":273}","{""high"":33,""low"":188,""mid"":37,""vhigh"":17}",0.2,0,Stage250 keeps Stage248 reference side filter and changes rank-conditioned score surface.,2,1
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_low_flat020,oos,stage250_decision_binding_gate_low_flat020,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_oos.csv,stages/250_adapter_research__decision_surface_binding_repair_after_stage248_threshold_no_effect/02_runs/run250A/s250_low_flat020/features/s250_low_flat020_oos.csv,7584,348,148,200,"{""high"":494,""low"":5454,""mid"":1362,""vhigh"":274}","{""high"":28,""low"":127,""mid"":38,""vhigh"":7}",0.2,0,Stage250 keeps Stage248 reference side filter and changes rank-conditioned score surface.,2,1
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_low_flat025,validation_is,stage250_decision_binding_gate_low_flat025,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_val.csv,stages/250_adapter_research__decision_surface_binding_repair_after_stage248_threshold_no_effect/02_runs/run250A/s250_low_flat025/features/s250_low_flat025_val.csv,9844,468,193,275,"{""high"":573,""low"":7439,""mid"":1559,""vhigh"":273}","{""high"":33,""low"":188,""mid"":37,""vhigh"":17}",0.25,0,Stage250 keeps Stage248 reference side filter and changes rank-conditioned score surface.,2,1
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_low_flat025,oos,stage250_decision_binding_gate_low_flat025,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_oos.csv,stages/250_adapter_research__decision_surface_binding_repair_after_stage248_threshold_no_effect/02_runs/run250A/s250_low_flat025/features/s250_low_flat025_oos.csv,7584,348,148,200,"{""high"":494,""low"":5454,""mid"":1362,""vhigh"":274}","{""high"":28,""low"":127,""mid"":38,""vhigh"":7}",0.25,0,Stage250 keeps Stage248 reference side filter and changes rank-conditioned score surface.,2,1
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_lowmid_flat025_015,validation_is,stage250_decision_binding_gate_lowmid_flat025_015,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_val.csv,stages/250_adapter_research__decision_surface_binding_repair_after_stage248_threshold_no_effect/02_runs/run250A/s250_lowmid_flat025_015/features/s250_lowmid_flat025_015_val.csv,9844,468,193,275,"{""high"":573,""low"":7439,""mid"":1559,""vhigh"":273}","{""high"":33,""low"":188,""mid"":37,""vhigh"":17}",0.25,0.15,Stage250 keeps Stage248 reference side filter and changes rank-conditioned score surface.,2,1
run250A_stage250_decision_surface_binding_repair_after_stage248_threshold_no_effect_v1,s250_lowmid_flat025_015,oos,stage250_decision_binding_gate_lowmid_flat025_015,stages/59AR_adapter_repair__new_model_branch_from_stage59aq/02_runs/run59AM/s59ar_v41_sd8_h3/features/s59ar_v41_sd8_h3_stage59d_adapter_a_oos.csv,stages/250_adapter_research__decision_surface_binding_repair_after_stage248_threshold_no_effect/02_runs/run250A/s250_lowmid_flat025_015/features/s250_lowmid_flat025_015_oos.csv,7584,348,148,200,"{""high"":494,""low"":5454,""mid"":1362,""vhigh"":274}","{""high"":28,""low"":127,""mid"":38,""vhigh"":7}",0.25,0.15,Stage250 keeps Stage248 reference side filter and changes rank-conditioned score surface.,2,1
