time_open_unix,time_close_unix,contract_symbol,broker_symbol,timeframe,open,high,low,close,tick_volume,spread_points,real_volume,time_basis
1776151500,1776151800,USDX,USDX,M5,98.084,98.091,98.074,98.091,35,35,0,MT5_PY_API_UNIX_SECONDS
1776151800,1776152100,USDX,USDX,M5,98.086,98.096,98.084,98.094,18,35,0,MT5_PY_API_UNIX_SECONDS
1776152100,1776152400,USDX,USDX,M5,98.091,98.106,98.091,98.099,18,35,0,MT5_PY_API_UNIX_SECONDS
1776152400,1776152700,USDX,USDX,M5,98.099,98.101,98.094,98.094,20,35,0,MT5_PY_API_UNIX_SECONDS
1776152700,1776153000,USDX,USDX,M5,98.096,98.096,98.081,98.084,19,35,0,MT5_PY_API_UNIX_SECONDS
1776153000,1776153300,USDX,USDX,M5,98.086,98.091,98.069,98.076,28,35,0,MT5_PY_API_UNIX_SECONDS
1776153300,1776153600,USDX,USDX,M5,98.079,98.094,98.074,98.089,34,35,0,MT5_PY_API_UNIX_SECONDS
1776153600,1776153900,USDX,USDX,M5,98.094,98.096,98.064,98.069,53,35,0,MT5_PY_API_UNIX_SECONDS
1776153900,1776154200,USDX,USDX,M5,98.071,98.086,98.064,98.084,36,35,0,MT5_PY_API_UNIX_SECONDS
1776154200,1776154500,USDX,USDX,M5,98.079,98.104,98.079,98.101,42,35,0,MT5_PY_API_UNIX_SECONDS
1776154500,1776154800,USDX,USDX,M5,98.096,98.116,98.094,98.109,20,35,0,MT5_PY_API_UNIX_SECONDS
1776154800,1776155100,USDX,USDX,M5,98.111,98.126,98.109,98.126,29,35,0,MT5_PY_API_UNIX_SECONDS
1776155100,1776155400,USDX,USDX,M5,98.124,98.146,98.124,98.139,38,35,0,MT5_PY_API_UNIX_SECONDS
1776155400,1776155700,USDX,USDX,M5,98.134,98.156,98.134,98.141,42,35,0,MT5_PY_API_UNIX_SECONDS
1776155700,1776156000,USDX,USDX,M5,98.139,98.154,98.124,98.131,34,35,0,MT5_PY_API_UNIX_SECONDS
1776156000,1776156300,USDX,USDX,M5,98.126,98.126,98.104,98.111,46,35,0,MT5_PY_API_UNIX_SECONDS
1776156300,1776156600,USDX,USDX,M5,98.111,98.129,98.099,98.124,49,35,0,MT5_PY_API_UNIX_SECONDS
1776156600,1776156900,USDX,USDX,M5,98.119,98.131,98.114,98.124,34,35,0,MT5_PY_API_UNIX_SECONDS
1776156900,1776157200,USDX,USDX,M5,98.121,98.131,98.114,98.116,66,35,0,MT5_PY_API_UNIX_SECONDS
1776157200,1776157500,USDX,USDX,M5,98.116,98.116,98.064,98.109,141,35,0,MT5_PY_API_UNIX_SECONDS
1776157500,1776157800,USDX,USDX,M5,98.116,98.126,98.109,98.126,76,35,0,MT5_PY_API_UNIX_SECONDS
1776157800,1776158100,USDX,USDX,M5,98.119,98.144,98.119,98.144,63,35,0,MT5_PY_API_UNIX_SECONDS
1776158100,1776158400,USDX,USDX,M5,98.144,98.161,98.134,98.154,75,35,0,MT5_PY_API_UNIX_SECONDS
1776158400,1776158700,USDX,USDX,M5,98.159,98.166,98.149,98.149,66,35,0,MT5_PY_API_UNIX_SECONDS
1776158700,1776159000,USDX,USDX,M5,98.156,98.161,98.124,98.124,108,35,0,MT5_PY_API_UNIX_SECONDS
1776159000,1776159300,USDX,USDX,M5,98.129,98.136,98.109,98.111,92,35,0,MT5_PY_API_UNIX_SECONDS
1776159300,1776159600,USDX,USDX,M5,98.109,98.129,98.109,98.124,67,35,0,MT5_PY_API_UNIX_SECONDS
1776159600,1776159900,USDX,USDX,M5,98.126,98.131,98.084,98.086,76,35,0,MT5_PY_API_UNIX_SECONDS
1776159900,1776160200,USDX,USDX,M5,98.091,98.091,98.049,98.066,130,35,0,MT5_PY_API_UNIX_SECONDS
1776160200,1776160500,USDX,USDX,M5,98.064,98.069,98.034,98.044,63,35,0,MT5_PY_API_UNIX_SECONDS
1776160500,1776160800,USDX,USDX,M5,98.049,98.051,98.019,98.019,115,35,0,MT5_PY_API_UNIX_SECONDS
1776160800,1776161100,USDX,USDX,M5,98.021,98.026,97.919,97.934,261,35,0,MT5_PY_API_UNIX_SECONDS
1776161100,1776161400,USDX,USDX,M5,97.934,97.936,97.874,97.894,416,35,0,MT5_PY_API_UNIX_SECONDS
1776161400,1776161700,USDX,USDX,M5,97.899,97.961,97.899,97.949,237,35,0,MT5_PY_API_UNIX_SECONDS
1776161700,1776162000,USDX,USDX,M5,97.944,97.991,97.939,97.991,117,35,0,MT5_PY_API_UNIX_SECONDS
1776162000,1776162300,USDX,USDX,M5,97.986,97.991,97.956,97.984,144,35,0,MT5_PY_API_UNIX_SECONDS
1776162300,1776162600,USDX,USDX,M5,97.981,97.984,97.964,97.964,144,35,0,MT5_PY_API_UNIX_SECONDS
1776162600,1776162900,USDX,USDX,M5,97.964,97.971,97.919,97.919,219,35,0,MT5_PY_API_UNIX_SECONDS
1776162900,1776163200,USDX,USDX,M5,97.919,97.941,97.904,97.904,139,35,0,MT5_PY_API_UNIX_SECONDS
1776163200,1776163500,USDX,USDX,M5,97.901,97.936,97.894,97.924,110,35,0,MT5_PY_API_UNIX_SECONDS
1776163500,1776163800,USDX,USDX,M5,97.926,97.946,97.904,97.944,106,35,0,MT5_PY_API_UNIX_SECONDS
1776163800,1776164100,USDX,USDX,M5,97.946,97.986,97.934,97.974,123,35,0,MT5_PY_API_UNIX_SECONDS
1776164100,1776164400,USDX,USDX,M5,97.969,97.986,97.964,97.986,133,35,0,MT5_PY_API_UNIX_SECONDS
1776164400,1776164700,USDX,USDX,M5,97.984,97.991,97.974,97.979,168,35,0,MT5_PY_API_UNIX_SECONDS
1776164700,1776165000,USDX,USDX,M5,97.979,98.001,97.974,98.001,113,35,0,MT5_PY_API_UNIX_SECONDS
1776165000,1776165300,USDX,USDX,M5,98.001,98.021,97.989,98.011,126,35,0,MT5_PY_API_UNIX_SECONDS
1776165300,1776165600,USDX,USDX,M5,98.009,98.021,97.999,98.019,120,35,0,MT5_PY_API_UNIX_SECONDS
1776165600,1776165900,USDX,USDX,M5,98.021,98.021,98.004,98.014,97,35,0,MT5_PY_API_UNIX_SECONDS
1776165900,1776166200,USDX,USDX,M5,98.011,98.019,97.994,97.994,65,35,0,MT5_PY_API_UNIX_SECONDS
1776166200,1776166500,USDX,USDX,M5,97.991,98.011,97.979,97.999,114,35,0,MT5_PY_API_UNIX_SECONDS
1776166500,1776166800,USDX,USDX,M5,97.999,98.006,97.964,97.966,114,35,0,MT5_PY_API_UNIX_SECONDS
1776166800,1776167100,USDX,USDX,M5,97.966,97.981,97.949,97.954,109,35,0,MT5_PY_API_UNIX_SECONDS
1776167100,1776167400,USDX,USDX,M5,97.956,97.971,97.954,97.966,68,35,0,MT5_PY_API_UNIX_SECONDS
1776167400,1776167700,USDX,USDX,M5,97.959,97.966,97.949,97.959,95,35,0,MT5_PY_API_UNIX_SECONDS
1776167700,1776168000,USDX,USDX,M5,97.964,97.974,97.954,97.954,56,35,0,MT5_PY_API_UNIX_SECONDS
1776168000,1776168300,USDX,USDX,M5,97.954,97.961,97.916,97.916,99,35,0,MT5_PY_API_UNIX_SECONDS
1776168300,1776168600,USDX,USDX,M5,97.916,97.946,97.916,97.921,114,35,0,MT5_PY_API_UNIX_SECONDS
1776168600,1776168900,USDX,USDX,M5,97.924,97.924,97.894,97.921,173,35,0,MT5_PY_API_UNIX_SECONDS
1776168900,1776169200,USDX,USDX,M5,97.914,97.921,97.904,97.916,93,35,0,MT5_PY_API_UNIX_SECONDS
1776169200,1776169500,USDX,USDX,M5,97.911,97.926,97.899,97.914,63,35,0,MT5_PY_API_UNIX_SECONDS
1776169500,1776169800,USDX,USDX,M5,97.921,97.941,97.914,97.939,57,35,0,MT5_PY_API_UNIX_SECONDS
1776169800,1776170100,USDX,USDX,M5,97.939,97.966,97.939,97.944,76,35,0,MT5_PY_API_UNIX_SECONDS
1776170100,1776170400,USDX,USDX,M5,97.946,97.946,97.886,97.891,63,35,0,MT5_PY_API_UNIX_SECONDS
1776170400,1776170700,USDX,USDX,M5,97.889,97.901,97.879,97.901,78,35,0,MT5_PY_API_UNIX_SECONDS
1776170700,1776171000,USDX,USDX,M5,97.899,97.926,97.899,97.916,65,35,0,MT5_PY_API_UNIX_SECONDS
1776171000,1776171300,USDX,USDX,M5,97.919,97.924,97.904,97.916,85,35,0,MT5_PY_API_UNIX_SECONDS
1776171300,1776171600,USDX,USDX,M5,97.914,97.936,97.914,97.921,81,35,0,MT5_PY_API_UNIX_SECONDS
1776171600,1776171900,USDX,USDX,M5,97.924,97.924,97.906,97.911,85,35,0,MT5_PY_API_UNIX_SECONDS
1776171900,1776172200,USDX,USDX,M5,97.904,97.906,97.859,97.864,109,35,0,MT5_PY_API_UNIX_SECONDS
1776172200,1776172500,USDX,USDX,M5,97.859,97.864,97.844,97.849,94,35,0,MT5_PY_API_UNIX_SECONDS
1776172500,1776172800,USDX,USDX,M5,97.851,97.881,97.849,97.864,97,35,0,MT5_PY_API_UNIX_SECONDS
1776172800,1776173100,USDX,USDX,M5,97.864,97.886,97.864,97.869,87,35,0,MT5_PY_API_UNIX_SECONDS
1776173100,1776173400,USDX,USDX,M5,97.869,97.886,97.864,97.884,61,35,0,MT5_PY_API_UNIX_SECONDS
1776173400,1776173700,USDX,USDX,M5,97.886,97.896,97.854,97.859,87,35,0,MT5_PY_API_UNIX_SECONDS
1776173700,1776174000,USDX,USDX,M5,97.861,97.891,97.859,97.874,87,35,0,MT5_PY_API_UNIX_SECONDS
1776174000,1776174300,USDX,USDX,M5,97.876,97.886,97.869,97.876,78,35,0,MT5_PY_API_UNIX_SECONDS
1776174300,1776174600,USDX,USDX,M5,97.874,97.876,97.849,97.859,68,35,0,MT5_PY_API_UNIX_SECONDS
1776174600,1776174900,USDX,USDX,M5,97.856,97.866,97.854,97.861,60,35,0,MT5_PY_API_UNIX_SECONDS
1776174900,1776175200,USDX,USDX,M5,97.859,97.861,97.839,97.854,102,35,0,MT5_PY_API_UNIX_SECONDS
1776175200,1776175500,USDX,USDX,M5,97.849,97.861,97.834,97.841,91,35,0,MT5_PY_API_UNIX_SECONDS
1776175500,1776175800,USDX,USDX,M5,97.839,97.846,97.814,97.829,65,35,0,MT5_PY_API_UNIX_SECONDS
1776175800,1776176100,USDX,USDX,M5,97.824,97.831,97.804,97.816,66,35,0,MT5_PY_API_UNIX_SECONDS
1776176100,1776176400,USDX,USDX,M5,97.814,97.821,97.806,97.809,77,35,0,MT5_PY_API_UNIX_SECONDS
1776176400,1776176700,USDX,USDX,M5,97.816,97.826,97.809,97.816,58,35,0,MT5_PY_API_UNIX_SECONDS
1776176700,1776177000,USDX,USDX,M5,97.809,97.821,97.804,97.806,44,35,0,MT5_PY_API_UNIX_SECONDS
1776177000,1776177300,USDX,USDX,M5,97.799,97.851,97.799,97.851,78,35,0,MT5_PY_API_UNIX_SECONDS
1776177300,1776177600,USDX,USDX,M5,97.849,97.854,97.829,97.829,76,35,0,MT5_PY_API_UNIX_SECONDS
1776177600,1776177900,USDX,USDX,M5,97.831,97.831,97.809,97.819,85,35,0,MT5_PY_API_UNIX_SECONDS
1776177900,1776178200,USDX,USDX,M5,97.819,97.821,97.794,97.801,72,35,0,MT5_PY_API_UNIX_SECONDS
1776178200,1776178500,USDX,USDX,M5,97.796,97.826,97.789,97.821,113,35,0,MT5_PY_API_UNIX_SECONDS
1776178500,1776178800,USDX,USDX,M5,97.819,97.844,97.766,97.819,379,35,0,MT5_PY_API_UNIX_SECONDS
1776178800,1776179100,USDX,USDX,M5,97.814,97.866,97.809,97.861,265,35,0,MT5_PY_API_UNIX_SECONDS
1776179100,1776179400,USDX,USDX,M5,97.859,97.874,97.844,97.864,147,35,0,MT5_PY_API_UNIX_SECONDS
1776179400,1776179700,USDX,USDX,M5,97.859,97.866,97.831,97.836,94,35,0,MT5_PY_API_UNIX_SECONDS
1776179700,1776180000,USDX,USDX,M5,97.834,97.856,97.814,97.821,124,35,0,MT5_PY_API_UNIX_SECONDS
1776180000,1776180300,USDX,USDX,M5,97.819,97.846,97.819,97.834,126,35,0,MT5_PY_API_UNIX_SECONDS
1776180300,1776180600,USDX,USDX,M5,97.836,97.846,97.779,97.789,198,35,0,MT5_PY_API_UNIX_SECONDS
1776180600,1776180900,USDX,USDX,M5,97.791,97.816,97.749,97.804,329,35,0,MT5_PY_API_UNIX_SECONDS
1776180900,1776181200,USDX,USDX,M5,97.794,97.809,97.779,97.806,201,35,0,MT5_PY_API_UNIX_SECONDS
1776181200,1776181500,USDX,USDX,M5,97.806,97.836,97.794,97.829,132,35,0,MT5_PY_API_UNIX_SECONDS
1776181500,1776181800,USDX,USDX,M5,97.824,97.836,97.784,97.789,141,35,0,MT5_PY_API_UNIX_SECONDS
1776181800,1776182100,USDX,USDX,M5,97.784,97.804,97.774,97.784,220,35,0,MT5_PY_API_UNIX_SECONDS
1776182100,1776182400,USDX,USDX,M5,97.786,97.789,97.759,97.761,108,35,0,MT5_PY_API_UNIX_SECONDS
1776182400,1776182700,USDX,USDX,M5,97.759,97.771,97.744,97.764,174,35,0,MT5_PY_API_UNIX_SECONDS
1776182700,1776183000,USDX,USDX,M5,97.769,97.791,97.754,97.759,135,35,0,MT5_PY_API_UNIX_SECONDS
1776183000,1776183300,USDX,USDX,M5,97.756,97.781,97.744,97.764,134,35,0,MT5_PY_API_UNIX_SECONDS
1776183300,1776183600,USDX,USDX,M5,97.771,97.814,97.764,97.791,210,35,0,MT5_PY_API_UNIX_SECONDS
1776183600,1776183900,USDX,USDX,M5,97.791,97.826,97.784,97.809,112,35,0,MT5_PY_API_UNIX_SECONDS
1776183900,1776184200,USDX,USDX,M5,97.806,97.851,97.799,97.841,138,35,0,MT5_PY_API_UNIX_SECONDS
1776184200,1776184500,USDX,USDX,M5,97.841,97.866,97.824,97.831,234,35,0,MT5_PY_API_UNIX_SECONDS
1776184500,1776184800,USDX,USDX,M5,97.829,97.831,97.789,97.799,229,35,0,MT5_PY_API_UNIX_SECONDS
1776184800,1776185100,USDX,USDX,M5,97.804,97.821,97.779,97.794,165,35,0,MT5_PY_API_UNIX_SECONDS
1776185100,1776185400,USDX,USDX,M5,97.801,97.816,97.789,97.789,178,35,0,MT5_PY_API_UNIX_SECONDS
1776185400,1776185700,USDX,USDX,M5,97.789,97.811,97.789,97.806,203,35,0,MT5_PY_API_UNIX_SECONDS
1776185700,1776186000,USDX,USDX,M5,97.809,97.836,97.806,97.819,191,35,0,MT5_PY_API_UNIX_SECONDS
1776186000,1776186300,USDX,USDX,M5,97.819,97.826,97.786,97.806,228,35,0,MT5_PY_API_UNIX_SECONDS
1776186300,1776186600,USDX,USDX,M5,97.809,97.849,97.799,97.804,270,35,0,MT5_PY_API_UNIX_SECONDS
1776186600,1776186900,USDX,USDX,M5,97.799,97.824,97.779,97.786,259,35,0,MT5_PY_API_UNIX_SECONDS
1776186900,1776187200,USDX,USDX,M5,97.784,97.791,97.759,97.766,186,35,0,MT5_PY_API_UNIX_SECONDS
1776187200,1776187500,USDX,USDX,M5,97.769,97.781,97.749,97.774,199,35,0,MT5_PY_API_UNIX_SECONDS
1776187500,1776187800,USDX,USDX,M5,97.776,97.786,97.764,97.776,182,35,0,MT5_PY_API_UNIX_SECONDS
1776187800,1776188100,USDX,USDX,M5,97.781,97.796,97.764,97.764,159,35,0,MT5_PY_API_UNIX_SECONDS
1776188100,1776188400,USDX,USDX,M5,97.764,97.771,97.734,97.764,137,35,0,MT5_PY_API_UNIX_SECONDS
1776188400,1776188700,USDX,USDX,M5,97.764,97.784,97.759,97.764,124,35,0,MT5_PY_API_UNIX_SECONDS
1776188700,1776189000,USDX,USDX,M5,97.764,97.776,97.749,97.756,159,35,0,MT5_PY_API_UNIX_SECONDS
1776189000,1776189300,USDX,USDX,M5,97.754,97.801,97.739,97.741,159,35,0,MT5_PY_API_UNIX_SECONDS
1776189300,1776189600,USDX,USDX,M5,97.741,97.766,97.729,97.759,248,35,0,MT5_PY_API_UNIX_SECONDS
1776189600,1776189900,USDX,USDX,M5,97.764,97.821,97.764,97.821,273,35,0,MT5_PY_API_UNIX_SECONDS
1776189900,1776190200,USDX,USDX,M5,97.816,97.834,97.794,97.816,165,35,0,MT5_PY_API_UNIX_SECONDS
1776190200,1776190500,USDX,USDX,M5,97.811,97.839,97.804,97.836,137,35,0,MT5_PY_API_UNIX_SECONDS
1776190500,1776190800,USDX,USDX,M5,97.841,97.871,97.829,97.841,178,35,0,MT5_PY_API_UNIX_SECONDS
1776190800,1776191100,USDX,USDX,M5,97.844,97.856,97.814,97.836,275,35,0,MT5_PY_API_UNIX_SECONDS
1776191100,1776191400,USDX,USDX,M5,97.829,97.861,97.829,97.851,165,35,0,MT5_PY_API_UNIX_SECONDS
1776191400,1776191700,USDX,USDX,M5,97.851,97.851,97.804,97.831,167,35,0,MT5_PY_API_UNIX_SECONDS
1776191700,1776192000,USDX,USDX,M5,97.829,97.856,97.819,97.849,151,35,0,MT5_PY_API_UNIX_SECONDS
1776192000,1776192300,USDX,USDX,M5,97.854,97.881,97.849,97.879,165,35,0,MT5_PY_API_UNIX_SECONDS
1776192300,1776192600,USDX,USDX,M5,97.881,97.916,97.874,97.914,170,35,0,MT5_PY_API_UNIX_SECONDS
1776192600,1776192900,USDX,USDX,M5,97.911,97.916,97.894,97.906,86,35,0,MT5_PY_API_UNIX_SECONDS
1776192900,1776193200,USDX,USDX,M5,97.904,97.906,97.884,97.899,90,35,0,MT5_PY_API_UNIX_SECONDS
1776193200,1776193500,USDX,USDX,M5,97.901,97.914,97.889,97.899,81,35,0,MT5_PY_API_UNIX_SECONDS
1776193500,1776193800,USDX,USDX,M5,97.894,97.921,97.894,97.909,73,35,0,MT5_PY_API_UNIX_SECONDS
1776193800,1776194100,USDX,USDX,M5,97.906,97.921,97.889,97.891,47,35,0,MT5_PY_API_UNIX_SECONDS
1776194100,1776194400,USDX,USDX,M5,97.886,97.891,97.874,97.881,104,35,0,MT5_PY_API_UNIX_SECONDS
1776194400,1776194700,USDX,USDX,M5,97.879,97.894,97.874,97.886,67,35,0,MT5_PY_API_UNIX_SECONDS
1776194700,1776195000,USDX,USDX,M5,97.879,97.881,97.859,97.866,72,35,0,MT5_PY_API_UNIX_SECONDS
1776195000,1776195300,USDX,USDX,M5,97.866,97.881,97.864,97.869,83,35,0,MT5_PY_API_UNIX_SECONDS
1776195300,1776195600,USDX,USDX,M5,97.874,97.889,97.869,97.871,43,35,0,MT5_PY_API_UNIX_SECONDS
1776195600,1776195900,USDX,USDX,M5,97.864,97.871,97.854,97.866,86,35,0,MT5_PY_API_UNIX_SECONDS
1776195900,1776196200,USDX,USDX,M5,97.866,97.881,97.864,97.869,73,35,0,MT5_PY_API_UNIX_SECONDS
1776196200,1776196500,USDX,USDX,M5,97.869,97.886,97.864,97.869,60,35,0,MT5_PY_API_UNIX_SECONDS
1776196500,1776196800,USDX,USDX,M5,97.866,97.881,97.864,97.881,70,35,0,MT5_PY_API_UNIX_SECONDS
1776196800,1776197100,USDX,USDX,M5,97.876,97.889,97.869,97.889,62,35,0,MT5_PY_API_UNIX_SECONDS
1776197100,1776197400,USDX,USDX,M5,97.891,97.896,97.866,97.869,71,35,0,MT5_PY_API_UNIX_SECONDS
1776197400,1776197700,USDX,USDX,M5,97.869,97.881,97.864,97.869,73,35,0,MT5_PY_API_UNIX_SECONDS
1776197700,1776198000,USDX,USDX,M5,97.874,97.881,97.849,97.849,67,35,0,MT5_PY_API_UNIX_SECONDS
1776198000,1776198300,USDX,USDX,M5,97.854,97.859,97.829,97.831,58,35,0,MT5_PY_API_UNIX_SECONDS
1776198300,1776198600,USDX,USDX,M5,97.829,97.841,97.829,97.834,58,35,0,MT5_PY_API_UNIX_SECONDS
1776198600,1776198900,USDX,USDX,M5,97.839,97.856,97.834,97.849,34,35,0,MT5_PY_API_UNIX_SECONDS
1776198900,1776199200,USDX,USDX,M5,97.844,97.851,97.839,97.839,37,35,0,MT5_PY_API_UNIX_SECONDS
1776199200,1776199500,USDX,USDX,M5,97.836,97.841,97.819,97.824,39,35,0,MT5_PY_API_UNIX_SECONDS
1776199500,1776199800,USDX,USDX,M5,97.831,97.836,97.824,97.831,18,35,0,MT5_PY_API_UNIX_SECONDS
1776199800,1776200100,USDX,USDX,M5,97.831,97.851,97.829,97.839,46,35,0,MT5_PY_API_UNIX_SECONDS
1776200100,1776200400,USDX,USDX,M5,97.834,97.856,97.834,97.849,73,35,0,MT5_PY_API_UNIX_SECONDS
1776200400,1776200700,USDX,USDX,M5,97.846,97.856,97.834,97.849,70,35,0,MT5_PY_API_UNIX_SECONDS
1776200700,1776201000,USDX,USDX,M5,97.856,97.856,97.839,97.841,70,35,0,MT5_PY_API_UNIX_SECONDS
1776201000,1776201300,USDX,USDX,M5,97.846,97.856,97.839,97.849,51,35,0,MT5_PY_API_UNIX_SECONDS
1776201300,1776201600,USDX,USDX,M5,97.849,97.881,97.849,97.874,73,35,0,MT5_PY_API_UNIX_SECONDS
