attempt_name,tester_profile_path,exists,has_bom,head_hex,encoding_policy,status
run267cn_01_s264_aih_shared_state_breakout_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267co_run267cn_01_s264_aih_shared_state_breakout_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cn_01_s264_aih_shared_state_breakout_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267co_run267cn_01_s264_aih_shared_state_breakout_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cn_02_s264_lc_shared_state_breakout_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267co_run267cn_02_s264_lc_shared_state_breakout_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cn_02_s264_lc_shared_state_breakout_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267co_run267cn_02_s264_lc_shared_state_breakout_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cn_03_s262_lih_shared_state_breakout_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267co_run267cn_03_s262_lih_shared_state_breakout_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cn_03_s262_lih_shared_state_breakout_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267co_run267cn_03_s262_lih_shared_state_breakout_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cn_04_s264_aia_shared_state_breakout_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267co_run267cn_04_s264_aia_shared_state_breakout_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cn_04_s264_aia_shared_state_breakout_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267co_run267cn_04_s264_aia_shared_state_breakout_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cn_05_s258_stc_shared_state_breakout_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267co_run267cn_05_s258_stc_shared_state_breakout_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cn_05_s258_stc_shared_state_breakout_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267co_run267cn_05_s258_stc_shared_state_breakout_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cn_06_s264_aih_aggressive_shock_release_reentry_ta_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267co_run267cn_06_s264_aih_aggressive_shock_release_reentry_ta_2024.ini,true,false,5b546573,utf-8-no-bom,checked
run267cn_06_s264_aih_aggressive_shock_release_reentry_rt_2024,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Profiles/Tester/opv2_s267co_run267cn_06_s264_aih_aggressive_shock_release_reentry_rt_2024.ini,true,false,5b546573,utf-8-no-bom,checked
