entry_month,side,segment_trade_count,segment_trade_per_business_day,segment_net_profit,segment_profit_factor,segment_expectancy,segment_max_drawdown,segment_recovery_factor,segment_long_count,segment_short_count,segment_long_short_balance,segment_business_days,run_id,claim_boundary
2025-01,long,75,3.4090909091,50.863,1.2615158386,0.6781733333,-42.303,1.2023497152,75,0,0.0,22,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-01,short,6,0.2727272727,5.812,1.2080395175,0.9686666667,-27.937,0.2080395175,0,6,0.0,22,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-02,long,59,2.95,25.67,1.1862425724,0.4350847458,-44.901,0.5717021893,59,0,0.0,20,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-02,short,11,0.6875,12.946,1.2417012061,1.1769090909,-27.862,0.4646471897,0,11,0.0,16,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-03,short,7,0.4117647059,-8.074,0.5840717082,-1.1534285714,-9.312,-0.8670532646,0,7,0.0,17,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-04,long,106,4.8181818182,285.075,1.7004076037,2.6893867925,-66.838,4.2651635297,106,0,0.0,22,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-04,short,13,0.65,0.917,1.0126645214,0.0705384615,-48.182,0.0190320037,0,13,0.0,20,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-05,long,67,3.0454545455,73.861,1.7637053581,1.1024029851,-28.465,2.5948006324,67,0,0.0,22,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-05,short,5,0.2777777778,-32.938,0.0208097984,-6.5876,-32.938,-1.0,0,5,0.0,18,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
2025-06,long,65,3.0952380952,83.773,1.9073805294,1.2888153846,-21.611,3.8764055342,65,0,0.0,21,run364AS_train_threshold_edge_pf_gap_repair_scout_without_db_v1,research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
