run_id,model_id,artifact_type,path,sha256,feature_set_id,feature_count,status,claim_boundary
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__lr_balanced_c0_40,feature_order,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/all58__dense_h6_move3pts__lr_balanced_c0_40_feature_order.json,2fd7f8511b83b6484fee70a9ae82cd2c8906a15f09eb4aefbb8520defa611fd8,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__lr_balanced_c0_40,onnx_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/onnx/all58__dense_h6_move3pts__lr_balanced_c0_40.onnx,3c528f6bf25b1a3b1be5cdde9a334b944a38a518645cdab1758d369b53881dfb,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth4_leaf120_n48,joblib_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/all58__dense_h6_move3pts__rf_depth4_leaf120_n48.joblib,aa22cbdabdce723ff3d4611322c76cf8e367edcc385097950916a7a60f88a863,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth4_leaf120_n48,feature_order,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/all58__dense_h6_move3pts__rf_depth4_leaf120_n48_feature_order.json,6edee43ef471b1e0ffec5f5cb7836368041080815c6ae0d16d724cc3b28cf82f,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth4_leaf120_n48,onnx_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/onnx/all58__dense_h6_move3pts__rf_depth4_leaf120_n48.onnx,abf4dc4542edffb8c9f1dbc135545bfc826208c426507fb323400478f75bcb84,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth5_leaf80_n48,joblib_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/all58__dense_h6_move3pts__rf_depth5_leaf80_n48.joblib,0ca6398c42419fd0c75c9ad9f65fd0257f8ff0eedcfc694382a5b02cea5b3464,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth5_leaf80_n48,feature_order,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/all58__dense_h6_move3pts__rf_depth5_leaf80_n48_feature_order.json,b49886f1ac3f465e0883156e1a49c060def8ee4536930cd03a5ae3a85aca7a3d,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h6_move3pts__rf_depth5_leaf80_n48,onnx_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/onnx/all58__dense_h6_move3pts__rf_depth5_leaf80_n48.onnx,a131d735152cc7bbfbdba11575e2308a616f16db1d1cbd2e88bc4d098409e790,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__lr_balanced_c0_40,joblib_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/all58__dense_h12_move5pts__lr_balanced_c0_40.joblib,ad39cf5122abbc63316b40a1df220b01e5f256498be10349b082246983fc3cdc,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__lr_balanced_c0_40,feature_order,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/all58__dense_h12_move5pts__lr_balanced_c0_40_feature_order.json,1ca3fe80b9b82c4efe22d8039ab9cc8da4e42a901f2512d99b9fc41f7e71934c,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__lr_balanced_c0_40,onnx_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/onnx/all58__dense_h12_move5pts__lr_balanced_c0_40.onnx,012970b4f3c40e4ef3c931fc24e8198835560441708b0291057f107d3b3819bc,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth4_leaf120_n48,joblib_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/all58__dense_h12_move5pts__rf_depth4_leaf120_n48.joblib,242c14924deefc07a750a0a9e5aa27b67bab19ba37649f98a58a603c590fed10,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth4_leaf120_n48,feature_order,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/all58__dense_h12_move5pts__rf_depth4_leaf120_n48_feature_order.json,8626a8e68835145cd5762af0aab8b440a5adf6c7ed8cf1b7745b7ba2d441cb2a,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth4_leaf120_n48,onnx_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/onnx/all58__dense_h12_move5pts__rf_depth4_leaf120_n48.onnx,2ece05980980809d95c2ff72f6e6d95375cc32083d602850cb2a7bb0224600b8,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth5_leaf80_n48,joblib_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/all58__dense_h12_move5pts__rf_depth5_leaf80_n48.joblib,e7c5176b4fa0238ea3cc78721005fc4e31a44c974351bf0ce4051f2425beac25,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth5_leaf80_n48,feature_order,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/all58__dense_h12_move5pts__rf_depth5_leaf80_n48_feature_order.json,c042b6528a82f735ead7820002a9547305846021befbf40e66aeb98052d77fb4,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth5_leaf80_n48,onnx_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/onnx/all58__dense_h12_move5pts__rf_depth5_leaf80_n48.onnx,947f7896618d6caacac39abb2194d1365fc75882174daf20a6c200555798f0fd,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__lr_balanced_c0_40,joblib_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/all58__dense_h24_move8pts__lr_balanced_c0_40.joblib,ce8e8465180bd4e860abc5be20edced158ab29375292d193a1d9758dedcc5674,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__lr_balanced_c0_40,feature_order,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/all58__dense_h24_move8pts__lr_balanced_c0_40_feature_order.json,f4f4f98dc88951673a73fa75f1b070f1dd455ddfd7af438f4849c14d64cd0d21,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__lr_balanced_c0_40,onnx_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/onnx/all58__dense_h24_move8pts__lr_balanced_c0_40.onnx,0c7c478c3cc5b8f0120e6b83bc3a9c323f32b0205c777b9afef6689eb9f7f884,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__rf_depth4_leaf120_n48,joblib_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/all58__dense_h24_move8pts__rf_depth4_leaf120_n48.joblib,a61b8f7d01f52df899ae5f50b9a80fe1ca65aaf9d8f0ac51641cf10825be7ae6,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__rf_depth4_leaf120_n48,feature_order,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/all58__dense_h24_move8pts__rf_depth4_leaf120_n48_feature_order.json,560577643cf004c2990f74e879d984ff7a21a652989adededfa3b2006acb2741,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__rf_depth4_leaf120_n48,onnx_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/onnx/all58__dense_h24_move8pts__rf_depth4_leaf120_n48.onnx,8e3a3cb0cfcb26b02f19c8325ca7835dbfe0061dda45d60b36c7a9dfd5877dca,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__rf_depth5_leaf80_n48,joblib_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/all58__dense_h24_move8pts__rf_depth5_leaf80_n48.joblib,c674b9fbe44c0060833a7350f749484f1e6234d4c6668b15e0da23027e260471,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__rf_depth5_leaf80_n48,feature_order,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/all58__dense_h24_move8pts__rf_depth5_leaf80_n48_feature_order.json,253307f42756697ef37b428af53c777afcdbcfed93cf4b6b3e2ffaa3384b2c60,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__rf_depth5_leaf80_n48,onnx_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/onnx/all58__dense_h24_move8pts__rf_depth5_leaf80_n48.onnx,c3927932ded93af95384bab18cd27cb9e044f48924fd6164a268498907578ac7,all58,58,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,runtime_core__dense_h6_move3pts__lr_balanced_c0_40,joblib_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/runtime_core__dense_h6_move3pts__lr_balanced_c0_40.joblib,bc3a6b1dda507acaf78da899ca7b0f1e2dd1c1458325664d1a82e72cda61b199,runtime_core,42,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,runtime_core__dense_h6_move3pts__lr_balanced_c0_40,feature_order,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/runtime_core__dense_h6_move3pts__lr_balanced_c0_40_feature_order.json,da7d1fe1f61939d39627af7637b054bc714da3603b46abe5847ac9456b308211,runtime_core,42,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,runtime_core__dense_h6_move3pts__lr_balanced_c0_40,onnx_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/onnx/runtime_core__dense_h6_move3pts__lr_balanced_c0_40.onnx,31fc31d94d9bea7f23d15567bf38b918752eff27e0b3f8240e94190f9ddd3181,runtime_core,42,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,runtime_core__dense_h6_move3pts__rf_depth4_leaf120_n48,joblib_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/runtime_core__dense_h6_move3pts__rf_depth4_leaf120_n48.joblib,ed853ea6644d497e273e672f049fc5e2f7bf86eb5a6602816e21de9c250556bb,runtime_core,42,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,runtime_core__dense_h6_move3pts__rf_depth4_leaf120_n48,feature_order,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/runtime_core__dense_h6_move3pts__rf_depth4_leaf120_n48_feature_order.json,217a910ef92f9ae741221242793800e30328bc2768bf1b69e7e85e2eacf54e5e,runtime_core,42,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,runtime_core__dense_h6_move3pts__rf_depth4_leaf120_n48,onnx_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/onnx/runtime_core__dense_h6_move3pts__rf_depth4_leaf120_n48.onnx,4ead73f51a4006ce614825a429f73d0bfe0b5b9f70ba2e92364e42c24741fde9,runtime_core,42,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,runtime_core__dense_h12_move5pts__lr_balanced_c0_40,joblib_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/runtime_core__dense_h12_move5pts__lr_balanced_c0_40.joblib,9326e4e8309234345035d81bdbc310cc8def30fa1951c06038471e96f9a158c7,runtime_core,42,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,runtime_core__dense_h12_move5pts__lr_balanced_c0_40,feature_order,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/runtime_core__dense_h12_move5pts__lr_balanced_c0_40_feature_order.json,8c9626c6c3b3f0d5cecb6f3d932d7971928943b3111ed486ea4f72a01fb7c153,runtime_core,42,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,runtime_core__dense_h12_move5pts__lr_balanced_c0_40,onnx_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/onnx/runtime_core__dense_h12_move5pts__lr_balanced_c0_40.onnx,041d9ef3a0586d0876d482219a0b127eb2e408bd2a7d4f6284321a1481436e09,runtime_core,42,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,runtime_core__dense_h12_move5pts__rf_depth4_leaf120_n48,joblib_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/runtime_core__dense_h12_move5pts__rf_depth4_leaf120_n48.joblib,88603be428dff62cad01ec532272b9caf66fbfdb22373cd52822aab4e1458293,runtime_core,42,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,runtime_core__dense_h12_move5pts__rf_depth4_leaf120_n48,feature_order,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/models/runtime_core__dense_h12_move5pts__rf_depth4_leaf120_n48_feature_order.json,eb11bdf2d3346d650deea164924513c31ec0d4eb4d4fddf2c35e93502a8e4d30,runtime_core,42,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,runtime_core__dense_h12_move5pts__rf_depth4_leaf120_n48,onnx_model,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364J/onnx/runtime_core__dense_h12_move5pts__rf_depth4_leaf120_n48.onnx,02f32211d6d41983e1e1ef904c409eda2dbf75778bb8a015c06b61a9c0c84473,runtime_core,42,written,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
