run_id,model_id,base_model_id,feature_set_id,label_id,horizon_m5,policy_id,threshold_id,validation_density_target,score_threshold,cost_per_trade,point_value,trade_shape,proxy_boundary,validation_trade_count,validation_trade_density,validation_net,validation_profit_factor,validation_expectancy,validation_win_rate,validation_max_drawdown,validation_recovery_factor,validation_long_trade_count,validation_short_trade_count,validation_long_short_balance,oos_trade_count,oos_trade_density,oos_net,oos_profit_factor,oos_expectancy,oos_win_rate,oos_max_drawdown,oos_recovery_factor,oos_long_trade_count,oos_short_trade_count,oos_long_short_balance,claim_boundary,strict_cross_split_success,soft_cross_split_positive,selection_score,onnx_smoke_status
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__lr_balanced_c0_40,lr_balanced_c0_40,all58,native_fwd12_contract_label_class,12,short_only_margin,short_only_margin__validation_density_8_0,8.0,0.057538060349,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,262,1.4316939891,-330.757,0.7420599827,-1.2624312977,0.4809160305,-365.506,-0.9049290573,0,262,0.0,215,1.641221374,9.993,1.0097414751,0.0464790698,0.4558139535,-129.357,0.0772513277,0,215,0.0,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,-106.745426118,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__lr_balanced_c0_40,lr_balanced_c0_40,all58,native_fwd12_contract_label_class,12,short_only_margin,short_only_margin__validation_density_12_0,12.0,0.013435277081,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,374,2.043715847,-376.36,0.7804793688,-1.0063101604,0.4652406417,-438.251,-0.858777276,0,374,0.0,288,2.1984732824,-0.471,0.9996396079,-0.0016354167,0.4895833333,-174.3,-0.0027022375,0,288,0.0,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,-135.148633588,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth4_leaf120_n48,rf_depth4_leaf120_n48,all58,native_fwd12_contract_label_class,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_3_0,3.0,0.216133988573,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,114,0.6229508197,-38.571,0.9432820282,-0.3383421053,0.4912280702,-199.146,-0.1936820222,33,81,0.4074074074,63,0.4809160305,261.51,2.1686970978,4.150952381,0.6825396825,-77.974,3.3538102444,13,50,0.26,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,387.0204618885,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth4_leaf120_n48,rf_depth4_leaf120_n48,all58,native_fwd12_contract_label_class,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_5_0,5.0,0.190484215592,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,169,0.9234972678,34.079,1.0370943637,0.2016508876,0.5147928994,-104.275,0.3268185088,59,110,0.5363636364,113,0.8625954198,102.622,1.1755836992,0.908159292,0.5575221239,-151.895,0.6756114421,30,83,0.3614457831,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,131.395528834,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth4_leaf120_n48,rf_depth4_leaf120_n48,all58,native_fwd12_contract_label_class,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_8_0,8.0,0.157758723646,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,234,1.2786885246,-142.583,0.8910966636,-0.6093290598,0.4700854701,-310.316,-0.4594767914,79,155,0.5096774194,165,1.2595419847,80.244,1.0923772959,0.4863272727,0.5090909091,-102.055,0.7862819068,59,106,0.5566037736,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,45.1245731675,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth4_leaf120_n48,rf_depth4_leaf120_n48,all58,native_fwd12_contract_label_class,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_12_0,12.0,0.126666223585,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,323,1.7650273224,-232.318,0.8626968667,-0.719250774,0.4551083591,-362.726,-0.6404779365,111,212,0.5235849057,250,1.9083969466,374.994,1.3681190094,1.499976,0.548,-145.08,2.5847394541,98,152,0.6447368421,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,342.239934282,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth4_leaf120_n48,rf_depth4_leaf120_n48,all58,native_fwd12_contract_label_class,12,long_only_margin,long_only_margin__validation_density_3_0,3.0,0.041054709465,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,101,0.5519125683,23.589,1.0443037499,0.2335544554,0.5346534653,-126.562,0.1863829585,101,0,0.0,85,0.6488549618,75.628,1.2740909602,0.8897411765,0.6,-55.665,1.3586275038,85,0,0.0,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,115.566140033,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth4_leaf120_n48,rf_depth4_leaf120_n48,all58,native_fwd12_contract_label_class,12,long_only_margin,long_only_margin__validation_density_5_0,5.0,0.026749714244,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,170,0.9289617486,-0.018,0.9999795913,-0.0001058824,0.5117647059,-114.488,-0.0001572217,170,0,0.0,130,0.9923664122,102.593,1.206210868,0.7891769231,0.6,-72.978,1.4058072296,130,0,0.0,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,126.455596221,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth4_leaf120_n48,rf_depth4_leaf120_n48,all58,native_fwd12_contract_label_class,12,long_only_margin,long_only_margin__validation_density_8_0,8.0,0.014424863656,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,247,1.349726776,101.147,1.0970733182,0.4095020243,0.5465587045,-114.176,0.8858867012,247,0,0.0,203,1.5496183206,129.039,1.1721796425,0.6356600985,0.5566502463,-168.388,0.7663194527,203,0,0.0,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,179.379058703,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth4_leaf120_n48,rf_depth4_leaf120_n48,all58,native_fwd12_contract_label_class,12,long_only_margin,long_only_margin__validation_density_12_0,12.0,0.003870676041,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,365,1.9945355191,-30.154,0.9795340491,-0.0826136986,0.5424657534,-258.982,-0.1164328023,365,0,0.0,277,2.1145038168,10.158,1.0091797175,0.0366714801,0.5631768953,-160.401,0.0633287822,277,0,0.0,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,-1.553894816,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth4_leaf120_n48,rf_depth4_leaf120_n48,all58,native_fwd12_contract_label_class,12,short_only_margin,short_only_margin__validation_density_3_0,3.0,0.059194557647,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,115,0.6284153005,-66.204,0.8590738604,-0.5756869565,0.5217391304,-115.637,-0.5725157173,0,115,0.0,87,0.6641221374,201.829,1.6270883111,2.3198735632,0.5632183908,-69.296,2.9125634957,0,87,0.0,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,251.685128019,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth4_leaf120_n48,rf_depth4_leaf120_n48,all58,native_fwd12_contract_label_class,12,short_only_margin,short_only_margin__validation_density_5_0,5.0,0.040982730909,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,193,1.0546448087,-94.653,0.8884456188,-0.4904300518,0.4611398964,-158.302,-0.5979267476,0,193,0.0,152,1.1603053435,63.478,1.0963567559,0.4176184211,0.4802631579,-161.685,0.3926029007,0,152,0.0,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,34.7789874255,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth4_leaf120_n48,rf_depth4_leaf120_n48,all58,native_fwd12_contract_label_class,12,short_only_margin,short_only_margin__validation_density_8_0,8.0,0.026174353366,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,293,1.6010928962,-257.407,0.8088829161,-0.8785221843,0.4436860068,-300.856,-0.8555820725,0,293,0.0,219,1.6717557252,103.328,1.1097361524,0.4718173516,0.497716895,-95.6,1.0808368201,0,219,0.0,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,27.114666914,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth4_leaf120_n48,rf_depth4_leaf120_n48,all58,native_fwd12_contract_label_class,12,short_only_margin,short_only_margin__validation_density_12_0,12.0,0.012449370039,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,387,2.1147540984,-344.024,0.7971979905,-0.8889509044,0.4444444444,-388.996,-0.8843895567,0,387,0.0,299,2.2824427481,32.321,1.0241727882,0.10809699,0.5150501672,-220.12,0.1468335453,0,299,0.0,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,-91.3840516755,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth5_leaf80_n48,rf_depth5_leaf80_n48,all58,native_fwd12_contract_label_class,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_3_0,3.0,0.238542245332,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,105,0.5737704918,-76.83,0.8823758156,-0.7317142857,0.4571428571,-194.57,-0.3948707406,45,60,0.75,60,0.4580152672,164.171,1.676408059,2.7361833333,0.6166666667,-97.174,1.6894539692,16,44,0.3636363636,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,216.601987052,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth5_leaf80_n48,rf_depth5_leaf80_n48,all58,native_fwd12_contract_label_class,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_5_0,5.0,0.207827847341,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,157,0.8579234973,-108.304,0.881168217,-0.6898343949,0.4649681529,-236.204,-0.4585189074,65,92,0.7065217391,96,0.7328244275,207.936,1.4950986812,2.166,0.5833333333,-85.611,2.4288467603,34,62,0.5483870968,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,231.7405548495,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth5_leaf80_n48,rf_depth5_leaf80_n48,all58,native_fwd12_contract_label_class,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_8_0,8.0,0.173420719015,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,224,1.2240437158,20.913,1.0176930431,0.0933616071,0.4955357143,-217.607,0.0961044452,101,123,0.8211382114,155,1.1832061069,249.671,1.3562174077,1.6107806452,0.5419354839,-129.775,1.9238759391,63,92,0.6847826087,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,302.1184955455,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth5_leaf80_n48,rf_depth5_leaf80_n48,all58,native_fwd12_contract_label_class,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_12_0,12.0,0.137884518975,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,324,1.7704918033,23.082,1.0151283769,0.0712407407,0.475308642,-250.249,0.0922361328,142,182,0.7802197802,244,1.8625954198,-5.725,0.9952235703,-0.0234631148,0.5,-134.405,-0.0425951415,104,140,0.7428571429,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,8.342848528,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth5_leaf80_n48,rf_depth5_leaf80_n48,all58,native_fwd12_contract_label_class,12,long_only_margin,long_only_margin__validation_density_3_0,3.0,0.063269469648,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,95,0.5191256831,11.391,1.0229254214,0.1199052632,0.5052631579,-141.873,0.0802901186,95,0,0.0,59,0.4503816794,22.457,1.0857949509,0.3806271186,0.5762711864,-57.65,0.3895403296,59,0,0.0,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,34.379152505,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth5_leaf80_n48,rf_depth5_leaf80_n48,all58,native_fwd12_contract_label_class,12,long_only_margin,long_only_margin__validation_density_5_0,5.0,0.042005348924,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,157,0.8579234973,-40.569,0.9497894123,-0.2584012739,0.4904458599,-198.452,-0.204427267,157,0,0.0,130,0.9923664122,64.445,1.1185773296,0.4957307692,0.5769230769,-84.375,0.7637925926,130,0,0.0,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,62.686961613,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth5_leaf80_n48,rf_depth5_leaf80_n48,all58,native_fwd12_contract_label_class,12,long_only_margin,long_only_margin__validation_density_8_0,8.0,0.024988294811,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,252,1.3770491803,150.895,1.1471464443,0.5987896825,0.5515873016,-151.108,0.9985904122,252,0,0.0,213,1.6259541985,-45.804,0.9494042819,-0.2150422535,0.5399061033,-159.486,-0.2871976224,213,0,0.0,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,2.3801409925,passed
run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__native_fwd12_contract_label_class__rf_depth5_leaf80_n48,rf_depth5_leaf80_n48,all58,native_fwd12_contract_label_class,12,long_only_margin,long_only_margin__validation_density_12_0,12.0,0.012309424769,0.3,0.1,single_position_fixed_horizon_skip_overlap,raw_m5_open_to_exact_future_open_single_position_fixed_horizon_not_mt5_strategy_tester,359,1.9617486339,30.022,1.0215662273,0.0836267409,0.5292479109,-245.666,0.1222065732,359,0,0.0,302,2.3053435115,-123.785,0.9036700104,-0.409884106,0.5066225166,-257.892,-0.4799877468,302,0,0.0,research_development_direct_dense_m5_model_training_and_proxy_scout_only_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,False,False,-122.3819424425,passed
