attempt_name,queue_id,thesis_id,source_artifact,scoring_mode,tester_status,runtime_status,report_status,returncode,blocker,feature_ready_count,model_ok_count,order_attempt_count,order_fill_count,net_profit,profit_factor,trade_count,common_summary_path,common_telemetry_path,report_name,claim_boundary
m48_breadth_soft_veto_replay,pv_m48_breadth_reintroduction_control__soft_veto,pv_m48_breadth_reintroduction_control,m48_plain,soft_veto,blocked,blocked,missing,,terminal_already_running_config_not_applied,,,,,,,,Project_Obsidian_Prime_v2/stage333/run333E_signal_payload_runtime_replay/telemetry/m48_breadth_soft_veto_replay_summary.csv,Project_Obsidian_Prime_v2/stage333/run333E_signal_payload_runtime_replay/telemetry/m48_breadth_soft_veto_replay_telemetry.csv,Project_Obsidian_Prime_v2_run333E_m48_breadth_soft_veto_replay,research_development_only_signal_payload_runtime_replay_bridge_no_threshold_retuning_no_lot_optimization_no_candidate_model_update_no_candidate_selection_no_forward_passed_no_forward_failed_no_live_readiness_no_deployment_no_operating_promotion_no_runtime_authority_no_goal_achieve
