run_id,parent_run_id,open_time,close_time,direction,source_bucket,source_reason,volume,open_price,close_price,profit_column,swap,commission,net_profit,balance_after,hold_minutes,open_hour,close_hour,close_month,close_date,p_short,p_flat,p_long,claim_boundary
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-02-26T22:00:00,2025-02-27T17:00:00,long,long_threshold,long_threshold_met,0.1,21025.93,20942.33,-8.36,0.15,0.0,-8.209999999999999,618.74,1140.0,22,17,2025-02,2025-02-27,0.3461997509,0.3045673966,0.3492327631,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-02-27T17:05:00,2025-02-27T17:35:00,short,synthetic_short_overlay,"synthetic_short_source_overlay:hour=17,p_short=0.491713,margin_vs_long=0.114327|short_threshold_met",0.1,20911.95,21003.4,-9.15,0.0,0.0,-9.15,609.59,30.0,17,17,2025-02,2025-02-27,0.4917125106,0.1309022605,0.3773853779,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-02-27T18:20:00,2025-02-27T18:50:00,long,long_threshold,long_threshold_met,0.1,21077.65,21001.58,-7.61,0.0,0.0,-7.61,601.98,30.0,18,18,2025-02,2025-02-27,0.3669101298,0.2335206717,0.3995691836,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-02-27T18:55:00,2025-02-27T19:25:00,long,long_threshold,long_threshold_met,0.1,20957.9,20941.7,-1.62,0.0,0.0,-1.62,600.36,30.0,18,19,2025-02,2025-02-27,0.3567505479,0.2807923257,0.3624571562,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-02-27T19:50:00,2025-02-27T20:20:00,short,synthetic_short_overlay,"synthetic_short_source_overlay:hour=19,p_short=0.440309,margin_vs_long=0.080021|threshold_or_margin_not_met",0.1,20947.33,21027.15,-7.98,0.0,0.0,-7.98,592.38,30.0,19,20,2025-02,2025-02-27,0.4403088093,0.1994035393,0.3602876067,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-02-27T20:20:00,2025-02-27T20:55:00,long,long_threshold,long_threshold_met,0.1,21027.15,21024.7,-0.25,0.0,0.0,-0.25,592.13,35.0,20,20,2025-02,2025-02-27,0.3638125062,0.2693534791,0.3668339849,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-02-27T21:40:00,2025-02-28T16:40:00,short,native_short_threshold,short_threshold_met,0.1,20774.58,20515.31,25.93,-0.41,0.0,25.52,617.65,1140.0,21,16,2025-02,2025-02-28,0.4656431079,0.1855911911,0.3487657607,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-02-28T16:45:00,2025-02-28T17:15:00,long,long_threshold,long_threshold_met,0.1,20545.56,20628.36,8.28,0.0,0.0,8.28,625.93,30.0,16,17,2025-02,2025-02-28,0.3854343891,0.2150378823,0.3995277584,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-02-28T17:20:00,2025-02-28T17:50:00,long,long_threshold,long_threshold_met,0.1,20574.81,20632.36,5.76,0.0,0.0,5.76,631.69,30.0,17,17,2025-02,2025-02-28,0.3674219251,0.2076744437,0.4249035716,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-02-28T17:55:00,2025-02-28T18:25:00,long,long_threshold,long_threshold_met,0.1,20670.56,20611.61,-5.9,0.0,0.0,-5.9,625.79,30.0,17,18,2025-02,2025-02-28,0.3769872189,0.2385251373,0.3844877481,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-02-28T19:20:00,2025-02-28T19:50:00,long,long_threshold,long_threshold_met,0.1,20674.68,20507.23,-16.75,0.0,0.0,-16.75,609.04,30.0,19,19,2025-02,2025-02-28,0.3605000377,0.2765535116,0.3629465103,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-02-28T20:25:00,2025-02-28T20:55:00,short,synthetic_short_overlay,"synthetic_short_source_overlay:hour=20,p_short=0.464602,margin_vs_long=0.102972|short_threshold_met",0.1,20433.11,20564.93,-13.18,0.0,0.0,-13.18,595.86,30.0,20,20,2025-02,2025-02-28,0.4646017253,0.1737682968,0.3616299927,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-02-28T21:45:00,2025-03-03T16:45:00,long,long_threshold,long_threshold_met,0.1,20624.68,20918.05,29.34,0.45,0.0,29.79,625.65,4020.0,21,16,2025-03,2025-03-03,0.3580961823,0.2820456624,0.3598582149,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-03-06T19:10:00,2025-03-06T19:40:00,short,synthetic_short_overlay,"synthetic_short_source_overlay:hour=19,p_short=0.461431,margin_vs_long=0.100629|short_threshold_met",0.1,20172.08,20099.9,7.22,0.0,0.0,7.22,632.87,30.0,19,19,2025-03,2025-03-06,0.4614312053,0.1777664274,0.360802412,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-03-06T19:45:00,2025-03-06T20:15:00,short,synthetic_short_overlay,"synthetic_short_source_overlay:hour=19,p_short=0.447162,margin_vs_long=0.105906|threshold_or_margin_not_met",0.1,20114.7,20118.28,-0.36,0.0,0.0,-0.36,632.51,30.0,19,20,2025-03,2025-03-06,0.4471618831,0.211582154,0.3412559927,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-03-06T20:45:00,2025-03-06T21:15:00,short,synthetic_short_overlay,"synthetic_short_source_overlay:hour=20,p_short=0.453094,margin_vs_long=0.106256|short_threshold_met",0.1,20024.33,20029.65,-0.53,0.0,0.0,-0.53,631.98,30.0,20,21,2025-03,2025-03-06,0.4530941546,0.2000677735,0.3468381464,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-03-10T18:10:00,2025-03-10T18:40:00,short,native_short_threshold,short_threshold_met,0.1,19667.42,19622.62,4.48,0.0,0.0,4.48,636.46,30.0,18,18,2025-03,2025-03-10,0.4767147005,0.1469446123,0.3763406575,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-03-10T18:50:00,2025-03-10T19:20:00,short,native_short_threshold,short_threshold_met,0.1,19582.05,19537.12,4.49,0.0,0.0,4.49,640.95,30.0,18,19,2025-03,2025-03-10,0.4709266126,0.2011506408,0.3279227018,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-03-18T17:05:00,2025-03-18T17:35:00,short,synthetic_short_overlay,"synthetic_short_source_overlay:hour=17,p_short=0.450716,margin_vs_long=0.129636|short_threshold_met",0.1,19477.67,19492.5,-1.48,0.0,0.0,-1.48,639.47,30.0,17,17,2025-03,2025-03-18,0.4507160187,0.2282043248,0.3210796714,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-03-28T17:35:00,2025-03-28T18:05:00,short,synthetic_short_overlay,"synthetic_short_source_overlay:hour=17,p_short=0.485968,margin_vs_long=0.141510|short_threshold_met",0.1,19427.09,19371.41,5.57,0.0,0.0,5.57,645.04,30.0,17,18,2025-03,2025-03-28,0.4859681427,0.1695737094,0.3444580734,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-03-28T18:10:00,2025-03-28T18:40:00,short,native_short_threshold,short_threshold_met,0.1,19384.21,19429.91,-4.57,0.0,0.0,-4.57,640.47,30.0,18,18,2025-03,2025-03-28,0.4662932754,0.2010280639,0.332678616,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-01T17:05:00,2025-04-01T17:35:00,long,long_threshold,long_threshold_met,0.1,19191.39,19172.81,-1.86,0.0,0.0,-1.86,638.61,30.0,17,17,2025-04,2025-04-01,0.3662673533,0.258753866,0.3749786615,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-01T17:40:00,2025-04-01T18:10:00,long,long_threshold,long_threshold_met,0.1,19229.89,19367.44,13.76,0.0,0.0,13.76,652.37,30.0,17,18,2025-04,2025-04-01,0.3642252684,0.2595035732,0.3762710989,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-01T18:15:00,2025-04-01T18:45:00,long,long_threshold,long_threshold_met,0.1,19402.51,19392.31,-1.02,0.0,0.0,-1.02,651.35,30.0,18,18,2025-04,2025-04-01,0.3585229814,0.2607038915,0.3807731569,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-01T18:50:00,2025-04-01T19:20:00,long,long_threshold,long_threshold_met,0.1,19415.39,19449.19,3.38,0.0,0.0,3.38,654.73,30.0,18,19,2025-04,2025-04-01,0.346521914,0.2638353407,0.3896428347,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-01T19:25:00,2025-04-01T19:55:00,long,long_threshold,long_threshold_met,0.1,19425.76,19396.31,-2.95,0.0,0.0,-2.95,651.78,30.0,19,19,2025-04,2025-04-01,0.3433603048,0.2964067161,0.3602330089,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-03T16:40:00,2025-04-03T17:10:00,long,long_threshold,long_threshold_met,0.1,18880.29,18730.09,-15.02,0.0,0.0,-15.02,636.76,30.0,16,17,2025-04,2025-04-03,0.4045150876,0.170422405,0.4250625372,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-03T17:15:00,2025-04-03T17:45:00,long,long_threshold,long_threshold_met,0.1,18725.79,18674.47,-5.13,0.0,0.0,-5.13,631.63,30.0,17,17,2025-04,2025-04-03,0.3715061247,0.2196262181,0.4088676572,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-03T17:50:00,2025-04-03T17:55:00,long,long_threshold,long_threshold_met,0.1,18610.79,18604.84,-0.6,0.0,0.0,-0.6,631.03,5.0,17,17,2025-04,2025-04-03,0.4148302376,0.1644269824,0.420742929,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-03T17:55:00,2025-04-03T18:25:00,short,native_short_threshold,short_threshold_met,0.1,18604.84,18652.29,-4.75,0.0,0.0,-4.75,626.28,30.0,17,18,2025-04,2025-04-03,0.4644432366,0.1305274814,0.4050292969,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-04T16:40:00,2025-04-04T17:10:00,long,long_threshold,long_threshold_met,0.1,17926.39,17869.44,-5.7,0.0,0.0,-5.7,620.58,30.0,16,17,2025-04,2025-04-04,0.3993955553,0.1732848138,0.4273195863,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-04T18:05:00,2025-04-04T18:35:00,long,long_threshold,long_threshold_met,0.1,17872.39,17759.07,-11.33,0.0,0.0,-11.33,609.25,30.0,18,18,2025-04,2025-04-04,0.3833637536,0.2180505842,0.3985856473,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-04T18:40:00,2025-04-04T19:10:00,long,long_threshold,long_threshold_met,0.1,17690.77,17723.69,3.29,0.0,0.0,3.29,612.54,30.0,18,19,2025-04,2025-04-04,0.3848591745,0.221944347,0.3931964934,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-04T19:40:00,2025-04-04T20:10:00,short,synthetic_short_overlay,"synthetic_short_source_overlay:hour=19,p_short=0.442388,margin_vs_long=0.084066|threshold_or_margin_not_met",0.1,17636.69,17562.52,7.42,0.0,0.0,7.42,619.96,30.0,19,20,2025-04,2025-04-04,0.4423875809,0.1992903948,0.3583219349,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-07T16:55:00,2025-04-07T17:25:00,long,long_threshold,long_threshold_met,0.1,16952.41,17291.18,33.88,0.0,0.0,33.88,653.84,30.0,16,17,2025-04,2025-04-07,0.3929142952,0.2025201917,0.4045655131,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-07T17:30:00,2025-04-07T18:00:00,long,long_threshold,long_threshold_met,0.1,17199.18,17491.21,29.2,0.0,0.0,29.2,683.04,30.0,17,18,2025-04,2025-04-07,0.3904235661,0.1475476325,0.4620288908,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-07T18:05:00,2025-04-07T18:35:00,long,long_threshold,long_threshold_met,0.1,17556.78,17129.71,-42.71,0.0,0.0,-42.71,640.33,30.0,18,18,2025-04,2025-04-07,0.3985983431,0.1575204432,0.4438812435,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-07T18:45:00,2025-04-07T19:15:00,long,long_threshold,long_threshold_met,0.1,17369.91,17130.46,-23.95,0.0,0.0,-23.95,616.38,30.0,18,19,2025-04,2025-04-07,0.3700755239,0.21835576,0.4115686715,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-07T19:20:00,2025-04-07T19:50:00,long,long_threshold,long_threshold_met,0.1,17145.66,17135.58,-1.01,0.0,0.0,-1.01,615.37,30.0,19,19,2025-04,2025-04-07,0.3684550524,0.2469239235,0.3846211135,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-07T20:15:00,2025-04-07T20:45:00,long,long_threshold,long_threshold_met,0.1,17315.91,17529.58,21.37,0.0,0.0,21.37,636.74,30.0,20,20,2025-04,2025-04-07,0.3611720204,0.2624288201,0.3763991594,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-07T20:50:00,2025-04-07T21:20:00,long,long_threshold,long_threshold_met,0.1,17541.53,17625.71,8.42,0.0,0.0,8.42,645.16,30.0,20,21,2025-04,2025-04-07,0.3540514708,0.2254039347,0.4205445647,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-07T21:25:00,2025-04-07T21:55:00,long,long_threshold,long_threshold_met,0.1,17605.03,17387.46,-21.76,0.0,0.0,-21.76,623.4,30.0,21,21,2025-04,2025-04-07,0.3561086953,0.2279259861,0.4159653187,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-08T18:35:00,2025-04-08T19:05:00,short,native_short_threshold,short_threshold_met,0.1,17865.68,17872.25,-0.66,0.0,0.0,-0.66,622.74,30.0,18,19,2025-04,2025-04-08,0.4518406987,0.1797247082,0.3684345782,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-08T19:30:00,2025-04-08T20:00:00,short,synthetic_short_overlay,"synthetic_short_source_overlay:hour=19,p_short=0.460010,margin_vs_long=0.082641|short_threshold_met",0.1,17753.43,17498.63,25.48,0.0,0.0,25.48,648.22,30.0,19,20,2025-04,2025-04-08,0.4600103498,0.1626202762,0.3773694038,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-08T20:05:00,2025-04-08T20:35:00,short,native_short_threshold,short_threshold_met,0.1,17525.93,17340.63,18.53,0.0,0.0,18.53,666.75,30.0,20,20,2025-04,2025-04-08,0.4665219486,0.1319311261,0.4015468359,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-08T20:50:00,2025-04-08T21:20:00,long,long_threshold,long_threshold_met,0.1,17450.25,17470.8,2.06,0.0,0.0,2.06,668.81,30.0,20,21,2025-04,2025-04-08,0.3617550135,0.2307622284,0.4074825943,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-08T21:25:00,2025-04-08T21:55:00,long,long_threshold,long_threshold_met,0.1,17433.38,17321.3,-11.21,0.0,0.0,-11.21,657.6,30.0,21,21,2025-04,2025-04-08,0.3663621545,0.2416925132,0.3919453323,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-09T16:40:00,2025-04-09T17:10:00,long,long_threshold,long_threshold_met,0.1,17273.97,17236.52,-3.75,0.0,0.0,-3.75,653.85,30.0,16,17,2025-04,2025-04-09,0.351889044,0.1897937059,0.4583172798,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-09T17:15:00,2025-04-09T17:45:00,long,long_threshold,long_threshold_met,0.1,17201.72,17249.9,4.82,0.0,0.0,4.82,658.67,30.0,17,17,2025-04,2025-04-09,0.397779882,0.1477712095,0.4544490576,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-09T18:15:00,2025-04-09T18:45:00,long,long_threshold,long_threshold_met,0.1,17188.85,17116.15,-7.27,0.0,0.0,-7.27,651.4,30.0,18,18,2025-04,2025-04-09,0.3671597242,0.2455573976,0.3872828782,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-09T18:55:00,2025-04-09T19:25:00,long,long_threshold,long_threshold_met,0.1,17184.47,17284.27,9.98,0.0,0.0,9.98,661.38,30.0,18,19,2025-04,2025-04-09,0.374040246,0.2183572352,0.4076025486,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BW_review_synthetic_short_source_runtime_probe_without_db_v1,run364BV_materialize_synthetic_short_source_runtime_repair_without_db_v1,2025-04-09T19:30:00,2025-04-09T20:00:00,long,long_threshold,long_threshold_met,0.1,17294.97,17367.9,7.29,0.0,0.0,7.29,668.67,30.0,19,20,2025-04,2025-04-09,0.3871751726,0.2048085332,0.4080162346,research_development_runtime_probe_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
