run_id,parent_run_id,trade_index,entry_time,exit_time,entry_date,exit_date,entry_month,exit_month,entry_hour,exit_hour,side,entry_price,exit_price,volume,commission,swap,profit_before_swap,net_profit_after_cost,balance_after,hold_minutes_calendar,hold_m5_calendar,win_after_cost,claim_boundary(주장 경계),closed_balance_peak,closed_balance_drawdown_amount,closed_balance_drawdown_percent,hold_bucket,drawdown_bucket
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,1,2025-01-02 16:40:00,2025-01-02 17:00:00,2025-01-02,2025-01-02,2025-01,2025-01,16,17,short,20922.82,21139.02,0.1,0.0,0.0,-21.62,-21.62,478.38,20,4,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,0.0,0.0,001_<=8_m5_calendar,001_0_to_2pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,2,2025-01-02 17:00:00,2025-01-02 17:40:00,2025-01-02,2025-01-02,2025-01,2025-01,17,17,long,21139.02,21001.19,0.1,0.0,0.0,-13.78,-13.78,464.6,40,8,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,13.779999999999973,2.8805552071574843,001_<=8_m5_calendar,002_2_to_5pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,3,2025-01-02 17:45:00,2025-01-02 18:30:00,2025-01-02,2025-01-02,2025-01,2025-01,17,18,long,20988.77,21039.44,0.1,0.0,0.0,5.07,5.07,469.67,45,9,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,8.70999999999998,1.8207282913165221,002_9_to_12_m5_calendar,001_0_to_2pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,4,2025-01-02 18:35:00,2025-01-02 19:15:00,2025-01-02,2025-01-02,2025-01,2025-01,18,19,long,21044.39,21074.57,0.1,0.0,0.0,3.02,3.02,472.69,40,8,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,5.689999999999998,1.189430996279108,001_<=8_m5_calendar,001_0_to_2pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,5,2025-01-02 19:20:00,2025-01-02 19:45:00,2025-01-02,2025-01-02,2025-01,2025-01,19,19,long,21045.27,20796.57,0.1,0.0,0.0,-24.87,-24.87,447.82,25,5,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,30.560000000000002,6.388226932564072,001_<=8_m5_calendar,003_5_to_10pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,6,2025-01-02 19:45:00,2025-01-02 20:25:00,2025-01-02,2025-01-02,2025-01,2025-01,19,20,short,20796.57,20794.39,0.1,0.0,0.0,0.22,0.22,448.04,40,8,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,30.339999999999975,6.342238387892466,001_<=8_m5_calendar,003_5_to_10pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,7,2025-01-02 20:40:00,2025-01-02 20:50:00,2025-01-02,2025-01-02,2025-01,2025-01,20,20,short,20765.82,20773.02,0.1,0.0,0.0,-0.72,-0.72,447.32,10,2,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,31.060000000000002,6.492746352272253,001_<=8_m5_calendar,003_5_to_10pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,8,2025-01-02 20:50:00,2025-01-02 21:30:00,2025-01-02,2025-01-02,2025-01,2025-01,20,21,long,20773.02,20858.82,0.1,0.0,0.0,8.58,8.58,455.9,40,8,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,22.480000000000018,4.6991931100798565,001_<=8_m5_calendar,002_2_to_5pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,9,2025-01-03 16:40:00,2025-01-03 17:20:00,2025-01-03,2025-01-03,2025-01,2025-01,16,17,long,21161.86,21071.66,0.1,0.0,0.0,-9.02,-9.02,446.88,40,8,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,31.5,6.584723441615452,001_<=8_m5_calendar,003_5_to_10pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,10,2025-01-03 17:25:00,2025-01-03 18:05:00,2025-01-03,2025-01-03,2025-01,2025-01,17,18,long,21070.99,21148.54,0.1,0.0,0.0,7.76,7.76,454.64,40,8,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,23.74000000000001,4.962582047744473,001_<=8_m5_calendar,002_2_to_5pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,11,2025-01-03 18:10:00,2025-01-03 18:50:00,2025-01-03,2025-01-03,2025-01,2025-01,18,18,long,21098.11,21225.29,0.1,0.0,0.0,12.72,12.72,467.36,40,8,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,11.019999999999982,2.3036080103683227,001_<=8_m5_calendar,002_2_to_5pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,12,2025-01-03 18:55:00,2025-01-03 19:35:00,2025-01-03,2025-01-03,2025-01,2025-01,18,19,long,21233.86,21204.54,0.1,0.0,0.0,-2.93,-2.93,464.43,40,8,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,13.949999999999989,2.916091809858269,001_<=8_m5_calendar,002_2_to_5pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,13,2025-01-03 19:40:00,2025-01-03 20:25:00,2025-01-03,2025-01-03,2025-01,2025-01,19,20,long,21204.36,21225.66,0.1,0.0,0.0,2.13,2.13,466.56,45,9,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,11.819999999999993,2.470839081901416,002_9_to_12_m5_calendar,002_2_to_5pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,14,2025-01-03 21:05:00,2025-01-03 21:55:00,2025-01-03,2025-01-03,2025-01,2025-01,21,21,long,21272.36,21285.66,0.1,0.0,0.0,1.33,1.33,467.89,50,10,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,10.490000000000009,2.1928174254776556,002_9_to_12_m5_calendar,002_2_to_5pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,15,2025-01-06 16:50:00,2025-01-06 17:35:00,2025-01-06,2025-01-06,2025-01,2025-01,16,17,long,21589.95,21617.0,0.1,0.0,0.0,2.71,2.71,470.6,45,9,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,7.779999999999973,1.6263221706593027,002_9_to_12_m5_calendar,001_0_to_2pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,16,2025-01-06 17:40:00,2025-01-06 18:45:00,2025-01-06,2025-01-06,2025-01,2025-01,17,18,long,21613.45,21622.12,0.1,0.0,0.0,0.87,0.87,471.47,65,13,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,6.909999999999968,1.4444583803670654,003_13_to_24_m5_calendar,001_0_to_2pct
