run_id,parent_run_id,trade_index,entry_time,exit_time,entry_date,exit_date,entry_month,exit_month,entry_hour,exit_hour,side,entry_price,exit_price,volume,commission,swap,profit_before_swap,net_profit_after_cost,balance_after,hold_minutes_calendar,hold_m5_calendar,win_after_cost,claim_boundary(주장 경계),closed_balance_peak,closed_balance_drawdown_amount,closed_balance_drawdown_percent,hold_bucket,drawdown_bucket
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,17,2025-01-06 18:55:00,2025-01-06 19:50:00,2025-01-06,2025-01-06,2025-01,2025-01,18,19,long,21624.32,21548.25,0.1,0.0,0.0,-7.61,-7.61,463.86,55,11,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,14.519999999999982,3.0352439483255953,002_9_to_12_m5_calendar,002_2_to_5pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,18,2025-01-06 20:20:00,2025-01-06 21:00:00,2025-01-06,2025-01-06,2025-01,2025-01,20,21,long,21527.82,21464.87,0.1,0.0,0.0,-6.3,-6.3,457.56,40,8,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,20.819999999999993,4.3521886366486875,001_<=8_m5_calendar,002_2_to_5pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,19,2025-01-07 16:40:00,2025-01-07 17:20:00,2025-01-07,2025-01-07,2025-01,2025-01,16,17,long,21465.33,21327.51,0.1,0.0,0.0,-13.78,-13.78,443.78,40,8,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,34.60000000000002,7.232743843806184,001_<=8_m5_calendar,003_5_to_10pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,20,2025-01-07 17:40:00,2025-01-07 18:05:00,2025-01-07,2025-01-07,2025-01,2025-01,17,18,short,21193.38,21308.46,0.1,0.0,0.0,-11.51,-11.51,432.27,25,5,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,46.110000000000014,9.638780885488526,001_<=8_m5_calendar,003_5_to_10pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,21,2025-01-07 18:05:00,2025-01-07 18:45:00,2025-01-07,2025-01-07,2025-01,2025-01,18,18,long,21308.46,21266.76,0.1,0.0,0.0,-4.17,-4.17,428.1,40,8,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,50.27999999999997,10.510472845854753,001_<=8_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,22,2025-01-08 16:40:00,2025-01-08 17:20:00,2025-01-08,2025-01-08,2025-01,2025-01,16,17,long,21066.86,21053.66,0.1,0.0,0.0,-1.32,-1.32,426.78,40,8,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,51.60000000000002,10.786404113884366,001_<=8_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,23,2025-01-08 17:25:00,2025-01-08 18:05:00,2025-01-08,2025-01-08,2025-01,2025-01,17,18,long,21072.73,21081.91,0.1,0.0,0.0,0.92,0.92,427.7,40,8,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,50.68000000000001,10.594088381621306,001_<=8_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,24,2025-01-08 18:30:00,2025-01-08 19:10:00,2025-01-08,2025-01-08,2025-01,2025-01,18,19,long,21101.48,21090.28,0.1,0.0,0.0,-1.12,-1.12,426.58,40,8,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,51.80000000000001,10.828211881767636,001_<=8_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,25,2025-01-08 20:10:00,2025-01-08 20:50:00,2025-01-08,2025-01-08,2025-01,2025-01,20,20,long,21084.48,21107.53,0.1,0.0,0.0,2.31,2.31,428.89,40,8,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,49.49000000000001,10.345332162715835,001_<=8_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,26,2025-01-08 20:55:00,2025-01-08 21:35:00,2025-01-08,2025-01-08,2025-01,2025-01,20,21,long,21059.11,21120.91,0.1,0.0,0.0,6.18,6.18,435.07,40,8,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,43.31,9.053472135122705,001_<=8_m5_calendar,003_5_to_10pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,27,2025-01-08 21:55:00,2025-01-10 16:55:00,2025-01-08,2025-01-10,2025-01,2025-01,21,16,long,21090.36,20804.61,0.1,0.0,-0.74,-28.58,-29.319999999999997,405.75,2580,516,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,72.63,15.182490906810484,005_>96_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,28,2025-01-10 16:55:00,2025-01-10 17:35:00,2025-01-10,2025-01-10,2025-01,2025-01,16,17,short,20804.61,20801.81,0.1,0.0,0.0,0.28,0.28,406.03,40,8,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,72.35000000000002,15.123960031773908,001_<=8_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,29,2025-01-10 18:30:00,2025-01-10 19:05:00,2025-01-10,2025-01-10,2025-01,2025-01,18,19,long,20712.06,20664.36,0.1,0.0,0.0,-4.77,-4.77,401.26,35,7,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,77.12,16.121075295789957,001_<=8_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,30,2025-01-10 19:05:00,2025-01-10 19:45:00,2025-01-10,2025-01-10,2025-01,2025-01,19,19,short,20664.36,20783.31,0.1,0.0,0.0,-11.9,-11.9,389.36,40,8,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,89.01999999999998,18.60863748484468,001_<=8_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,31,2025-01-13 17:15:00,2025-01-13 17:55:00,2025-01-13,2025-01-13,2025-01,2025-01,17,17,long,20556.53,20605.83,0.1,0.0,0.0,4.93,4.93,394.29,40,8,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,84.08999999999997,17.578076006522007,001_<=8_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,32,2025-01-13 18:05:00,2025-01-13 18:45:00,2025-01-13,2025-01-13,2025-01,2025-01,18,18,long,20569.4,20599.7,0.1,0.0,0.0,3.03,3.03,397.32,40,8,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,81.06,16.944688323090432,001_<=8_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,33,2025-01-13 18:50:00,2025-01-13 19:35:00,2025-01-13,2025-01-13,2025-01,2025-01,18,19,long,20589.4,20642.83,0.1,0.0,0.0,5.34,5.34,402.66,45,9,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,75.71999999999997,15.828420920607043,002_9_to_12_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,34,2025-01-13 20:05:00,2025-01-13 20:55:00,2025-01-13,2025-01-13,2025-01,2025-01,20,20,long,20670.4,20659.45,0.1,0.0,0.0,-1.1,-1.1,401.56,50,10,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,76.82,16.05836364396505,002_9_to_12_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,35,2025-01-13 21:55:00,2025-01-14 17:05:00,2025-01-13,2025-01-14,2025-01,2025-01,21,17,long,20667.03,20801.77,0.1,0.0,-0.37,13.47,13.100000000000001,414.66,1150,230,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,63.71999999999997,13.31995484761068,005_>96_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,36,2025-01-14 17:10:00,2025-01-14 17:50:00,2025-01-14,2025-01-14,2025-01,2025-01,17,17,long,20852.97,20753.52,0.1,0.0,0.0,-9.95,-9.95,404.71,40,8,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,73.67000000000002,15.399891299803507,001_<=8_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,37,2025-01-14 18:00:00,2025-01-14 18:40:00,2025-01-14,2025-01-14,2025-01,2025-01,18,18,long,20723.47,20676.52,0.1,0.0,0.0,-4.7,-4.7,400.01,40,8,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,78.37,16.382373845060414,001_<=8_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,38,2025-01-14 20:15:00,2025-01-14 21:00:00,2025-01-14,2025-01-14,2025-01,2025-01,20,21,long,20668.34,20783.89,0.1,0.0,0.0,11.56,11.56,411.57,45,9,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,66.81,13.965884861407249,002_9_to_12_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,39,2025-01-14 21:05:00,2025-01-14 21:50:00,2025-01-14,2025-01-14,2025-01,2025-01,21,21,long,20778.22,20756.39,0.1,0.0,0.0,-2.18,-2.18,409.39,45,9,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,68.99000000000001,14.421589531334925,002_9_to_12_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,40,2025-01-15 17:50:00,2025-01-15 18:30:00,2025-01-15,2025-01-15,2025-01,2025-01,17,18,long,21143.68,21121.73,0.1,0.0,0.0,-2.2,-2.2,407.19,40,8,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,71.19,14.881474978050921,001_<=8_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,41,2025-01-15 18:35:00,2025-01-15 19:15:00,2025-01-15,2025-01-15,2025-01,2025-01,18,19,long,21075.43,21101.48,0.1,0.0,0.0,2.61,2.61,409.8,40,8,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,68.57999999999998,14.33588360717421,001_<=8_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,42,2025-01-15 19:30:00,2025-01-15 20:10:00,2025-01-15,2025-01-15,2025-01,2025-01,19,20,long,21116.93,21134.85,0.1,0.0,0.0,1.79,1.79,411.59,40,8,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,66.79000000000002,13.961704084618926,001_<=8_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,43,2025-01-15 20:25:00,2025-01-15 21:30:00,2025-01-15,2025-01-15,2025-01,2025-01,20,21,long,21161.93,21207.1,0.1,0.0,0.0,4.52,4.52,416.11,65,13,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,62.26999999999998,13.016848530456956,003_13_to_24_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,44,2025-01-16 17:35:00,2025-01-16 18:25:00,2025-01-16,2025-01-16,2025-01,2025-01,17,18,long,21162.77,21196.57,0.1,0.0,0.0,3.38,3.38,419.49,50,10,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,58.889999999999986,12.310297253229647,002_9_to_12_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,45,2025-01-16 18:35:00,2025-01-16 19:15:00,2025-01-16,2025-01-16,2025-01,2025-01,18,19,long,21192.77,21194.32,0.1,0.0,0.0,0.16,0.16,419.65,40,8,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,58.73000000000002,12.276851038923036,001_<=8_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,46,2025-01-16 19:20:00,2025-01-16 20:00:00,2025-01-16,2025-01-16,2025-01,2025-01,19,20,long,21178.77,21180.07,0.1,0.0,0.0,0.13,0.13,419.78,40,8,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,58.60000000000002,12.24967598979891,001_<=8_m5_calendar,004_10_to_20pct
run364Y_review_density_side_balance_repair_mt5_runtime_probe_without_db_v1,run364X_execute_density_side_balance_repair_mt5_runtime_probe_without_db_v1,47,2025-01-16 21:40:00,2025-01-17 16:55:00,2025-01-16,2025-01-17,2025-01,2025-01,21,16,long,21153.27,21320.16,0.1,0.0,-0.37,16.69,16.32,436.1,1155,231,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,478.38,42.27999999999997,8.838162130523845,005_>96_m5_calendar,003_5_to_10pct
