attempt_name,record_view,report_path,expected_trade_count,parsed_trade_count,trade_count_delta,parser_status
run267n_01_s264_aih_abl_volatility_bandwidth_ta_2024,mt5_ta_s264_aih_abl_volatility_bandwidth_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_01_s264_aih_abl_volatility_bandwidth_ta_2024.htm,314,314,0,matched
run267n_01_s264_aih_abl_volatility_bandwidth_rt_2024,mt5_rt_s264_aih_abl_volatility_bandwidth_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_01_s264_aih_abl_volatility_bandwidth_rt_2024.htm,314,314,0,matched
run267n_02_s264_aih_abl_trend_strength_direction_ta_2024,mt5_ta_s264_aih_abl_trend_strength_directi_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_02_s264_aih_abl_trend_strength_direction_ta_2024.htm,340,340,0,matched
run267n_02_s264_aih_abl_trend_strength_direction_rt_2024,mt5_rt_s264_aih_abl_trend_strength_directi_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_02_s264_aih_abl_trend_strength_direction_rt_2024.htm,340,340,0,matched
run267n_03_s264_aih_rep_trend_strength_adx_ta_2024,mt5_ta_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_03_s264_aih_rep_trend_strength_adx_ta_2024.htm,340,340,0,matched
run267n_03_s264_aih_rep_trend_strength_adx_rt_2024,mt5_rt_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_03_s264_aih_rep_trend_strength_adx_rt_2024.htm,340,340,0,matched
run267n_04_s264_aih_rep_volatility_atr_ta_2024,mt5_ta_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_04_s264_aih_rep_volatility_atr_ta_2024.htm,314,314,0,matched
run267n_04_s264_aih_rep_volatility_atr_rt_2024,mt5_rt_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_04_s264_aih_rep_volatility_atr_rt_2024.htm,314,314,0,matched
run267n_05_s264_lc_abl_gate_rank_bucket_ta_2024,mt5_ta_s264_lc_abl_gate_rank_bucket_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_05_s264_lc_abl_gate_rank_bucket_ta_2024.htm,350,350,0,matched
run267n_05_s264_lc_abl_gate_rank_bucket_rt_2024,mt5_rt_s264_lc_abl_gate_rank_bucket_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_05_s264_lc_abl_gate_rank_bucket_rt_2024.htm,350,350,0,matched
