attempt_name,record_view,report_path,expected_trade_count,parsed_trade_count,trade_count_delta,parser_status
run267n_06_s264_lc_abl_gate_variant_rule_ta_2024,mt5_ta_s264_lc_abl_gate_variant_rule_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_06_s264_lc_abl_gate_variant_rule_ta_2024.htm,516,516,0,matched
run267n_06_s264_lc_abl_gate_variant_rule_rt_2024,mt5_rt_s264_lc_abl_gate_variant_rule_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_06_s264_lc_abl_gate_variant_rule_rt_2024.htm,516,516,0,matched
run267n_07_s264_lc_abl_trend_strength_direction_ta_2024,mt5_ta_s264_lc_abl_trend_strength_directi_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_07_s264_lc_abl_trend_strength_direction_ta_2024.htm,337,337,0,matched
run267n_07_s264_lc_abl_trend_strength_direction_rt_2024,mt5_rt_s264_lc_abl_trend_strength_directi_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_07_s264_lc_abl_trend_strength_direction_rt_2024.htm,337,337,0,matched
run267n_08_s264_lc_rep_trend_strength_adx_ta_2024,mt5_ta_s264_lc_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_08_s264_lc_rep_trend_strength_adx_ta_2024.htm,337,337,0,matched
run267n_08_s264_lc_rep_trend_strength_adx_rt_2024,mt5_rt_s264_lc_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_08_s264_lc_rep_trend_strength_adx_rt_2024.htm,337,337,0,matched
run267n_09_s264_lc_rep_volatility_atr_ta_2024,mt5_ta_s264_lc_rep_volatility_atr_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_09_s264_lc_rep_volatility_atr_ta_2024.htm,312,312,0,matched
run267n_09_s264_lc_rep_volatility_atr_rt_2024,mt5_rt_s264_lc_rep_volatility_atr_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_09_s264_lc_rep_volatility_atr_rt_2024.htm,312,312,0,matched
run267n_10_s262_lih_abl_gate_rank_bucket_ta_2024,mt5_ta_s262_lih_abl_gate_rank_bucket_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_10_s262_lih_abl_gate_rank_bucket_ta_2024.htm,352,352,0,matched
run267n_10_s262_lih_abl_gate_rank_bucket_rt_2024,mt5_rt_s262_lih_abl_gate_rank_bucket_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_10_s262_lih_abl_gate_rank_bucket_rt_2024.htm,352,352,0,matched
run267n_11_s262_lih_abl_ma_trend_ta_2024,mt5_ta_s262_lih_abl_ma_trend_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_11_s262_lih_abl_ma_trend_ta_2024.htm,345,345,0,matched
run267n_11_s262_lih_abl_ma_trend_rt_2024,mt5_rt_s262_lih_abl_ma_trend_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_11_s262_lih_abl_ma_trend_rt_2024.htm,345,345,0,matched
run267n_12_s262_lih_abl_trend_strength_direction_ta_2024,mt5_ta_s262_lih_abl_trend_strength_directi_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_12_s262_lih_abl_trend_strength_direction_ta_2024.htm,339,339,0,matched
run267n_12_s262_lih_abl_trend_strength_direction_rt_2024,mt5_rt_s262_lih_abl_trend_strength_directi_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_12_s262_lih_abl_trend_strength_direction_rt_2024.htm,339,339,0,matched
run267n_13_s262_lih_rep_trend_strength_adx_ta_2024,mt5_ta_s262_lih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_13_s262_lih_rep_trend_strength_adx_ta_2024.htm,339,339,0,matched
run267n_13_s262_lih_rep_trend_strength_adx_rt_2024,mt5_rt_s262_lih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_13_s262_lih_rep_trend_strength_adx_rt_2024.htm,339,339,0,matched
run267n_14_s262_lih_rep_volatility_atr_ta_2024,mt5_ta_s262_lih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_14_s262_lih_rep_volatility_atr_ta_2024.htm,313,313,0,matched
run267n_14_s262_lih_rep_volatility_atr_rt_2024,mt5_rt_s262_lih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_14_s262_lih_rep_volatility_atr_rt_2024.htm,313,313,0,matched
run267n_15_s264_aia_abl_volatility_bandwidth_ta_2024,mt5_ta_s264_aia_abl_volatility_bandwidth_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_15_s264_aia_abl_volatility_bandwidth_ta_2024.htm,315,315,0,matched
run267n_15_s264_aia_abl_volatility_bandwidth_rt_2024,mt5_rt_s264_aia_abl_volatility_bandwidth_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_15_s264_aia_abl_volatility_bandwidth_rt_2024.htm,315,315,0,matched
run267n_16_s264_aia_abl_trend_strength_direction_ta_2024,mt5_ta_s264_aia_abl_trend_strength_directi_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_16_s264_aia_abl_trend_strength_direction_ta_2024.htm,340,340,0,matched
run267n_16_s264_aia_abl_trend_strength_direction_rt_2024,mt5_rt_s264_aia_abl_trend_strength_directi_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_16_s264_aia_abl_trend_strength_direction_rt_2024.htm,340,340,0,matched
run267n_17_s264_aia_abl_session_timing_ta_2024,mt5_ta_s264_aia_abl_session_timing_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_17_s264_aia_abl_session_timing_ta_2024.htm,332,332,0,matched
run267n_17_s264_aia_abl_session_timing_rt_2024,mt5_rt_s264_aia_abl_session_timing_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_17_s264_aia_abl_session_timing_rt_2024.htm,332,332,0,matched
run267n_18_s264_aia_rep_trend_strength_adx_ta_2024,mt5_ta_s264_aia_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_18_s264_aia_rep_trend_strength_adx_ta_2024.htm,340,340,0,matched
run267n_18_s264_aia_rep_trend_strength_adx_rt_2024,mt5_rt_s264_aia_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_18_s264_aia_rep_trend_strength_adx_rt_2024.htm,340,340,0,matched
run267n_19_s264_aia_rep_volatility_atr_ta_2024,mt5_ta_s264_aia_rep_volatility_atr_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_19_s264_aia_rep_volatility_atr_ta_2024.htm,315,315,0,matched
run267n_19_s264_aia_rep_volatility_atr_rt_2024,mt5_rt_s264_aia_rep_volatility_atr_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_19_s264_aia_rep_volatility_atr_rt_2024.htm,315,315,0,matched
run267n_20_s258_stc_abl_price_return_range_ta_2024,mt5_ta_s258_stc_abl_price_return_range_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_20_s258_stc_abl_price_return_range_ta_2024.htm,335,335,0,matched
run267n_20_s258_stc_abl_price_return_range_rt_2024,mt5_rt_s258_stc_abl_price_return_range_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_20_s258_stc_abl_price_return_range_rt_2024.htm,335,335,0,matched
run267n_21_s258_stc_abl_volatility_bandwidth_ta_2024,mt5_ta_s258_stc_abl_volatility_bandwidth_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_21_s258_stc_abl_volatility_bandwidth_ta_2024.htm,335,335,0,matched
run267n_21_s258_stc_abl_volatility_bandwidth_rt_2024,mt5_rt_s258_stc_abl_volatility_bandwidth_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_21_s258_stc_abl_volatility_bandwidth_rt_2024.htm,335,335,0,matched
run267n_22_s258_stc_abl_trend_strength_direction_ta_2024,mt5_ta_s258_stc_abl_trend_strength_directi_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_22_s258_stc_abl_trend_strength_direction_ta_2024.htm,364,364,0,matched
run267n_22_s258_stc_abl_trend_strength_direction_rt_2024,mt5_rt_s258_stc_abl_trend_strength_directi_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_22_s258_stc_abl_trend_strength_direction_rt_2024.htm,364,364,0,matched
run267n_23_s258_stc_abl_session_timing_ta_2024,mt5_ta_s258_stc_abl_session_timing_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_23_s258_stc_abl_session_timing_ta_2024.htm,354,354,0,matched
run267n_23_s258_stc_abl_session_timing_rt_2024,mt5_rt_s258_stc_abl_session_timing_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_23_s258_stc_abl_session_timing_rt_2024.htm,354,354,0,matched
run267n_24_s258_stc_rep_trend_strength_adx_ta_2024,mt5_ta_s258_stc_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_24_s258_stc_rep_trend_strength_adx_ta_2024.htm,364,364,0,matched
run267n_24_s258_stc_rep_trend_strength_adx_rt_2024,mt5_rt_s258_stc_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267N_stage267_pool_wide_ablation_replacement_materialization_v1_run267n_24_s258_stc_rep_trend_strength_adx_rt_2024.htm,364,364,0,matched
