record_view,candidate_id,candidate_alias,candidate_role,test_id,test_type,materialization_boundary,route_role,axis,bucket,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,avg_win,avg_loss,payoff_ratio,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,slice_read
mt5_rt_s264_lc_abl_gate_rank_bucket_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,abl_gate_rank_bucket,feature_category_ablation(피처 범주 제거),direct_runtime_surface_ablation(직접 런타임 표면 제거),routed_total,weekday,Monday,60,-124.85,190.57,-315.42,0.604179,-2.080833,0.466667,6.806071,-9.856875,0.69049,138.81,27.464831,56,0.95,4,-0.899431,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_lc_abl_gate_rank_bucket_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,abl_gate_rank_bucket,feature_category_ablation(피처 범주 제거),direct_runtime_surface_ablation(직접 런타임 표면 제거),routed_total,chron_segment,chron_mid,117,-123.29,431.62,-554.91,0.77782,-1.053761,0.487179,7.572281,-9.2485,0.818758,184.85,36.667857,116,0.991453,5,-0.666973,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_rt_s258_stc_abl_trend_strength_directi_historical_2024_tier_a_train_era_stress,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-07,39,-122.87,115.51,-238.38,0.484562,-3.150513,0.384615,7.700667,-9.9325,0.7753,132.95,26.268474,36,0.948718,6,-0.924182,negative_fragile_slice(음수 취약 구간)
mt5_rt_s258_stc_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s258_short_tight_control,s258_stc,stress_challenger,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-07,39,-122.87,115.51,-238.38,0.484562,-3.150513,0.384615,7.700667,-9.9325,0.7753,132.95,26.268474,36,0.948718,6,-0.924182,negative_fragile_slice(음수 취약 구간)
mt5_rt_s262_lih_abl_gate_rank_bucket_historical_2024_tier_a_train_era_stress,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_gate_rank_bucket,feature_category_ablation(피처 범주 제거),direct_runtime_surface_ablation(직접 런타임 표면 제거),routed_total,weekday,Monday,60,-122.64,186.56,-309.2,0.603364,-2.044,0.466667,6.662857,-9.6625,0.689558,137.62,27.229378,56,0.95,4,-0.89115,negative_fragile_slice(음수 취약 구간)
mt5_rt_s262_lih_abl_ma_trend_historical_2024_tier_a_train_era_stress,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_ma_trend,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,60,-122.02,188.44,-310.46,0.60697,-2.033667,0.466667,6.73,-9.701875,0.69368,139.34,27.615593,53,0.933333,4,-0.8757,negative_fragile_slice(음수 취약 구간)
mt5_rt_s258_stc_abl_price_return_range_historical_2024_tier_a_train_era_stress,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,59,-121.57,192.86,-314.43,0.613364,-2.060508,0.440678,7.417692,-9.528182,0.7785,186.99,33.862731,52,0.898305,4,-0.650142,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_rt_s262_lih_abl_gate_rank_bucket_historical_2024_tier_a_train_era_stress,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_gate_rank_bucket,feature_category_ablation(피처 범주 제거),direct_runtime_surface_ablation(직접 런타임 표면 제거),routed_total,month,2024-07,37,-121.22,89.95,-211.17,0.42596,-3.276216,0.405405,5.996667,-9.598636,0.624742,143.82,28.360711,34,0.945946,6,-0.842859,negative_fragile_slice(음수 취약 구간)
mt5_rt_s258_stc_abl_session_timing_historical_2024_tier_a_train_era_stress,s258_short_tight_control,s258_stc,stress_challenger,abl_session_timing,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-07,38,-117.58,149.17,-266.75,0.559213,-3.094211,0.421053,9.323125,-12.125,0.768918,142.85,28.100718,35,0.947368,6,-0.823101,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_lc_abl_trend_strength_directi_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,58,-117.52,175.61,-293.13,0.599086,-2.026207,0.465517,6.504074,-9.455806,0.687839,134.05,26.590891,56,0.965517,4,-0.876688,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_lc_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,58,-117.52,175.61,-293.13,0.599086,-2.026207,0.465517,6.504074,-9.455806,0.687839,134.05,26.590891,56,0.965517,4,-0.876688,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_lc_abl_gate_variant_rule_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,feature_category_ablation(피처 범주 제거),direct_runtime_surface_ablation(직접 런타임 표면 제거),routed_total,close_hour_report,12,3,-116.99,0,-116.99,0.0,-38.996667,0.0,,-38.996667,,116.99,23.398,3,1.0,3,-1.0,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_lc_abl_gate_variant_rule_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,abl_gate_variant_rule,feature_category_ablation(피처 범주 제거),direct_runtime_surface_ablation(직접 런타임 표면 제거),routed_total,weekday,Friday,115,-115.55,1082.07,-1197.62,0.903517,-1.004783,0.46087,20.416415,-19.316452,1.056944,371.56,66.938099,102,0.956522,5,-0.310986,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_rt_s262_lih_abl_trend_strength_directi_historical_2024_tier_a_train_era_stress,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,58,-115.45,173.14,-288.59,0.599951,-1.990517,0.465517,6.412593,-9.309355,0.688833,131.03,25.991827,56,0.965517,4,-0.881096,negative_fragile_slice(음수 취약 구간)
mt5_rt_s262_lih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,58,-115.45,173.14,-288.59,0.599951,-1.990517,0.465517,6.412593,-9.309355,0.688833,131.03,25.991827,56,0.965517,4,-0.881096,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_aih_abl_trend_strength_directi_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,59,-114.07,187.2,-301.27,0.62137,-1.93339,0.474576,6.685714,-9.718387,0.687945,137.43,26.86751,54,0.932203,4,-0.830023,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_aih_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,59,-114.07,187.2,-301.27,0.62137,-1.93339,0.474576,6.685714,-9.718387,0.687945,137.43,26.86751,54,0.932203,4,-0.830023,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_aia_abl_trend_strength_directi_historical_2024_tier_a_train_era_stress,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,59,-114.07,187.2,-301.27,0.62137,-1.93339,0.474576,6.685714,-9.718387,0.687945,137.43,26.86751,54,0.932203,4,-0.830023,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_aia_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,59,-114.07,187.2,-301.27,0.62137,-1.93339,0.474576,6.685714,-9.718387,0.687945,137.43,26.86751,54,0.932203,4,-0.830023,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_aia_abl_session_timing_historical_2024_tier_a_train_era_stress,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_session_timing,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,59,-109.7,254.29,-363.99,0.698618,-1.859322,0.491525,8.768621,-12.133,0.722708,139.84,27.175033,51,0.915254,4,-0.784468,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_lc_abl_gate_rank_bucket_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,abl_gate_rank_bucket,feature_category_ablation(피처 범주 제거),direct_runtime_surface_ablation(직접 런타임 표면 제거),routed_total,direction,sell,205,-107.61,1060.75,-1168.36,0.907897,-0.524927,0.478049,10.82398,-10.919252,0.991275,322.3,47.328155,175,0.946341,5,-0.333881,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_rt_s264_lc_abl_gate_rank_bucket_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,abl_gate_rank_bucket,feature_category_ablation(피처 범주 제거),direct_runtime_surface_ablation(직접 런타임 표면 제거),routed_total,weekday,Friday,82,-107.26,295.59,-402.85,0.733747,-1.308049,0.45122,7.988919,-8.952222,0.892395,163.44,31.39937,72,0.963415,6,-0.656265,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_rt_s264_lc_abl_gate_rank_bucket_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,abl_gate_rank_bucket,feature_category_ablation(피처 범주 제거),direct_runtime_surface_ablation(직접 런타임 표면 제거),routed_total,month,2024-07,36,-106.86,93.71,-200.57,0.467218,-2.968333,0.416667,6.247333,-9.550952,0.654106,131.65,25.960837,33,0.944444,5,-0.811698,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_lc_abl_trend_strength_directi_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,chron_segment,chron_mid,113,-106.09,396.4,-502.49,0.788871,-0.93885,0.486726,7.207273,-8.663621,0.831901,161.51,32.302,113,1.0,5,-0.656863,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_rt_s264_lc_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,chron_segment,chron_mid,113,-106.09,396.4,-502.49,0.788871,-0.93885,0.486726,7.207273,-8.663621,0.831901,161.51,32.302,113,1.0,5,-0.656863,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_rt_s262_lih_abl_ma_trend_historical_2024_tier_a_train_era_stress,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_ma_trend,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Friday,80,-103.85,282.29,-386.14,0.731056,-1.298125,0.4375,8.065429,-8.580889,0.939929,169.73,32.489807,70,0.9625,7,-0.611854,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_rt_s262_lih_abl_ma_trend_historical_2024_tier_a_train_era_stress,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_ma_trend,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,month,2024-07,37,-102.83,96.37,-199.2,0.483785,-2.779189,0.405405,6.424667,-9.054545,0.709552,132.09,26.113,34,0.945946,6,-0.778484,negative_fragile_slice(음수 취약 구간)
mt5_rt_s258_stc_abl_trend_strength_directi_historical_2024_tier_a_train_era_stress,s258_short_tight_control,s258_stc,stress_challenger,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,64,-102.39,244.63,-347.02,0.704945,-1.599844,0.484375,7.89129,-10.515758,0.750425,172.24,30.877897,57,0.90625,4,-0.594461,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_rt_s258_stc_rep_trend_strength_adx_historical_2024_tier_a_train_era_stress,s258_short_tight_control,s258_stc,stress_challenger,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,64,-102.39,244.63,-347.02,0.704945,-1.599844,0.484375,7.89129,-10.515758,0.750425,172.24,30.877897,57,0.90625,4,-0.594461,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_rt_s262_lih_abl_ma_trend_historical_2024_tier_a_train_era_stress,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_ma_trend,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,chron_segment,chron_mid,115,-98.98,431.01,-529.99,0.813242,-0.860696,0.486957,7.696607,-8.982881,0.856808,175.91,35.182,115,1.0,6,-0.562674,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_rt_s258_stc_abl_session_timing_historical_2024_tier_a_train_era_stress,s258_short_tight_control,s258_stc,stress_challenger,abl_session_timing,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,chron_segment,chron_mid,118,-97.94,614.96,-712.9,0.862617,-0.83,0.483051,10.788772,-11.686885,0.923152,216.71,38.867566,114,0.966102,6,-0.45194,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_rt_s264_aih_abl_volatility_bandwidth_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,54,-96.81,175.55,-272.36,0.644551,-1.792778,0.481481,6.751923,-9.727143,0.694132,112.57,22.346402,48,0.944444,3,-0.859998,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,54,-96.81,175.55,-272.36,0.644551,-1.792778,0.481481,6.751923,-9.727143,0.694132,112.57,22.346402,48,0.944444,3,-0.859998,negative_fragile_slice(음수 취약 구간)
mt5_rt_s262_lih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,54,-96.28,170.79,-267.07,0.639495,-1.782963,0.481481,6.568846,-9.538214,0.688687,110.9,22.014888,48,0.944444,3,-0.86817,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_aia_abl_volatility_bandwidth_historical_2024_tier_a_train_era_stress,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,54,-95.7,174.88,-270.58,0.646315,-1.772222,0.481481,6.726154,-9.663571,0.696032,111.09,22.052605,48,0.944444,3,-0.861464,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_aia_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,54,-95.7,174.88,-270.58,0.646315,-1.772222,0.481481,6.726154,-9.663571,0.696032,111.09,22.052605,48,0.944444,3,-0.861464,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_lc_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,54,-95.23,174.1,-269.33,0.646419,-1.763519,0.481481,6.696154,-9.618929,0.696143,110.62,21.959305,48,0.944444,3,-0.860875,negative_fragile_slice(음수 취약 구간)
mt5_rt_s258_stc_abl_volatility_bandwidth_historical_2024_tier_a_train_era_stress,s258_short_tight_control,s258_stc,stress_challenger,abl_volatility_bandwidth,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,session_report,session_07_12_report_time,6,-93.19,0,-93.19,0.0,-15.531667,0.0,,-15.531667,,93.19,18.638,6,1.0,6,-1.0,negative_fragile_slice(음수 취약 구간)
mt5_rt_s262_lih_abl_gate_rank_bucket_historical_2024_tier_a_train_era_stress,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_gate_rank_bucket,feature_category_ablation(피처 범주 제거),direct_runtime_surface_ablation(직접 런타임 표면 제거),routed_total,close_hour_report,16,99,-93.08,566.58,-659.66,0.858897,-0.940202,0.424242,13.49,-11.572982,1.165646,238.43,38.31986,84,0.929293,8,-0.390387,deep_negative_or_dd_slice(깊은 음수 또는 손실폭 구간)
mt5_rt_s258_stc_abl_volatility_bandwidth_historical_2024_tier_a_train_era_stress,s258_short_tight_control,s258_stc,stress_challenger,abl_volatility_bandwidth,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,weekday,Monday,57,-91.8,206.29,-298.09,0.692039,-1.610526,0.491228,7.3675,-10.278966,0.716755,130.98,24.842105,50,0.929825,3,-0.70087,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_aih_abl_volatility_bandwidth_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,session_report,session_07_12_report_time,6,-91.41,0,-91.41,0.0,-15.235,0.0,,-15.235,,91.41,18.282,6,1.0,6,-1.0,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_aih_rep_volatility_atr_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,session_report,session_07_12_report_time,6,-91.41,0,-91.41,0.0,-15.235,0.0,,-15.235,,91.41,18.282,6,1.0,6,-1.0,negative_fragile_slice(음수 취약 구간)
mt5_rt_s264_aia_abl_volatility_bandwidth_historical_2024_tier_a_train_era_stress,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",routed_total,session_report,session_07_12_report_time,6,-90.49,0,-90.49,0.0,-15.081667,0.0,,-15.081667,,90.49,18.098,6,1.0,6,-1.0,negative_fragile_slice(음수 취약 구간)
