candidate_alias,source_test_id,followup_profile,tier_a_record_view,routed_record_view,net_profit_delta,trade_count_delta,fallback_used_count,duplicate_boundary
s264_aia,rep_trend_strength_adx,aia_dual_replacement_state_guard_repair_v3,mt5_ta_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,mt5_rt_s264_aia_rep_trend_strength_adx_repair_historical_2024_tier_a_train_era_stress,0.0,0,0,duplicate_when_fallback_disabled
s264_aia,rep_volatility_atr,aia_dual_replacement_state_guard_repair_v3,mt5_ta_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,mt5_rt_s264_aia_rep_volatility_atr_repair_historical_2024_tier_a_train_era_stress,0.0,0,0,duplicate_when_fallback_disabled
