candidate_id,shape_id,label_variant,model_id,feature_set_id,target_signal_trades_day,score_threshold,selected_signal_rows,lifecycle_rows,status,claim_boundary,train_signal_net_profit,train_signal_gross_profit,train_signal_gross_loss,train_signal_profit_factor,train_signal_max_drawdown_amount,train_signal_max_drawdown_percent,train_signal_trade_count,train_signal_trades_day,train_signal_win_rate,train_signal_average_win,train_signal_average_loss,train_signal_payoff_ratio,train_signal_expectancy,train_signal_recovery_factor,train_signal_smoothness_r2,train_signal_max_consecutive_loss,train_signal_long_trade_count,train_signal_short_trade_count,train_lifecycle_net_profit,train_lifecycle_gross_profit,train_lifecycle_gross_loss,train_lifecycle_profit_factor,train_lifecycle_max_drawdown_amount,train_lifecycle_max_drawdown_percent,train_lifecycle_trade_count,train_lifecycle_trades_day,train_lifecycle_win_rate,train_lifecycle_average_win,train_lifecycle_average_loss,train_lifecycle_payoff_ratio,train_lifecycle_expectancy,train_lifecycle_recovery_factor,train_lifecycle_smoothness_r2,train_lifecycle_max_consecutive_loss,train_lifecycle_long_trade_count,train_lifecycle_short_trade_count,validation_signal_net_profit,validation_signal_gross_profit,validation_signal_gross_loss,validation_signal_profit_factor,validation_signal_max_drawdown_amount,validation_signal_max_drawdown_percent,validation_signal_trade_count,validation_signal_trades_day,validation_signal_win_rate,validation_signal_average_win,validation_signal_average_loss,validation_signal_payoff_ratio,validation_signal_expectancy,validation_signal_recovery_factor,validation_signal_smoothness_r2,validation_signal_max_consecutive_loss,validation_signal_long_trade_count,validation_signal_short_trade_count,validation_lifecycle_net_profit,validation_lifecycle_gross_profit,validation_lifecycle_gross_loss,validation_lifecycle_profit_factor,validation_lifecycle_max_drawdown_amount,validation_lifecycle_max_drawdown_percent,validation_lifecycle_trade_count,validation_lifecycle_trades_day,validation_lifecycle_win_rate,validation_lifecycle_average_win,validation_lifecycle_average_loss,validation_lifecycle_payoff_ratio,validation_lifecycle_expectancy,validation_lifecycle_recovery_factor,validation_lifecycle_smoothness_r2,validation_lifecycle_max_consecutive_loss,validation_lifecycle_long_trade_count,validation_lifecycle_short_trade_count,oos_signal_net_profit,oos_signal_gross_profit,oos_signal_gross_loss,oos_signal_profit_factor,oos_signal_max_drawdown_amount,oos_signal_max_drawdown_percent,oos_signal_trade_count,oos_signal_trades_day,oos_signal_win_rate,oos_signal_average_win,oos_signal_average_loss,oos_signal_payoff_ratio,oos_signal_expectancy,oos_signal_recovery_factor,oos_signal_smoothness_r2,oos_signal_max_consecutive_loss,oos_signal_long_trade_count,oos_signal_short_trade_count,oos_lifecycle_net_profit,oos_lifecycle_gross_profit,oos_lifecycle_gross_loss,oos_lifecycle_profit_factor,oos_lifecycle_max_drawdown_amount,oos_lifecycle_max_drawdown_percent,oos_lifecycle_trade_count,oos_lifecycle_trades_day,oos_lifecycle_win_rate,oos_lifecycle_average_win,oos_lifecycle_average_loss,oos_lifecycle_payoff_ratio,oos_lifecycle_expectancy,oos_lifecycle_recovery_factor,oos_lifecycle_smoothness_r2,oos_lifecycle_max_consecutive_loss,oos_lifecycle_long_trade_count,oos_lifecycle_short_trade_count,validation_lifecycle_pass,oos_lifecycle_pass,runtime_repair_probe_worthy,meaningful_candidate
f72e_0025,short_h6_sl0.9_tp1.8,dd_guard_balanced,extra_trees_3class_bridge_lifecycle_scout,all58,5.0,0.019271733380685996,6194,2682,evaluated,proxy_runtime_gap_analysis_and_repair_proxy_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve,23925.7214754868,61126.80980815891,-37201.08833267211,1.6431457397571316,829.6239660263163,8.296239660263163,3488,4.089097303634232,0.523795871559633,33.457476632818235,-22.3968021268345,1.4938506150720285,6.8594384964125,28.83923615428421,0.9808605967554044,16,0,3488,8095.696973876966,25067.14850692749,-16971.451533050524,1.4770185365766302,267.50020214081087,2.6750020214081087,1563,1.832356389214537,0.4984005118362124,32.17862452750641,-21.647259608482813,1.4864987582491374,5.17958859493088,30.264264883117466,0.9825707644028102,10,0,1563,-924.3902423667694,25416.02524665832,-26340.415489025083,0.9649060113439776,2403.237886734002,24.03237886734002,1360,5.0,0.40588235294117647,46.043523997569416,-32.599524120080545,1.4123986542861122,-0.6796987076226245,-0.3846436707200113,0.25587029226182306,20,0,1360,-718.4393209075722,10437.20542926789,-11155.644750175463,0.9355985837666376,1470.0392682075344,14.700392682075345,587,2.1580882352941178,0.38671209540034074,45.97887854303035,-30.98790208382073,1.4837686791012754,-1.2239170713927976,-0.4887211766686941,0.017143661938865674,14,0,587,-708.3835642051307,28481.32719642642,-29189.710760631555,0.9757317374600183,3754.249228286737,37.54249228286737,1346,7.047120418848167,0.4026745913818722,52.54857416314838,-36.305610398795466,1.4473954186676288,-0.5262879377452679,-0.1886884756791716,0.033103988853073744,21,0,1346,-686.7991934585398,10402.316364593516,-11089.115558052059,0.9380654670011224,1265.714240074154,12.657142400741542,532,2.7853403141361257,0.3966165413533835,49.30007755731524,-34.54553133349551,1.42710433605384,-1.290975927553646,-0.5426178925017882,0.2386214513423339,10,0,532,False,False,False,False
f72e_0026,short_h6_sl0.9_tp1.8,dd_guard_balanced,extra_trees_3class_bridge_lifecycle_scout,all58,8.0,0.015022317430300636,10119,4129,evaluated,proxy_runtime_gap_analysis_and_repair_proxy_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve,29810.37484041218,94792.7841653061,-64982.409324893946,1.4587452996913148,1172.2685192489662,11.722685192489662,6004,7.038686987104338,0.49133910726182545,32.13314717468003,-21.27780266041059,1.5101722526295849,4.965085749568984,25.42964717632331,0.9732408115378612,20,0,6004,9145.091275234248,36609.93079078675,-27464.8395155525,1.332974502547363,380.6087687873842,3.8060876878738417,2482,2.909730363423212,0.4709911361804996,31.31730606568584,-20.917623393413937,1.4971732436652587,3.6845653808357164,24.02753700176278,0.9541416769901179,14,0,2482,-1743.1568036651267,37731.583409652725,-39474.74021331784,0.955841208979584,3743.806746635426,37.438067466354255,2176,8.0,0.4007352941176471,43.27016446061092,-30.272040040887916,1.4293772207676345,-0.8010830899196355,-0.4656107864626583,0.013063006899920224,26,0,2176,-994.2780516051945,15199.271293144244,-16193.549344749435,0.9386003629940725,1920.545697536456,19.20545697536456,919,3.3786764705882355,0.3939064200217628,41.98693727387913,-29.07279954174046,1.4442000060433657,-1.081913005011093,-0.5177060107867186,0.07123132126372804,10,0,919,1286.498827285814,40223.687245178255,-38937.188417892445,1.0330403626856282,3401.6249898338265,34.016249898338266,1939,10.151832460732985,0.42031975244971637,49.35421747874633,-34.64162670631001,1.424708426575026,0.6634857283578206,0.37820125120513687,0.007409105556312636,21,0,1939,854.5889576912197,14679.105335731525,-13824.516378040307,1.0618169152773183,880.2362617492654,8.802362617492655,728,3.81151832460733,0.4258241758241758,47.351952695908146,-33.073005689091644,1.4317402276965132,1.1738859308945324,0.9708631589352186,0.4395111742840241,10,0,728,False,True,False,False
f72e_0027,short_h6_sl0.9_tp1.8,dd_guard_balanced,extra_trees_3class_bridge_lifecycle_scout,all58,12.0,0.010150520377602112,15540,5867,evaluated,proxy_runtime_gap_analysis_and_repair_proxy_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve,30547.4041581917,136288.42079936987,-105741.01664117814,1.2888888827487954,1373.6327080917108,13.736327080917107,9607,11.262602579132473,0.46362027688144064,30.599106600666786,-20.528250173010704,1.490585234629332,3.179702733235318,22.238407674951926,0.9426536302552447,21,0,9607,9562.579130306247,49663.16424293518,-40100.58511262893,1.2384648279681758,464.4401390647763,4.644401390647763,3633,4.259085580304807,0.45554638040187173,30.007954225338477,-20.273298843594,1.4801712566290344,2.6321439940286946,20.589476072335206,0.9230540624871766,11,0,3633,-2205.326312294005,54054.137790946945,-56259.46410324095,0.9608007941873203,3940.423990306861,39.404239903068614,3264,12.0,0.39859068627450983,41.548145880820094,-28.659940959368797,1.4496940499536586,-0.6756514437175261,-0.5596672636546062,0.002441755412631974,33,0,3264,-590.2576139068528,20804.98271648406,-21395.240330390916,0.9724117324791897,1890.7868185997013,18.90786818599701,1274,4.6838235294117645,0.391679748822606,41.693352137242606,-27.60676171663344,1.5102587027482404,-0.4633105289692722,-0.31217565518252977,0.0014335590154271776,12,0,1274,874.8645492935747,52003.080434608506,-51128.21588531494,1.0171111886879833,3973.996610260001,39.73996610260001,2669,13.901041666666666,0.4166354439865118,46.765360103065206,-32.83764668292546,1.4241385978302068,0.3277873920170756,0.22014728121178145,0.011671254372023572,22,0,2669,341.5908444023313,18387.669198608415,-18046.078354206085,1.0189288131026382,1054.5668912887559,10.545668912887558,960,5.0,0.4114583333333333,46.55106126229978,-31.93996168886033,1.4574551377290899,0.35582379625242844,0.32391576790817217,0.2467319358439789,13,0,960,False,False,False,False
f72e_0028,short_h6_sl0.9_tp1.8,dd_guard_balanced,extra_trees_3class_bridge_lifecycle_scout,all58,16.0,0.0029904322198969213,21050,7591,evaluated,proxy_runtime_gap_analysis_and_repair_proxy_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve,30224.589195938126,179100.85392875673,-148876.2647328186,1.2030181859424052,2249.4909033584518,22.494909033584516,13296,15.587338804220398,0.4452466907340554,30.2535226231008,-20.189349706105048,1.4984892066113675,2.2732091753864414,13.436190895821506,0.867181348611064,23,0,13296,9871.632687072793,63563.91634525302,-53692.283658180226,1.1838557054104517,672.1770618629162,6.721770618629162,4777,5.600234466588511,0.44337450282604146,30.01129194771153,-20.192660270094105,1.4862475546205813,2.066492084377809,14.686060038576585,0.8631549816223897,10,0,4777,-4399.227680301682,68915.7666617584,-73314.99434206009,0.939995525884152,5636.8030818747575,56.36803081874757,4352,16.0,0.39590992647058826,39.99754304222775,-27.88702713657668,1.4342705963722784,-1.0108519485987322,-0.7804472883658964,0.3611816735825296,27,0,4352,-2104.4013934707714,25424.23860317228,-27528.63999664305,0.923555925983725,2736.3230134010337,27.363230134010337,1631,5.9963235294117645,0.38565297363580625,40.42009316879536,-27.473692611420212,1.4712289949693043,-1.2902522338876588,-0.7690617603128537,0.6304671036322521,11,0,1631,-1082.7995622825038,62917.31022281652,-64000.10978509902,0.9830812858615657,4933.5170363426005,49.33517036342601,3402,17.446153846153845,0.4091710758377425,45.19921711409233,-31.840850639352745,1.4195354774294162,-0.31828323406305226,-0.21947822502812786,0.18033223600257,23,0,3402,-171.52879608152307,22041.486675720236,-22213.015471801766,0.9922780049246679,1058.9239173316928,10.589239173316928,1183,6.066666666666666,0.40490278951817416,46.01562980317377,-31.552578795172963,1.4583793642316623,-0.14499475577474477,-0.16198406068090926,0.07728111926168976,11,0,1183,False,False,False,False
f72e_0029,short_h6_sl0.9_tp1.8,dd_guard_balanced,extra_trees_3class_bridge_lifecycle_scout,all58,20.0,-0.07306938598001911,26296,10190,evaluated,proxy_runtime_gap_analysis_and_repair_proxy_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve,26595.56231349948,222577.63093341832,-195982.06861991883,1.135704059564133,2726.198314342486,27.26198314342486,16758,19.645955451348183,0.4279746986513904,31.03424859640523,-20.448880281711062,1.5176502658759972,1.5870367772705263,9.75554939403368,0.8090216009701161,23,0,16758,8428.252743892726,84115.92162185672,-75687.668877964,1.111355692001588,863.7545940780456,8.637545940780456,6409,7.5134818288393905,0.42206272429396163,31.096459009928545,-20.434035874180346,1.52179722113637,1.3150651808227065,9.757693680215821,0.8532083371919986,12,0,6409,-5397.425960960407,86791.53788261412,-92188.96384357451,0.9414525802663463,7146.792008323571,71.46792008323571,5440,20.0,0.3860294117647059,41.32930375362577,-27.601486180710932,1.4973579133759982,-0.9921738898824277,-0.7552235960797865,0.4628416920362916,31,0,5440,-2323.3032912254275,35258.16504322051,-37581.46833444594,0.9381795498102994,4007.7215928840633,40.07721592884063,2226,8.183823529411764,0.3728661275831087,42.47971691954279,-26.920822589144656,1.5779501825725035,-1.0437121703618273,-0.5797067579121724,0.547772091422822,16,0,2226,-2.8123550223704115,77320.47996814732,-77323.2923231697,0.9999636286177439,4298.685625419626,42.98685625419626,4098,21.015384615384615,0.4050756466569058,46.57860239045019,-31.71587051811719,1.468621281066301,-0.0006862750176599345,-0.0006542360310649321,0.04346123851820892,24,0,4098,833.3481423950414,29981.20231834414,-29147.8541759491,1.0285903770948142,1103.8181570434535,11.038181570434535,1555,7.9743589743589745,0.4012861736334405,48.046798587089974,-31.30811404505811,1.5346436555693463,0.5359152041125668,0.7549686849029023,0.6044329628222165,11,0,1555,False,False,False,False
f72e_0030,short_h6_sl1.2_tp1.2,early_survival_045,extra_trees_3class_bridge_lifecycle_scout,all58,5.0,0.02300408331924675,6382,4156,evaluated,proxy_runtime_gap_analysis_and_repair_proxy_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve,15369.852595825181,61423.30626258849,-46053.453666763315,1.3337394130533486,746.3023225403012,7.463023225403012,3998,4.686987104337632,0.5825412706353177,26.3732530109869,-27.593441382123018,0.955779768306586,3.8443853416271088,20.594673407297602,0.9414218655646343,10,0,3998,6950.17972816467,38253.02953247071,-31302.84980430603,1.222030255124203,580.4161232757615,5.804161232757615,2623,3.075029308323564,0.5638581776591689,25.864117330947067,-27.36263094781996,0.945235031684982,2.6497063393689175,11.974477361068363,0.9731739865094047,9,0,2623,-1515.5746116638202,23393.317112426757,-24908.891724090576,0.939155277221827,2343.0058024597147,23.430058024597148,1360,5.0,0.49264705882352944,34.915398675263816,-36.09984307839214,0.9671897631090457,-1.1143930968116325,-0.6468505584035483,0.8018357995031135,13,0,1360,-1620.980601730348,14620.184092712403,-16241.16469444275,0.9001930814552358,1843.0324885559094,18.430324885559095,895,3.2904411764705883,0.48268156424581005,33.84301873313056,-35.07810949123704,0.9647902701707736,-1.811151510313238,-0.879518191782095,0.8507262466021996,11,0,895,1061.8562014007666,22703.673381729124,-21641.817180328362,1.0490650203979153,1465.8865287017852,14.658865287017854,1024,5.278350515463917,0.5205078125,42.59601009705277,-44.07702073386632,0.9663994840813815,1.0369689466804362,0.724378170212919,0.6531814595168745,17,0,1024,-446.23377075195367,12944.463899841305,-13390.697670593257,0.9666758385762149,1068.9760025024389,10.68976002502439,638,3.288659793814433,0.49686520376175547,40.83427097741737,-41.71556906726872,0.9788736409557255,-0.6994259729654446,-0.41744040063325516,0.15944551978247187,10,0,638,False,False,False,False
f72e_0031,short_h6_sl1.2_tp1.2,early_survival_045,extra_trees_3class_bridge_lifecycle_scout,all58,8.0,0.012693609991236476,10470,6295,evaluated,proxy_runtime_gap_analysis_and_repair_proxy_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve,22772.213010864234,101098.97017845153,-78326.7571675873,1.2907335096503612,824.9779888153244,8.249779888153244,6708,7.864009378663541,0.5728980322003577,26.307304235870813,-27.339182257447575,0.9622564416206829,3.394784289037602,27.603418902806524,0.916795294641408,15,0,6708,7869.4652091979915,56435.28040466308,-48565.81519546509,1.162037127916527,729.8114775085414,7.298114775085414,4016,4.708089097303635,0.5493027888446215,25.582629376547178,-26.83194209694204,0.9534393479278848,1.9595281895413326,10.782874004754044,0.9106658525914115,9,0,4016,-1777.2661571502717,37677.13033340454,-39454.396490554805,0.9549539134992031,3126.3006820678693,31.26300682067869,2176,8.0,0.4944852941176471,35.01592038420496,-35.86763317323164,0.9762540007891483,-0.8167583442786175,-0.5684885549699307,0.5402560513175149,20,0,2176,-2060.3982535552996,22070.10735229492,-24130.505605850216,0.9146143770375134,2096.410780258184,20.96410780258184,1347,4.952205882352941,0.48775055679287305,33.592248633630014,-34.97174725485539,0.9605539119572057,-1.5296200843023753,-0.9828218176313475,0.8561573631869871,14,0,1347,3171.3641372680822,34747.91785453797,-31576.553717269882,1.1004341438164482,1619.642751312249,16.196427513122487,1586,8.133333333333333,0.532156368221942,41.1705187849976,-42.556002314379896,0.9674432875732283,1.9995990777226245,1.9580639833683167,0.8471098703817923,12,0,1586,363.16933998108465,18743.97396110535,-18380.804621124265,1.0197580762902898,946.7053855896011,9.467053855896012,932,4.779487179487179,0.5107296137339056,39.37809655694401,-40.308782063869,0.9769110982948994,0.389666673799447,0.3836138945749268,0.6580789022130377,10,0,932,False,False,False,False
f72e_0032,short_h6_sl1.2_tp1.2,early_survival_045,extra_trees_3class_bridge_lifecycle_scout,all58,12.0,0.00308949508595896,15734,8400,evaluated,proxy_runtime_gap_analysis_and_repair_proxy_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve,29503.732805786123,146368.96157295225,-116865.22876716613,1.2524594622115295,1364.5956029510016,13.645956029510018,10158,11.908558030480657,0.5631029730261863,25.588979295970674,-26.332859118333964,0.9717508904361482,2.904482457746222,21.620861698500953,0.9301243363707553,19,0,10158,8080.193236770629,72829.91532196045,-64749.72208518982,1.1247911647580464,986.0922146606426,9.860922146606427,5379,6.305978898007034,0.5391336679680238,25.113763904124294,-26.119290877446478,0.9615025163569645,1.5021738681484715,8.194155796627372,0.9204894865775434,12,0,5379,-3224.922154006994,55113.41458923339,-58338.33674324039,0.9447203617031357,4576.90971252441,45.769097125244095,3264,12.0,0.4957107843137255,34.062678979748696,-35.4424889084085,0.9610690453420033,-0.988027620712927,-0.7046068977900544,0.5979729845469529,17,0,3264,-2148.567555999778,29484.27625267028,-31632.843808670063,0.9320779513534949,2349.2584860992592,23.492584860992594,1799,6.613970588235294,0.49694274596998333,32.98017477927324,-34.95341857311609,0.9435464720077327,-1.1943121489715276,-0.9145726486519109,0.8219496091647285,11,0,1799,1344.7372998047074,47414.324502563475,-46069.58720275877,1.029189263057347,2612.0336883544733,26.12033688354473,2312,11.856410256410257,0.5121107266435986,40.04588218121915,-40.84183262655919,0.9805113925073372,0.5816337801923475,0.5148238729845264,0.4756116301056831,21,0,2312,-564.9446806335363,23672.90220336914,-24237.846884002676,0.9766916309300391,1403.880068206785,14.038800682067848,1222,6.266666666666667,0.4950900163666121,39.128763972510974,-39.28338230794599,0.9960640269154283,-0.4623115226133685,-0.40241662619739016,0.1375122785997748,11,0,1222,False,False,False,False
f72e_0033,short_h6_sl1.2_tp1.2,early_survival_045,extra_trees_3class_bridge_lifecycle_scout,all58,16.0,-0.0060089185516319366,21070,10039,evaluated,proxy_runtime_gap_analysis_and_repair_proxy_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve,29759.105107650757,186802.43432479858,-157043.32921714784,1.1894961425996138,2095.600237502964,20.95600237502964,13651,16.003516998827667,0.5490440260786755,24.923606981294007,-25.514756980852614,0.9768310550634587,2.1799945137829284,14.20075478857101,0.9126150035699926,21,0,13651,6604.280238952648,84201.55665969849,-77597.27642074585,1.0851096912621403,1390.0923268127426,13.900923268127427,6437,7.546307151230949,0.5289731241261457,24.728797844258,-25.59276926805602,0.9662415811767429,1.0259872982682379,4.750965178043387,0.7947356863422658,13,0,6437,-4844.751433792159,72426.72508956908,-77271.47652336124,0.9373022019020504,5474.194656829809,54.7419465682981,4352,16.0,0.49425551470588236,33.671187861259455,-35.10744049221319,0.9590897937640228,-1.1132241346029779,-0.8850162877835678,0.7436074215992626,17,0,4352,-2836.4381922149873,34953.273972320545,-37789.71216453554,0.9249415242999152,3052.020620803836,30.520206208038363,2140,7.867647058823529,0.49439252336448597,33.03712095682471,-34.92579682489421,0.9459231845864915,-1.3254384075770969,-0.9293640327593629,0.9094513148648161,9,0,2140,894.9305615234662,60866.075739440916,-59971.14517791746,1.0149226858828266,3840.977718353255,38.40977718353255,3067,15.728205128205127,0.5070101075970004,39.14217089353114,-39.663455805500966,0.9868572997137196,0.291793466424345,0.23299550977534708,0.2544163734451427,18,0,3067,-388.1395111846839,28110.511793975827,-28498.651305160514,0.9863804252689529,1375.6962383270238,13.756962383270238,1462,7.4974358974358974,0.49863201094391246,38.56037283124256,-38.8794697205464,0.9917926635420335,-0.26548530176790963,-0.282140417608976,0.18669666269930693,13,0,1462,False,False,False,False
f72e_0034,short_h6_sl1.2_tp1.2,early_survival_045,extra_trees_3class_bridge_lifecycle_scout,all58,20.0,-0.0404296296749056,26039,11301,evaluated,proxy_runtime_gap_analysis_and_repair_proxy_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve,29626.224534530636,220551.60622085573,-190925.38168632507,1.1551717444420466,2318.7948286436986,23.187948286436985,16769,19.658851113716295,0.5417735106446419,24.27645638094174,-24.863313150973443,0.9763966786538775,1.7667257758083748,12.776561413956363,0.8855309854139279,18,0,16769,6289.441958923329,91518.25174537659,-85228.80978645326,1.0737947881084104,1193.7007790374737,11.937007790374738,7198,8.438452520515826,0.52695193109197,24.12819713824851,-25.059926429418777,0.9628199510563417,0.8737763210507543,5.268859725462143,0.7468697974128641,10,0,7198,-4739.54616188053,90388.9734638977,-95128.51962577822,0.9501774422589018,6578.316536636329,65.78316536636329,5417,19.915441176470587,0.4927081410374746,33.86623209587774,-34.61736522044331,0.9783018401376778,-0.8749392951597804,-0.7204801008715199,0.34156748761557265,20,0,5417,-2592.6251913452343,39979.3155328369,-42571.94072418214,0.9391001409087149,2858.457961502083,28.58457961502083,2446,8.992647058823529,0.4926410466067048,33.177855213972535,-34.30454530554564,0.9671562447034981,-1.0599448860773648,-0.9070013364768335,0.7747817420310372,10,0,2446,655.2673902130557,74429.03249092103,-73773.76510070797,1.008882119400014,4255.570742492662,42.55570742492662,3853,19.75897435897436,0.5063586815468466,38.14917093332703,-38.78746850720714,0.9835437166062666,0.17006680254686107,0.1539787327866717,0.09496895920971321,20,0,3853,-901.5167256164486,30737.14808197021,-31638.664807586658,0.9715058542735888,1538.1294334411614,15.381294334411614,1657,8.497435897435897,0.4978877489438745,37.25714919026692,-38.02724135527242,0.9797489342492437,-0.5440656159423347,-0.5861123947154052,0.0035838848034294695,16,0,1657,False,False,False,False
f72e_0035,short_h6_sl1.2_tp1.2,mfe_mae_gap_040,extra_trees_3class_bridge_lifecycle_scout,all58,5.0,0.05506275576058223,6194,4239,evaluated,proxy_runtime_gap_analysis_and_repair_proxy_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve,5336.174245758049,54058.05577178954,-48721.88152603149,1.1095231563031285,1189.8347900390618,11.898347900390618,3951,4.631887456037514,0.5461908377625917,25.05007218340572,-27.17338623872364,0.9218605279200692,1.350588267719071,4.484802672128006,0.9205229002487558,11,0,3951,1735.395498123165,34916.50908470154,-33181.11358657837,1.0523007009272023,853.5134754180908,8.535134754180907,2646,3.101992966002345,0.5321239606953893,24.798657020384614,-26.802191911614194,0.9252473492527531,0.6558561973254592,2.0332373748089765,0.7922641488360944,9,0,2646,-2659.162882537839,22149.02326889038,-24808.18615142822,0.8928110718652944,3093.8333773040795,30.938333773040792,1360,5.0,0.48676470588235293,33.457739076873686,-35.541813970527535,0.9413627313625007,-1.9552668253954697,-0.8595042325307751,0.822084553619127,11,0,1360,-1281.7873149871843,15465.402104949953,-16747.189419937138,0.9234625415139064,1365.0382698822068,13.650382698822067,952,3.5,0.49159663865546216,33.045730993482806,-34.60163103292797,0.9550339104545528,-1.3464152468352777,-0.939011999346944,0.7641420691175808,7,0,952,-262.6068130493097,17911.415329055788,-18174.022142105096,0.9855504295639155,1941.1973726654032,19.411973726654033,883,4.528205128205128,0.5062287655719139,40.07028037820087,-41.683537023176825,0.9612975107155864,-0.29740295928574145,-0.13528084096298346,0.13570516869643914,13,0,883,-558.586626892088,12524.9283820343,-13083.515008926388,0.9573060735963551,1476.500833892822,14.765008338928217,641,3.287179487179487,0.4914196567862715,39.76167740328349,-40.13348162247358,0.9907358094997198,-0.8714299951514634,-0.3783178539895328,0.030680429175508606,11,0,641,False,False,False,False
f72e_0036,short_h6_sl1.2_tp1.2,mfe_mae_gap_040,extra_trees_3class_bridge_lifecycle_scout,all58,8.0,0.0033451299919616817,10463,6516,evaluated,proxy_runtime_gap_analysis_and_repair_proxy_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve,18601.050363464336,99784.66449089049,-81183.61412742615,1.2291232111724917,1062.8511637115516,10.628511637115515,6793,7.963657678780773,0.5616075371706168,26.155875358031583,-27.270276831517013,0.9591349409332917,2.738267387526032,17.501086698261823,0.9620680847300198,16,0,6793,6015.692282180768,57285.52037384032,-51269.82809165956,1.1173339663130133,845.2895520782477,8.452895520782477,4159,4.875732708089097,0.5388314498677567,25.562481202070646,-26.74482425230024,0.9557917061231799,1.4464275744603916,7.116723810663995,0.9096026536629721,10,0,4159,-2314.0109609222345,37937.129442672725,-40251.14040359496,0.9425106732947233,2654.504878463753,26.545048784637533,2176,8.0,0.49724264705882354,35.06204199877332,-36.79263291005024,0.9529636567323728,-1.0634241548355856,-0.8717297827161753,0.7553234786182466,12,0,2176,-2124.2513822936944,22903.678331375122,-25027.929713668815,0.9151247663471922,2286.5371623992905,22.865371623992907,1392,5.117647058823529,0.4906609195402299,33.533936063506765,-35.30032399671201,0.9499611410544059,-1.526042659693746,-0.9290255226224674,0.9328505298937314,10,0,1392,1750.2486687469564,32221.9784588623,-30471.729790115343,1.0574384414932267,2141.862723312377,21.41862723312377,1494,7.661538461538462,0.5167336010709505,41.738314065883806,-42.20461189766668,0.9889514958006602,1.1715185199109481,0.8171619262509074,0.720167326280147,11,0,1494,-233.39944419860467,19348.309427490232,-19581.70887168884,0.9880807417918436,1202.0425614929172,12.020425614929172,965,4.948717948717949,0.49844559585492226,40.22517552492772,-40.45807618117529,0.9942434075410651,-0.2418647090140981,-0.19416903500382413,0.287018785686097,9,0,965,False,False,False,False
f72e_0037,short_h6_sl1.2_tp1.2,mfe_mae_gap_040,extra_trees_3class_bridge_lifecycle_scout,all58,12.0,-0.023546719661323434,16145,8883,evaluated,proxy_runtime_gap_analysis_and_repair_proxy_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve,30651.39486412046,149572.53725807188,-118921.14239395142,1.2577455467302967,1078.7903460693342,10.787903460693341,10596,12.422039859320046,0.5642695356738392,25.016313306250524,-25.76281247702587,0.9710241585059456,2.8927326221329235,28.412744863542265,0.9509474023338352,15,0,10596,8956.268963394143,76365.969114151,-67409.70015075685,1.1328632072737916,816.0310963439915,8.160310963439915,5701,6.683470105509965,0.5413085423609894,24.745939440748867,-25.787949560350746,0.9595931379824016,1.5709996427633999,10.975401554573477,0.8875685762756432,11,0,5701,-3982.4691323089733,53581.930363616935,-57564.3994959259,0.9308171514480782,4274.09240745542,42.740924074554194,3264,12.0,0.49417892156862747,33.218803697220665,-34.86638370437668,0.9527458878120131,-1.220119219457406,-0.9317695437193263,0.9123068717460282,21,0,3264,-2452.941666336069,30184.627641754145,-32637.56930809021,0.9248430039877992,2557.918016510019,25.57918016510019,1891,6.952205882352941,0.4907456372289794,32.52653840706266,-33.89155691390468,0.9597239362502702,-1.2971664020814748,-0.9589602366079043,0.9090147882355671,13,0,1891,111.33377326966638,45410.13701240539,-45298.80323913571,1.00245776411977,2655.389484405514,26.553894844055137,2285,11.717948717948717,0.5041575492341357,39.41852171215746,-39.9812914732001,0.9859241725240447,0.04872375197797216,0.04192747388791881,0.18404177281005865,13,0,2285,-895.7426007080021,24838.654953613277,-25734.39755432128,0.9651927891913059,1651.9271073150612,16.519271073150612,1291,6.62051282051282,0.4918667699457785,39.115992052934295,-39.229264564514146,0.9971125507236168,-0.6938362515166554,-0.542240996434695,0.02048129421544128,10,0,1291,False,False,False,False
