run_id,source_run_id,split,test_period_start,test_period_end,expected_signal_count,runtime_signal_count,signal_count_diff,feature_ready_diff,order_attempt_count,trade_count,order_per_signal_ratio,trade_per_signal_ratio,runtime_net_profit,runtime_profit_factor,runtime_drawdown_percent,runtime_trades_per_day,proxy_net_profit,proxy_profit_factor,proxy_trades_per_day,proxy_dd_percent,gap_cause,local_gap_cause,next_repair,claim_boundary
frontier72E_proxy_runtime_gap_analysis_and_repair_decision_v1,frontier72D_pre_mt5_grok_trade_shape_runtime_probe_v1,validation,2025-01-02,2025-10-01,680,680,0,0,257,250,0.3779411764705882,0.36764705882352944,70.35,1.1,17.18,0.9191176470588236,88.12461540221443,1.0043630305522753,2.546816479400749,25.362989844512924,trade_lifecycle_gap_after_signal_parity,overlapping_signal_counting_vs_mt5_single_position_lifecycle,lifecycle_aligned_proxy_sweep,proxy_runtime_gap_analysis_and_repair_proxy_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier72E_proxy_runtime_gap_analysis_and_repair_decision_v1,frontier72D_pre_mt5_grok_trade_shape_runtime_probe_v1,oos,2025-10-01,2026-04-14,730,730,0,0,234,227,0.32054794520547947,0.31095890410958904,45.04,1.06,18.1,1.1641025641025642,3789.988073806763,1.1589063078097643,3.842105263157895,26.633254440307685,trade_lifecycle_gap_after_signal_parity,overlapping_signal_counting_vs_mt5_single_position_lifecycle,lifecycle_aligned_proxy_sweep,proxy_runtime_gap_analysis_and_repair_proxy_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
