candidate_id,split,session_bucket,per_session_net_profit_proxy,per_session_pf_proxy,per_session_trade_count_proxy,per_session_drawdown_proxy
c01_reference_no_session_structure,oos,cash_open_0_30,0.0,0.0,304,0.0
c01_reference_no_session_structure,oos,early_cash_30_60,0.0,0.0,219,0.0
c01_reference_no_session_structure,oos,late_cash_240_330,0.0,0.0,356,0.0
c01_reference_no_session_structure,oos,midday_lull_120_240,0.0,0.0,559,0.0
c01_reference_no_session_structure,oos,morning_60_120,0.0,0.0,357,0.0
c01_reference_no_session_structure,validation_is,cash_open_0_30,0.0,0.0,411,0.0
c01_reference_no_session_structure,validation_is,early_cash_30_60,0.0,0.0,337,0.0
c01_reference_no_session_structure,validation_is,late_cash_240_330,0.0,0.0,512,0.0
c01_reference_no_session_structure,validation_is,midday_lull_120_240,0.0,0.0,783,0.0
c01_reference_no_session_structure,validation_is,morning_60_120,0.0,0.0,464,0.0
c02_session_feature_low_complexity,oos,cash_open_0_30,0.0,0.0,0,0.0
c02_session_feature_low_complexity,oos,early_cash_30_60,0.0,0.0,0,0.0
c02_session_feature_low_complexity,oos,late_cash_240_330,0.0,0.0,0,0.0
c02_session_feature_low_complexity,oos,midday_lull_120_240,0.0,0.0,0,0.0
c02_session_feature_low_complexity,oos,morning_60_120,0.0,0.0,0,0.0
c02_session_feature_low_complexity,validation_is,cash_open_0_30,0.0,0.0,0,0.0
c02_session_feature_low_complexity,validation_is,early_cash_30_60,0.0,0.0,0,0.0
c02_session_feature_low_complexity,validation_is,late_cash_240_330,0.0,0.0,0,0.0
c02_session_feature_low_complexity,validation_is,midday_lull_120_240,0.0,0.0,0,0.0
c02_session_feature_low_complexity,validation_is,morning_60_120,0.0,0.0,0,0.0
c03_cash_open_only_reliability,oos,cash_open_0_30,0.0,0.0,304,0.0
c03_cash_open_only_reliability,oos,early_cash_30_60,0.0,0.0,0,0.0
c03_cash_open_only_reliability,oos,late_cash_240_330,0.0,0.0,0,0.0
c03_cash_open_only_reliability,oos,midday_lull_120_240,0.0,0.0,0,0.0
c03_cash_open_only_reliability,oos,morning_60_120,0.0,0.0,0,0.0
c03_cash_open_only_reliability,validation_is,cash_open_0_30,0.0,0.0,411,0.0
c03_cash_open_only_reliability,validation_is,early_cash_30_60,0.0,0.0,0,0.0
c03_cash_open_only_reliability,validation_is,late_cash_240_330,0.0,0.0,0,0.0
c03_cash_open_only_reliability,validation_is,midday_lull_120_240,0.0,0.0,0,0.0
c03_cash_open_only_reliability,validation_is,morning_60_120,0.0,0.0,0,0.0
c04_early_cash_session_reliability,oos,cash_open_0_30,0.0,0.0,304,0.0
c04_early_cash_session_reliability,oos,early_cash_30_60,0.0,0.0,219,0.0
c04_early_cash_session_reliability,oos,late_cash_240_330,0.0,0.0,0,0.0
c04_early_cash_session_reliability,oos,midday_lull_120_240,0.0,0.0,0,0.0
c04_early_cash_session_reliability,oos,morning_60_120,0.0,0.0,0,0.0
c04_early_cash_session_reliability,validation_is,cash_open_0_30,0.0,0.0,411,0.0
c04_early_cash_session_reliability,validation_is,early_cash_30_60,0.0,0.0,337,0.0
c04_early_cash_session_reliability,validation_is,late_cash_240_330,0.0,0.0,0,0.0
c04_early_cash_session_reliability,validation_is,midday_lull_120_240,0.0,0.0,0,0.0
c04_early_cash_session_reliability,validation_is,morning_60_120,0.0,0.0,0,0.0
c05_mid_session_reliability,oos,cash_open_0_30,0.0,0.0,0,0.0
c05_mid_session_reliability,oos,early_cash_30_60,0.0,0.0,0,0.0
c05_mid_session_reliability,oos,late_cash_240_330,0.0,0.0,103,0.0
c05_mid_session_reliability,oos,midday_lull_120_240,0.0,0.0,559,0.0
c05_mid_session_reliability,oos,morning_60_120,0.0,0.0,0,0.0
c05_mid_session_reliability,validation_is,cash_open_0_30,0.0,0.0,0,0.0
c05_mid_session_reliability,validation_is,early_cash_30_60,0.0,0.0,0,0.0
c05_mid_session_reliability,validation_is,late_cash_240_330,0.0,0.0,150,0.0
c05_mid_session_reliability,validation_is,midday_lull_120_240,0.0,0.0,783,0.0
c05_mid_session_reliability,validation_is,morning_60_120,0.0,0.0,0,0.0
c06_cash_close_reliability,oos,cash_open_0_30,0.0,0.0,0,0.0
c06_cash_close_reliability,oos,early_cash_30_60,0.0,0.0,0,0.0
c06_cash_close_reliability,oos,late_cash_240_330,0.0,0.0,20,0.0
c06_cash_close_reliability,oos,midday_lull_120_240,0.0,0.0,0,0.0
c06_cash_close_reliability,oos,morning_60_120,0.0,0.0,0,0.0
c06_cash_close_reliability,validation_is,cash_open_0_30,0.0,0.0,0,0.0
c06_cash_close_reliability,validation_is,early_cash_30_60,0.0,0.0,0,0.0
c06_cash_close_reliability,validation_is,late_cash_240_330,0.0,0.0,29,0.0
c06_cash_close_reliability,validation_is,midday_lull_120_240,0.0,0.0,0,0.0
c06_cash_close_reliability,validation_is,morning_60_120,0.0,0.0,0,0.0
c07_overnight_reliability,oos,cash_open_0_30,0.0,0.0,0,0.0
c07_overnight_reliability,oos,early_cash_30_60,0.0,0.0,0,0.0
c07_overnight_reliability,oos,late_cash_240_330,0.0,0.0,0,0.0
c07_overnight_reliability,oos,midday_lull_120_240,0.0,0.0,0,0.0
c07_overnight_reliability,oos,morning_60_120,0.0,0.0,0,0.0
c07_overnight_reliability,validation_is,cash_open_0_30,0.0,0.0,0,0.0
c07_overnight_reliability,validation_is,early_cash_30_60,0.0,0.0,0,0.0
c07_overnight_reliability,validation_is,late_cash_240_330,0.0,0.0,0,0.0
c07_overnight_reliability,validation_is,midday_lull_120_240,0.0,0.0,0,0.0
c07_overnight_reliability,validation_is,morning_60_120,0.0,0.0,0,0.0
c08_exclude_weak_session_bucket,oos,cash_open_0_30,0.0,0.0,304,0.0
c08_exclude_weak_session_bucket,oos,early_cash_30_60,0.0,0.0,219,0.0
c08_exclude_weak_session_bucket,oos,late_cash_240_330,0.0,0.0,356,0.0
c08_exclude_weak_session_bucket,oos,midday_lull_120_240,0.0,0.0,0,0.0
c08_exclude_weak_session_bucket,oos,morning_60_120,0.0,0.0,357,0.0
c08_exclude_weak_session_bucket,validation_is,cash_open_0_30,0.0,0.0,411,0.0
c08_exclude_weak_session_bucket,validation_is,early_cash_30_60,0.0,0.0,337,0.0
c08_exclude_weak_session_bucket,validation_is,late_cash_240_330,0.0,0.0,512,0.0
c08_exclude_weak_session_bucket,validation_is,midday_lull_120_240,0.0,0.0,0,0.0
c08_exclude_weak_session_bucket,validation_is,morning_60_120,0.0,0.0,464,0.0
c09_session_specific_thresholds,oos,cash_open_0_30,0.0,0.0,273,0.0
c09_session_specific_thresholds,oos,early_cash_30_60,0.0,0.0,190,0.0
c09_session_specific_thresholds,oos,late_cash_240_330,0.0,0.0,275,0.0
c09_session_specific_thresholds,oos,midday_lull_120_240,0.0,0.0,453,0.0
c09_session_specific_thresholds,oos,morning_60_120,0.0,0.0,303,0.0
c09_session_specific_thresholds,validation_is,cash_open_0_30,0.0,0.0,366,0.0
c09_session_specific_thresholds,validation_is,early_cash_30_60,0.0,0.0,290,0.0
c09_session_specific_thresholds,validation_is,late_cash_240_330,0.0,0.0,421,0.0
c09_session_specific_thresholds,validation_is,midday_lull_120_240,0.0,0.0,652,0.0
c09_session_specific_thresholds,validation_is,morning_60_120,0.0,0.0,376,0.0
c10_session_specific_long_short_thresholds,oos,cash_open_0_30,0.0,0.0,0,0.0
c10_session_specific_long_short_thresholds,oos,early_cash_30_60,0.0,0.0,0,0.0
c10_session_specific_long_short_thresholds,oos,late_cash_240_330,0.0,0.0,0,0.0
c10_session_specific_long_short_thresholds,oos,midday_lull_120_240,0.0,0.0,0,0.0
c10_session_specific_long_short_thresholds,oos,morning_60_120,0.0,0.0,0,0.0
c10_session_specific_long_short_thresholds,validation_is,cash_open_0_30,0.0,0.0,0,0.0
c10_session_specific_long_short_thresholds,validation_is,early_cash_30_60,0.0,0.0,0,0.0
c10_session_specific_long_short_thresholds,validation_is,late_cash_240_330,0.0,0.0,0,0.0
c10_session_specific_long_short_thresholds,validation_is,midday_lull_120_240,0.0,0.0,0,0.0
c10_session_specific_long_short_thresholds,validation_is,morning_60_120,0.0,0.0,0,0.0
c11_session_adjusted_label_recheck,oos,cash_open_0_30,0.0,0.0,304,0.0
c11_session_adjusted_label_recheck,oos,early_cash_30_60,0.0,0.0,0,0.0
c11_session_adjusted_label_recheck,oos,late_cash_240_330,0.0,0.0,0,0.0
c11_session_adjusted_label_recheck,oos,midday_lull_120_240,0.0,0.0,0,0.0
c11_session_adjusted_label_recheck,oos,morning_60_120,0.0,0.0,0,0.0
c11_session_adjusted_label_recheck,validation_is,cash_open_0_30,0.0,0.0,411,0.0
c11_session_adjusted_label_recheck,validation_is,early_cash_30_60,0.0,0.0,0,0.0
c11_session_adjusted_label_recheck,validation_is,late_cash_240_330,0.0,0.0,0,0.0
c11_session_adjusted_label_recheck,validation_is,midday_lull_120_240,0.0,0.0,0,0.0
c11_session_adjusted_label_recheck,validation_is,morning_60_120,0.0,0.0,0,0.0
c12_session_calibration_layer,oos,cash_open_0_30,0.0,0.0,0,0.0
c12_session_calibration_layer,oos,early_cash_30_60,0.0,0.0,0,0.0
c12_session_calibration_layer,oos,late_cash_240_330,0.0,0.0,0,0.0
c12_session_calibration_layer,oos,midday_lull_120_240,0.0,0.0,0,0.0
c12_session_calibration_layer,oos,morning_60_120,0.0,0.0,0,0.0
c12_session_calibration_layer,validation_is,cash_open_0_30,0.0,0.0,0,0.0
c12_session_calibration_layer,validation_is,early_cash_30_60,0.0,0.0,0,0.0
c12_session_calibration_layer,validation_is,late_cash_240_330,0.0,0.0,0,0.0
c12_session_calibration_layer,validation_is,midday_lull_120_240,0.0,0.0,0,0.0
c12_session_calibration_layer,validation_is,morning_60_120,0.0,0.0,0,0.0
c13_session_reliability_score,oos,cash_open_0_30,0.0,0.0,0,0.0
c13_session_reliability_score,oos,early_cash_30_60,0.0,0.0,0,0.0
c13_session_reliability_score,oos,late_cash_240_330,0.0,0.0,0,0.0
c13_session_reliability_score,oos,midday_lull_120_240,0.0,0.0,0,0.0
c13_session_reliability_score,oos,morning_60_120,0.0,0.0,0,0.0
c13_session_reliability_score,validation_is,cash_open_0_30,0.0,0.0,0,0.0
c13_session_reliability_score,validation_is,early_cash_30_60,0.0,0.0,0,0.0
c13_session_reliability_score,validation_is,late_cash_240_330,0.0,0.0,0,0.0
c13_session_reliability_score,validation_is,midday_lull_120_240,0.0,0.0,0,0.0
c13_session_reliability_score,validation_is,morning_60_120,0.0,0.0,0,0.0
c14_session_and_volatility_interaction,oos,cash_open_0_30,0.0,0.0,0,0.0
c14_session_and_volatility_interaction,oos,early_cash_30_60,0.0,0.0,0,0.0
c14_session_and_volatility_interaction,oos,late_cash_240_330,0.0,0.0,0,0.0
c14_session_and_volatility_interaction,oos,midday_lull_120_240,0.0,0.0,0,0.0
c14_session_and_volatility_interaction,oos,morning_60_120,0.0,0.0,0,0.0
c14_session_and_volatility_interaction,validation_is,cash_open_0_30,0.0,0.0,0,0.0
c14_session_and_volatility_interaction,validation_is,early_cash_30_60,0.0,0.0,0,0.0
c14_session_and_volatility_interaction,validation_is,late_cash_240_330,0.0,0.0,0,0.0
c14_session_and_volatility_interaction,validation_is,midday_lull_120_240,0.0,0.0,0,0.0
c14_session_and_volatility_interaction,validation_is,morning_60_120,0.0,0.0,0,0.0
c15_session_and_spread_proxy_interaction,oos,cash_open_0_30,0.0,0.0,0,0.0
c15_session_and_spread_proxy_interaction,oos,early_cash_30_60,0.0,0.0,0,0.0
c15_session_and_spread_proxy_interaction,oos,late_cash_240_330,0.0,0.0,0,0.0
c15_session_and_spread_proxy_interaction,oos,midday_lull_120_240,0.0,0.0,0,0.0
c15_session_and_spread_proxy_interaction,oos,morning_60_120,0.0,0.0,0,0.0
c15_session_and_spread_proxy_interaction,validation_is,cash_open_0_30,0.0,0.0,0,0.0
c15_session_and_spread_proxy_interaction,validation_is,early_cash_30_60,0.0,0.0,0,0.0
c15_session_and_spread_proxy_interaction,validation_is,late_cash_240_330,0.0,0.0,0,0.0
c15_session_and_spread_proxy_interaction,validation_is,midday_lull_120_240,0.0,0.0,0,0.0
