run_id,input_path,exists,sha256,input_role,claim_boundary
run364BY_review_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BX/final_decision.json,True,ad7c05a31edc110036748c91dab181cc063b29df5d24fb2b2de972f41d9d3c6c,BY attribution source(BY 귀속 원천),research_development_runtime_ablation_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BY_review_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BX/runtime_ablation_scoreboard.csv,True,e5298c3fa06432c11432b792216659d7ec99433310cf1c6f4b73378bcfb8925c,BY attribution source(BY 귀속 원천),research_development_runtime_ablation_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BY_review_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BX/strategy_tester_report_records.json,True,6ca3725c394df1c6babad16dde3ef67c6655f20bd111d0a00f89cf9cdaa51c1a,BY attribution source(BY 귀속 원천),research_development_runtime_ablation_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BY_review_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BX/mt5_execution_result.json,True,ac97553291d46a3e2ad2a1ba25d80a1be9c9f7a4b31a26353db3ccb86eac0c5c,BY attribution source(BY 귀속 원천),research_development_runtime_ablation_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BY_review_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BX/runtime_policy_config.json,True,75cac59eca4ebd92a1bd0013810733041e64cdc5a1a7fc84a95731d86a0b03ca,BY attribution source(BY 귀속 원천),research_development_runtime_ablation_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BY_review_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BX/required_gate_coverage_audit.csv,True,2c5b99d02cd5142e70a263a18641b53febc86f334ea1a2b4cedb3aaf7e277875,BY attribution source(BY 귀속 원천),research_development_runtime_ablation_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BY_review_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BV/final_decision.json,True,1395fb6656568ee87e89ef3449314d74ff9b30167060d0b1858ba14b99b4fd6b,BY attribution source(BY 귀속 원천),research_development_runtime_ablation_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BY_review_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BV/strategy_tester_report_records.json,True,4360bb4c89bd06f2fa26960aa0e4786bb31c2ff00ad660eb8d4395a3dba91b72,BY attribution source(BY 귀속 원천),research_development_runtime_ablation_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BY_review_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BW/final_decision.json,True,0066b8ecdaead5c4f15119256080aa7245309d8ce135f90fe8128461c4c2abeb,BY attribution source(BY 귀속 원천),research_development_runtime_ablation_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BY_review_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BV/runtime_telemetry/run364BV_synthetic_short_source_overlay_calendar_block_telemetry.csv,True,eb2baca00ac3c477a3c623e725a998ef94c8ed206eb7d01154c97dfaa2182973,BY attribution source(BY 귀속 원천),research_development_runtime_ablation_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364BY_review_overlay_hour17_native_short_ablation_runtime_probe_without_db_v1,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364BV/mt5/reports/OPv2_run364BV_synthetic_short_overlay_calendar.htm,True,752676a3f263a15aec81321329b9b4d9e686d6fa02407e17c9caf1100fe2f3c9,BY attribution source(BY 귀속 원천),research_development_runtime_ablation_review_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
