attempt_name,model_id,variant_id,set_path,set_sha256,parameter_count,short_threshold,long_threshold,min_margin,side_filter_feature,side_filter_feature_index,block_long_min,max_hold_bars,allow_trading,fixed_lot,output_contract,claim_boundary
run364W_dual_pshort045_adx40_maxhold8,h12_move5__rf5_l80_n64,dual_pshort_0_45__adx_block_40_0__maxhold_8,stages/364_source_regime_label_pivot__dense_cost_recovery/02_runs/run364W/mt5/sets/OPv2_run364W.set,d39ad6644938652b76cf0467089ff84830e4e2fc879784735ed90a194a97778c,57,0.45,0.0,-0.000562137088,adx_14,34,40.0,8,True,0.1,p_short_p_flat_p_long_direct_three_class_probability_threshold_margin,research_development_runtime_probe_package_only_common_files_synced_compile_checked_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
