attempt_name,record_view,candidate_id,candidate_alias,candidate_role,profile_label,attempt_role,split,tier,runtime_status,net_profit,profit_factor,trade_count,expectancy,report_equity_drawdown_percent,recovery_factor,positive_month_ratio,negative_month_count,worst_month,worst_month_net,weakest_weekday,weakest_weekday_net,weakest_session,weakest_session_net,weakest_hour,weakest_hour_net,weakest_chron_segment,weakest_chron_net,curve_read,profile_read,claim_boundary
run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267dy_01_s258_stc_2023h2_dd_shape_split_2023h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_structural_dd_shape_2023h2,structural_dd_shape_split,adjacent_2023_h2_train_pre_2024,Tier A,completed,975.93,1.682139,265,3.682755,11.52,6.92,1.0,0,2023-07,38.16,Friday,13.68,session_00_06_report_time,4.24,16,-231.45,chron_mid,123.24,"constructive_cross_period_watch_no_selection(건설적 확장 기간 관찰, 선택 아님)",constructive_watch_but_not_baseline_selection(건설적 관찰이나 기준 후보 선택 아님),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dy_02_s258_stc_2025h1_dd_shape_split_2025h1,mt5_tier_a_adjacent_2025_h1_validation_post_2024__run267dy_02_s258_stc_2025h1_dd_shape_split_2025h1,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_structural_dd_shape_2025h1,structural_dd_shape_split,adjacent_2025_h1_validation_post_2024,Tier A,completed,298.75,1.169457,357,0.836835,15.78,2.56,0.833333,1,2025-05,-5.46,Wednesday,-54.61,session_21_23_report_time,-109.64,21,-85.61,chron_late,66.02,"positive_but_needs_slice_review_no_selection(양수지만 구간 검토 필요, 선택 아님)","positive_but_not_strong_enough_no_selection(양수지만 충분히 강하지 않음, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dy_03_s258_stc_2025h2_dd_shape_split_2025h2,mt5_tier_a_adjacent_2025_h2_oos_followthrough__run267dy_03_s258_stc_2025h2_dd_shape_split_2025h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_structural_dd_shape_2025h2,structural_dd_shape_split,adjacent_2025_h2_oos_followthrough,Tier A,completed,131.32,1.101664,259,0.507027,21.81,0.79,0.5,3,2025-12,-98.4,Monday,-70.37,session_13_20_report_time,-41.39,20,-121.5,chron_late,-15.18,"positive_but_needs_slice_review_no_selection(양수지만 구간 검토 필요, 선택 아님)","positive_but_not_strong_enough_no_selection(양수지만 충분히 강하지 않음, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dy_04_s258_stc_2023h2_state_falsification_2023h2,mt5_tier_a_adjacent_2023_h2_train_pre_2024__run267dy_04_s258_stc_2023h2_state_falsification_2023h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_adverse_slice_state_2023h2,adverse_slice_state_falsification,adjacent_2023_h2_train_pre_2024,Tier A,completed,1182.0,1.742248,265,4.460377,13.45,6.03,0.833333,1,2023-07,-25.78,Friday,30.06,session_00_06_report_time,4.7,16,-614.01,chron_mid,223.9,"constructive_cross_period_watch_no_selection(건설적 확장 기간 관찰, 선택 아님)",constructive_watch_but_not_baseline_selection(건설적 관찰이나 기준 후보 선택 아님),research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dy_05_s258_stc_2025h1_state_falsification_2025h1,mt5_tier_a_adjacent_2025_h1_validation_post_2024__run267dy_05_s258_stc_2025h1_state_falsification_2025h1,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_adverse_slice_state_2025h1,adverse_slice_state_falsification,adjacent_2025_h1_validation_post_2024,Tier A,completed,283.01,1.149488,355,0.797211,23.71,1.32,0.666667,2,2025-05,-90.91,Tuesday,-96.91,session_21_23_report_time,-47.5,16,-151.64,chron_late,6.99,profit_with_uncomfortable_dd_or_month_hole(수익은 있으나 손실폭 또는 월별 구멍 불편),"profitable_but_curve_risk_no_selection(수익은 있으나 곡선 위험, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dy_06_s258_stc_2025h2_state_falsification_2025h2,mt5_tier_a_adjacent_2025_h2_oos_followthrough__run267dy_06_s258_stc_2025h2_state_falsification_2025h2,s258_short_tight_control,s258_stc,stress_challenger,s258_stc_adverse_slice_state_2025h2,adverse_slice_state_falsification,adjacent_2025_h2_oos_followthrough,Tier A,completed,234.98,1.147055,256,0.917891,22.57,1.17,0.666667,2,2025-12,-117.04,Monday,-101.11,session_21_23_report_time,-31.98,19,-72.85,chron_late,16.48,profit_with_uncomfortable_dd_or_month_hole(수익은 있으나 손실폭 또는 월별 구멍 불편),"profitable_but_curve_risk_no_selection(수익은 있으나 곡선 위험, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dy_07_s264_aih_validation_anchor_repair_validation_is,mt5_tier_a_validation_is__run267dy_07_s264_aih_validation_anchor_repair_validation_is,s264_allow_inner_high_quarter,s264_aih,challenger_core,s264_aih_validation_anchor_repair,validation_anchor_one_repair,validation_is,Tier A,completed,574.25,1.229935,467,1.229657,12.01,4.27,0.777778,2,2025-09,-30.25,Tuesday,-8.28,session_21_23_report_time,-50.5,21,-36.04,chron_early,138.4,"positive_but_needs_slice_review_no_selection(양수지만 구간 검토 필요, 선택 아님)","positive_but_not_strong_enough_no_selection(양수지만 충분히 강하지 않음, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dy_08_s264_aih_202604_counter_shock_probe_202604,mt5_tier_a_oos_final_month_2026_04__run267dy_08_s264_aih_202604_counter_shock_probe_202604,s264_allow_inner_high_quarter,s264_aih,challenger_core,s264_aih_202604_counter_shock_probe,counter_shock_final_month_falsification,oos_final_month_2026_04,Tier A,completed,-33.79,0.416508,17,-1.987647,9.12,-0.72,0.0,1,2026-04,-33.79,Wednesday,-17.15,session_13_20_report_time,-12.86,16,-19.01,chron_late,-24.68,"negative_or_fragile_no_selection(음수 또는 취약, 선택 아님)","final_month_break_no_selection(마지막 달 붕괴, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267dy_09_s264_lc_202604_same_month_control_202604,mt5_tier_a_oos_final_month_2026_04__run267dy_09_s264_lc_202604_same_month_control_202604,s264_lowrank_control,s264_lc,defensive_control,s264_lc_202604_same_month_control,paired_same_month_control,oos_final_month_2026_04,Tier A,completed,-39.29,0.403975,17,-2.311176,10.36,-0.74,0.0,1,2026-04,-39.29,Wednesday,-20.07,session_13_20_report_time,-14.99,16,-22.05,chron_late,-27.95,"negative_or_fragile_no_selection(음수 또는 취약, 선택 아님)","final_month_break_no_selection(마지막 달 붕괴, 선택 아님)",research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
