record_view,queue_id,source_queue_id,candidate_id,candidate_alias,candidate_role,test_id,materialization_boundary,route_role,trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,underwater_trade_share,max_losing_streak,recovery_factor_closed,report_equity_drawdown_percent,report_balance_drawdown_percent,report_recovery_factor,tier_b_fallback_used_count,tier_b_fallback_order_fill_count,positive_month_ratio,negative_month_count,worst_month,worst_month_net,best_month,best_month_net,chron_early_net,chron_mid_net,chron_late_net,source_chart_path,curve_read
mt5_ta_s264_aih_abl_volatility_bandwidth_internal_historical_2024_tier_a_train_era_stress,run267Q_01_s264_aih_abl_volatility_bandwidth,run267N_01_s264_aih_abl_volatility_bandwidth,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,explicit_internal_adapter_feature_materialization_from_proxy_score_v1(대체 점수에서 명시 내부 어댑터 피처 물질화),tier_only_total,314,412.57,1591.8,-1179.23,1.349864,1.313917,0.541401,114.63,15.195058,159,0.89172,5,3.599145,15.9,15.2,3.43,0,0,0.666667,4,2024-06,-32.73,2024-02,135.04,209.05,35.88,167.64,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267Q/internal_feature_order_confirmed_adapter_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267Q_stage267_internal_feature_order_confirmed_adapter_materialization_v1_run267q_01_s264_aih_abl_volatility_bandwidth_ta_2024.png,"constructive_curve_watch_not_selection(건설적 곡선 관찰, 선택 아님)"
mt5_rt_s264_aih_abl_volatility_bandwidth_internal_historical_2024_tier_a_train_era_stress,run267Q_01_s264_aih_abl_volatility_bandwidth,run267N_01_s264_aih_abl_volatility_bandwidth,s264_allow_inner_high_quarter,s264_aih,challenger_core,abl_volatility_bandwidth,explicit_internal_adapter_feature_materialization_from_proxy_score_v1(대체 점수에서 명시 내부 어댑터 피처 물질화),routed_total,314,412.57,1591.8,-1179.23,1.349864,1.313917,0.541401,114.63,15.195058,159,0.89172,5,3.599145,15.9,15.2,3.43,0,0,0.666667,4,2024-06,-32.73,2024-02,135.04,209.05,35.88,167.64,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267Q/internal_feature_order_confirmed_adapter_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267Q_stage267_internal_feature_order_confirmed_adapter_materialization_v1_run267q_01_s264_aih_abl_volatility_bandwidth_rt_2024.png,"constructive_curve_watch_not_selection(건설적 곡선 관찰, 선택 아님)"
mt5_ta_s264_aih_rep_volatility_atr_internal_historical_2024_tier_a_train_era_stress,run267Q_02_s264_aih_rep_volatility_atr,run267N_04_s264_aih_rep_volatility_atr,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,explicit_internal_adapter_feature_materialization_from_proxy_score_v1(대체 점수에서 명시 내부 어댑터 피처 물질화),tier_only_total,314,412.57,1591.8,-1179.23,1.349864,1.313917,0.541401,114.63,15.195058,159,0.89172,5,3.599145,15.9,15.2,3.43,0,0,0.666667,4,2024-06,-32.73,2024-02,135.04,209.05,35.88,167.64,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267Q/internal_feature_order_confirmed_adapter_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267Q_stage267_internal_feature_order_confirmed_adapter_materialization_v1_run267q_02_s264_aih_rep_volatility_atr_ta_2024.png,"constructive_curve_watch_not_selection(건설적 곡선 관찰, 선택 아님)"
mt5_rt_s264_aih_rep_volatility_atr_internal_historical_2024_tier_a_train_era_stress,run267Q_02_s264_aih_rep_volatility_atr,run267N_04_s264_aih_rep_volatility_atr,s264_allow_inner_high_quarter,s264_aih,challenger_core,rep_volatility_atr,explicit_internal_adapter_feature_materialization_from_proxy_score_v1(대체 점수에서 명시 내부 어댑터 피처 물질화),routed_total,314,412.57,1591.8,-1179.23,1.349864,1.313917,0.541401,114.63,15.195058,159,0.89172,5,3.599145,15.9,15.2,3.43,0,0,0.666667,4,2024-06,-32.73,2024-02,135.04,209.05,35.88,167.64,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267Q/internal_feature_order_confirmed_adapter_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267Q_stage267_internal_feature_order_confirmed_adapter_materialization_v1_run267q_02_s264_aih_rep_volatility_atr_rt_2024.png,"constructive_curve_watch_not_selection(건설적 곡선 관찰, 선택 아님)"
mt5_ta_s264_aia_abl_volatility_bandwidth_internal_historical_2024_tier_a_train_era_stress,run267Q_03_s264_aia_abl_volatility_bandwidth,run267N_15_s264_aia_abl_volatility_bandwidth,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,explicit_internal_adapter_feature_materialization_from_proxy_score_v1(대체 점수에서 명시 내부 어댑터 피처 물질화),tier_only_total,315,408.29,1584.62,-1176.33,1.347088,1.296159,0.539683,113.81,15.140349,159,0.892063,5,3.58747,15.85,15.14,3.42,0,0,0.666667,4,2024-06,-32.37,2024-02,135.28,197.61,41.42,169.26,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267Q/internal_feature_order_confirmed_adapter_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267Q_stage267_internal_feature_order_confirmed_adapter_materialization_v1_run267q_03_s264_aia_abl_volatility_bandwidth_ta_2024.png,"constructive_curve_watch_not_selection(건설적 곡선 관찰, 선택 아님)"
mt5_rt_s264_aia_abl_volatility_bandwidth_internal_historical_2024_tier_a_train_era_stress,run267Q_03_s264_aia_abl_volatility_bandwidth,run267N_15_s264_aia_abl_volatility_bandwidth,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,explicit_internal_adapter_feature_materialization_from_proxy_score_v1(대체 점수에서 명시 내부 어댑터 피처 물질화),routed_total,315,408.29,1584.62,-1176.33,1.347088,1.296159,0.539683,113.81,15.140349,159,0.892063,5,3.58747,15.85,15.14,3.42,0,0,0.666667,4,2024-06,-32.37,2024-02,135.28,197.61,41.42,169.26,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267Q/internal_feature_order_confirmed_adapter_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267Q_stage267_internal_feature_order_confirmed_adapter_materialization_v1_run267q_03_s264_aia_abl_volatility_bandwidth_rt_2024.png,"constructive_curve_watch_not_selection(건설적 곡선 관찰, 선택 아님)"
mt5_ta_s264_aia_rep_volatility_atr_internal_historical_2024_tier_a_train_era_stress,run267Q_04_s264_aia_rep_volatility_atr,run267N_19_s264_aia_rep_volatility_atr,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,explicit_internal_adapter_feature_materialization_from_proxy_score_v1(대체 점수에서 명시 내부 어댑터 피처 물질화),tier_only_total,315,408.29,1584.62,-1176.33,1.347088,1.296159,0.539683,113.81,15.140349,159,0.892063,5,3.58747,15.85,15.14,3.42,0,0,0.666667,4,2024-06,-32.37,2024-02,135.28,197.61,41.42,169.26,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267Q/internal_feature_order_confirmed_adapter_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267Q_stage267_internal_feature_order_confirmed_adapter_materialization_v1_run267q_04_s264_aia_rep_volatility_atr_ta_2024.png,"constructive_curve_watch_not_selection(건설적 곡선 관찰, 선택 아님)"
mt5_rt_s264_aia_rep_volatility_atr_internal_historical_2024_tier_a_train_era_stress,run267Q_04_s264_aia_rep_volatility_atr,run267N_19_s264_aia_rep_volatility_atr,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,explicit_internal_adapter_feature_materialization_from_proxy_score_v1(대체 점수에서 명시 내부 어댑터 피처 물질화),routed_total,315,408.29,1584.62,-1176.33,1.347088,1.296159,0.539683,113.81,15.140349,159,0.892063,5,3.58747,15.85,15.14,3.42,0,0,0.666667,4,2024-06,-32.37,2024-02,135.28,197.61,41.42,169.26,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267Q/internal_feature_order_confirmed_adapter_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267Q_stage267_internal_feature_order_confirmed_adapter_materialization_v1_run267q_04_s264_aia_rep_volatility_atr_rt_2024.png,"constructive_curve_watch_not_selection(건설적 곡선 관찰, 선택 아님)"
