queue_id,source_queue_id,candidate_alias,test_id,route_role,run267q_net_profit,source_run267n_net_profit,net_delta,run267q_profit_factor,source_run267n_profit_factor,pf_delta,run267q_trade_count,source_run267n_trade_count,trade_count_delta,run267q_dd_percent,source_run267n_dd_percent,dd_percent_delta,reproduction_status
run267Q_01_s264_aih_abl_volatility_bandwidth,run267N_01_s264_aih_abl_volatility_bandwidth,s264_aih,abl_volatility_bandwidth,tier_only_total,412.57,412.57,0.0,1.349864,1.35,-0.000136,314,314,0,15.9,15.9,0.0,matched
run267Q_01_s264_aih_abl_volatility_bandwidth,run267N_01_s264_aih_abl_volatility_bandwidth,s264_aih,abl_volatility_bandwidth,routed_total,412.57,412.57,0.0,1.349864,1.35,-0.000136,314,314,0,15.9,15.9,0.0,matched
run267Q_02_s264_aih_rep_volatility_atr,run267N_04_s264_aih_rep_volatility_atr,s264_aih,rep_volatility_atr,tier_only_total,412.57,412.57,0.0,1.349864,1.35,-0.000136,314,314,0,15.9,15.9,0.0,matched
run267Q_02_s264_aih_rep_volatility_atr,run267N_04_s264_aih_rep_volatility_atr,s264_aih,rep_volatility_atr,routed_total,412.57,412.57,0.0,1.349864,1.35,-0.000136,314,314,0,15.9,15.9,0.0,matched
run267Q_03_s264_aia_abl_volatility_bandwidth,run267N_15_s264_aia_abl_volatility_bandwidth,s264_aia,abl_volatility_bandwidth,tier_only_total,408.29,408.29,-0.0,1.347088,1.35,-0.002912,315,315,0,15.85,15.85,0.0,matched
run267Q_03_s264_aia_abl_volatility_bandwidth,run267N_15_s264_aia_abl_volatility_bandwidth,s264_aia,abl_volatility_bandwidth,routed_total,408.29,408.29,-0.0,1.347088,1.35,-0.002912,315,315,0,15.85,15.85,0.0,matched
run267Q_04_s264_aia_rep_volatility_atr,run267N_19_s264_aia_rep_volatility_atr,s264_aia,rep_volatility_atr,tier_only_total,408.29,408.29,-0.0,1.347088,1.35,-0.002912,315,315,0,15.85,15.85,0.0,matched
run267Q_04_s264_aia_rep_volatility_atr,run267N_19_s264_aia_rep_volatility_atr,s264_aia,rep_volatility_atr,routed_total,408.29,408.29,-0.0,1.347088,1.35,-0.002912,315,315,0,15.85,15.85,0.0,matched
