profile_id,profile_role,split,granularity,period,tier_scope,record_view,max_hold_bars,atr_stop_multiplier,atr_take_profit_multiplier,cooldown_bars,early_adverse_exit_enabled,trade_count,days_in_scope,trades_per_day,long_trade_count,short_trade_count,net_profit,profit_factor,expectancy,win_rate,max_drawdown_percent,max_monthly_drawdown_percent,dd_risk_percent,underwater_ratio,max_loss_streak,equity_trend_r2,sparse_flag,pf999_sparse_flag,density_axis_distance,pf_axis_distance,dd_axis_distance,smoothness_axis_distance,aspiration_distance_score,proxy_cost_log_return
f21b_sim_baseline_hold12_no_stop,parity_baseline_row(동등성 비교 행),train,aggregate,train,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,904,425,2.1270588235294117,904,0,0.10474798912849016,1.0635775033728014,0.00011587166938992275,0.5276548672566371,12.74606914832116,8.903686915767839,12.74606914832116,0.9579646017699115,7,0.17743960955729401,False,False,0.5745882352941176,0.4682112483135993,0.274606914832116,0.8712362464956779,2.188642644935511,5e-05
f21b_sim_baseline_hold12_no_stop,parity_baseline_row(동등성 비교 행),validation,aggregate,validation,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,286,133,2.1503759398496243,286,0,0.1444644598238906,1.2998867529137776,0.0005051204888947224,0.5174825174825175,5.851789593900358,5.851789593900358,5.851789593900358,0.9020979020979021,6,0.8208076528140549,False,False,0.5699248120300752,0.3500566235431112,0.0,0.5465806121777312,1.4665620477509176,5e-05
f21b_sim_baseline_hold12_no_stop,parity_baseline_row(동등성 비교 행),oos,aggregate,oos,Tier A(티어 A),Tier A separate(티어 A 분리),12,0.0,0.0,0,False,219,92,2.380434782608696,219,0,0.023661466126822392,1.0638267905340708,0.00010804322432338992,0.5388127853881278,8.94133672476245,7.590296595738433,8.94133672476245,0.8584474885844748,6,0.02413185610748213,False,False,0.5239130434782608,0.4680866047329646,0.0,0.8854420346146468,1.8774416828258722,5e-05
f21b_hold4_atr0p8_tp1p6_cd2_early,dd_containment_profile(손실폭 억제 프로필),train,aggregate,train,Tier A(티어 A),Tier A separate(티어 A 분리),4,0.8,1.6,2,True,1389,424,3.275943396226415,1389,0,-0.051596797002556524,0.9484551109135217,-3.714672210407237e-05,0.40532757379409645,7.267380659631328,3.6390512950194354,7.267380659631328,0.9985601151907847,11,0.5592599705819602,False,False,0.344811320754717,0.5257724445432391,0.0,1.7476850650739713,2.6182688303719273,5e-05
f21b_hold4_atr0p8_tp1p6_cd2_early,dd_containment_profile(손실폭 억제 프로필),validation,aggregate,validation,Tier A(티어 A),Tier A separate(티어 A 분리),4,0.8,1.6,2,True,468,134,3.4925373134328357,468,0,-0.013420472782788366,0.9613898851118589,-2.8676223894846935e-05,0.41239316239316237,5.113483638137229,3.024953682301801,5.113483638137229,0.9722222222222222,9,0.22807065639301738,False,False,0.30149253731343284,0.5193050574440705,0.0,1.8748682046231422,2.6956657993806457,5e-05
f21b_hold4_atr0p8_tp1p6_cd2_early,dd_containment_profile(손실폭 억제 프로필),oos,aggregate,oos,Tier A(티어 A),Tier A separate(티어 A 분리),4,0.8,1.6,2,True,365,92,3.967391304347826,365,0,-0.0014939282514773167,0.9937502792879686,-4.092954113636484e-06,0.41643835616438357,5.223212049138148,3.8125141270999086,5.223212049138148,0.8958904109589041,13,0.015859077685070302,False,False,0.20652173913043476,0.5031248603560157,0.0,1.9460140999732252,2.6556606994596756,5e-05
f21b_hold6_atr1p0_tp2p0_cd3,balanced_profile(균형 프로필),train,aggregate,train,Tier A(티어 A),Tier A separate(티어 A 분리),6,1.0,2.0,3,False,1153,426,2.7065727699530515,1153,0,0.002362313702508008,1.0023817496445273,2.0488410255923744e-06,0.42584562012142235,6.615832917352115,2.4731771901067567,6.615832917352115,0.986990459670425,12,0.0016990175195931221,False,False,0.4586854460093897,0.49880912517773635,0.0,0.9933811489678743,1.9508757201550004,5e-05
f21b_hold6_atr1p0_tp2p0_cd3,balanced_profile(균형 프로필),validation,aggregate,validation,Tier A(티어 A),Tier A separate(티어 A 분리),6,1.0,2.0,3,False,380,133,2.857142857142857,380,0,0.01788522424813814,1.0525773179201026,4.7066379600363526e-05,0.4421052631578947,3.454077164567171,3.454077164567171,3.454077164567171,0.9578947368421052,11,0.7441229963397896,False,False,0.42857142857142855,0.4737113410399487,0.0,0.646197283226042,1.5484800528374194,5e-05
f21b_hold6_atr1p0_tp2p0_cd3,balanced_profile(균형 프로필),oos,aggregate,oos,Tier A(티어 A),Tier A separate(티어 A 분리),6,1.0,2.0,3,False,298,92,3.239130434782609,298,0,-0.002717139271687213,0.9890186110403645,-9.117917019084607e-06,0.4261744966442953,5.411446154892774,1.9928572637825548,5.411446154892774,0.912751677852349,7,0.3821186610177159,False,False,0.3521739130434782,0.5054906944798178,0.0,1.758784857575585,2.616449465098881,5e-05
f21b_hold8_atr1p2_tp2p4_cd4_early,wide_profile_with_early_exit(넓은 프로필+초기 청산),train,aggregate,train,Tier A(티어 A),Tier A separate(티어 A 분리),8,1.2,2.4,4,True,1026,426,2.408450704225352,1026,0,0.04208747547112911,1.0422736843777483,4.102093125841044e-05,0.41812865497076024,6.25751191731041,3.221579568617561,6.25751191731041,0.9717348927875243,10,0.45728988187674713,False,False,0.5183098591549296,0.4788631578111259,0.0,0.7815002549098496,1.778673271875905,5e-05
f21b_hold8_atr1p2_tp2p4_cd4_early,wide_profile_with_early_exit(넓은 프로필+초기 청산),validation,aggregate,validation,Tier A(티어 A),Tier A separate(티어 A 분리),8,1.2,2.4,4,True,332,132,2.515151515151515,332,0,0.02700279228361643,1.0796336812534932,8.133371169763986e-05,0.4457831325301205,5.679242915496518,5.679242915496518,5.679242915496518,0.9036144578313253,9,0.2113944897426704,False,False,0.49696969696969695,0.4601831593732534,0.0,0.8514989856398947,1.808651841982845,5e-05
f21b_hold8_atr1p2_tp2p4_cd4_early,wide_profile_with_early_exit(넓은 프로필+초기 청산),oos,aggregate,oos,Tier A(티어 A),Tier A separate(티어 A 분리),8,1.2,2.4,4,True,258,92,2.8043478260869565,258,0,-0.005275676637868383,0.9784836070747575,-2.044835906150536e-05,0.4108527131782946,4.601833433500335,3.1109950381235985,4.601833433500335,0.9224806201550387,8,0.23878124524394995,False,False,0.4391304347826087,0.5107581964626213,0.0,1.83766471870999,2.78755334995522,5e-05
f21b_hold10_atr1p5_tp3p0_cd6,loose_profile(느슨한 프로필),train,aggregate,train,Tier A(티어 A),Tier A separate(티어 A 분리),10,1.5,3.0,6,False,869,424,2.0495283018867925,869,0,0.11695227073345829,1.1181883999137319,0.00013458259002699458,0.47410817031070196,4.752156935022011,3.5147604667788546,4.752156935022011,0.9298043728423475,8,0.7631997113272551,False,False,0.5900943396226415,0.44090580004313407,0.0,0.6049720976817916,1.6359722373475671,5e-05
f21b_hold10_atr1p5_tp3p0_cd6,loose_profile(느슨한 프로필),validation,aggregate,validation,Tier A(티어 A),Tier A separate(티어 A 분리),10,1.5,3.0,6,False,279,133,2.0977443609022557,279,0,0.11024781504224761,1.3495450001960296,0.00039515345893278715,0.5053763440860215,4.80424516514768,4.80424516514768,4.80424516514768,0.7956989247311828,8,0.9220138526298446,False,False,0.5804511278195489,0.3252274999019852,0.0,0.47315828244560215,1.3788369101671363,5e-05
f21b_hold10_atr1p5_tp3p0_cd6,loose_profile(느슨한 프로필),oos,aggregate,oos,Tier A(티어 A),Tier A separate(티어 A 분리),10,1.5,3.0,6,False,209,92,2.2717391304347827,209,0,0.05263872175553939,1.2504688247919902,0.0002518599127059301,0.5023923444976076,3.191857228491979,3.191857228491979,3.191857228491979,0.8708133971291866,6,0.7315718560958125,False,False,0.5456521739130434,0.3747655876040049,0.0,0.5726586934650184,1.4930764549820668,5e-05
