test_id,test_type,row_count,avg_net_profit,avg_profit_factor,avg_equity_drawdown_percent,avg_trade_count,worst_month_floor,risk_row_count,constructive_row_count,best_candidate_alias,best_net_profit,worst_candidate_alias,worst_net_profit
controlled_impulse_dd_state_throttle,orthogonal_loss_shape_state_followup,1,1207.3,1.506786,17.62,354.0,-234.28,1,0,s264_lc,1207.3,s264_lc,1207.3
oos_anchor_impulse_pressure,orthogonal_loss_shape_state_followup,1,1119.33,1.548395,16.03,320.0,-166.41,0,1,s264_aia,1119.33,s264_aia,1119.33
