run_id,adapter_id,split,month,trade_count,net_profit,profit_factor,winner_count,loser_count,quality_flag
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_control_risk0365_c060_h3_cd5_sht54_lng52,validation_is,2025.01,22,7.03,1.073451,11,11,pf_below_34d
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_control_risk0365_c060_h3_cd5_sht54_lng52,validation_is,2025.02,29,220.01,2.900406,19,10,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_control_risk0365_c060_h3_cd5_sht54_lng52,validation_is,2025.03,26,137.54,1.799698,14,12,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_control_risk0365_c060_h3_cd5_sht54_lng52,validation_is,2025.04,44,233.44,1.64821,27,17,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_control_risk0365_c060_h3_cd5_sht54_lng52,validation_is,2025.05,25,15.85,1.075318,11,14,pf_below_34d
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_control_risk0365_c060_h3_cd5_sht54_lng52,validation_is,2025.06,18,93.2,1.612513,11,7,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_control_risk0365_c060_h3_cd5_sht54_lng52,validation_is,2025.07,16,152.23,2.348003,9,7,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_control_risk0365_c060_h3_cd5_sht54_lng52,validation_is,2025.08,22,49.63,1.185672,10,12,pf_below_34d
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_control_risk0365_c060_h3_cd5_sht54_lng52,validation_is,2025.09,21,128.81,1.642124,12,9,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_control_risk0365_c060_h3_cd5_sht54_lng52,oos,2025.10,15,19.11,1.287498,9,6,pf_below_34d
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_control_risk0365_c060_h3_cd5_sht54_lng52,oos,2025.11,25,184.36,2.987709,16,9,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_control_risk0365_c060_h3_cd5_sht54_lng52,oos,2025.12,18,-26.73,0.794764,9,9,negative_month
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_control_risk0365_c060_h3_cd5_sht54_lng52,oos,2026.01,25,89.82,1.832823,14,11,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_control_risk0365_c060_h3_cd5_sht54_lng52,oos,2026.02,30,166.52,2.068326,17,13,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_control_risk0365_c060_h3_cd5_sht54_lng52,oos,2026.03,37,423.47,2.578169,22,15,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_control_risk0365_c060_h3_cd5_sht54_lng52,oos,2026.04,7,-33.44,0.614613,3,4,negative_month
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0285_c060_h3_cd5_sht54_lng52,validation_is,2025.01,22,6.24,1.082693,11,11,pf_below_34d
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0285_c060_h3_cd5_sht54_lng52,validation_is,2025.02,29,166.15,2.954016,19,10,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0285_c060_h3_cd5_sht54_lng52,validation_is,2025.03,26,99.83,1.822865,14,12,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0285_c060_h3_cd5_sht54_lng52,validation_is,2025.04,44,162.14,1.667847,27,17,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0285_c060_h3_cd5_sht54_lng52,validation_is,2025.05,25,11.78,1.083993,11,14,pf_below_34d
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0285_c060_h3_cd5_sht54_lng52,validation_is,2025.06,18,61.75,1.612478,11,7,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0285_c060_h3_cd5_sht54_lng52,validation_is,2025.07,16,99.9,2.361778,9,7,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0285_c060_h3_cd5_sht54_lng52,validation_is,2025.08,22,33.56,1.198263,10,12,pf_below_34d
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0285_c060_h3_cd5_sht54_lng52,validation_is,2025.09,21,82.73,1.656015,12,9,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0285_c060_h3_cd5_sht54_lng52,oos,2025.10,15,15.55,1.306585,9,6,pf_below_34d
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0285_c060_h3_cd5_sht54_lng52,oos,2025.11,25,141,3.07231,16,9,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0285_c060_h3_cd5_sht54_lng52,oos,2025.12,18,-19.46,0.798697,9,9,negative_month
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0285_c060_h3_cd5_sht54_lng52,oos,2026.01,25,66.25,1.845133,14,11,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0285_c060_h3_cd5_sht54_lng52,oos,2026.02,30,120.62,2.112731,17,13,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0285_c060_h3_cd5_sht54_lng52,oos,2026.03,37,284.13,2.588383,22,15,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0285_c060_h3_cd5_sht54_lng52,oos,2026.04,7,-21.87,0.607431,3,4,negative_month
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0275_c060_h3_cd5_sht54_lng52,validation_is,2025.01,22,6.23,1.087549,11,11,pf_below_34d
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0275_c060_h3_cd5_sht54_lng52,validation_is,2025.02,29,164.6,3.007807,19,10,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0275_c060_h3_cd5_sht54_lng52,validation_is,2025.03,26,95.87,1.828036,14,12,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0275_c060_h3_cd5_sht54_lng52,validation_is,2025.04,44,148.78,1.637993,27,17,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0275_c060_h3_cd5_sht54_lng52,validation_is,2025.05,25,12.6,1.095672,11,14,pf_below_34d
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0275_c060_h3_cd5_sht54_lng52,validation_is,2025.06,18,58.65,1.614522,11,7,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0275_c060_h3_cd5_sht54_lng52,validation_is,2025.07,16,94.86,2.368239,9,7,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0275_c060_h3_cd5_sht54_lng52,validation_is,2025.08,22,31.73,1.198959,10,12,pf_below_34d
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0275_c060_h3_cd5_sht54_lng52,validation_is,2025.09,21,77.89,1.656469,12,9,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0275_c060_h3_cd5_sht54_lng52,oos,2025.10,15,15.24,1.312359,9,6,pf_below_34d
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0275_c060_h3_cd5_sht54_lng52,oos,2025.11,25,135.2,3.034,16,9,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0275_c060_h3_cd5_sht54_lng52,oos,2025.12,18,-18.89,0.796048,9,9,negative_month
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0275_c060_h3_cd5_sht54_lng52,oos,2026.01,25,62.73,1.834508,14,11,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0275_c060_h3_cd5_sht54_lng52,oos,2026.02,30,113.9,2.10604,17,13,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0275_c060_h3_cd5_sht54_lng52,oos,2026.03,37,266.37,2.581019,22,15,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0275_c060_h3_cd5_sht54_lng52,oos,2026.04,7,-20.27,0.610866,3,4,negative_month
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0365_c055_h3_cd5_sht54_lng52,validation_is,2025.01,22,6.96,1.057237,11,11,pf_below_34d
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0365_c055_h3_cd5_sht54_lng52,validation_is,2025.02,29,284.84,2.79359,19,10,acceptable_measurement_only
run178A_stage178_tp45_model_risk_compression_repair_v1,s178_tp45_cap0365_c055_h3_cd5_sht54_lng52,validation_is,2025.03,26,188.69,1.775576,14,12,acceptable_measurement_only
