candidate_id,artifact_slug,feature_set_id,model_id,view_id,rows,days,rows_per_day,signal_rows,signal_rate,signals_per_day,oos_signal_rate,oos_signals_per_day,signal_rate_delta_vs_oos,signals_per_day_ratio_vs_oos,signal_long_share,oos_label_agreement_rate,oos_mean_proxy_log_return,density_judgment
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,2070,29,71.37931034482759,442,0.2135265700483092,15.241379310344827,0.32832278481012656,19.00763358778626,-0.11479621476181737,0.8018556986566958,0.5904977375565611,0.3931726907630522,0.00011648838835644272,raw_forward_recorded_for_diagnostics
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,1789,29,61.689655172413794,421,0.2353269983230855,14.517241379310345,0.32832278481012656,19.00763358778626,-0.09299578648704104,0.7637584822046808,0.6152019002375297,0.3931726907630522,0.00011648838835644272,session_parity_signal_supply_within_predeclared_band
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,2070,29,71.37931034482759,486,0.23478260869565218,16.75862068965517,0.34625527426160335,20.045801526717558,-0.11147266556595117,0.8360164928959739,0.8168724279835391,0.38842345773038844,0.00014942959463818415,raw_forward_recorded_for_diagnostics
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,1789,29,61.689655172413794,472,0.2638345444382337,16.275862068965516,0.34625527426160335,20.045801526717558,-0.08242072982336968,0.8119337132652257,0.8305084745762712,0.38842345773038844,0.00014942959463818415,session_parity_signal_supply_within_predeclared_band
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,5484,29,189.10344827586206,2341,0.42687819110138586,80.72413793103448,0.3263449367088608,18.893129770992367,0.10053325439252508,4.27267154301637,0.8564715933361812,0.397979797979798,0.0001498858647693226,raw_forward_not_session_parity_comparable
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,old_session_parity,1789,29,61.689655172413794,412,0.23029625489100056,14.206896551724139,0.3263449367088608,18.893129770992367,-0.09604868181786022,0.7519609892023685,0.5946601941747572,0.397979797979798,0.0001498858647693226,session_parity_signal_supply_within_predeclared_band
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,raw_forward,5484,29,189.10344827586206,2562,0.4671772428884026,88.34482758620689,0.3444092827004219,19.938931297709924,0.1227679601879807,4.430770449384802,0.9375487900078064,0.3889739663093415,0.00014010452472419714,raw_forward_not_session_parity_comparable
macro48_no_equity_breadth_or_top3__l2_plain_c025,m48_plain,macro48_no_equity_breadth_or_top3,l2_plain_c025,old_session_parity,1789,29,61.689655172413794,458,0.25600894354387926,15.793103448275861,0.3444092827004219,19.938931297709924,-0.08840033915654266,0.79207371811797,0.8318777292576419,0.3889739663093415,0.00014010452472419714,session_parity_signal_supply_within_predeclared_band
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,raw_forward,7649,35,218.54285714285714,3099,0.405151000130736,88.54285714285714,0.3239715189873418,18.755725190839694,0.08117948114339424,4.72084423512995,0.8815747015166182,0.4078144078144078,0.00025519003380276395,raw_forward_not_session_parity_comparable
us100_technical42_no_external__l2_balanced_c025,u42_bal,us100_technical42_no_external,l2_balanced_c025,old_session_parity,1914,29,66.0,401,0.20950888192267503,13.827586206896552,0.3239715189873418,18.755725190839694,-0.11446263706466675,0.7372461510392545,0.5586034912718204,0.4078144078144078,0.00025519003380276395,session_parity_signal_supply_within_predeclared_band
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,raw_forward,7649,35,218.54285714285714,3291,0.4302523205647797,94.02857142857142,0.3403217299578059,19.702290076335878,0.08993059060697378,4.772469142635744,0.9474323913704041,0.40565672220069743,0.0002942737028287513,raw_forward_not_session_parity_comparable
us100_technical42_no_external__l2_plain_c025,u42_plain,us100_technical42_no_external,l2_plain_c025,old_session_parity,1914,29,66.0,463,0.241901776384535,15.96551724137931,0.3403217299578059,19.702290076335878,-0.09841995357327091,0.81033814747024,0.8099352051835853,0.40565672220069743,0.0002942737028287513,session_parity_signal_supply_within_predeclared_band
