candidate_id,artifact_slug,feature_set_id,model_id,view_id,slice_family,slice_value,rows,signal_rows,signal_rate,signal_long,signal_short,signal_long_share,mean_max_probability,mean_probability_margin
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,usdx_zscore_regime,neutral_usd,912,181,0.19846491228070176,128,53,0.7071823204419889,0.43337094094277473,0.11057064504150235
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,usdx_zscore_regime,strong_usd,505,116,0.2297029702970297,29,87,0.25,0.4397159212296552,0.12376486372829663
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,usdx_zscore_regime,weak_usd,372,124,0.3333333333333333,102,22,0.8225806451612904,0.431090973718192,0.10495784990890052
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,us10yr_zscore_regime,high_rate,331,83,0.25075528700906347,71,12,0.8554216867469879,0.4473857195355741,0.13342694834640018
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,us10yr_zscore_regime,low_rate,554,159,0.2870036101083033,61,98,0.3836477987421384,0.4288876801191254,0.10340294271492356
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,us10yr_zscore_regime,neutral_rate,904,179,0.19800884955752213,127,52,0.7094972067039106,0.43359317768991523,0.11165536997790358
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,hour_utc,16,145,93,0.6413793103448275,79,14,0.8494623655913979,0.4572402814338947,0.11614383017194682
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,hour_utc,17,345,143,0.4144927536231884,141,2,0.986013986013986,0.43300397612046504,0.09516953938249229
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,hour_utc,18,342,96,0.2807017543859649,81,15,0.84375,0.42820601984422807,0.09161944059949172
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,hour_utc,19,326,61,0.18711656441717792,46,15,0.7540983606557377,0.42595435130449893,0.10133801428086918
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,hour_utc,20,308,38,0.12337662337662338,26,12,0.6842105263157895,0.4341713721295456,0.11666295232323858
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,hour_utc,21,295,37,0.12542372881355932,17,20,0.4594594594594595,0.46361141679650647,0.15669373879998416
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,hour_utc,22,280,17,0.060714285714285714,6,11,0.35294117647058826,0.4875943313751902,0.19349754942314965
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,hour_utc,23,29,1,0.034482758620689655,1,0,1.0,0.5150788662762478,0.2470618486404419
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,month,2026-04,920,118,0.1282608695652174,99,19,0.8389830508474576,0.4391267023656679,0.11832288152173809
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,month,2026-05,1150,368,0.32,298,70,0.8097826086956522,0.45126180363738017,0.12929416218529577
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,us_cash_session,cash_open,2070,486,0.23478260869565218,397,89,0.8168724279835391,0.44586842529439696,0.1244180374459368
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,volatility_regime,high_vol,690,335,0.4855072463768116,282,53,0.8417910447761194,0.43677882863127665,0.09761929058510324
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,volatility_regime,low_vol,690,31,0.04492753623188406,29,2,0.9354838709677419,0.4776063186103019,0.1807510197810505
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,volatility_regime,mid_vol,690,120,0.17391304347826086,86,34,0.7166666666666667,0.4232201286416123,0.09488380197165669
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,adx_regime,high_adx,885,219,0.24745762711864408,185,34,0.8447488584474886,0.4455624525829897,0.11875232368876032
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,adx_regime,low_adx,688,150,0.2180232558139535,116,34,0.7733333333333333,0.44858102968265845,0.1358549012694248
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,adx_regime,mid_adx,497,117,0.23541247484909456,96,21,0.8205128205128205,0.4426581919553054,0.11867476654964194
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,vix_zscore_regime,high_vix,531,105,0.1977401129943503,50,55,0.47619047619047616,0.4477648130019955,0.13303031815871905
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,vix_zscore_regime,low_vix,589,175,0.29711375212224106,171,4,0.9771428571428571,0.4508884099829177,0.12898477031540992
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,vix_zscore_regime,neutral_vix,950,206,0.2168421052631579,176,30,0.8543689320388349,0.4416960538688459,0.11677285142635044
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,usdx_zscore_regime,neutral_usd,1048,236,0.22519083969465647,214,22,0.9067796610169492,0.4458276775047069,0.12305623865935184
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,usdx_zscore_regime,strong_usd,585,106,0.1811965811965812,50,56,0.4716981132075472,0.4456772169496259,0.1286644238182622
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,usdx_zscore_regime,weak_usd,437,144,0.3295194508009153,133,11,0.9236111111111112,0.4462221107984844,0.12199933973548069
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,us10yr_zscore_regime,high_rate,401,95,0.23690773067331672,91,4,0.9578947368421052,0.4627741298770667,0.14899078215892772
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,us10yr_zscore_regime,low_rate,617,159,0.2576985413290113,99,60,0.6226415094339622,0.436328308267377,0.11132516841158102
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,raw_forward,us10yr_zscore_regime,neutral_rate,1052,232,0.22053231939163498,207,25,0.8922413793103449,0.4450196274503102,0.12273042296332098
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,hour_utc,16,145,93,0.6413793103448275,79,14,0.8494623655913979,0.4572402814338947,0.11614383017194682
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,hour_utc,17,345,143,0.4144927536231884,141,2,0.986013986013986,0.43300397612046504,0.09516953938249229
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,hour_utc,18,342,96,0.2807017543859649,81,15,0.84375,0.42820601984422807,0.09161944059949172
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,hour_utc,19,326,61,0.18711656441717792,46,15,0.7540983606557377,0.42595435130449893,0.10133801428086918
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,hour_utc,20,308,38,0.12337662337662338,26,12,0.6842105263157895,0.4341713721295456,0.11666295232323858
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,hour_utc,21,295,37,0.12542372881355932,17,20,0.4594594594594595,0.46361141679650647,0.15669373879998416
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,hour_utc,22,28,4,0.14285714285714285,2,2,0.5,0.47630774655512403,0.17695106991699763
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,month,2026-04,799,114,0.14267834793491865,97,17,0.8508771929824561,0.4278598355784434,0.10075208024402733
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,month,2026-05,990,358,0.3616161616161616,295,63,0.8240223463687151,0.44743489770576206,0.12187368475427532
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,us_cash_session,cash_open,1789,472,0.2638345444382337,392,80,0.8305084745762712,0.4386923182537064,0.11244039129218021
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,volatility_regime,high_vol,597,313,0.52428810720268,268,45,0.8562300319488818,0.4405422711891545,0.10146283644128284
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,volatility_regime,low_vol,596,38,0.06375838926174497,34,4,0.8947368421052632,0.4571420664355259,0.14944833767094068
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,volatility_regime,mid_vol,596,121,0.20302013422818793,90,31,0.743801652892562,0.41838951318856055,0.08642841848050987
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,adx_regime,high_adx,802,216,0.26932668329177056,182,34,0.8425925925925926,0.4384622219717711,0.10758559630621699
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,adx_regime,low_adx,559,144,0.25760286225402507,114,30,0.7916666666666666,0.43866362272093673,0.11962615926491767
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,adx_regime,mid_adx,428,112,0.2616822429906542,96,16,0.8571428571428571,0.43916095848952497,0.11215231017531635
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,vix_zscore_regime,high_vix,464,101,0.21767241379310345,50,51,0.49504950495049505,0.43859493276425476,0.11789678149567596
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,vix_zscore_regime,low_vix,491,171,0.34826883910386963,167,4,0.9766081871345029,0.44201403073283657,0.11372492102765745
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,vix_zscore_regime,neutral_vix,834,200,0.23980815347721823,175,25,0.875,0.4367909106276304,0.1086484618502841
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,usdx_zscore_regime,neutral_usd,912,231,0.2532894736842105,211,20,0.9134199134199135,0.4390710341956532,0.11164338109001778
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,usdx_zscore_regime,strong_usd,505,99,0.19603960396039605,50,49,0.5050505050505051,0.4370742501598774,0.11442333731320825
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,usdx_zscore_regime,weak_usd,372,142,0.3817204301075269,131,11,0.9225352112676056,0.4399604242975994,0.11170244925925808
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,us10yr_zscore_regime,high_rate,331,93,0.2809667673716012,89,4,0.956989247311828,0.4532528869875248,0.1329096241479914
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,us10yr_zscore_regime,low_rate,554,153,0.27617328519855594,99,54,0.6470588235294118,0.42947927160383564,0.09934265010516136
core56_no_top3_weight_features__l2_plain_c025,c56_plain,core56_no_top3_weight_features,l2_plain_c025,old_session_parity,us10yr_zscore_regime,neutral_rate,904,226,0.25,204,22,0.9026548672566371,0.4390070080691207,0.11297228569741798
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,hour_utc,00,15,0,0.0,0,0,0.0,0.5530644019444784,0.2989453911781311
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,hour_utc,03,192,0,0.0,0,0,0.0,0.6815628833137453,0.49483754955387366
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,hour_utc,04,188,0,0.0,0,0,0.0,0.7282559500729784,0.5678504504897492
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,hour_utc,05,145,0,0.0,0,0,0.0,0.7341829003958866,0.5748389981430152
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,hour_utc,06,115,0,0.0,0,0,0.0,0.751084538128065,0.605103583374749
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,hour_utc,07,142,134,0.9436619718309859,132,2,0.9850746268656716,0.5719373064561629,0.26260143361041244
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,hour_utc,08,177,150,0.847457627118644,136,14,0.9066666666666666,0.5356043999814718,0.21334099769592285
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,hour_utc,09,270,245,0.9074074074074074,239,6,0.9755102040816327,0.5194945494333904,0.21238851889416024
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,hour_utc,10,303,274,0.9042904290429042,269,5,0.9817518248175182,0.4911486214340323,0.1854919569425457
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,hour_utc,11,298,241,0.8087248322147651,228,13,0.946058091286307,0.4713233916351459,0.15974472533136405
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,hour_utc,12,270,231,0.8555555555555555,203,28,0.8787878787878788,0.45989088515440624,0.1504723733222043
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,hour_utc,13,301,233,0.7740863787375415,210,23,0.9012875536480687,0.443815042410182,0.12744216591218777
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,hour_utc,14,304,207,0.680921052631579,184,23,0.8888888888888888,0.42343226339864104,0.09890121447020456
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,hour_utc,15,333,140,0.42042042042042044,117,23,0.8357142857142857,0.4110757918866189,0.08118228466661127
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,hour_utc,16,341,129,0.3782991202346041,91,38,0.7054263565891473,0.41491542053012903,0.07583743657184835
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,hour_utc,17,345,116,0.336231884057971,99,17,0.853448275862069,0.41941813049109083,0.08181040788042372
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,hour_utc,18,342,93,0.2719298245614035,53,40,0.5698924731182796,0.42370649335677163,0.09383513390669349
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,hour_utc,19,326,50,0.15337423312883436,23,27,0.46,0.423582052800553,0.10429513235033655
macro48_no_equity_breadth_or_top3__l2_balanced_c025,m48_bal,macro48_no_equity_breadth_or_top3,l2_balanced_c025,raw_forward,hour_utc,20,308,35,0.11363636363636363,13,22,0.37142857142857144,0.43463641288992644,0.12539545722402534
