candidate_id,artifact_slug,feature_set_id,model_id,view_id,slice_family,slice_value,rows,signal_rows,signal_rate,signal_long,signal_short,signal_long_share,mean_max_probability,mean_probability_margin
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,hour_utc,16,145,82,0.5655172413793104,56,26,0.6829268292682927,0.44638023027058304,0.09701087248736415
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,hour_utc,17,345,119,0.34492753623188405,104,15,0.8739495798319328,0.42017207076584084,0.08290857016176417
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,hour_utc,18,342,95,0.2777777777777778,55,40,0.5789473684210527,0.42286303142706555,0.09237151436115566
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,hour_utc,19,326,49,0.15030674846625766,23,26,0.46938775510204084,0.4240684470881714,0.10478617049799376
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,hour_utc,20,308,37,0.12012987012987013,14,23,0.3783783783783784,0.4349253885931783,0.12585486065257678
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,hour_utc,21,295,34,0.1152542372881356,6,28,0.17647058823529413,0.4666260313179533,0.16901489420462462
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,hour_utc,22,280,25,0.08928571428571429,3,22,0.12,0.49274185448884966,0.20636782885662147
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,hour_utc,23,29,1,0.034482758620689655,0,1,0.0,0.5194360952952812,0.25539544944105474
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,month,2026-04,920,114,0.12391304347826088,58,56,0.5087719298245614,0.4383653528340485,0.12634889564436416
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,month,2026-05,1150,328,0.2852173913043478,203,125,0.6189024390243902,0.44686687707901,0.12695004321958708
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,us_cash_session,cash_open,2070,442,0.2135265700483092,261,181,0.5904977375565611,0.4430884218590271,0.12668286651948799
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,volatility_regime,high_vol,690,315,0.45652173913043476,198,117,0.6285714285714286,0.427173751419869,0.08611352370269057
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,volatility_regime,low_vol,690,28,0.04057971014492753,20,8,0.7142857142857143,0.4807641694511192,0.1946087779990141
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,volatility_regime,mid_vol,690,99,0.14347826086956522,43,56,0.43434343434343436,0.42132734470609307,0.09932629785675934
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,adx_regime,high_adx,885,207,0.23389830508474577,124,83,0.5990338164251208,0.4416965194341153,0.12062509140725863
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,adx_regime,low_adx,688,126,0.18313953488372092,69,57,0.5476190476190477,0.4469878097866164,0.13943451378754404
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,adx_regime,mid_adx,497,109,0.2193158953722334,68,41,0.6238532110091743,0.4401690149211308,0.11981767065208443
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,vix_zscore_regime,high_vix,531,112,0.21092278719397364,30,82,0.26785714285714285,0.450323555429103,0.1412577574928826
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,vix_zscore_regime,low_vix,589,134,0.22750424448217318,118,16,0.8805970149253731,0.4434051969055409,0.12378766366196813
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,vix_zscore_regime,neutral_vix,950,196,0.2063157894736842,113,83,0.576530612244898,0.4388479624610198,0.12033129533654766
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,usdx_zscore_regime,neutral_usd,1048,190,0.18129770992366412,129,61,0.6789473684210526,0.44141931342714613,0.1235716215384598
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,usdx_zscore_regime,strong_usd,585,125,0.21367521367521367,29,96,0.232,0.4488122187109075,0.13868010581558587
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,usdx_zscore_regime,weak_usd,437,127,0.2906178489702517,103,24,0.8110236220472441,0.4394289355392587,0.11808378128356192
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,us10yr_zscore_regime,high_rate,401,85,0.2119700748129676,72,13,0.8470588235294118,0.45868776437647624,0.15144391421070716
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,us10yr_zscore_regime,low_rate,617,168,0.27228525121555913,61,107,0.3630952380952381,0.4365701711158505,0.1164955809784863
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,raw_forward,us10yr_zscore_regime,neutral_rate,1052,189,0.1796577946768061,128,61,0.6772486772486772,0.440965251097661,0.12321934470828948
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,hour_utc,16,145,82,0.5655172413793104,56,26,0.6829268292682927,0.44638023027058304,0.09701087248736415
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,hour_utc,17,345,119,0.34492753623188405,104,15,0.8739495798319328,0.42017207076584084,0.08290857016176417
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,hour_utc,18,342,95,0.2777777777777778,55,40,0.5789473684210527,0.42286303142706555,0.09237151436115566
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,hour_utc,19,326,49,0.15030674846625766,23,26,0.46938775510204084,0.4240684470881714,0.10478617049799376
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,hour_utc,20,308,37,0.12012987012987013,14,23,0.3783783783783784,0.4349253885931783,0.12585486065257678
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,hour_utc,21,295,34,0.1152542372881356,6,28,0.17647058823529413,0.4666260313179533,0.16901489420462462
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,hour_utc,22,28,5,0.17857142857142858,1,4,0.2,0.4819647627217429,0.19078325160912105
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,month,2026-04,799,111,0.13892365456821026,57,54,0.5135135135135135,0.42635847611331823,0.10749351105493062
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,month,2026-05,990,310,0.31313131313131315,202,108,0.6516129032258065,0.4414103617872855,0.11767544373117313
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,us_cash_session,cash_open,1789,421,0.2353269983230855,259,162,0.6152019002375297,0.4346879153627467,0.11312800705799382
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,volatility_regime,high_vol,597,293,0.490787269681742,191,102,0.6518771331058021,0.42962209144029984,0.08826982610589096
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,volatility_regime,low_vol,596,36,0.06040268456375839,22,14,0.6111111111111112,0.45949711665611137,0.16274951005842062
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,volatility_regime,mid_vol,596,92,0.15436241610738255,46,46,0.5,0.41495303769639674,0.08840639336697208
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,adx_regime,high_adx,802,202,0.2518703241895262,123,79,0.6089108910891089,0.4336876256061611,0.10834133441088503
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,adx_regime,low_adx,559,119,0.21288014311270126,68,51,0.5714285714285714,0.43574144471310117,0.12097019556916463
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,adx_regime,mid_adx,428,100,0.2336448598130841,68,32,0.68,0.43518630199343245,0.1118549418365844
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,vix_zscore_regime,high_vix,464,107,0.23060344827586207,30,77,0.2803738317757009,0.44070200275244387,0.12552254120337553
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,vix_zscore_regime,low_vix,491,128,0.2606924643584521,116,12,0.90625,0.43218237689701944,0.10500254850766323
core56_no_top3_weight_features__l2_balanced_c025,c56_bal,core56_no_top3_weight_features,l2_balanced_c025,old_session_parity,vix_zscore_regime,neutral_vix,834,186,0.22302158273381295,113,73,0.6075268817204301,0.43281703147527983,0.11101594027712476
