run_id,queue_id,axis_id,queue_type,queue_rank,seed_variant_id,source_queue_id,variant_id,short_probability_threshold,long_threshold,min_margin,entry_margin_floor,long_block_feature,long_block_min,max_hold_m5,bridge_policy,bridge_policy_value,density_restore_budget,materialized_policy,session_policy,side_policy,restore_policy,trade_splitting_status,top_n_status,proxy_boundary,claim_boundary,validation_trade_count,validation_trade_per_business_day,validation_net_profit,validation_profit_factor,validation_expectancy,validation_max_drawdown,validation_recovery_factor,validation_long_count,validation_short_count,validation_long_short_balance,validation_business_days,oos_trade_count,oos_trade_per_business_day,oos_net_profit,oos_profit_factor,oos_expectancy,oos_max_drawdown,oos_recovery_factor,oos_long_count,oos_short_count,oos_long_short_balance,oos_business_days,combined_trade_count,combined_trade_per_business_day,combined_net_profit,combined_profit_factor,combined_expectancy,combined_max_drawdown,combined_recovery_factor,combined_long_count,combined_short_count,combined_long_short_balance,combined_business_days,net_delta_vs_run364AJ_selected,pf_delta_vs_run364AJ_selected,dd_delta_vs_run364AJ_selected,density_delta_vs_run364AJ_selected,candidate_status,estimated_mt5_trade_count,estimated_mt5_trade_per_business_day,observed_mt5_proxy_survival_ratio,business_days,density_floor,target_profit_factor,density_gap_after_survival,bb_candidate_status,strict_proxy_pass,package_eligible_proxy,selection_score,net_delta_vs_run364AW_mt5,pf_delta_vs_run364AW_mt5,trade_count_delta_vs_run364AW_mt5,estimated_mt5_density_delta_vs_run364AW
run364BB_train_density_restore_stress_to_candidate_scout_without_db_v1,ba02_between_ax03_ax08_floor025_ps450,density_buffer_midpoint(밀도 완충 중간점),candidate(후보),2,run364AY_ax08_density_overstress_floor000,ax08_density_overstress_floor000,run364BB_ba02_between_ax03_ax08_floor025_ps450,0.45,0.0,-0.000562137088,0.00025,adx_14,40.0,6,restore_march_non_hour16_margin,0.1,0.0,density_buffer_midpoint(밀도 완충 중간점),all_sessions_except_premarket_short(프리마켓 숏 제외 전체 세션),"long_all_short_no_premarket(롱 전체, 숏 프리마켓 제외)",search between ax03 density safety and ax08 over-stress buffer(ax03 밀도 안전과 ax08 과압박 완충 사이 탐색),not_used(거래 쪼개기 없음),forbidden(금지),"sequence_proxy_not_mt5_runtime(순서 프록시, MT5 런타임 아님)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,568,2.9278350515,420.422,1.2739082195,0.7401795775,-77.504,5.4245200248,514,54,0.1050583658,194,544,3.9136690647,499.328,1.3673660675,0.9178823529,-127.733,3.9091542514,495,49,0.098989899,139,1112,3.3393393393,919.75,1.3178004168,0.8271133094,-127.733,7.2005668073,1009,103,0.1020812686,333,41.2,-0.0421995832,-145.243,0.4234234234,pass_proxy_pf_density_restore(PF/밀도 복원 프록시 통과),1014,3.045045045,0.9117370892,333,3.0,1.25,0.045045045,package_reviewable_proxy_candidate(패키지 검토 가능 프록시 후보),True,True,1023.7260238879,41.200000000000045,-0.04219958320000017,141.0,0.1291291291000003
run364BB_train_density_restore_stress_to_candidate_scout_without_db_v1,ba01_ax03_stress_to_candidate_floor050_ps450,stress_to_candidate(압박 후보를 후보로 전환),candidate(후보),1,run364AY_ax03_short_restore_ps450_floor050_stress,ax03_short_restore_ps450_floor050_stress,run364BB_ba01_ax03_stress_to_candidate_floor050_ps450,0.45,0.0,-0.000562137088,0.0005,adx_14,40.0,6,restore_march_non_hour16_margin,0.1,0.0,stress_to_candidate(압박 후보를 후보로 전환),all_sessions_except_premarket_short(프리마켓 숏 제외 전체 세션),"long_all_short_no_premarket(롱 전체, 숏 프리마켓 제외)",convert strongest PF/density stress pass into candidate review seed(가장 강한 PF/밀도 압박 통과를 후보 검토 씨앗으로 전환),not_used(거래 쪼개기 없음),forbidden(금지),"sequence_proxy_not_mt5_runtime(순서 프록시, MT5 런타임 아님)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,562,2.8969072165,399.953,1.259000013,0.7116601423,-78.889,5.06981962,508,54,0.1062992126,194,538,3.8705035971,474.176,1.3511208,0.8813680297,-132.758,3.5717320237,489,49,0.100204499,139,1100,3.3033033033,874.129,1.3019773488,0.7946627273,-132.758,6.5843790958,997,103,0.1033099298,333,-4.421,-0.0580226512,-150.268,0.3873873874,pass_proxy_pf_density_restore(PF/밀도 복원 프록시 통과),1003,3.012012012,0.9117370892,333,3.0,1.25,0.012012012,package_reviewable_proxy_candidate(패키지 검토 가능 프록시 후보),True,True,942.0901288074,-4.420999999999935,-0.058022651200000164,129.0,0.09609609610000014
run364BB_train_density_restore_stress_to_candidate_scout_without_db_v1,ba03_short_balance_ps448_floor050,short_balance_offense(숏 균형 공격),offensive_candidate(공격 후보),3,run364AY_ax03_short_restore_ps450_floor050_stress,ax03_short_restore_ps450_floor050_stress,run364BB_ba03_short_balance_ps448_floor050,0.448,0.0,-0.000562137088,0.0005,adx_14,40.0,6,restore_march_non_hour16_margin,0.1,0.0,short_balance_offense(숏 균형 공격),all_sessions_except_premarket_short(프리마켓 숏 제외 전체 세션),"lower_short_threshold_keep_long_rules(숏 임계값 완화, 롱 규칙 유지)",test slightly lower short threshold while keeping floor050(하한 0.00050을 유지하며 숏 임계값을 더 낮춤),not_used(거래 쪼개기 없음),forbidden(금지),"sequence_proxy_not_mt5_runtime(순서 프록시, MT5 런타임 아님)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,565,2.912371134,395.853,1.2565074045,0.7006247788,-72.693,5.4455449631,508,57,0.1122047244,194,543,3.9064748201,461.888,1.338023139,0.8506224678,-144.033,3.2068206592,489,54,0.1104294479,139,1108,3.3273273273,857.741,1.2947886727,0.7741344765,-144.033,5.9551699958,997,111,0.111334002,333,-20.809,-0.0652113273,-161.543,0.4114114114,pass_proxy_pf_density_restore(PF/밀도 복원 프록시 통과),1010,3.033033033,0.9117370892,333,3.0,1.25,0.033033033,package_reviewable_proxy_candidate(패키지 검토 가능 프록시 후보),True,True,932.5384195455,-20.80899999999997,-0.06521132730000012,137.0,0.11711711710000028
run364BB_train_density_restore_stress_to_candidate_scout_without_db_v1,ba04_candidate_floor075_density_rescue_ps450,candidate_density_rescue(후보 밀도 구조),repair_candidate(수리 후보),4,run364AY_ax01_density_buffer_floor075_controlled_expand,ax01_density_buffer_floor075_controlled_expand,run364BB_ba04_candidate_floor075_density_rescue_ps450,0.45,0.0,-0.000562137088,0.00075,adx_14,40.0,6,restore_march_non_hour16_margin,0.1,0.0,candidate_density_rescue(후보 밀도 구조),all_sessions_except_premarket_short(프리마켓 숏 제외 전체 세션),"long_all_short_no_premarket(롱 전체, 숏 프리마켓 제외)",borrow ax01 PF discipline but add short threshold density rescue(ax01 PF 규율에 숏 임계값 밀도 복원을 더함),not_used(거래 쪼개기 없음),forbidden(금지),"sequence_proxy_not_mt5_runtime(순서 프록시, MT5 런타임 아님)",research_development_proxy_scout_only_no_new_model_training_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,557,2.8711340206,393.524,1.2600015196,0.7065062837,-72.693,5.4135061148,503,54,0.1073558648,194,532,3.8273381295,475.658,1.3562717072,0.894093985,-129.758,3.6657315927,483,49,0.1014492754,139,1089,3.2702702703,869.182,1.3051213139,0.7981469238,-129.758,6.6984848718,986,103,0.1044624746,333,-9.368,-0.0548786861,-147.268,0.3543543544,pass_proxy_pf_density_restore(PF/밀도 복원 프록시 통과),993,2.981981982,0.9117370892,333,3.0,1.25,-0.018018018,fail_estimated_mt5_density_floor(추정 MT5 밀도 하한 실패),False,False,789.5590247816,-9.367999999999938,-0.05487868610000013,118.0,0.06606606610000032
