variant_id,queue_id,candidate_alias,source_model_file,source_model_sha256,runtime_model_file,runtime_model_sha256,common_model_path,common_model_sha256,appended_feature,model_strength,model_materialization_type,claim_boundary
run267cr_01_s264_aih_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s264_aih,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/variants/s264_aih/run267cn_01_s264_aih_shared_state_breakout/models/run267cn_01_s264_aih_shared_state_breakout_model.csv,6ad3962c0d3db3e660b45a8b6eed76c63e854a4774931a3e24a2a1e276e2da31,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CR/shared_weakness_breakout_followup_materialization/variants/s264_aih/run267cr_01_s264_aih_state_phase_repl/models/run267cr_01_s264_aih_state_phase_repl_model.csv,e402ac993f9747da1805191e75d7cdb9d690f50df26a7cf476e58de93c58d012,OPV2/s267cr/run267CR_shared_weakness_followup/s264_aih/run267cr_01_s264_aih_state_phase_repl/models/run267cr_01_s264_aih_state_phase_repl_model.csv,e402ac993f9747da1805191e75d7cdb9d690f50df26a7cf476e58de93c58d012,stage267cr_state_phase_monday_replacement_score,balanced_noncalendar_state_phase_replacement_for_monday_and_month_holes,augmented_run267CN_score_table_with_state_phase_replacement_feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267cr_02_s264_lc_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s264_lc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/variants/s264_lc/run267cn_02_s264_lc_shared_state_breakout/models/run267cn_02_s264_lc_shared_state_breakout_model.csv,c5a48965295636a4a1947711928668210b8523ad5d6f8bf57dc69b1869b3ff4a,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CR/shared_weakness_breakout_followup_materialization/variants/s264_lc/run267cr_02_s264_lc_state_phase_repl/models/run267cr_02_s264_lc_state_phase_repl_model.csv,72614e6cbb6ca93062386ae93c47311c34c3e22cf85e4c6f1b5ac612add250ba,OPV2/s267cr/run267CR_shared_weakness_followup/s264_lc/run267cr_02_s264_lc_state_phase_repl/models/run267cr_02_s264_lc_state_phase_repl_model.csv,72614e6cbb6ca93062386ae93c47311c34c3e22cf85e4c6f1b5ac612add250ba,stage267cr_state_phase_monday_replacement_score,balanced_noncalendar_state_phase_replacement_for_monday_and_month_holes,augmented_run267CN_score_table_with_state_phase_replacement_feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267cr_03_s262_lih_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s262_lih,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/variants/s262_lih/run267cn_03_s262_lih_shared_state_breakout/models/run267cn_03_s262_lih_shared_state_breakout_model.csv,058cda87492621b0965f9310963b2daacadb91f85e09e4e202ebba97ca1410b2,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CR/shared_weakness_breakout_followup_materialization/variants/s262_lih/run267cr_03_s262_lih_state_phase_repl/models/run267cr_03_s262_lih_state_phase_repl_model.csv,04f9c0abc688c30bd962ff8e22f1cbb9f996d0e0411a8a33870e582c82af8da8,OPV2/s267cr/run267CR_shared_weakness_followup/s262_lih/run267cr_03_s262_lih_state_phase_repl/models/run267cr_03_s262_lih_state_phase_repl_model.csv,04f9c0abc688c30bd962ff8e22f1cbb9f996d0e0411a8a33870e582c82af8da8,stage267cr_state_phase_monday_replacement_score,balanced_noncalendar_state_phase_replacement_for_monday_and_month_holes,augmented_run267CN_score_table_with_state_phase_replacement_feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267cr_04_s264_aia_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s264_aia,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/variants/s264_aia/run267cn_04_s264_aia_shared_state_breakout/models/run267cn_04_s264_aia_shared_state_breakout_model.csv,6f41f83df3a192fcb30d687184466b331b5198e78f3cad6b7a75184f4dcd5838,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CR/shared_weakness_breakout_followup_materialization/variants/s264_aia/run267cr_04_s264_aia_state_phase_repl/models/run267cr_04_s264_aia_state_phase_repl_model.csv,919e3741c173bc93a210247522b626f55deff334cf98b95d3e949222eb33cda5,OPV2/s267cr/run267CR_shared_weakness_followup/s264_aia/run267cr_04_s264_aia_state_phase_repl/models/run267cr_04_s264_aia_state_phase_repl_model.csv,919e3741c173bc93a210247522b626f55deff334cf98b95d3e949222eb33cda5,stage267cr_state_phase_monday_replacement_score,balanced_noncalendar_state_phase_replacement_for_monday_and_month_holes,augmented_run267CN_score_table_with_state_phase_replacement_feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267cr_05_s258_stc_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s258_stc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/variants/s258_stc/run267cn_05_s258_stc_shared_state_breakout/models/run267cn_05_s258_stc_shared_state_breakout_model.csv,78906ded797b9ad46c1a2d4f1ed251f9122150cbfd4943f2e2addd43f7f3ca6c,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CR/shared_weakness_breakout_followup_materialization/variants/s258_stc/run267cr_05_s258_stc_state_phase_repl/models/run267cr_05_s258_stc_state_phase_repl_model.csv,674188cbed4b770878f1a727386c093762274e4367ee4d88402010afc4b1bbc7,OPV2/s267cr/run267CR_shared_weakness_followup/s258_stc/run267cr_05_s258_stc_state_phase_repl/models/run267cr_05_s258_stc_state_phase_repl_model.csv,674188cbed4b770878f1a727386c093762274e4367ee4d88402010afc4b1bbc7,stage267cr_state_phase_monday_replacement_score,balanced_noncalendar_state_phase_replacement_for_monday_and_month_holes,augmented_run267CN_score_table_with_state_phase_replacement_feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267cr_06_s264_aih_aggr_supply_expand,run267cr_q03_aih_aggressive_shock_supply_expansion,s264_aih,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/variants/s264_aih/run267cn_06_s264_aih_aggressive_shock_release_reentry/models/run267cn_06_s264_aih_aggressive_shock_release_reentry_model.csv,86249fd31b2b6cf08f0411ddd435a72794e250ece0e0a08f02830e7e6c841a82,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CR/shared_weakness_breakout_followup_materialization/variants/s264_aih/run267cr_06_s264_aih_aggr_supply_expand/models/run267cr_06_s264_aih_aggr_supply_expand_model.csv,55b334c562afff248073c6c47ef237548675b7259336507439e89d6e8c3a5426,OPV2/s267cr/run267CR_shared_weakness_followup/s264_aih/run267cr_06_s264_aih_aggr_supply_expand/models/run267cr_06_s264_aih_aggr_supply_expand_model.csv,55b334c562afff248073c6c47ef237548675b7259336507439e89d6e8c3a5426,stage267cr_aggressive_shock_supply_expansion_score,aggressive_supply_expansion_without_collapsing_trade_count,augmented_run267CN_score_table_with_aggressive_supply_expansion_feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
run267cr_07_s258_stc_redzone_stress,run267cr_q04_stc_redzone_stress_blast,s258_stc,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CN/pool_wide_shared_weakness_breakout_materialization/variants/s258_stc/run267cn_05_s258_stc_shared_state_breakout/models/run267cn_05_s258_stc_shared_state_breakout_model.csv,78906ded797b9ad46c1a2d4f1ed251f9122150cbfd4943f2e2addd43f7f3ca6c,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267CR/shared_weakness_breakout_followup_materialization/variants/s258_stc/run267cr_07_s258_stc_redzone_stress/models/run267cr_07_s258_stc_redzone_stress_model.csv,674188cbed4b770878f1a727386c093762274e4367ee4d88402010afc4b1bbc7,OPV2/s267cr/run267CR_shared_weakness_followup/s258_stc/run267cr_07_s258_stc_redzone_stress/models/run267cr_07_s258_stc_redzone_stress_model.csv,674188cbed4b770878f1a727386c093762274e4367ee4d88402010afc4b1bbc7,stage267cr_redzone_stress_blast_score,single_high_risk_stress_blast_for_s258_stc_then_prune_or_demote,augmented_run267CN_score_table_with_redzone_stress_blast_feature,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
