variant_id,queue_id,candidate_alias,engineered_feature,source_component,transform,weight,q25,q50,q75,component_status,threshold_source
run267cr_02_s264_lc_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s264_lc,stage267cr_state_phase_monday_replacement_score,atr_14_over_atr_50,abs_center_1,0.15,0.116342961785,0.27963316441,0.477563142775,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_02_s264_lc_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s264_lc,stage267cr_state_phase_monday_replacement_score,historical_vol_5_over_20,abs_center_1,0.14,0.134632021186,0.28647732735,0.456689119339,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_02_s264_lc_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s264_lc,stage267cr_state_phase_monday_replacement_score,di_spread_14,abs,0.12,4.60752820969,9.9041633606,17.0810461044,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_02_s264_lc_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s264_lc,stage267cr_state_phase_monday_replacement_score,bb_position_20,abs_center_0_5,0.09,0.148229032755,0.284953594208,0.412794105709,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_02_s264_lc_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s264_lc,stage267cr_state_phase_monday_replacement_score,return_zscore_20,abs,0.05,0.310194760561,0.676886975765,1.18894177675,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_02_s264_lc_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s264_lc,stage267cr_state_phase_monday_replacement_score,log_return_1_negative_rolling_24,rolling_negative_state_pressure,0.07,0.416666666667,0.5,0.583333333333,ok,closed_bar_history_no_future_trade_result
run267cr_03_s262_lih_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s262_lih,stage267cr_state_phase_monday_replacement_score,stage267cn_shared_weakness_state_interaction_score,raw,0.22,0.293518842901,0.469098491782,0.666551805122,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_03_s262_lih_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s262_lih,stage267cr_state_phase_monday_replacement_score,stage267cf_volatility_energy_transition_score,raw,0.16,0.263605897379,0.48672353015,0.691140165766,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_03_s262_lih_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s262_lih,stage267cr_state_phase_monday_replacement_score,atr_14_over_atr_50,abs_center_1,0.15,0.116342961785,0.27963316441,0.477563142775,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_03_s262_lih_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s262_lih,stage267cr_state_phase_monday_replacement_score,historical_vol_5_over_20,abs_center_1,0.14,0.134632021186,0.28647732735,0.456689119339,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_03_s262_lih_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s262_lih,stage267cr_state_phase_monday_replacement_score,di_spread_14,abs,0.12,4.60752820969,9.9041633606,17.0810461044,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_03_s262_lih_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s262_lih,stage267cr_state_phase_monday_replacement_score,bb_position_20,abs_center_0_5,0.09,0.148229032755,0.284953594208,0.412794105709,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_03_s262_lih_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s262_lih,stage267cr_state_phase_monday_replacement_score,return_zscore_20,abs,0.05,0.310194760561,0.676886975765,1.18894177675,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_03_s262_lih_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s262_lih,stage267cr_state_phase_monday_replacement_score,log_return_1_negative_rolling_24,rolling_negative_state_pressure,0.07,0.416666666667,0.5,0.583333333333,ok,closed_bar_history_no_future_trade_result
run267cr_04_s264_aia_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s264_aia,stage267cr_state_phase_monday_replacement_score,stage267cn_shared_weakness_state_interaction_score,raw,0.22,0.293518842901,0.469098491782,0.666551805122,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_04_s264_aia_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s264_aia,stage267cr_state_phase_monday_replacement_score,stage267cf_volatility_energy_transition_score,raw,0.16,0.263605897379,0.48672353015,0.691140165766,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_04_s264_aia_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s264_aia,stage267cr_state_phase_monday_replacement_score,atr_14_over_atr_50,abs_center_1,0.15,0.116342961785,0.27963316441,0.477563142775,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_04_s264_aia_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s264_aia,stage267cr_state_phase_monday_replacement_score,historical_vol_5_over_20,abs_center_1,0.14,0.134632021186,0.28647732735,0.456689119339,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_04_s264_aia_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s264_aia,stage267cr_state_phase_monday_replacement_score,di_spread_14,abs,0.12,4.60752820969,9.9041633606,17.0810461044,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_04_s264_aia_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s264_aia,stage267cr_state_phase_monday_replacement_score,bb_position_20,abs_center_0_5,0.09,0.148229032755,0.284953594208,0.412794105709,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_04_s264_aia_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s264_aia,stage267cr_state_phase_monday_replacement_score,return_zscore_20,abs,0.05,0.310194760561,0.676886975765,1.18894177675,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_04_s264_aia_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s264_aia,stage267cr_state_phase_monday_replacement_score,log_return_1_negative_rolling_24,rolling_negative_state_pressure,0.07,0.416666666667,0.5,0.583333333333,ok,closed_bar_history_no_future_trade_result
run267cr_05_s258_stc_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s258_stc,stage267cr_state_phase_monday_replacement_score,stage267cn_shared_weakness_state_interaction_score,raw,0.22,0.293518842901,0.469098491782,0.666551805122,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_05_s258_stc_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s258_stc,stage267cr_state_phase_monday_replacement_score,stage267cf_volatility_energy_transition_score,raw,0.16,0.263605897379,0.48672353015,0.691140165766,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_05_s258_stc_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s258_stc,stage267cr_state_phase_monday_replacement_score,atr_14_over_atr_50,abs_center_1,0.15,0.116342961785,0.27963316441,0.477563142775,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_05_s258_stc_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s258_stc,stage267cr_state_phase_monday_replacement_score,historical_vol_5_over_20,abs_center_1,0.14,0.134632021186,0.28647732735,0.456689119339,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_05_s258_stc_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s258_stc,stage267cr_state_phase_monday_replacement_score,di_spread_14,abs,0.12,4.60752820969,9.9041633606,17.0810461044,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_05_s258_stc_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s258_stc,stage267cr_state_phase_monday_replacement_score,bb_position_20,abs_center_0_5,0.09,0.148229032755,0.284953594208,0.412794105709,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_05_s258_stc_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s258_stc,stage267cr_state_phase_monday_replacement_score,return_zscore_20,abs,0.05,0.310194760561,0.676886975765,1.18894177675,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_05_s258_stc_state_phase_repl,run267cr_q01_pool_monday_state_phase_replacement,s258_stc,stage267cr_state_phase_monday_replacement_score,log_return_1_negative_rolling_24,rolling_negative_state_pressure,0.07,0.416666666667,0.5,0.583333333333,ok,closed_bar_history_no_future_trade_result
run267cr_06_s264_aih_aggr_supply_expand,run267cr_q03_aih_aggressive_shock_supply_expansion,s264_aih,stage267cr_aggressive_shock_supply_expansion_score,stage267cn_aggressive_shock_release_reentry_score,raw,0.25,0.133500883823,0.29642639532,0.5,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_06_s264_aih_aggr_supply_expand,run267cr_q03_aih_aggressive_shock_supply_expansion,s264_aih,stage267cr_aggressive_shock_supply_expansion_score,stage267cn_shared_weakness_state_interaction_score,raw,0.13,0,0,0,missing_component_zero_filled,blocked_component_receipt_no_future_trade_result
run267cr_06_s264_aih_aggr_supply_expand,run267cr_q03_aih_aggressive_shock_supply_expansion,s264_aih,stage267cr_aggressive_shock_supply_expansion_score,stage267cf_trend_strength_replacement_score,raw,0.15,0,0,0,missing_component_zero_filled,blocked_component_receipt_no_future_trade_result
run267cr_06_s264_aih_aggr_supply_expand,run267cr_q03_aih_aggressive_shock_supply_expansion,s264_aih,stage267cr_aggressive_shock_supply_expansion_score,return_zscore_20,abs,0.14,0.310194760561,0.676886975765,1.18894177675,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_06_s264_aih_aggr_supply_expand,run267cr_q03_aih_aggressive_shock_supply_expansion,s264_aih,stage267cr_aggressive_shock_supply_expansion_score,gap_percent,abs,0.11,0,8.45897284307e-06,1.90215523616e-05,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_06_s264_aih_aggr_supply_expand,run267cr_q03_aih_aggressive_shock_supply_expansion,s264_aih,stage267cr_aggressive_shock_supply_expansion_score,close_prev_close_ratio,abs_center_1,0.1,0.0002621412275,0.000575602055,0.0010507702835,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_06_s264_aih_aggr_supply_expand,run267cr_q03_aih_aggressive_shock_supply_expansion,s264_aih,stage267cr_aggressive_shock_supply_expansion_score,return_1_over_atr_14,positive_pressure,0.05,0,0.00937122385949,0.440406441689,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_06_s264_aih_aggr_supply_expand,run267cr_q03_aih_aggressive_shock_supply_expansion,s264_aih,stage267cr_aggressive_shock_supply_expansion_score,log_return_1_negative_rolling_24,rolling_negative_state_pressure,0.07,0.416666666667,0.5,0.583333333333,ok,closed_bar_history_no_future_trade_result
run267cr_07_s258_stc_redzone_stress,run267cr_q04_stc_redzone_stress_blast,s258_stc,stage267cr_redzone_stress_blast_score,stage267cn_shared_weakness_state_interaction_score,raw,0.2,0.293518842901,0.469098491782,0.666551805122,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_07_s258_stc_redzone_stress,run267cr_q04_stc_redzone_stress_blast,s258_stc,stage267cr_redzone_stress_blast_score,stage267cf_range_pressure_asymmetry_score,raw,0.17,0.281431077701,0.4707879377,0.679794991425,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_07_s258_stc_redzone_stress,run267cr_q04_stc_redzone_stress_blast,s258_stc,stage267cr_redzone_stress_blast_score,return_1_over_atr_14,abs,0.16,0.209149762988,0.442891985178,0.771264314651,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_07_s258_stc_redzone_stress,run267cr_q04_stc_redzone_stress_blast,s258_stc,stage267cr_redzone_stress_blast_score,atr_14_over_atr_50,raw,0.14,1.10512930154,1.27963316441,1.47756314278,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_07_s258_stc_redzone_stress,run267cr_q04_stc_redzone_stress_blast,s258_stc,stage267cr_redzone_stress_blast_score,historical_vol_5_over_20,raw,0.13,0.623670458794,0.858889579773,1.12701761722,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_07_s258_stc_redzone_stress,run267cr_q04_stc_redzone_stress_blast,s258_stc,stage267cr_redzone_stress_blast_score,gap_percent,abs,0.1,0,8.45897284307e-06,1.90215523616e-05,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_07_s258_stc_redzone_stress,run267cr_q04_stc_redzone_stress_blast,s258_stc,stage267cr_redzone_stress_blast_score,bb_position_20,abs_center_0_5,0.05,0.148229032755,0.284953594208,0.412794105709,ok,candidate_source_feature_quantiles_current_and_prior_closed_bar_state_only
run267cr_07_s258_stc_redzone_stress,run267cr_q04_stc_redzone_stress_blast,s258_stc,stage267cr_redzone_stress_blast_score,log_return_1_negative_rolling_24,rolling_negative_state_pressure,0.07,0.416666666667,0.5,0.583333333333,ok,closed_bar_history_no_future_trade_result
