split,test_period_start,test_period_end,deal_count,trade_count,trades_per_day,long_trade_count,short_trade_count,winning_trade_count,losing_trade_count,win_rate_percent,gross_profit,gross_loss,net_profit,profit_factor,expectancy,average_win,average_loss,payoff_ratio,recovery_factor,max_drawdown_amount_from_trade_balance,max_drawdown_percent_from_trade_balance,time_under_water_trades,max_consecutive_loss,receipt_net_profit,receipt_profit_factor,receipt_trade_count,receipt_gross_profit,receipt_gross_loss,receipt_win_rate_percent,receipt_max_drawdown_percent,net_delta_vs_receipt,trade_count_delta_vs_receipt,gross_profit_delta_vs_receipt,gross_loss_delta_vs_receipt,profit_factor_delta_vs_receipt,reconciled,attempt_name,candidate_id,report_path,report_sha256,report_metrics_status,report_metrics,trade_report_summary
validation,2025-01-02,2025-10-01,1394,697,2.5625,697,0,168,529,24.103299856527975,316.57,-463.59,-147.01999999999998,0.6828663258482711,-0.21093256814921088,1.8843452380952381,-0.876351606805293,2.150215990319854,-0.9453446502057589,155.52000000000038,30.96034400382235,693,16,-147.02,0.68,697,316.57,-463.59,24.1,30.98,2.842170943040401e-14,0,0.0,0.0,0.0028663258482710674,True,f81c_runtime_materialization_validation,f81c_runtime_f81b_01107,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_81__mt5_native_order_intent_cost_shape_rebuild/02_runs/frontier81C_mt5_runtime_materialization_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier81C_mt5_runtime_materialization_v1_f81c_runtime_materialization_validation.htm,f1fc740cca75fc5990eeade94daa654a5d7c61937b9d52c45d90645d03d284ba,completed,"{""balance_drawdown_maximal_amount"":155.52,""balance_drawdown_maximal_percent"":30.96,""deal_count"":1394,""equity_drawdown_maximal_amount"":155.64,""equity_drawdown_maximal_percent"":30.98,""expectancy"":-0.21,""gross_loss"":-463.59,""gross_profit"":316.57,""long_trade_count"":697,""long_win_rate_percent"":24.1,""losing_trade_count"":529,""loss_rate_percent"":75.9,""max_drawdown_amount"":155.64,""max_drawdown_percent"":30.98,""missing_required_metrics"":[],""net_profit"":-147.02,""parsed_row_count"":2972,""profit_factor"":0.68,""recovery_factor"":-0.94,""report_path"":""C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_81__mt5_native_order_intent_cost_shape_rebuild/02_runs/frontier81C_mt5_runtime_materialization_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier81C_mt5_runtime_materialization_v1_f81c_runtime_materialization_validation.htm"",""sharpe_ratio"":-5.0,""short_trade_count"":0,""short_win_rate_percent"":0.0,""source_encoding"":""utf-16"",""status"":""completed"",""trade_count"":697,""win_rate_percent"":24.1,""winning_trade_count"":168}","{""average_position_holding_bars"":0.13999999999999999,""average_position_holding_time"":""0:00:42"",""correlation_mfe_mae"":0.6385,""correlation_profit_mae"":0.8,""correlation_profit_mfe"":0.84}"
oos,2025-10-01,2026-04-14,1340,670,3.4358974358974357,670,0,170,500,25.37313432835821,318.13,-433.84000000000003,-115.71,0.7332887700534759,-0.17270149253731343,1.8713529411764707,-0.8676800000000001,2.1567316766278704,-0.9693390299070117,119.37,23.70992730306281,666,20,-115.71,0.73,670,318.13,-433.84,25.37,23.72,0.0,0,0.0,-5.684341886080802e-14,0.0032887700534759423,True,f81c_runtime_materialization_oos,f81c_runtime_f81b_01107,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_81__mt5_native_order_intent_cost_shape_rebuild/02_runs/frontier81C_mt5_runtime_materialization_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier81C_mt5_runtime_materialization_v1_f81c_runtime_materialization_oos.htm,76a00bea5e2a6dfb0255137de5346559c11c57fa7fe64d70bfed9fb44f91eb1a,completed,"{""balance_drawdown_maximal_amount"":119.37,""balance_drawdown_maximal_percent"":23.71,""deal_count"":1340,""equity_drawdown_maximal_amount"":119.43,""equity_drawdown_maximal_percent"":23.72,""expectancy"":-0.17,""gross_loss"":-433.84,""gross_profit"":318.13,""long_trade_count"":670,""long_win_rate_percent"":25.37,""losing_trade_count"":500,""loss_rate_percent"":74.63,""max_drawdown_amount"":119.43,""max_drawdown_percent"":23.72,""missing_required_metrics"":[],""net_profit"":-115.71,""parsed_row_count"":2864,""profit_factor"":0.73,""recovery_factor"":-0.97,""report_path"":""C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_81__mt5_native_order_intent_cost_shape_rebuild/02_runs/frontier81C_mt5_runtime_materialization_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier81C_mt5_runtime_materialization_v1_f81c_runtime_materialization_oos.htm"",""sharpe_ratio"":-5.0,""short_trade_count"":0,""short_win_rate_percent"":0.0,""source_encoding"":""utf-16"",""status"":""completed"",""trade_count"":670,""win_rate_percent"":25.37,""winning_trade_count"":170}","{""average_position_holding_bars"":0.12333333333333334,""average_position_holding_time"":""0:00:37"",""correlation_mfe_mae"":0.7128,""correlation_profit_mae"":0.87,""correlation_profit_mfe"":0.82}"
