split,test_period_start,test_period_end,deal_count,trade_count,trades_per_day,long_trade_count,short_trade_count,winning_trade_count,losing_trade_count,win_rate_percent,gross_profit,gross_loss,net_profit,profit_factor,expectancy,average_win,average_loss,payoff_ratio,recovery_factor,max_drawdown_amount_from_trade_balance,max_drawdown_percent_from_trade_balance,time_under_water_trades,max_consecutive_loss,receipt_net_profit,receipt_profit_factor,receipt_trade_count,receipt_gross_profit,receipt_gross_loss,receipt_win_rate_percent,receipt_max_drawdown_percent,net_delta_vs_receipt,trade_count_delta_vs_receipt,gross_profit_delta_vs_receipt,gross_loss_delta_vs_receipt,profit_factor_delta_vs_receipt,reconciled,attempt_name,candidate_id,report_path,report_sha256,report_metrics_status,report_metrics,trade_report_summary
validation,2025-01-02,2025-10-01,3926,1963,7.216911764705882,1963,0,644,1319,32.80692817116658,1013.48,-1292.46,-278.98,0.784148058740696,-0.14211920529801325,1.5737267080745343,-0.9798786959818044,1.6060423749673574,-0.9772655620555177,285.4700000000116,56.97549097876649,1962,20,-278.98,0.78,1963,1013.48,-1292.46,32.81,57.0,0.0,0,0.0,0.0,0.0041480587406960145,True,f82c_runtime_materialization_validation,f82c_runtime_f82b_07295,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_82__density_first_runtime_economic_mechanism_rotation/02_runs/frontier82C_mt5_runtime_materialization_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier82C_mt5_runtime_materialization_v1_f82c_runtime_materialization_validation.htm,52a1421bb247b2c1902157cd9488bfe84c507379c3abbe4caca86f663ef846b7,completed,"{""balance_drawdown_maximal_amount"":285.47,""balance_drawdown_maximal_percent"":56.98,""deal_count"":3926,""equity_drawdown_maximal_amount"":285.59,""equity_drawdown_maximal_percent"":57.0,""expectancy"":-0.14,""gross_loss"":-1292.46,""gross_profit"":1013.48,""long_trade_count"":1963,""long_win_rate_percent"":32.81,""losing_trade_count"":1319,""loss_rate_percent"":67.19,""max_drawdown_amount"":285.59,""max_drawdown_percent"":57.0,""missing_required_metrics"":[],""net_profit"":-278.98,""parsed_row_count"":8036,""profit_factor"":0.78,""recovery_factor"":-0.98,""report_path"":""C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_82__density_first_runtime_economic_mechanism_rotation/02_runs/frontier82C_mt5_runtime_materialization_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier82C_mt5_runtime_materialization_v1_f82c_runtime_materialization_validation.htm"",""sharpe_ratio"":-5.0,""short_trade_count"":0,""short_win_rate_percent"":0.0,""source_encoding"":""utf-16"",""status"":""completed"",""trade_count"":1963,""win_rate_percent"":32.81,""winning_trade_count"":644}","{""average_position_holding_bars"":0.12,""average_position_holding_time"":""0:00:36"",""correlation_mfe_mae"":0.6695,""correlation_profit_mae"":0.83,""correlation_profit_mfe"":0.85}"
oos,2025-10-01,2026-04-14,2676,1338,6.861538461538461,1338,0,492,846,36.771300448430495,772.4300000000001,-827.64,-55.209999999999994,0.9332922526702432,-0.041263079222720475,1.569979674796748,-0.9782978723404255,1.6048074100793206,-0.5239631773749519,105.3700000000025,20.34837688044394,1319,11,-55.21,0.93,1338,772.43,-827.64,36.77,20.36,7.105427357601002e-15,0,1.1368683772161603e-13,0.0,0.0032922526702431343,True,f82c_runtime_materialization_oos,f82c_runtime_f82b_07295,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_82__density_first_runtime_economic_mechanism_rotation/02_runs/frontier82C_mt5_runtime_materialization_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier82C_mt5_runtime_materialization_v1_f82c_runtime_materialization_oos.htm,c0c5fc1985a863eabe0e5086024f6cb7cf41f136712d9232099f0c3843c848ab,completed,"{""balance_drawdown_maximal_amount"":105.37,""balance_drawdown_maximal_percent"":20.35,""deal_count"":2676,""equity_drawdown_maximal_amount"":105.43,""equity_drawdown_maximal_percent"":20.36,""expectancy"":-0.04,""gross_loss"":-827.64,""gross_profit"":772.43,""long_trade_count"":1338,""long_win_rate_percent"":36.77,""losing_trade_count"":846,""loss_rate_percent"":63.23,""max_drawdown_amount"":105.43,""max_drawdown_percent"":20.36,""missing_required_metrics"":[],""net_profit"":-55.21,""parsed_row_count"":5536,""profit_factor"":0.93,""recovery_factor"":-0.52,""report_path"":""C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_82__density_first_runtime_economic_mechanism_rotation/02_runs/frontier82C_mt5_runtime_materialization_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier82C_mt5_runtime_materialization_v1_f82c_runtime_materialization_oos.htm"",""sharpe_ratio"":-5.0,""short_trade_count"":0,""short_win_rate_percent"":0.0,""source_encoding"":""utf-16"",""status"":""completed"",""trade_count"":1338,""win_rate_percent"":36.77,""winning_trade_count"":492}","{""average_position_holding_bars"":0.09666666666666666,""average_position_holding_time"":""0:00:29"",""correlation_mfe_mae"":0.7312,""correlation_profit_mae"":0.86,""correlation_profit_mfe"":0.86}"
