record_id,record_grain,stage_id,run_id,source_run_id,parent_run_id,split,test_period_start,test_period_end,proxy_net_profit,runtime_net_profit,proxy_profit_factor,runtime_profit_factor,proxy_drawdown_percent,runtime_drawdown_percent,runtime_trade_count,runtime_trades_per_day,runtime_gross_profit,runtime_gross_loss,runtime_win_rate,runtime_average_win,runtime_average_loss,runtime_payoff_ratio,runtime_expectancy,runtime_recovery_factor,signal_count_diff,feature_ready_diff,order_fill_rate,trade_list_available,deal_pnl_columns_available,decision,repair_axis,next_run_id
frontier82E_capped_repair_or_rotation_decision_v1__validation,split_decision_evidence(구간별 결정 근거),stage_frontier_82__density_first_runtime_economic_mechanism_rotation,frontier82E_capped_repair_or_rotation_decision_v1,frontier82C_mt5_runtime_materialization_v1,frontier82D_proxy_runtime_gap_attribution_v1,validation,2025-01-02,2025-10-01,234.95374351707255,-278.98,1.2528537782907594,0.78,3.9147572846512957,57.0,1963.0,7.216911764705882,1013.48,-1292.46,0.3281,1.5737267080745343,-0.9798786959818044,1.6060423749673574,-0.14,-0.98,0.0,0.0,0.9944275582573455,False,False,capped_repair_selected,deal_reconciled_runtime_label_preflight,frontier82F_deal_reconciled_runtime_label_preflight_v1
frontier82E_capped_repair_or_rotation_decision_v1__oos,split_decision_evidence(구간별 결정 근거),stage_frontier_82__density_first_runtime_economic_mechanism_rotation,frontier82E_capped_repair_or_rotation_decision_v1,frontier82C_mt5_runtime_materialization_v1,frontier82D_proxy_runtime_gap_attribution_v1,oos,2025-10-01,2026-04-14,190.97504260071986,-55.21,1.312138066226088,0.93,2.4483866090271933,20.36,1338.0,6.861538461538461,772.43,-827.64,0.3677,1.5699796747967478,-0.9782978723404255,1.6048074100793204,-0.04,-0.52,0.0,0.0,0.9992531740104555,False,False,capped_repair_selected,deal_reconciled_runtime_label_preflight,frontier82F_deal_reconciled_runtime_label_preflight_v1
frontier82E_capped_repair_or_rotation_decision_v1__decision,capped_repair_or_rotation_decision(상한 수리 또는 회전 결정),stage_frontier_82__density_first_runtime_economic_mechanism_rotation,frontier82E_capped_repair_or_rotation_decision_v1,frontier82C_mt5_runtime_materialization_v1,frontier82D_proxy_runtime_gap_attribution_v1,all,validation_2025-01-02; oos_2025-10-01,validation_2025-10-01; oos_2026-04-14,,,,,,,,,,,,,,,,,0_both_splits,0_both_splits,0.9944_validation;0.9993_oos,False,False,capped_repair_selected,deal_reconciled_runtime_label_preflight,frontier82F_deal_reconciled_runtime_label_preflight_v1
