label_name,feature_set,feature_count,model,status,train_rows,positive_rows,positive_rate
density_supply_first_long_same_bar_open_h8_tp9_sl6_pessimistic_density_supply_q50,density_core,27,logistic_l2_balanced,fit_ok,29222,8356,0.2859489425775101
density_supply_first_long_same_bar_open_h8_tp9_sl6_pessimistic_density_supply_q50,density_core,27,extra_trees_d7_l120,fit_ok,29222,8356,0.2859489425775101
density_supply_first_long_same_bar_open_h8_tp9_sl6_pessimistic_density_supply_q50,density_core,27,histgbm_density_shallow,fit_ok,29222,8356,0.2859489425775101
density_supply_first_long_same_bar_open_h8_tp9_sl6_pessimistic_density_supply_q50,trend_density,28,logistic_l2_balanced,fit_ok,29222,8356,0.2859489425775101
density_supply_first_long_same_bar_open_h8_tp9_sl6_pessimistic_density_supply_q50,trend_density,28,extra_trees_d7_l120,fit_ok,29222,8356,0.2859489425775101
density_supply_first_long_same_bar_open_h8_tp9_sl6_pessimistic_density_supply_q50,trend_density,28,histgbm_density_shallow,fit_ok,29222,8356,0.2859489425775101
density_supply_first_long_same_bar_open_h8_tp9_sl6_pessimistic_density_supply_q50,compact_exportable_30,30,logistic_l2_balanced,fit_ok,29222,8356,0.2859489425775101
density_supply_first_long_same_bar_open_h8_tp9_sl6_pessimistic_density_supply_q50,compact_exportable_30,30,extra_trees_d7_l120,fit_ok,29222,8356,0.2859489425775101
density_supply_first_long_same_bar_open_h8_tp9_sl6_pessimistic_density_supply_q50,compact_exportable_30,30,histgbm_density_shallow,fit_ok,29222,8356,0.2859489425775101
density_supply_first_long_next_bar_open_control_h8_tp9_sl6_close_direction_density_supply_q50,density_core,27,logistic_l2_balanced,fit_ok,29222,11701,0.40041749366915336
density_supply_first_long_next_bar_open_control_h8_tp9_sl6_close_direction_density_supply_q50,density_core,27,extra_trees_d7_l120,fit_ok,29222,11701,0.40041749366915336
density_supply_first_long_next_bar_open_control_h8_tp9_sl6_close_direction_density_supply_q50,density_core,27,histgbm_density_shallow,fit_ok,29222,11701,0.40041749366915336
density_supply_first_long_next_bar_open_control_h8_tp9_sl6_close_direction_density_supply_q50,trend_density,28,logistic_l2_balanced,fit_ok,29222,11701,0.40041749366915336
