candidate_id,surface_family,label_name,side,entry_mode,fill_order,hold_bars,tp_price_units,sl_price_units,tp_broker_points,sl_broker_points,label_mode,utility_quantile,feature_set,feature_count,model,prob_quantile,prob_threshold,regime,risk_filter,cooldown_bars,contract_pnl_scale,initial_balance,raw_signal_total_diagnostic_only,lifecycle_trade_total,overall_signal_to_trade_ratio_diagnostic_only,scout_clue,materialization_candidate,meaningful_signal,final_like_reference,dual_positive,density_beats_f81g_seed,rank_score,signal_count_claim_boundary,validation_raw_signal_count,validation_lifecycle_trade_count,validation_signal_to_trade_ratio,oos_raw_signal_count,oos_lifecycle_trade_count,oos_signal_to_trade_ratio,val_net,val_gross_profit,val_gross_loss,val_pf,val_dd_pct,val_trade_count,val_calendar_days,val_calendar_trades_day,val_active_days,val_active_trades_day,val_win_rate,val_avg_win,val_avg_loss,val_payoff,val_expectancy,val_recovery,val_avg_hold_bars,val_avg_mae_contract,val_avg_spread_cost_contract,val_max_consecutive_loss,val_time_under_water_trades,val_smooth_equity_proxy,oos_net,oos_gross_profit,oos_gross_loss,oos_pf,oos_dd_pct,oos_trade_count,oos_calendar_days,oos_calendar_trades_day,oos_active_days,oos_active_trades_day,oos_win_rate,oos_avg_win,oos_avg_loss,oos_payoff,oos_expectancy,oos_recovery,oos_avg_hold_bars,oos_avg_mae_contract,oos_avg_spread_cost_contract,oos_max_consecutive_loss,oos_time_under_water_trades,oos_smooth_equity_proxy
f82b_09427,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,trend_density,28,extra_trees_d7_l120,0.58,0.5038995858360106,cash_open,none,0,0.08870965974736267,500.0,1624,1571,0.9673645320197044,1,1,1,0,1,1,2597378.506249672,diagnostic_only_not_economics,973,928,0.9537512846865365,651,643,0.9877112135176651,159.8485971885652,677.6637359692733,-517.8151387807078,1.3086981921095602,5.3825473148309815,928,271,3.4243542435424352,168,5.523809523809524,0.4375,1.6691225023873726,-0.9919830244841146,1.68261196128372,0.1722506435221608,5.939514799920887,1.0775862068965518,8.050324192305498,0.10496704318834753,9,119,0,127.75078100217698,475.38619562014185,-347.6354146179648,1.367484944370726,3.6796766863205677,643,194,3.314432989690722,110,5.845454545454546,0.43390357698289267,1.7038931742657415,-0.9550423478515516,1.7841022213295494,0.19867928616201708,6.943587270974031,1.026438569206843,10.556997219654974,0.06896727668383607,12,146,0
f82b_07447,side_session_release,side_session_release_long_next_bar_open_control_h12_tp15_sl9_close_direction_session_release_q52,long,next_bar_open_control,close_direction,12,15.0,9.0,1500.0,900.0,session_release,0.52,compact_exportable_30,30,extra_trees_d7_l120,0.58,0.5044001230291631,cash_open,none,0,0.08870965974736267,500.0,1477,1461,0.989167230873392,1,1,1,0,1,1,2597110.8530460214,diagnostic_only_not_economics,868,853,0.9827188940092166,609,608,0.9983579638752053,104.51505982455036,503.6703835339909,-399.1553237094406,1.2618405758772506,4.385450739270618,853,271,3.1476014760147604,165,5.16969696969697,0.48182883939038684,1.2254753857274718,-0.9030663432340286,1.3570158991186003,0.12252644762549866,4.76644550529979,1.0257913247362251,7.359077779911627,0.10491555221914639,8,166,1,84.23248321991326,361.9531537011892,-277.7206704812759,1.3032992937613994,2.1290318339367102,608,194,3.134020618556701,108,5.62962962962963,0.4720394736842105,1.2611608142898578,-0.8651734282905791,1.457697119503168,0.1385402684538047,7.912749999999975,1.0082236842105263,8.708866580033444,0.06805986016834253,9,88,0
f82b_09457,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,trend_density,28,extra_trees_d7_l120,0.68,0.5107546925381701,cash_open,none,0,0.08870965974736267,500.0,1616,1566,0.969059405940594,1,1,1,0,1,1,2597061.9420027332,diagnostic_only_not_economics,967,925,0.9565667011375388,649,641,0.987673343605547,160.1679519636557,675.9959943660228,-515.8280424023669,1.3105064843270355,5.3825473148309815,925,271,3.4132841328413286,168,5.505952380952381,0.43783783783783786,1.6691259120148711,-0.9919770046199364,1.682625609506317,0.17315454266341157,5.951381106203436,1.0756756756756756,8.067888453811904,0.1049622284364281,9,119,0,124.41529779567612,472.050712413641,-347.6354146179648,1.3578901704603452,3.6796766863205677,641,194,3.304123711340206,110,5.827272727272727,0.43213728549141966,1.7041541964391371,-0.9550423478515516,1.7843755308576377,0.19409562838639022,6.762295081967278,1.0265210608424338,10.506741654104557,0.06885032094276586,12,146,0
f82b_09215,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,density_core,27,logistic_l2_balanced,0.68,0.5273799913360808,all,intent_release,0,0.08870965974736267,500.0,5391,5145,0.9543683917640512,1,1,1,0,1,1,2595671.220547267,diagnostic_only_not_economics,2929,2783,0.9501536360532605,2462,2362,0.9593826157595451,455.0149093557574,2017.6284690327711,-1562.6135596770134,1.2911883789423968,7.227175979617301,2783,271,10.269372693726938,125,22.264,0.4344232842256558,1.668840751888148,-0.992765921014621,1.6810012476884468,0.1634979911447206,12.591776113907546,1.0675530003593245,9.791399617717177,0.1055316632813451,14,192,0,366.63613663925236,1682.8923260386705,-1316.2561893994177,1.278544662955425,4.123224985057459,2362,194,12.175257731958762,107,22.074766355140188,0.4182895850973751,1.7033323138043224,-0.9579739369719198,1.7780570515189815,0.1552227504823253,17.783950086058333,1.052497883149873,8.889766263252918,0.07087045513965741,12,142,0
f82b_04926,runtime_economic_balance,runtime_economic_balance_long_next_bar_open_control_h10_tp12_sl7_close_direction_economic_balance_q54,long,next_bar_open_control,close_direction,10,12.0,7.0,1200.0,700.0,economic_balance,0.54,density_core,27,extra_trees_d7_l120,0.58,0.4996538297670164,all,intent_release,4,0.08870965974736267,500.0,5676,1421,0.2503523608174771,1,1,1,0,1,1,2595003.8352458896,diagnostic_only_not_economics,3078,775,0.25178687459389215,2598,646,0.24865280985373364,84.60683798404717,368.59484592647425,-283.988007942427,1.2979239813576906,2.7393542929985184,775,271,2.859778597785978,151,5.132450331125828,0.49548387096774194,0.95988241126686,-0.7263120407734706,1.3215840539345234,0.1091701135278028,6.177137305699576,1.0670967741935484,6.609263407603714,0.1049921747138947,7,81,1,67.58345427852824,302.78114935990584,-235.19769508137753,1.287347434485464,2.357015659487433,646,194,3.329896907216495,114,5.666666666666667,0.47368421052631576,0.9894808802611302,-0.691757926709934,1.4303860383171823,0.1046183502763595,5.734663153932988,1.0975232198142415,6.293567232216721,0.0712561028527964,13,203,0
f82b_09607,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,compact_exportable_30,30,extra_trees_d7_l120,0.58,0.5132386329224806,cash_open,none,0,0.08870965974736267,500.0,1499,1463,0.9759839893262174,1,1,1,0,1,1,2593399.0111852135,diagnostic_only_not_economics,872,842,0.9655963302752294,627,621,0.9904306220095693,160.04287134341195,624.2960046652598,-464.25313332184766,1.3447319142431313,4.98512803916276,842,271,3.107011070110701,164,5.134146341463414,0.44418052256532065,1.6692406541851867,-0.9919938746193326,1.6827126627427418,0.19007466905393341,6.420812869243405,1.0617577197149644,8.312186777952563,0.10492182416770013,9,159,0,133.09819929174796,465.22006861309404,-332.121869321346,1.400751084424881,2.927418771662974,621,194,3.2010309278350517,110,5.6454545454545455,0.4396135265700483,1.704102815432579,-0.9543731877050173,1.785572810915233,0.21432882333614808,9.0932121212121,1.0241545893719808,10.547961381140366,0.06851357006124006,9,137,0
f82b_09247,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,density_core,27,extra_trees_d7_l120,0.58,0.5078798472943071,cash_open,none,0,0.08870965974736267,500.0,1492,1456,0.9758713136729222,1,1,1,0,1,1,2593346.290780042,diagnostic_only_not_economics,867,838,0.9665513264129181,625,618,0.9888,158.78408127159685,620.960521458759,-462.1764401871619,1.3435572812999645,4.722547446310591,838,271,3.092250922509225,165,5.078787878787879,0.4439140811455847,1.6692487135988145,-0.9917949360239526,1.68305831474673,0.18947981058663108,6.724509730257732,1.0632458233890214,8.40019926583926,0.10480760480438107,9,156,0,138.79335944752867,466.9942618080413,-328.20090236051254,1.4228914620565885,2.927418771662974,618,194,3.185567010309278,109,5.669724770642202,0.44336569579288027,1.704358619737377,-0.9540723905828853,1.7864038793703154,0.2245847240251273,9.48230303030301,1.0258899676375404,10.606689608498582,0.06824327902441935,9,98,0
f82b_04880,runtime_economic_balance,runtime_economic_balance_long_next_bar_open_control_h10_tp12_sl7_close_direction_economic_balance_q54,long,next_bar_open_control,close_direction,10,12.0,7.0,1200.0,700.0,economic_balance,0.54,density_core,27,logistic_l2_balanced,0.58,0.5018461029352411,high_vol,none,4,0.08870965974736267,500.0,5580,1357,0.2431899641577061,1,1,1,0,1,1,2592459.0596958166,diagnostic_only_not_economics,3011,748,0.24842245101295252,2569,609,0.23705722070844687,75.14683986858843,351.88283312666863,-276.7359932580801,1.2715470401369424,1.993306054523248,748,271,2.7601476014760147,167,4.479041916167665,0.49064171122994654,0.9588088096094513,-0.7263411896537535,1.3200529217770438,0.10046368966388827,7.539919893190892,1.0240641711229947,6.594381988030475,0.10553721806494724,12,98,0,80.93869355349369,296.11284423669656,-215.17415068320284,1.3761543535620056,1.6074190346222168,609,194,3.1391752577319587,124,4.911290322580645,0.4876847290640394,0.9970129435579008,-0.6896607393692399,1.4456570986913995,0.13290425870852823,10.070640176600408,1.013136288998358,6.756146622739713,0.0681127042657911,8,74,1
f82b_09391,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,trend_density,28,logistic_l2_balanced,0.68,0.5214930630376666,all,none,0,0.08870965974736267,500.0,5631,5375,0.954537382347718,1,1,1,0,1,1,2592230.881998132,diagnostic_only_not_economics,3146,2975,0.945645263827082,2485,2400,0.96579476861167,434.8316875700375,2124.3027219755722,-1689.4710344055345,1.2573774150102786,6.580127721419944,2975,271,10.977859778597786,150,19.833333333333332,0.42789915966386555,1.6687374092502532,-0.9926386806142976,1.6811126161410008,0.1461619117882479,13.216512079379637,1.0870588235294119,9.503220443524974,0.10550515653704316,15,289,0,423.26039955259137,1740.75586289868,-1317.4954633460884,1.3212613715402273,3.2929025698221266,2400,194,12.371134020618557,116,20.689655172413794,0.425,1.706623394998706,-0.9547068574971656,1.787588914436778,0.17635849981357973,25.70743534482739,1.04375,8.526164094500064,0.06759306449166753,14,224,0
f82b_07117,side_session_release,side_session_release_long_next_bar_open_control_h12_tp15_sl9_close_direction_session_release_q52,long,next_bar_open_control,close_direction,12,15.0,9.0,1500.0,900.0,session_release,0.52,density_core,27,extra_trees_d7_l120,0.68,0.5057780318509598,cash_open,none,0,0.08870965974736267,500.0,1367,1357,0.9926847110460864,1,1,1,0,1,1,2591511.692482343,diagnostic_only_not_economics,790,781,0.9886075949367089,577,576,0.9982668977469671,97.27635158916556,462.04781118052836,-364.7714595913628,1.26667752926213,4.2151281925556985,781,271,2.8819188191881917,164,4.762195121951219,0.4827144686299616,1.2255910110889345,-0.9028996524538684,1.357394487591248,0.12455358718203016,4.615582119707034,1.0230473751600513,7.465697058862036,0.10477394550673462,8,154,1,86.52119244139524,346.89025347608697,-260.3690610346917,1.3323021256733232,2.299354380651653,576,194,2.9690721649484537,110,5.236363636363636,0.4774305555555556,1.2614191035494071,-0.865013491809607,1.4582652357369827,0.15021040354408896,7.525694444444405,1.0086805555555556,8.78857533814765,0.06786751000151095,9,91,0
f82b_09547,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,compact_exportable_30,30,logistic_l2_balanced,0.58,0.511592917718971,cash_open,none,0,0.08870965974736267,500.0,1362,1335,0.9801762114537445,1,1,1,0,1,1,2590503.7566864304,diagnostic_only_not_economics,769,747,0.9713914174252276,593,588,0.9915682967959528,150.47287324986644,559.2319047235567,-408.7590314736901,1.368121219749861,4.587708763494583,747,271,2.756457564575646,160,4.66875,0.4484605087014726,1.6693489693240497,-0.9921335715380827,1.6825849030953515,0.20143624263703674,6.559826746074751,1.0535475234270415,8.584009819956709,0.10495053400044073,10,137,0,119.76957291470674,436.4249130591001,-316.65534014439334,1.3782332325742317,2.8954832941538826,588,194,3.0309278350515463,109,5.394495412844036,0.43537414965986393,1.7047848166371098,-0.953781145013233,1.7873962234947067,0.20368974985494345,8.272855392156961,1.0238095238095237,10.405410753542496,0.06787043304514633,8,151,1
f82b_09392,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,trend_density,28,logistic_l2_balanced,0.68,0.5214930630376666,all,none,4,0.08870965974736267,500.0,5631,1408,0.25004439708755105,1,1,1,0,1,1,2590385.962318687,diagnostic_only_not_economics,3146,795,0.2527018436109345,2485,613,0.24668008048289738,139.89868180798084,582.410851718945,-442.5121699109641,1.3161465182666712,3.8189508521239985,795,271,2.933579335793358,150,5.3,0.4389937106918239,1.6687990020600143,-0.9921797531635966,1.6819522840886398,0.17597318466412684,7.326550522648016,1.0943396226415094,9.130809400351225,0.10521969906336236,10,105,0,106.62280134014756,444.1692663550449,-337.5464650148972,1.315875923438991,3.4804347905280335,613,194,3.1597938144329896,116,5.2844827586206895,0.42414355628058725,1.708343332134788,-0.9562222804954594,1.78655461913063,0.17393605438849521,6.126981699546297,1.0538336052202284,8.47665660214797,0.06773626498849598,11,143,0
f82b_09307,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,density_core,27,histgbm_density_shallow,0.58,0.2974742662172374,cash_open,none,0,0.08870965974736267,500.0,1352,1328,0.9822485207100592,1,1,1,0,1,1,2590239.0679041934,diagnostic_only_not_economics,747,729,0.9759036144578314,605,599,0.9900826446280991,147.1444868161454,545.8340848119125,-398.6895979957669,1.3690702931700462,4.2612572156243,729,271,2.690036900369004,151,4.827814569536423,0.448559670781893,1.6692173847459097,-0.9917651691436988,1.6830772411448274,0.2018442891853846,6.90615371804482,1.0411522633744856,8.764262491412989,0.10480638648451097,8,127,1,130.45465143127657,449.99749100044664,-319.54283956917,1.4082540281834033,2.7074188154895182,599,194,3.0876288659793816,108,5.546296296296297,0.44073455759599334,1.7045359507592677,-0.9538592225945373,1.7869890130357582,0.21778739804887576,9.636828309305338,1.023372287145242,10.602766615255007,0.068038383774847,9,106,0
f82b_07220,side_session_release,side_session_release_long_next_bar_open_control_h12_tp15_sl9_close_direction_session_release_q52,long,next_bar_open_control,close_direction,12,15.0,9.0,1500.0,900.0,session_release,0.52,trend_density,28,logistic_l2_balanced,0.58,0.5031821035415173,high_vol,none,4,0.08870965974736267,500.0,5803,1391,0.23970360158538687,1,1,1,0,1,1,2589233.816556482,diagnostic_only_not_economics,3376,811,0.24022511848341233,2427,580,0.23897816234033786,97.31360964625945,477.8186144904145,-380.5050048441551,1.2557485667924828,3.810612144107722,811,271,2.992619926199262,163,4.975460122699387,0.4808877928483354,1.2251759345908064,-0.9038123630502497,1.3555644785118852,0.11999212040229279,5.107505354316033,1.0789149198520345,7.1843820459764975,0.10544636139710858,12,126,0,76.12175902921192,343.67896379323247,-267.5572047640205,1.2845064818805745,3.401128354713876,580,194,2.9896907216494846,122,4.754098360655738,0.4689655172413793,1.2635256021810017,-0.8686922232598069,1.4545146927177093,0.13124441211933088,4.47626499739177,1.039655172413793,7.129263457409934,0.06881116537989389,9,209,0
f82b_05330,runtime_economic_balance,runtime_economic_balance_long_next_bar_open_control_h10_tp12_sl7_close_direction_economic_balance_q54,long,next_bar_open_control,close_direction,10,12.0,7.0,1200.0,700.0,economic_balance,0.54,compact_exportable_30,30,extra_trees_d7_l120,0.68,0.5014911216507891,high_vol,none,4,0.08870965974736267,500.0,4702,1375,0.2924287537218205,1,1,1,0,1,1,2588919.828211963,diagnostic_only_not_economics,2644,767,0.2900907715582451,2058,608,0.2954324586977648,76.38256542886919,360.41670239436485,-284.03413696549563,1.2689203707867978,2.1762253729223064,767,271,2.830258302583026,179,4.284916201117318,0.49022164276401564,0.958555059559481,-0.7264300178145668,1.3195421940894627,0.09958613484859086,7.019729333115915,1.03129074315515,6.756680531435528,0.1057067543972615,9,161,0,75.60192042309234,292.685990080656,-217.08406965756356,1.348261024138481,2.2780640623122737,608,194,3.134020618556701,131,4.641221374045801,0.48355263157894735,0.9955305785056326,-0.691350540310712,1.4399794611547043,0.12434526385377029,6.637383177570091,1.0263157894736843,6.548345734967339,0.06970711684358549,11,131,0
f82b_07027,side_session_release,side_session_release_long_next_bar_open_control_h12_tp15_sl9_close_direction_session_release_q52,long,next_bar_open_control,close_direction,12,15.0,9.0,1500.0,900.0,session_release,0.52,density_core,27,logistic_l2_balanced,0.58,0.5015783726669438,cash_open,none,0,0.08870965974736267,500.0,1318,1308,0.992412746585736,1,1,1,0,1,1,2588629.184165643,diagnostic_only_not_economics,744,735,0.9879032258064516,574,573,0.9982578397212544,115.42457378028101,448.57103967170906,-333.1464658914281,1.3464679520805654,3.7999669849380324,735,271,2.7121771217712176,158,4.651898734177215,0.49795918367346936,1.2256039335292597,-0.9028359509252794,1.3575045746386027,0.1570402364357565,6.075030348305159,1.019047619047619,7.542330623879287,0.10474377987993018,8,185,1,75.94256551652224,339.08380341831906,-263.1412379017968,1.2886000161816664,2.8103220207964568,573,194,2.9536082474226806,105,5.457142857142857,0.4694589877835951,1.2605345851982122,-0.8655961773085421,1.4562617283242623,0.13253501835344195,5.40454545454544,1.006980802792321,8.885360781304003,0.06857117363927027,9,203,0
f82b_09667,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,compact_exportable_30,30,histgbm_density_shallow,0.58,0.298153301226658,cash_open,none,0,0.08870965974736267,500.0,1322,1298,0.9818456883509834,1,1,1,0,1,1,2588600.157593366,diagnostic_only_not_economics,736,716,0.9728260869565217,586,582,0.9931740614334471,146.81005139889783,537.5512638813012,-390.7412124824032,1.3757219528142541,4.4599668534584,716,271,2.642066420664207,152,4.7105263157894735,0.44972067039106145,1.6694138629854076,-0.9917289656913788,1.6833367994062614,0.20504197122751094,6.583459304638404,1.041899441340782,8.689586933557848,0.10469846085126927,9,116,0,133.24013474734375,441.28620241325564,-308.0460676659118,1.4325331459574029,3.0196768178002684,582,194,3.0,108,5.388888888888889,0.44501718213058417,1.7038077313253113,-0.9537029958696959,1.7865181704410855,0.2289349394284257,8.82479435957684,1.0206185567010309,10.665940398222968,0.06828814735397494,8,137,1
f82b_07147,side_session_release,side_session_release_long_next_bar_open_control_h12_tp15_sl9_close_direction_session_release_q52,long,next_bar_open_control,close_direction,12,15.0,9.0,1500.0,900.0,session_release,0.52,density_core,27,histgbm_density_shallow,0.58,0.3029316488334689,cash_open,none,0,0.08870965974736267,500.0,1215,1209,0.9950617283950617,1,1,1,0,1,1,2588113.5753782294,diagnostic_only_not_economics,668,662,0.9910179640718563,547,547,1.0,83.26909631505697,392.1179864016824,-308.8488900866254,1.269611123717174,2.5947575476104023,662,271,2.4428044280442807,150,4.413333333333333,0.48338368580060426,1.2253687075052575,-0.903066930077852,1.3568968884727297,0.12578413340643047,6.418256410256305,1.012084592145015,7.8794881243016,0.10496818394244951,8,107,1,69.46232487197739,321.8386455634318,-252.37632069145434,1.2752331307535758,2.469676927366572,547,194,2.8195876288659796,107,5.11214953271028,0.46617915904936014,1.2621123355428698,-0.864302468121419,1.4602669575688008,0.1269877968409093,5.625215517241389,1.0018281535648994,8.90093589269114,0.06713553536675636,8,139,1
f82b_07387,side_session_release,side_session_release_long_next_bar_open_control_h12_tp15_sl9_close_direction_session_release_q52,long,next_bar_open_control,close_direction,12,15.0,9.0,1500.0,900.0,session_release,0.52,compact_exportable_30,30,logistic_l2_balanced,0.58,0.501988128807637,cash_open,none,0,0.08870965974736267,500.0,1287,1277,0.9922299922299922,1,1,1,0,1,1,2587851.6003859127,diagnostic_only_not_economics,722,713,0.9875346260387812,565,564,0.9982300884955753,118.20828290315322,438.7872512981724,-320.57896839501916,1.3687337428745368,2.8419026596665162,713,271,2.6309963099630997,152,4.690789473684211,0.5021037868162693,1.2256627131233866,-0.9030393475916033,1.3572639070403925,0.1657900180969891,8.318953677113234,1.0210378681626928,7.403723132611897,0.1048179902487526,11,158,0,79.86796796034304,336.88380385658445,-257.01583589624136,1.310751155398013,1.6730641828352644,564,194,2.9072164948453607,106,5.320754716981132,0.4734042553191489,1.2617370930958218,-0.8653731848358295,1.4580265661168907,0.14160987227011176,9.547507953340377,1.0070921985815602,8.63808109777114,0.06789591989919155,8,74,1
f82b_09217,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,density_core,27,logistic_l2_balanced,0.68,0.5273799913360808,cash_open,none,0,0.08870965974736267,500.0,1215,1198,0.9860082304526749,1,1,1,0,1,1,2587680.825777153,diagnostic_only_not_economics,670,656,0.9791044776119403,545,542,0.9944954128440368,153.0853727294263,504.16272214558876,-351.07734941616246,1.4360445724681625,3.728999257140117,656,271,2.4206642066420665,147,4.462585034013605,0.4603658536585366,1.669412987237049,-0.9917439249044138,1.6833105253434753,0.23336184867290594,8.210533828147348,1.0365853658536586,8.972679172412453,0.10470850097405547,8,79,1,107.88247850856015,400.5507266572667,-292.66824814870654,1.3686169551735738,2.391612426788856,542,194,2.7938144329896906,108,5.018518518518518,0.43357933579335795,1.7044711772649646,-0.9533167692140279,1.7879378946310092,0.1990451632999265,9.021735905044665,1.018450184501845,10.550377317359358,0.06773849977793539,8,128,1
f82b_09545,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,compact_exportable_30,30,logistic_l2_balanced,0.58,0.511592917718971,all,intent_release,0,0.08870965974736267,500.0,5663,5323,0.9399611513332156,1,1,1,0,1,1,2587370.287148011,diagnostic_only_not_economics,3122,2905,0.9304932735426009,2541,2418,0.9515938606847698,426.7866085275492,2075.8938606514366,-1649.1072521238868,1.2587985760040112,7.926208098426015,2905,271,10.719557195571955,142,20.45774647887324,0.4282271944922547,1.668724968369322,-0.9928400072991492,1.6807591919153235,0.14691449519020627,10.768998321209873,1.0974182444061962,9.473899422999818,0.10562556887543546,14,292,0,350.21597862001556,1706.8971599663068,-1356.6811813462907,1.258141694183804,5.244515084264026,2418,194,12.463917525773196,112,21.589285714285715,0.4143920595533499,1.7034901796070927,-0.9581081789168719,1.7779726935771123,0.14483704657568883,13.355514208389854,1.0624483043837882,8.841193207914603,0.07088371410027994,12,360,0
f82b_04974,runtime_economic_balance,runtime_economic_balance_long_next_bar_open_control_h10_tp12_sl7_close_direction_economic_balance_q54,long,next_bar_open_control,close_direction,10,12.0,7.0,1200.0,700.0,economic_balance,0.54,density_core,27,extra_trees_d7_l120,0.68,0.5010903491915025,high_vol,intent_release,4,0.08870965974736267,500.0,4494,1170,0.260347129506008,1,1,1,0,1,1,2587340.0457214564,diagnostic_only_not_economics,2533,653,0.2577970785629688,1961,517,0.2636409994900561,90.65328839242741,321.595581095724,-230.94229270329652,1.392536539458775,1.554193238773769,653,271,2.4095940959409594,141,4.631205673758865,0.5130168453292496,0.9599868092409672,-0.7262336248531337,1.3218705061131057,0.13882586277553968,11.665639269406585,1.0229709035222052,7.143498181734045,0.10488796507556082,7,43,1,61.941519918595986,247.730595810485,-185.78907589188898,1.3333969966815482,1.6606448304706305,517,194,2.6649484536082473,109,4.743119266055046,0.4816247582205029,0.994901991206767,-0.693242820492123,1.4351421490387748,0.11980951628355123,7.459935897435892,1.001934235976789,7.082421375647294,0.07099346561019593,7,58,1
f82b_09187,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,density_core,27,logistic_l2_balanced,0.58,0.5102243858279288,cash_open,none,0,0.08870965974736267,500.0,1376,1350,0.9811046511627907,1,1,1,0,1,1,2587219.7571546556,diagnostic_only_not_economics,783,764,0.9757343550446999,593,586,0.9881956155143339,147.08948682710204,567.5812578989785,-420.4917710718762,1.3498034847439613,4.388999125660507,764,271,2.819188191881919,163,4.6871165644171775,0.44502617801047123,1.6693566408793485,-0.9917258751695194,1.6832843456807045,0.19252550631819637,6.702643706039305,1.0484293193717278,8.479827203643653,0.10472152110752142,12,241,0,124.19174945311278,437.9507192067548,-313.75896975364196,1.395818961130023,2.551289814334177,586,194,3.020618556701031,109,5.376146788990826,0.43856655290102387,1.7040884015827036,-0.9536746801022552,1.7868655183337647,0.2119313130599194,9.735605006954,1.0273037542662116,10.423180655058019,0.06812477999916065,9,151,0
f82b_09637,smooth_trade_supply,smooth_trade_supply_long_next_bar_open_control_h18_tp20_sl10_close_direction_smooth_supply_q50,long,next_bar_open_control,close_direction,18,20.0,10.0,2000.0,1000.0,smooth_supply,0.5,compact_exportable_30,30,extra_trees_d7_l120,0.68,0.5234312462778549,cash_open,none,0,0.08870965974736267,500.0,1375,1349,0.9810909090909091,1,1,1,0,1,1,2587007.1606402663,diagnostic_only_not_economics,771,751,0.9740596627756161,604,598,0.9900662251655629,151.98803423835142,562.600210504164,-410.6121762658125,1.370149847041947,4.4599668534584,751,271,2.7712177121771218,155,4.84516129032258,0.44873501997336884,1.6694368264218518,-0.991816850883605,1.6832107913215613,0.20238087115626022,6.815657570212436,1.0452729693741678,8.703706332784648,0.10473645952701933,10,132,0,131.58126411006808,449.9442652045982,-318.3630010945301,1.4133057662407142,2.8954832941539506,598,194,3.082474226804124,109,5.486238532110092,0.4414715719063545,1.7043343378962053,-0.9531826380075751,1.7880459315318127,0.22003555871248842,9.088725490195973,1.0234113712374582,10.622556007717463,0.06775163177226669,9,151,0
