run_id,adapter_id,split,status,report_path,initial_balance,final_balance,net_profit,closed_trade_count,profit_factor,legacy_34d_pf,legacy_34d_dd_percent,max_drawdown_amount,max_drawdown_percent,report_balance_drawdown_maximal,report_equity_drawdown_maximal,report_balance_drawdown_relative,report_equity_drawdown_relative,late_net_share,weak_segments,split_quality_flag
run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1,s248_cap0305_reference,validation_is,completed,stages/248_adapter_research__entry_source_quality_repair_after_stage246_soft_guard_tradeoff/02_runs/run248A/mt5/reports/Project_Obsidian_Prime_v2_run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1_s248_cap0305_reference_rt_val.htm,500,1476.67,976.67,269,1.58972,1.583157,12.909136,134.71,12.9428,134.71 (12.94%),146.78 (14.02%),12.94% (134.71),14.02% (146.78),0.4623,mid,validation_dd_above_34d;validation_segment_pf_below_34d
run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1,s248_cap0305_reference,oos,completed,stages/248_adapter_research__entry_source_quality_repair_after_stage246_soft_guard_tradeoff/02_runs/run248A/mt5/reports/Project_Obsidian_Prime_v2_run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1_s248_cap0305_reference_rt_oos.htm,500,1275.76,775.76,195,1.775729,1.583157,12.909136,95.37,9.5076,95.37 (9.51%),107.36 (10.66%),12.23% (70.03),14.13% (81.69),0.4163,,acceptable_measurement_only
run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1,s248_short055,validation_is,completed,stages/248_adapter_research__entry_source_quality_repair_after_stage246_soft_guard_tradeoff/02_runs/run248A/mt5/reports/Project_Obsidian_Prime_v2_run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1_s248_short055_rt_val.htm,500,1476.67,976.67,269,1.58972,1.583157,12.909136,134.71,12.9428,134.71 (12.94%),146.78 (14.02%),12.94% (134.71),14.02% (146.78),0.4623,mid,validation_dd_above_34d;validation_segment_pf_below_34d
run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1,s248_short055,oos,completed,stages/248_adapter_research__entry_source_quality_repair_after_stage246_soft_guard_tradeoff/02_runs/run248A/mt5/reports/Project_Obsidian_Prime_v2_run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1_s248_short055_rt_oos.htm,500,1275.76,775.76,195,1.775729,1.583157,12.909136,95.37,9.5076,95.37 (9.51%),107.36 (10.66%),12.23% (70.03),14.13% (81.69),0.4163,,acceptable_measurement_only
run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1,s248_short056,validation_is,completed,stages/248_adapter_research__entry_source_quality_repair_after_stage246_soft_guard_tradeoff/02_runs/run248A/mt5/reports/Project_Obsidian_Prime_v2_run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1_s248_short056_rt_val.htm,500,1476.67,976.67,269,1.58972,1.583157,12.909136,134.71,12.9428,134.71 (12.94%),146.78 (14.02%),12.94% (134.71),14.02% (146.78),0.4623,mid,validation_dd_above_34d;validation_segment_pf_below_34d
run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1,s248_short056,oos,completed,stages/248_adapter_research__entry_source_quality_repair_after_stage246_soft_guard_tradeoff/02_runs/run248A/mt5/reports/Project_Obsidian_Prime_v2_run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1_s248_short056_rt_oos.htm,500,1275.76,775.76,195,1.775729,1.583157,12.909136,95.37,9.5076,95.37 (9.51%),107.36 (10.66%),12.23% (70.03),14.13% (81.69),0.4163,,acceptable_measurement_only
run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1,s248_long053,validation_is,completed,stages/248_adapter_research__entry_source_quality_repair_after_stage246_soft_guard_tradeoff/02_runs/run248A/mt5/reports/Project_Obsidian_Prime_v2_run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1_s248_long053_rt_val.htm,500,1476.67,976.67,269,1.58972,1.583157,12.909136,134.71,12.9428,134.71 (12.94%),146.78 (14.02%),12.94% (134.71),14.02% (146.78),0.4623,mid,validation_dd_above_34d;validation_segment_pf_below_34d
run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1,s248_long053,oos,completed,stages/248_adapter_research__entry_source_quality_repair_after_stage246_soft_guard_tradeoff/02_runs/run248A/mt5/reports/Project_Obsidian_Prime_v2_run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1_s248_long053_rt_oos.htm,500,1275.76,775.76,195,1.775729,1.583157,12.909136,95.37,9.5076,95.37 (9.51%),107.36 (10.66%),12.23% (70.03),14.13% (81.69),0.4163,,acceptable_measurement_only
run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1,s248_balanced055_053,validation_is,completed,stages/248_adapter_research__entry_source_quality_repair_after_stage246_soft_guard_tradeoff/02_runs/run248A/mt5/reports/Project_Obsidian_Prime_v2_run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1_s248_balanced055_053_rt_val.htm,500,1476.67,976.67,269,1.58972,1.583157,12.909136,134.71,12.9428,134.71 (12.94%),146.78 (14.02%),12.94% (134.71),14.02% (146.78),0.4623,mid,validation_dd_above_34d;validation_segment_pf_below_34d
run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1,s248_balanced055_053,oos,completed,stages/248_adapter_research__entry_source_quality_repair_after_stage246_soft_guard_tradeoff/02_runs/run248A/mt5/reports/Project_Obsidian_Prime_v2_run248A_stage248_entry_source_quality_repair_after_stage246_soft_guard_tradeoff_v1_s248_balanced055_053_rt_oos.htm,500,1275.76,775.76,195,1.775729,1.583157,12.909136,95.37,9.5076,95.37 (9.51%),107.36 (10.66%),12.23% (70.03),14.13% (81.69),0.4163,,acceptable_measurement_only
