run_id,adapter_id,source_adapter_id,risk_cap,profit_factor,net_profit,max_drawdown_percent,trade_count,dd_delta_vs_stage116,net_delta_vs_stage116,trade_count_gap_to_34d,read,next_probe
run119A_stage119_v41_dd_compression_followup_review_v1,s118_v41_h3_cd9_session_margin_risk040_lng52,s116_v41_h3_cd9_session_margin_lng52,0.0400,1.821110,1495.80,16.240000,174,-2.860000,-545.92,-230,pf_net_preserved_dd_compressed_density_gap_remains,use_risk035_guardrail_for_density_expansion
run119A_stage119_v41_dd_compression_followup_review_v1,s118_v41_h3_cd9_session_margin_risk035_lng52,s116_v41_h3_cd9_session_margin_lng52,0.0350,1.826335,1195.83,14.390000,174,-4.710000,-845.89,-230,pf_net_preserved_dd_compressed_density_gap_remains,use_risk035_guardrail_for_density_expansion
run119A_stage119_v41_dd_compression_followup_review_v1,s118_v41_h3_cd9_session_margin_risk030_lng52,s116_v41_h3_cd9_session_margin_lng52,0.0300,1.829140,923.09,12.430000,174,-6.670000,-1118.63,-230,dd_hits_34d_but_net_drops_below_34d,do_not_use_risk030_as_primary_without_net_recovery
run119A_stage119_v41_dd_compression_followup_review_v1,s118_v41_h3_cd8_session_margin_risk035_lng53,s116_v41_h3_cd8_session_margin_lng53,0.0350,1.733355,1070.61,14.750000,176,-4.840000,-712.98,-228,pf_net_preserved_dd_compressed_density_gap_remains,use_risk035_guardrail_for_density_expansion
