candidate_id,split,bucket_group,bucket,trade_count,trades_per_day,net_profit,gross_profit,gross_loss,profit_factor,drawdown_percent_on_10000,win_rate,expectancy,long_trade_count,short_trade_count
f69b_c059a1429316,validation,session,mid_35_300,11,0.04055662949829093,318.04463197708026,441.90795106887816,123.86331909179789,3.567706358178326,0.6606344604492187,63.63636363636363,28.91314836155275,11,0
f69b_c059a1429316,validation,session,open_0_30,25,0.09217415795066122,453.2823407173157,795.7750100135804,342.4926692962647,2.323480416817959,1.8444133243560792,60.0,18.131293628692628,25,0
f69b_c059a1429316,validation,regime,chop_adx_lt18,5,0.018434831590132244,119.07587809562682,213.17450518608092,94.0986270904541,2.2654369333270172,0.9409862709045411,60.0,23.815175619125363,5,0
f69b_c059a1429316,validation,regime,other_regime,3,0.011060898954079346,122.80990247726442,151.9679738044739,29.158071327209473,5.211866453686247,0.29158071327209467,66.66666666666666,40.936634159088136,3,0
f69b_c059a1429316,validation,regime,trend_adx_ge25,24,0.08848719163263477,424.3469963741293,703.4346223354339,279.08762596130475,2.5204794369241026,1.087486587524414,66.66666666666666,17.681124848922053,24,0
f69b_c059a1429316,validation,regime,vol_expansion_hv5over20_ge1p25,4,0.014747865272105795,105.09419574737552,169.10585975646975,64.01166400909425,2.6417975907085403,0.38561676406860357,25.0,26.27354893684388,4,0
f69b_c059a1429316,oos,session,mid_35_300,7,0.03604054561381554,257.9182542800903,328.9576663970947,71.0394121170044,4.630636101764045,0.4485005149841309,71.42857142857143,36.84546489715576,7,0
f69b_c059a1429316,oos,session,open_0_30,21,0.10812163684144661,398.00102863311776,583.0593280792237,185.05829944610596,3.1506791634007563,0.5671498146057127,71.42857142857143,18.95242993491037,21,0
f69b_c059a1429316,oos,regime,bb_squeeze_on,1,0.00514864937340222,87.18455543518067,87.18455543518067,0.0,99.0,0.0,100.0,87.18455543518067,1,0
f69b_c059a1429316,oos,regime,chop_adx_lt18,2,0.01029729874680444,-16.759905338287357,21.97666997909546,38.736575317382815,0.5673364203993932,0.38736575317382815,50.0,-8.379952669143679,2,0
f69b_c059a1429316,oos,regime,other_regime,1,0.00514864937340222,27.850829029083254,27.850829029083254,0.0,99.0,0.0,100.0,27.850829029083254,1,0
f69b_c059a1429316,oos,regime,trend_adx_ge25,18,0.09267568872123996,442.607167339325,618.5596398353576,175.95247249603273,3.515492741082707,0.6775934658050536,72.22222222222221,24.589287074406943,18,0
f69b_c059a1429316,oos,regime,vol_expansion_hv5over20_ge1p25,6,0.03089189624041332,115.0366364479065,156.4453001976013,41.408663749694824,3.7780813489484864,0.24669511985778814,66.66666666666666,19.17277274131775,6,0
f69b_6773bb91b9be,validation,session,mid_35_300,9,0.033182696862238036,246.79647903442384,374.4023517608643,127.60587272644044,2.934052671411938,0.6606344604492187,55.55555555555556,27.42183100382487,9,0
f69b_6773bb91b9be,validation,regime,chop_adx_lt18,1,0.0036869663180264488,58.66018981933594,58.66018981933594,0.0,99.0,0.0,100.0,58.66018981933594,1,0
f69b_6773bb91b9be,validation,regime,trend_adx_ge25,7,0.02580876422618514,-56.40602188110353,71.19985084533691,127.60587272644044,0.5579668813360502,0.9401344604492188,42.857142857142854,-8.058003125871933,7,0
f69b_6773bb91b9be,validation,regime,vol_expansion_hv5over20_ge1p25,1,0.0036869663180264488,244.54231109619144,244.54231109619144,0.0,99.0,0.0,100.0,244.54231109619144,1,0
f69b_6773bb91b9be,oos,session,mid_35_300,3,0.01544594812020666,48.32553768157959,77.74869060516357,29.423152923583984,2.6424323323570293,0.29423152923583984,66.66666666666666,16.10851256052653,3,0
f69b_6773bb91b9be,oos,regime,trend_adx_ge25,3,0.01544594812020666,48.32553768157959,77.74869060516357,29.423152923583984,2.6424323323570293,0.29423152923583984,66.66666666666666,16.10851256052653,3,0
f69b_44c31b74fdce,validation,session,mid_35_300,19,0.07005236004250252,320.4724652290344,545.0951867103578,224.62272148132325,2.4267143729521634,0.6748248672485352,57.89473684210527,16.866971854159704,19,0
f69b_44c31b74fdce,validation,regime,chop_adx_lt18,1,0.0036869663180264488,58.66018981933594,58.66018981933594,0.0,99.0,0.0,100.0,58.66018981933594,1,0
f69b_44c31b74fdce,validation,regime,other_regime,1,0.0036869663180264488,-18.982959938049316,0.0,18.982959938049316,0.0,0.18982959938049315,0.0,-18.982959938049316,1,0
f69b_44c31b74fdce,validation,regime,trend_adx_ge25,16,0.05899146108842318,36.252924251556365,241.8926857948303,205.63976154327392,1.1762933587331916,1.3432629165649417,56.25,2.265807765722273,16,0
f69b_44c31b74fdce,validation,regime,vol_expansion_hv5over20_ge1p25,1,0.0036869663180264488,244.54231109619144,244.54231109619144,0.0,99.0,0.0,100.0,244.54231109619144,1,0
f69b_44c31b74fdce,oos,session,mid_35_300,8,0.04118919498721776,151.9084587097168,211.68918762207034,59.780728912353524,3.5410941196858734,0.5978072891235352,75.0,18.9885573387146,8,0
f69b_44c31b74fdce,oos,regime,trend_adx_ge25,8,0.04118919498721776,151.9084587097168,211.68918762207034,59.780728912353524,3.5410941196858734,0.5978072891235352,75.0,18.9885573387146,8,0
f69b_9dd9ed423f5f,validation,session,mid_35_300,13,0.04793056213434383,184.1343619155894,298.13799781799315,114.00363590240379,2.615162187223775,0.5151611938476564,69.23076923076923,14.16418168581457,13,0
f69b_9dd9ed423f5f,validation,session,open_0_30,4,0.014747865272105795,70.96111488342285,139.99837532043458,69.03726043701172,2.027866900196111,0.6903726043701173,50.0,17.740278720855713,4,0
f69b_9dd9ed423f5f,validation,regime,other_regime,2,0.0073739326360528976,143.55673542022706,143.55673542022706,0.0,99.0,0.0,100.0,71.77836771011353,2,0
f69b_9dd9ed423f5f,validation,regime,trend_adx_ge25,15,0.05530449477039673,111.53874137878525,294.5796377182007,183.04089633941547,1.6093651397552011,0.5308726043701172,60.0,7.435916091919016,15,0
f69b_9dd9ed423f5f,oos,session,mid_35_300,7,0.03604054561381554,127.5750396728516,192.53150634765626,64.95646667480469,2.964008299766948,0.5135646667480468,57.14285714285714,18.225005667550228,7,0
f69b_9dd9ed423f5f,oos,regime,other_regime,1,0.00514864937340222,85.33150634765626,85.33150634765626,0.0,99.0,0.0,100.0,85.33150634765626,1,0
f69b_9dd9ed423f5f,oos,regime,trend_adx_ge25,6,0.03089189624041332,42.243533325195315,107.19999999999999,64.95646667480469,1.6503360710286405,0.5135646667480468,50.0,7.040588887532553,6,0
f69b_701b71706a6b,validation,session,mid_35_300,17,0.06267842740644963,382.63631015777435,524.4804577636694,141.844147605895,3.6975826399331275,0.3848451652526853,64.70588235294117,22.508018244574963,17,0
f69b_701b71706a6b,validation,regime,trend_adx_ge25,17,0.06267842740644963,382.63631015777435,524.4804577636694,141.844147605895,3.6975826399331275,0.3848451652526853,64.70588235294117,22.508018244574963,17,0
f69b_701b71706a6b,oos,session,mid_35_300,13,0.06693244185422886,125.56860530853373,229.89503486633402,104.32642955780028,2.2036126017229853,0.8782642955780028,61.53846153846154,9.659123485271826,13,0
f69b_701b71706a6b,oos,regime,trend_adx_ge25,13,0.06693244185422886,125.56860530853373,229.89503486633402,104.32642955780028,2.2036126017229853,0.8782642955780028,61.53846153846154,9.659123485271826,13,0
f69b_38538208d431,validation,session,mid_35_300,6,0.022121797908158693,-46.462812423706055,175.35901336669923,221.82182579040526,0.7905399423246666,1.4437487297058107,16.666666666666664,-7.743802070617676,6,0
f69b_38538208d431,validation,session,open_0_30,13,0.04793056213434383,364.8443404197693,421.0323906898499,56.188050270080566,7.493272834100178,0.1693820858001709,69.23076923076923,28.064949263059177,13,0
f69b_38538208d431,validation,regime,chop_adx_lt18,3,0.011060898954079346,-53.4843240737915,35.46666469573975,88.95098876953125,0.39872142160929297,0.8895098876953125,66.66666666666666,-17.828108024597167,3,0
f69b_38538208d431,validation,regime,trend_adx_ge25,12,0.044243595816317385,268.0552731513978,385.56572599411015,117.51045284271241,3.2811185444939897,0.5542388420104981,58.333333333333336,22.33793942928315,12,0
f69b_38538208d431,validation,regime,vol_expansion_hv5over20_ge1p25,4,0.014747865272105795,103.81057891845705,175.35901336669923,71.54843444824219,2.450913352877807,0.5729741735458374,25.0,25.952644729614263,4,0
f69b_38538208d431,oos,session,mid_35_300,3,0.01544594812020666,161.96982593536376,161.96982593536376,0.0,99.0,0.0,100.0,53.98994197845459,3,0
f69b_38538208d431,oos,session,open_0_30,5,0.0257432468670111,-39.32423372268677,59.073397922515866,98.39763164520265,0.6003538594863729,0.7140577297210693,40.0,-7.864846744537354,5,0
f69b_38538208d431,oos,regime,other_regime,1,0.00514864937340222,-46.736260986328126,0.0,46.736260986328126,0.0,0.4673626098632813,0.0,-46.736260986328126,1,0
f69b_38538208d431,oos,regime,trend_adx_ge25,6,0.03089189624041332,194.05136518478395,221.04322385787964,26.991858673095706,8.189255380112291,0.2699185867309569,83.33333333333334,32.34189419746399,6,0
f69b_38538208d431,oos,regime,vol_expansion_hv5over20_ge1p25,1,0.00514864937340222,-24.66951198577881,0.0,24.66951198577881,0.0,0.24669511985778814,0.0,-24.66951198577881,1,0
f69b_70653db4adb4,validation,session,mid_35_300,13,0.04793056213434383,316.85760383605964,494.3755950927735,177.51799125671388,2.7849323417469427,1.1067418632507324,69.23076923076923,24.37366183354305,13,0
f69b_70653db4adb4,validation,session,open_0_30,1,0.0036869663180264488,-88.08042526245117,0.0,88.08042526245117,0.0,0.8808042526245117,0.0,-88.08042526245117,1,0
f69b_70653db4adb4,validation,regime,other_regime,2,0.0073739326360528976,209.02532501220708,209.02532501220708,0.0,99.0,0.0,100.0,104.51266250610354,2,0
f69b_70653db4adb4,validation,regime,trend_adx_ge25,12,0.044243595816317385,19.751853561401333,285.3502700805664,265.5984165191651,1.0743673619002019,2.6559841651916507,58.333333333333336,1.6459877967834444,12,0
f69b_70653db4adb4,oos,session,mid_35_300,8,0.04118919498721776,204.70697107315064,276.91844873428346,72.21147766113282,3.8348259543140792,0.38825668716430667,75.0,25.58837138414383,8,0
f69b_70653db4adb4,oos,regime,chop_adx_lt18,1,0.00514864937340222,-38.82566871643067,0.0,38.82566871643067,0.0,0.38825668716430667,0.0,-38.82566871643067,1,0
f69b_70653db4adb4,oos,regime,trend_adx_ge25,7,0.03604054561381554,243.5326397895813,276.91844873428346,33.38580894470215,8.29449570004283,0.3338580894470215,85.71428571428571,34.79037711279733,7,0
f69b_bbf864f09714,validation,session,mid_35_300,42,0.15485258535711086,361.9613922309892,843.4272410392796,481.4658488082906,1.75179037750425,0.9796496200561524,54.761904761904766,8.618128386452124,42,0
f69b_bbf864f09714,validation,regime,other_regime,2,0.0073739326360528976,173.77532501220708,173.77532501220708,0.0,99.0,0.0,100.0,86.88766250610354,2,0
f69b_bbf864f09714,validation,regime,trend_adx_ge25,40,0.14747865272105795,188.18606721878206,669.6519160270726,481.4658488082906,1.3908606761716835,0.9796496200561524,52.5,4.704651680469551,40,0
f69b_bbf864f09714,oos,session,mid_35_300,27,0.13901353308185993,268.2788382720937,568.0664984893788,299.7876602172852,1.8948962011233081,0.7393892925262554,55.55555555555556,9.936253269336804,27,0
f69b_bbf864f09714,oos,regime,other_regime,2,0.01029729874680444,72.58773956298829,72.58773956298829,0.0,99.0,0.0,100.0,36.293869781494145,2,0
f69b_bbf864f09714,oos,regime,trend_adx_ge25,25,0.1287162343350555,195.69109870910543,495.47875892639047,299.7876602172852,1.6527656894458864,0.7998892925262555,52.0,7.8276439483642175,25,0
f69b_60f9884c5649,validation,session,mid_35_300,12,0.044243595816317385,51.79212457656759,264.52468301772967,212.7325584411621,1.243461202911694,0.7667402572631836,58.333333333333336,4.316010381380632,12,0
f69b_60f9884c5649,validation,session,open_0_30,25,0.09217415795066122,332.81216492652896,605.6468826770781,272.8347177505493,2.219830700691165,0.7992715158462526,56.00000000000001,13.31248659706116,25,0
f69b_60f9884c5649,validation,regime,chop_adx_lt18,4,0.014747865272105795,41.919133329391485,65.09732394218446,23.178190612792967,2.8085593491605274,0.23178190612792968,75.0,10.479783332347871,4,0
f69b_60f9884c5649,validation,regime,trend_adx_ge25,29,0.10692202322276702,287.36030656814484,690.813496131896,403.4531895637512,1.7122519142279278,1.299870188713074,55.172413793103445,9.908976088556718,29,0
