candidate_id,control_type,original_validation_net,original_oos_net,original_validation_pf,original_oos_pf,validation_shuffle_net,validation_shuffle_pf,validation_shuffle_trades_per_day,validation_shuffle_trades,oos_shuffle_net,oos_shuffle_pf,oos_shuffle_trades_per_day,oos_shuffle_trades,oos_net_gap_vs_shuffle,oos_pf_gap_vs_shuffle
f69b_c059a1429316,train_label_shuffle(학습 라벨 셔플),771.3269726943959,655.919282913208,2.65394460862495,3.561207122507104,75.05585374832154,1.0701468745138318,0.180661349583296,49,49.20541286468503,1.045340111770108,0.27802706616371986,54,606.713870048523,2.5158670107369963
f69b_6773bb91b9be,train_label_shuffle(학습 라벨 셔플),246.79647903442384,48.32553768157959,2.934052671411938,2.6424323323570293,200.4991420269013,2.2266372367477856,0.03686966318026449,10,3.3277707099914267,1.0149005738829608,0.07208109122763108,14,44.99776697158816,1.6275317584740685
f69b_44c31b74fdce,train_label_shuffle(학습 라벨 셔플),320.4724652290344,151.9084587097168,2.4267143729521634,3.5410941196858734,318.06906883239645,1.2891500001624774,0.2212179790815869,60,-116.89485540390018,0.874390803290284,0.21109462430949102,41,268.803314113617,2.6667033163955893
f69b_9dd9ed423f5f,train_label_shuffle(학습 라벨 셔플),255.09547679901226,127.5750396728516,2.393652904354145,2.964008299766948,329.8143102073649,4.6433857040518145,0.06267842740644963,17,-104.73846952438254,0.6935296937178366,0.09267568872123996,18,232.31350919723414,2.270478606049111
f69b_701b71706a6b,train_label_shuffle(학습 라벨 셔플),382.63631015777435,125.56860530853373,3.6975826399331275,2.2036126017229853,140.94427439689537,1.3661829395361558,0.08848719163263477,24,135.10340061187745,1.4001583675547393,0.11327028621484884,22,-9.534795303343714,0.803454234168246
f69b_38538208d431,train_label_shuffle(학습 라벨 셔플),318.38152799606326,122.645592212677,2.1452166106746287,2.2464282946860594,-343.9534268093109,0.6417434961293885,0.180661349583296,49,-89.5301471710205,0.8153651809852749,0.14416218245526216,28,212.1757393836975,1.4310631137007845
f69b_70653db4adb4,train_label_shuffle(학습 라벨 셔플),228.77717857360847,204.70697107315064,1.8613649944599737,3.8348259543140792,-28.94461106300513,0.968643892652402,0.14010472008500505,38,161.83918304443367,1.344569260270401,0.1287162343350555,25,42.86778802871697,2.490256694043678
f69b_bbf864f09714,train_label_shuffle(학습 라벨 셔플),361.9613922309892,268.2788382720937,1.75179037750425,1.8948962011233081,-111.31940272331077,0.9036453056377206,0.320766069668301,87,51.72655401229857,1.0558594764949667,0.2986216636573288,58,216.55228425979513,0.8390367246283414
f69b_60f9884c5649,train_label_shuffle(학습 라벨 셔플),384.6042895030966,349.3236817359925,1.7920720945602753,1.685583951786575,-171.55550817489618,0.8883122322444393,0.3355139349404068,91,-193.55025634765624,0.8221501961167883,0.303770313030731,59,542.8739380836488,0.8634337556697866
f69b_64ee75344ed6,train_label_shuffle(학습 라벨 셔플),600.1587809562646,379.2540014076207,1.6360629308463743,1.7127585146972055,-282.81582781791417,0.8592435985519269,0.39819236234685645,108,571.8766615295407,1.3962405692131368,0.4633784436061998,90,-192.62266012191998,0.31651794548406875
f69b_96708a143aa9,train_label_shuffle(학습 라벨 셔플),473.0012369155885,120.21596355438234,7.611099776950145,1.766091825735779,-238.12812764167788,0.6285816404024386,0.14747865272105795,40,189.05612497329713,1.6237405073635471,0.1287162343350555,25,-68.84016141891479,0.1423513183722318
f69b_59c99a7aaa92,train_label_shuffle(학습 라벨 셔플),682.4711512756373,161.16141271591187,3.2098894312774706,1.6879356765422922,164.20624208450215,1.1285362078701069,0.24333977698974563,66,-249.0127939033519,0.7726330405038351,0.22139192305629546,43,410.17420661926377,0.9153026360384571
