run_id,axis_id,candidate_id,mode,threshold_quantile,edge_threshold,cooldown_bars,daily_quota,validation_net,validation_pf,validation_dd_pct,validation_trades,validation_trades_per_day,validation_raw_signal_rows,oos_net,oos_pf,oos_dd_pct,oos_trades,oos_trades_per_day,oos_raw_signal_rows,min_pf,min_net,max_dd_pct,density_distance_to_7p5,joint_soft_signal,final_gate_like_signal,repair_decision,claim_boundary
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.05,0.00015221225107224512,1,5,603.3912496376054,1.145457307897536,2.899491566467268,302,1.1134638280439875,438,-295.0563502788475,0.9191479173541084,9.111819367694848,211,1.0863650177878683,316,0.9191479173541084,-295.0563502788475,9.111819367694848,12.800171154168144,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.05,0.00015221225107224512,2,5,248.24408946991718,1.0678923987025972,5.389858428955051,251,0.9254285458246386,438,-228.14901717185333,0.9241666833863893,5.644714238834343,172,0.8855676922251818,316,0.9241666833863893,-228.14901717185333,5.644714238834343,13.189003761950179,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.05,0.00015221225107224512,3,5,497.6968146133479,1.1583718858313687,3.986374024200424,224,0.8258804552379245,438,-262.82355181693174,0.9008351107930531,6.767699039554572,152,0.7825947047571374,316,0.9008351107930531,-262.82355181693174,6.767699039554572,13.391524840004937,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.05,0.00015221225107224512,0,8,1003.9420978736948,1.1725228018331022,2.9618734877586483,432,1.5927694493874258,438,-443.56224173544535,0.9179243235252428,9.330620476627294,315,1.6218245526216992,316,0.9179243235252428,-443.56224173544535,9.330620476627294,11.785405997990875,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.05,0.00015221225107224512,1,8,699.0414164733992,1.1618733303771547,2.6038873138427463,313,1.1540204575422783,438,-361.8539450550063,0.9058329137291571,10.08953523626331,222,1.1430001608952929,316,0.9058329137291571,-361.8539450550063,10.08953523626331,12.702979381562429,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.05,0.00015221225107224512,2,8,141.7297426795999,1.0371868372628417,5.899973783493017,260,0.9586112426868767,438,-287.77493554114744,0.9075586455050438,6.833398915767641,179,0.9216082378389974,316,0.9075586455050438,-287.77493554114744,6.833398915767641,13.119780519474126,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.05,0.00015221225107224512,3,8,461.32662748337566,1.141911022065988,4.927508484649642,227,0.8369413541920039,438,-408.95208489417405,0.8535053868828799,8.728630995845798,156,0.8031893022507464,316,0.8535053868828799,-408.95208489417405,8.728630995845798,13.35986934355725,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.05,0.00015221225107224512,0,10,1028.8394422721933,1.1736143479678471,3.2326317565918075,437,1.611204280977558,438,-416.91224173544543,0.922855574592724,9.064120476627295,316,1.6269732019951015,316,0.922855574592724,-416.91224173544543,9.064120476627295,11.76182251702734,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.05,0.00015221225107224512,1,10,626.3183076858635,1.1396481354529433,4.006400548934909,317,1.1687683228143841,438,-361.8539450550063,0.9058329137291571,10.08953523626331,222,1.1430001608952929,316,0.9058329137291571,-361.8539450550063,10.08953523626331,12.688231516290323,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.05,0.00015221225107224512,2,10,137.99754396438993,1.0361975106825614,5.899973783493017,260,0.9586112426868767,438,-299.0535453891699,0.9039302685498504,6.946185014247866,179,0.9216082378389974,316,0.9039302685498504,-299.0535453891699,6.946185014247866,13.119780519474126,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.05,0.00015221225107224512,3,10,524.4061291313236,1.1631257488554139,4.927508484649642,227,0.8369413541920039,438,-408.95208489417405,0.8535053868828799,8.728630995845798,156,0.8031893022507464,316,0.8535053868828799,-408.95208489417405,8.728630995845798,13.35986934355725,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.05,0.00015221225107224512,0,12,991.5205805015637,1.1662697940189384,3.300823330688487,438,1.6148912472955845,438,-416.91224173544543,0.922855574592724,9.064120476627295,316,1.6269732019951015,316,0.922855574592724,-416.91224173544543,9.064120476627295,11.758135550709314,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.05,0.00015221225107224512,1,12,626.3183076858635,1.1396481354529433,4.006400548934909,317,1.1687683228143841,438,-361.8539450550063,0.9058329137291571,10.08953523626331,222,1.1430001608952929,316,0.9058329137291571,-361.8539450550063,10.08953523626331,12.688231516290323,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.05,0.00015221225107224512,2,12,137.99754396438993,1.0361975106825614,5.899973783493017,260,0.9586112426868767,438,-299.0535453891699,0.9039302685498504,6.946185014247866,179,0.9216082378389974,316,0.9039302685498504,-299.0535453891699,6.946185014247866,13.119780519474126,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.05,0.00015221225107224512,3,12,524.4061291313236,1.1631257488554139,4.927508484649642,227,0.8369413541920039,438,-408.95208489417405,0.8535053868828799,8.728630995845798,156,0.8031893022507464,316,0.8535053868828799,-408.95208489417405,8.728630995845798,13.35986934355725,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,non_overlap,0.1,0.0003268607608103158,0,,426.8021871185358,1.13933520416837,4.37796131973265,215,0.7926977583756865,408,-260.2059010219511,0.9001239461741536,8.1359687415123,150,0.772297406010333,298,0.9001239461741536,-260.2059010219511,8.1359687415123,13.43500483561398,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,non_overlap,0.1,0.0003268607608103158,1,,332.17055376054276,1.117145889410183,4.727941345977768,197,0.7263323646512104,408,-216.9984115886622,0.9097915560401879,7.481907424831381,140,0.7208109122763108,298,0.9097915560401879,-216.9984115886622,7.481907424831381,13.552856723072479,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,non_overlap,0.1,0.0003268607608103158,2,,207.45255054474418,1.0779413120349608,4.874559810638401,183,0.6747148361988401,408,132.18400128364485,1.065510683351661,5.907630319499981,125,0.6435811716752775,298,1.065510683351661,132.18400128364485,5.907630319499981,13.681703992125883,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,non_overlap,0.1,0.0003268607608103158,3,,-87.96543775557944,0.9664692198526323,5.630537179946873,171,0.6304712403825228,408,44.83215277671733,1.0219157280797029,6.850530895900746,119,0.6126892754348642,298,0.9664692198526323,-87.96543775557944,6.850530895900746,13.756839484182613,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,non_overlap,0.1,0.0003268607608103158,6,,-160.35479976653582,0.9268365120474147,4.66819491310116,143,0.5272361834777821,408,-140.46729351997445,0.920475187308549,6.059917442989369,100,0.514864937340222,298,0.920475187308549,-160.35479976653582,6.059917442989369,13.957898879181997,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.1,0.0003268607608103158,0,3,740.7974843788196,1.1823698107066958,2.59982405128477,303,1.117150794362014,408,-373.1042067622999,0.9013815078352029,6.127627577686253,214,1.101810965908075,298,0.9013815078352029,-373.1042067622999,6.127627577686253,12.781038239729911,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.1,0.0003268607608103158,1,3,545.0766330909755,1.1643419935949426,3.269876253128052,247,0.9106806805525328,408,-268.7101068401262,0.9115426813389529,5.9527499978065315,171,0.8804190428517796,298,0.9115426813389529,-268.7101068401262,5.9527499978065315,13.208900276595688,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.1,0.0003268607608103158,2,3,123.34500699997608,1.0411115023436475,3.502829425811698,215,0.7926977583756865,408,-270.11627768516087,0.895686488331145,5.043813192081412,147,0.7568514578901263,298,0.895686488331145,-270.11627768516087,5.043813192081412,13.450450783734187,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.1,0.0003268607608103158,3,3,243.20386400223268,1.089206846453099,3.1341590690612535,192,0.7078975330610782,408,-361.9151775455441,0.8464241726697292,5.139675611209853,129,0.6641757691688864,298,0.8464241726697292,-361.9151775455441,5.139675611209853,13.627926697770036,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.1,0.0003268607608103158,0,5,799.6383605575643,1.1591130182138527,3.0397138884544495,376,1.3862993355779447,408,-325.8786486911623,0.9297907862230281,9.083727930164272,272,1.400432629565404,298,0.9297907862230281,-325.8786486911623,9.083727930164272,12.21326803485665,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.1,0.0003268607608103158,1,5,643.2235520744339,1.1681350712700678,2.82555626487732,284,1.0470984343195113,408,-111.67055764197607,0.9669720906753615,8.505378060626976,201,1.0348785240538463,298,0.9669720906753615,-111.67055764197607,8.505378060626976,12.918023041626643,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.1,0.0003268607608103158,2,5,194.9330474472111,1.0565124536581714,4.84031126403806,239,0.8811849500083212,408,-79.60820420264541,0.9717948269959565,4.679827460956535,165,0.8495271466113663,298,0.9717948269959565,-79.60820420264541,4.84031126403806,13.269287903380313,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.1,0.0003268607608103158,3,5,391.1848497009332,1.129633375987832,3.436826859283431,214,0.78901079205766,408,-114.07736794470878,0.9537037337178021,6.175036785221078,146,0.7517028085167241,298,0.9537037337178021,-114.07736794470878,6.175036785221078,13.459286399425617,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.1,0.0003268607608103158,0,8,1025.3764150238082,1.1913891768516025,3.2496094668388493,402,1.4821604598466325,408,-231.02034825323722,0.9534290487065493,8.706166808032934,297,1.5291488639004593,298,0.9534290487065493,-231.02034825323722,8.706166808032934,11.988690676252908,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.1,0.0003268607608103158,1,8,761.6038663101222,1.1918444756597504,2.649698725032819,293,1.0802811311817495,408,-209.7603662395462,0.9413238968570569,9.667531696224248,211,1.0863650177878683,298,0.9413238968570569,-209.7603662395462,9.667531696224248,12.833353851030383,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.1,0.0003268607608103158,2,8,102.50884805679625,1.0286474284773688,5.273982957839941,246,0.9069937142345064,408,-191.36335124015358,0.9350289451551981,6.389804424571974,172,0.8855676922251818,298,0.9350289451551981,-191.36335124015358,6.389804424571974,13.207438593540312,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.1,0.0003268607608103158,3,8,363.72268547058763,1.1173596909096821,4.37796131973265,215,0.7926977583756865,408,-260.2059010219511,0.9001239461741536,8.1359687415123,150,0.772297406010333,298,0.9001239461741536,-260.2059010219511,8.1359687415123,13.43500483561398,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.1,0.0003268607608103158,0,10,1050.2737594223067,1.1922041307742823,3.2496094668388493,407,1.5005952914367646,408,-204.37034825323724,0.9588013713671056,8.439666808032934,298,1.5342975132738617,298,0.9588013713671056,-204.37034825323724,8.439666808032934,11.965107195289374,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.1,0.0003268607608103158,1,10,688.8807575225865,1.1665399382037103,3.4568533840179176,297,1.0950289964538553,408,-209.7603662395462,0.9413238968570569,9.667531696224248,211,1.0863650177878683,298,0.9413238968570569,-209.7603662395462,9.667531696224248,12.818605985758277,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.1,0.0003268607608103158,2,10,98.77664934158629,1.0275962336421993,5.273982957839941,246,0.9069937142345064,408,-202.64196108817606,0.9311956021275414,6.502590523052197,172,0.8855676922251818,298,0.9311956021275414,-202.64196108817606,6.502590523052197,13.207438593540312,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier69E_proxy_runtime_gap_analysis_and_repair_decision_v1,pf_sparse_export_axis,f69b_9dd9ed423f5f,daily_top,0.1,0.0003268607608103158,3,10,426.8021871185358,1.13933520416837,4.37796131973265,215,0.7926977583756865,408,-260.2059010219511,0.9001239461741536,8.1359687415123,150,0.772297406010333,298,0.9001239461741536,-260.2059010219511,8.1359687415123,13.43500483561398,False,False,no_meaningful_trade_shape_repair(의미 있는 거래 형태 수리 없음),gap_analysis_and_proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
