candidate_id,split,target_id,horizon_bars,feature_set_id,feature_count,model_id,model_family,event_id,side_policy,edge_floor_quantile,edge_floor,daily_quota,cooldown_bars,trade_count,trades_per_day,net_profit,gross_profit,gross_loss,profit_factor,drawdown,drawdown_percent_on_10000,win_rate,average_win,average_loss,payoff_ratio,expectancy,recovery_factor,time_under_water_trade_share,max_underwater_trades,max_consecutive_loss,positive_month_share,long_trade_count,short_trade_count,claim_boundary
f69c_f4b9d78da164,validation,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_cash_any_context,long_only,0.5,0.04060981953147358,8,0,812,2.993816650237476,-1470.974321861228,10775.789172668497,12246.763494529725,0.8798887295800013,1815.2856311988573,18.152856311988575,43.84236453201971,30.26907070974297,-26.856937488003783,1.1270484850800018,-1.811544731356192,-0.8103266486441376,0.9938423645320197,807,11,0.1111111111111111,812,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_f4b9d78da164,oos,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_cash_any_context,long_only,0.5,0.04060981953147358,8,0,595,3.063446377174321,-1053.4134833431267,8536.194732942578,9589.608216285706,0.8901505192303737,1450.7159130478021,14.50715913047802,44.537815126050425,32.212055596009726,-29.059418837229412,1.10848932583405,-1.770442829148112,-0.7261335412872224,0.9915966386554622,564,9,0.2857142857142857,595,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_ecaff7e93d58,validation,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_morph_range_impulse,long_only,0.0,6.592805113225797e-06,3,0,436,1.6075173146595316,330.63994776727486,6837.763818311696,6507.1238705444175,1.0508119953369837,745.1671489524837,7.451671489524838,45.87155963302752,34.18881909155848,-27.572558773493295,1.2399581544976408,0.7583485040533827,0.4437124586504798,0.9839449541284404,269,7,0.5555555555555556,436,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_ecaff7e93d58,oos,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_morph_range_impulse,long_only,0.0,6.592805113225797e-06,3,0,315,1.6218245526216992,91.39491592407092,5101.998700389859,5010.6037844657885,1.0182402999429767,760.0670758056638,7.600670758056638,46.03174603174603,35.186197933723165,-29.474139908622284,1.1937989723469382,0.29014259023514577,0.12024585570581806,0.9650793650793651,239,10,0.5714285714285714,315,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_d1d40061f237,validation,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_morph_range_impulse,long_only,0.0,6.592805113225797e-06,5,0,680,2.5071370962579853,-212.07117529867696,9670.368801088338,9882.439976387013,0.9785406057810221,970.6557423591526,9.706557423591526,46.32352941176471,30.69958349551853,-27.075178017498665,1.1338645114605495,-0.3118693754392308,-0.21848237850346788,0.9779411764705882,425,7,0.5555555555555556,680,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_d1d40061f237,oos,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_morph_range_impulse,long_only,0.0,6.592805113225797e-06,5,0,474,2.440459802992652,-246.10519511222986,7266.553525075911,7512.658720188141,0.9672412651394783,1040.0282445144644,10.400282445144644,44.936708860759495,34.11527476561461,-28.784133027540772,1.1852111277061212,-0.5192092723886707,-0.23663318415657422,0.9662447257383966,393,12,0.5714285714285714,474,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_6b3a542325c9,validation,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_morph_range_impulse,long_only,0.0,6.592805113225797e-06,8,0,967,3.565296429531576,-475.6212730312248,13377.209098863596,13852.83037189482,0.9656661302952079,1166.511897296904,11.66511897296904,46.01861427094106,30.0611440423901,-26.53798921818931,1.1327589213799967,-0.49185240230736793,-0.40772946605461696,0.9906928645294726,605,10,0.5555555555555556,967,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_6b3a542325c9,oos,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_morph_range_impulse,long_only,0.0,6.592805113225797e-06,8,0,691,3.557716717020934,-108.95035204887506,10611.889353036879,10720.839705085753,0.9898375169253589,1522.9959842395808,15.229959842395807,45.29667149059334,33.90379984995808,-28.36200980181416,1.195394828746919,-0.15767055289272802,-0.07153686101363758,0.9739507959479016,610,9,0.5714285714285714,691,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_9c5723847eb3,validation,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_morph_range_impulse,long_only,0.5,0.03632172736373582,3,0,433,1.5964564157054524,431.7517862796965,6837.763818311696,6406.012032031998,1.0673979043624657,745.1671489524838,7.451671489524838,46.18937644341801,34.18881909155848,-27.493613871381967,1.2435185585822726,0.9971172893295531,0.5794026036797651,0.9792147806004619,267,7,0.6666666666666666,433,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_9c5723847eb3,oos,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_morph_range_impulse,long_only,0.5,0.03632172736373582,3,0,312,1.6063786045014927,106.95948654174651,5089.348700389859,4982.389213848113,1.0214675092512768,760.0670758056638,7.600670758056638,46.15384615384615,35.34269930826291,-29.657078653857816,1.1917120941264896,0.3428188671209824,0.14072374655667133,0.9647435897435898,236,10,0.5714285714285714,312,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_7ceab2b5db42,validation,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_morph_range_impulse,long_only,0.5,0.03632172736373582,5,0,659,2.4297108035794297,-254.74137517927778,9367.296245288855,9622.037620468132,0.973525215216641,888.8656165218274,8.888656165218274,46.28224582701062,30.712446705865098,-27.180897232960827,1.1299276268416094,-0.3865574737166582,-0.2865915504484161,0.9802731411229135,412,7,0.5555555555555556,659,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_7ceab2b5db42,oos,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_morph_range_impulse,long_only,0.5,0.03632172736373582,5,0,466,2.3992706080054345,-221.54245906829777,7189.81911169052,7411.36157075882,0.9701077248825122,1040.0282445144644,10.400282445144644,45.06437768240343,34.237233865192955,-28.95063113577664,1.182607512237729,-0.4754130022924845,-0.21301581013477622,0.9656652360515021,386,12,0.5714285714285714,466,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_a19ddcd9731e,validation,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_morph_range_impulse,long_only,0.5,0.03632172736373582,8,0,865,3.189225865092878,-217.26294915198355,12224.401442136765,12441.664391288747,0.9825374690781643,1094.5518972969023,10.945518972969023,46.358381502890175,30.48479162627622,-26.81393187777747,1.1369012111029133,-0.25117103948206193,-0.19849488150222444,0.9849710982658959,541,9,0.4444444444444444,865,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_a19ddcd9731e,oos,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_morph_range_impulse,long_only,0.5,0.03632172736373582,8,0,635,3.2693923521104096,266.9837881851238,9997.58740600586,9730.603617820736,1.027437536115043,1361.6570020866368,13.616570020866368,45.82677165354331,34.355970467374085,-28.28663842389749,1.2145653347889165,0.420446910527754,0.19607271712038438,0.9700787401574803,490,8,0.7142857142857143,635,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_572cc933857d,validation,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_session_edges,long_only,0.0,6.592805113225797e-06,3,0,297,1.0950289964538553,-976.980046281814,4145.672875928874,5122.652922210689,0.8092824048168781,990.6500462818148,9.906500462818148,39.39393939393939,35.43310150366559,-28.459182901170497,1.2450498535644277,-3.289495105325973,-0.9862009797997708,1.0,297,8,0.4444444444444444,297,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_572cc933857d,oos,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_session_edges,long_only,0.0,6.592805113225797e-06,3,0,193,0.9936893290666284,-1040.000128030774,2775.980003213885,3815.980131244659,0.7274618597944438,1424.6362928295127,14.246362928295127,34.715025906735754,41.43253736140127,-30.28555659717983,1.3680626020014914,-5.388601699641316,-0.7300109742151792,0.9740932642487047,171,11,0.2857142857142857,193,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_aeefc736d11b,validation,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_session_edges,long_only,0.0,6.592805113225797e-06,5,0,378,1.3936732682139976,-8.107746381758488,5762.650924253458,5770.758670635216,0.9985950293809694,489.9913997650147,4.899913997650147,43.91534391534391,34.714764603936494,-27.220559767147243,1.2753141339082261,-0.021449064502006582,-0.016546711606870493,0.9682539682539683,212,9,0.6666666666666666,378,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_aeefc736d11b,oos,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_session_edges,long_only,0.0,6.592805113225797e-06,5,0,258,1.3283515383377729,-786.4426522445684,4054.705154190066,4841.147806434634,0.8375503736532762,1291.808266391752,12.918082663917522,36.82170542635659,42.68110688621122,-29.700293291010023,1.4370601147945685,-3.048227334281273,-0.6087920883501088,0.9922480620155039,256,9,0.42857142857142855,258,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_8f18a2646530,validation,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_session_edges,long_only,0.0,6.592805113225797e-06,8,0,430,1.585395516751373,449.1062648773158,7143.8746193885745,6694.768354511258,1.067083167197964,405.8401680755626,4.058401680755626,45.11627906976744,36.82409597622976,-28.3676625191155,1.2981011724676261,1.0444331741332926,1.106608710041973,0.9116279069767442,109,10,0.7777777777777778,430,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_8f18a2646530,oos,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_session_edges,long_only,0.0,6.592805113225797e-06,8,0,299,1.5394461626472637,-671.54743983269,4834.274781808852,5505.822221641543,0.8780295816321378,1561.933123865127,15.619331238651272,37.79264214046823,42.78119275937037,-29.601194740008296,1.4452522317130765,-2.2459780596411036,-0.4299463463396517,0.9832775919732442,223,12,0.42857142857142855,299,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_d42cb57b4ce3,validation,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_session_edges,long_only,0.5,0.027295929521455015,3,0,247,0.9106806805525328,-448.29979267120257,3809.529078044889,4257.828870716091,0.8947116461738384,714.4364932251017,7.144364932251017,42.91497975708502,35.938953566461215,-30.197367877419083,1.190135302929351,-1.8149789176971765,-0.6274872531321747,0.9757085020242915,187,8,0.4444444444444444,247,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_d42cb57b4ce3,oos,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_session_edges,long_only,0.5,0.027295929521455015,3,0,165,0.8495271466113663,-811.0886151599851,2501.545614995958,3312.6342301559434,0.7551529813414375,1335.1797458744022,13.351797458744022,36.96969696969697,41.00894450813046,-31.852252213037918,1.287473935401795,-4.915688576727183,-0.6074752239660491,0.9818181818181818,149,9,0.5714285714285714,165,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_af35f5abb88f,validation,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_session_edges,long_only,0.5,0.027295929521455015,5,0,277,1.0212896700933263,32.587448759077176,4526.169332475656,4493.581883716579,1.0072519984285064,641.5405462265014,6.4154054622650145,45.48736462093863,35.92197882917188,-29.7588204219641,1.2071035854182894,0.11764421934684902,0.05079561837635107,0.9314079422382672,206,9,0.7777777777777778,277,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_af35f5abb88f,oos,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_session_edges,long_only,0.5,0.027295929521455015,5,0,194,0.9988379784400306,-581.2280033493016,3150.233412513735,3731.461415863036,0.8442358265106512,1205.1803349399545,12.051803349399545,38.659793814432994,42.003112166849796,-31.356818620697783,1.3395208447302331,-2.9960206358211425,-0.48227471565760327,0.9896907216494846,174,10,0.42857142857142855,194,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_2b652d09e329,validation,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_session_edges,long_only,0.5,0.027295929521455015,8,0,288,1.0618462995916171,537.1270548629724,5169.163431453699,4632.036376590727,1.115959161628672,514.8850514221203,5.148850514221203,46.875,38.29009949224962,-30.274747559416515,1.2647537165124947,1.8650244960519875,1.0431979980374635,0.9201388888888888,137,7,0.6666666666666666,288,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_2b652d09e329,oos,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_session_edges,long_only,0.5,0.027295929521455015,8,0,206,1.0606217709208574,-978.8686235809298,3118.215538940432,4097.084162521362,0.7610816412962017,1560.105395288465,15.60105395288465,35.92233009708738,42.13804782351935,-31.038516382737587,1.3576050898797112,-4.751789434858883,-0.6274374965544787,0.9902912621359223,185,10,0.2857142857142857,206,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_f6abf764ae62,validation,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,long_only,0.0,7.245238083375405e-07,3,0,388,1.4305429313942621,-945.7973100566991,4361.228071432108,5307.025381488806,0.8217839105583157,1292.5666019439836,12.925666019439836,41.75257731958763,26.921160934766096,-23.482413192428343,1.1464392826307366,-2.4376219331358224,-0.7317203683231848,0.9845360824742269,374,8,0.2222222222222222,388,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_f6abf764ae62,oos,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,long_only,0.0,7.245238083375405e-07,3,0,285,1.4673650714196327,-2447.7963109493294,2662.9188209629,5110.7151319122295,0.5210462239100656,2550.5137147426576,25.505137147426577,33.68421052631579,27.73873771836354,-27.04082080376841,1.0258097533229418,-8.58875898578712,-0.9597267784918803,0.9929824561403509,283,16,0.0,285,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_b3645b5aa115,validation,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,long_only,0.0,7.245238083375405e-07,5,0,561,2.0683881044128376,-2577.1343112850254,5633.830896291724,8210.965207576748,0.6861350345380895,2712.4219547080834,27.124219547080834,42.780748663101605,23.474295401215514,-25.579330864725073,0.9177056086946946,-4.593822301755838,-0.950122936002552,0.9964349376114082,537,9,0.0,561,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_b3645b5aa115,oos,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,long_only,0.0,7.245238083375405e-07,5,0,418,2.152135438082128,-2046.4872130298832,4538.854559164031,6585.341772193913,0.6892359905037864,2126.9857191944297,21.269857191944297,39.952153110047846,27.17876981535348,-26.236421403163,1.035917566565571,-4.895902423516467,-0.962153715731089,0.992822966507177,414,9,0.0,418,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_4f8f2e9c4f4c,validation,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,long_only,0.0,7.245238083375405e-07,8,0,755,2.7836595701099687,-3148.357095632573,7779.4823769855375,10927.83947261811,0.7118957408258593,3394.494736709573,33.94494736709573,43.841059602649004,23.502967906300718,-25.7732063033446,0.9119147858313122,-4.170009398188839,-0.9274891669693406,0.9920529801324504,721,9,0.0,755,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_4f8f2e9c4f4c,oos,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,long_only,0.0,7.245238083375405e-07,8,0,577,2.970770688453081,-2651.5994584560713,6536.438275938011,9188.037734394084,0.7114074261438659,2691.538635206251,26.91538635206251,41.24783362218371,27.464026369487442,-27.103356148655113,1.0133072162301282,-4.595492995591111,-0.9851612099385231,0.9982668977469671,574,12,0.14285714285714285,577,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_57ce437b9858,validation,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,long_only,0.5,0.012134356178668981,3,0,338,1.2461946154929398,-801.3445251751127,3930.190296945563,4731.534822120675,0.8306375086940713,1146.1431415558066,11.461431415558065,41.71597633136095,27.873690049259313,-24.017943259495812,1.1605360937073195,-2.3708417904589134,-0.6991661827573695,0.9822485207100592,324,6,0.2222222222222222,338,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_57ce437b9858,oos,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,long_only,0.5,0.012134356178668981,3,0,254,1.3077569408441638,-1930.2021843242692,2534.8604522800383,4465.062636604308,0.5677099424091857,2032.9195881176022,20.32919588117602,35.039370078740156,28.48157811550605,-27.060985676389745,1.0524959606462432,-7.599221198127044,-0.9494729627311796,0.9921259842519685,252,16,0.0,254,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_4e5c0ffc8f36,validation,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,long_only,0.5,0.012134356178668981,5,0,476,1.7549959673805895,-2342.0502639293836,4870.292068471897,7212.342332401281,0.6752718942072706,2619.6655285453785,26.196655285453787,43.48739495798319,23.527981007110615,-26.811681533090265,0.8775272441630715,-4.920273663717192,-0.8940264466623927,0.9894957983193278,454,9,0.1111111111111111,476,0,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
