candidate_id,split,target_id,horizon_bars,sl_atr,tp_atr,feature_set_id,feature_count,model_id,model_family,event_id,threshold_quantile,edge_threshold_from_train,side_policy,cooldown_bars,event_rows,raw_signal_rows,trade_count,trades_per_day,net_profit,gross_profit,gross_loss,profit_factor,drawdown,drawdown_percent_on_10000,win_rate,average_win,average_loss,payoff_ratio,expectancy,recovery_factor,time_under_water_trade_share,max_underwater_trades,max_consecutive_loss,positive_month_share,month_count,long_trade_count,short_trade_count,claim_boundary
f69b_d806fdfdf92a,oos,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,0.8,0.02581218655611543,long_only,3,7584,545,197,1.0142839265602372,307.78881383895066,3563.4599286079388,3255.6711147689894,1.0945392832963685,398.2764084243826,3.982764084243826,47.20812182741117,38.31677342589182,-31.30452994970182,1.224000918955079,1.5623797656799525,0.7728020222352384,0.9543147208121827,120,12,0.7142857142857143,7,197,0,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_1e88e96f6872,validation,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,0.9,0.03702347513940892,long_only,3,9844,310,113,0.4166271939369887,75.2338380622829,2120.87652215958,2045.6426840972965,1.036777604733782,445.966418285375,4.45966418285375,46.902654867256636,40.016538153954336,-34.09404473495494,1.1737104959250362,0.6657861775423265,0.1686984377692326,0.9646017699115044,65,6,0.3333333333333333,9,113,0,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_1e88e96f6872,oos,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,0.9,0.03702347513940892,long_only,3,7584,248,87,0.4479324954859931,505.60522708892967,1781.1878630447427,1275.582635955813,1.3963719894243247,253.13336410522538,2.531333641052254,50.57471264367817,40.48154234192597,-29.664712464088673,1.364636262391954,5.811554334355513,1.9973867485866221,0.7816091954022989,21,5,0.5714285714285714,7,87,0,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_21433e093d5e,validation,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,0.95,0.0488890420255415,long_only,3,9844,153,61,0.22490494539961337,-60.69842660903977,1228.8091015434286,1289.5075281524682,0.952928986233989,604.9670639419545,6.049670639419545,47.540983606557376,42.372727639428575,-40.29711025476463,1.0515078468788845,-0.9950561739186847,-0.10033343999511299,0.9180327868852459,37,5,0.125,8,61,0,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_21433e093d5e,oos,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,0.95,0.0488890420255415,long_only,3,7584,121,42,0.21624327368289323,244.3375646972592,880.3407519531195,636.0031872558604,1.3841766355786569,180.55166259765826,1.8055166259765827,54.761904761904766,38.275684867526934,-33.47385196083476,1.1434502641736732,5.817561064220458,1.3532833826168724,0.8333333333333334,16,3,0.8571428571428571,7,42,0,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_1be2fa58632a,validation,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,0.5,0.011016879222725151,short_only,3,9844,1338,442,1.6296391125676903,-1110.3408627510112,7740.617259311672,8850.958122062682,0.8745513369921752,1765.3193825149515,17.653193825149515,42.76018099547511,40.95564687466493,-34.98402419787622,1.1706957050741815,-2.5120833998891654,-0.6289744925188386,0.9705882352941176,387,9,0.2222222222222222,9,0,442,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_1be2fa58632a,oos,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,0.5,0.011016879222725151,short_only,3,7584,937,318,1.637270500741906,141.01651096344278,6093.447470779427,5952.430959815983,1.0236905748114387,687.7760720062251,6.877760720062251,44.65408805031446,42.911601906897374,-33.82063045349991,1.2687995856817829,0.4434481476837823,0.20503259229723017,0.9308176100628931,119,8,0.42857142857142855,7,0,318,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_95bf2ccf0e11,validation,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,0.65,0.016294135189938604,short_only,3,9844,957,333,1.2277597839028074,-795.2478495979274,6107.477649555208,6902.7254991531345,0.8847921955326933,1308.7125862693756,13.087125862693755,41.74174174174174,43.93868812629646,-35.58105927398523,1.234889826858579,-2.3881316804742565,-0.6076566069138725,0.972972972972973,292,10,0.4444444444444444,9,0,333,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_95bf2ccf0e11,oos,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,0.65,0.016294135189938604,short_only,3,7584,649,233,1.1996353040027172,357.35497240067264,4810.895483036042,4453.540510635371,1.0802406470868025,439.63468894958135,4.396346889495813,47.21030042918455,43.73541348214583,-36.207646427929845,1.2079054508334244,1.5337123278998825,0.812845258536128,0.9227467811158798,67,6,0.42857142857142855,7,0,233,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_879393b670f1,validation,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,0.8,0.024648817235198572,short_only,3,9844,538,207,0.7632020278314748,-377.26757965087177,4321.933059883124,4699.200639533995,0.9197166478747578,1313.5445184707642,13.135445184707642,43.47826086956522,48.021478443145824,-40.164108030205085,1.1956316422371853,-1.8225486939655642,-0.28721339425182846,0.9758454106280193,163,7,0.4444444444444444,9,0,207,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_879393b670f1,oos,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,0.8,0.024648817235198572,short_only,3,7584,368,142,0.7311082110231153,65.89091390610416,3014.8287817573573,2948.9378678512526,1.0223439478411651,347.11723155975346,3.4711723155975345,44.36619718309859,47.85442510725964,-37.328327441155096,1.2819868552293974,0.4640205204655223,0.18982322948943423,0.9225352112676056,48,5,0.5714285714285714,7,0,142,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_ad7d9636fa51,validation,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,0.9,0.036130541116952186,short_only,3,9844,262,120,0.4424359581631738,349.44744983672956,2936.1267180252103,2586.6792681884804,1.1350950054513165,478.2689986991883,4.782689986991883,41.66666666666667,58.722534360504206,-36.95256097412115,1.589133007631843,2.9120620819727465,0.7306504305885771,0.925,56,10,0.2222222222222222,9,0,120,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_ad7d9636fa51,oos,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,0.9,0.036130541116952186,short_only,3,7584,180,69,0.3552568067647532,-238.22378885268702,1413.359174556735,1651.5829634094218,0.855760325620632,514.9090489578201,5.149090489578201,39.130434782608695,52.34663609469389,-39.32340389070052,1.3311827287432052,-3.4525186790244495,-0.4626521699994471,0.9420289855072463,54,8,0.2857142857142857,7,0,69,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_a91ff08e870f,validation,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,0.95,0.0477525660597115,short_only,3,9844,140,63,0.23227887803566627,-1007.1721551704421,792.9804078483571,1800.1525630187987,0.44050733484419463,1062.3834396171583,10.623834396171583,28.57142857142857,44.05446710268651,-40.00339028930664,1.1012683371104866,-15.986859605880033,-0.9480307369374921,0.9841269841269841,62,13,0.1111111111111111,9,0,63,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_a91ff08e870f,oos,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_cash_any_context,0.95,0.0477525660597115,short_only,3,7584,92,27,0.13901353308185993,489.9769977760342,993.4648708534268,503.48787307739263,1.9731654404727208,147.28046825408674,1.4728046825408674,55.55555555555556,66.23099139022845,-41.957322756449386,1.5785323523781767,18.14729621392719,3.326829440348675,0.5925925925925926,8,2,0.6666666666666666,6,0,27,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_1c3fbf126b40,validation,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_morph_range_impulse,0.5,0.012696814799535161,both,3,4562,1280,496,1.8287352937411185,-616.1364214515584,8751.438428630849,9367.574850082405,0.9342266881970913,1619.2055371093538,16.192055371093538,46.16935483870967,38.215888334632524,-35.08455000030863,1.08925120414246,-1.2422105271200774,-0.3805177337470699,0.9657258064516129,426,10,0.3333333333333333,9,214,282,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_1c3fbf126b40,oos,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_morph_range_impulse,0.5,0.012696814799535161,both,3,3314,967,374,1.9255948656524302,839.0957745933587,7465.286926174165,6626.191151580808,1.1266331977750408,683.3421683692935,6.833421683692935,46.524064171122994,42.903947851575666,-33.13095575790404,1.294980687097748,2.2435715898218147,1.2279291597001114,0.9278074866310161,147,8,0.7142857142857143,7,185,189,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_86f4d586de35,validation,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_morph_range_impulse,0.65,0.01862583222835435,both,3,4562,917,388,1.4305429313942621,-1233.9307939529194,6897.7938813781875,8131.7246753311065,0.8482571848876972,2122.4263875007505,21.224263875007505,43.29896907216495,41.0582969129654,-36.962384887868666,1.1108129802100797,-3.1802340050332973,-0.5813774278437646,0.9716494845360825,333,12,0.4444444444444444,9,165,223,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_86f4d586de35,oos,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_morph_range_impulse,0.65,0.01862583222835435,both,3,3314,708,297,1.5291488639004593,-220.199021816247,5508.187486133574,5728.386507949821,0.9615600271541286,840.015978527065,8.40015978527065,44.107744107744104,42.0472327185769,-34.50835245752904,1.2184653779204988,-0.7414108478661515,-0.2621367062592754,0.9764309764309764,265,7,0.42857142857142855,7,146,151,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_9efdd0ef83dd,validation,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_morph_range_impulse,0.8,0.02774299013460012,both,3,4562,529,245,0.9033067479164799,-301.5346511840838,5079.118649253841,5380.653300437925,0.9439594721407635,1215.118731117248,12.15118731117248,42.857142857142854,48.3725585643223,-38.43323786027089,1.258612629521018,-1.230753678302383,-0.2481524179179067,0.9795918367346939,135,8,0.2222222222222222,9,91,154,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_9efdd0ef83dd,oos,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_morph_range_impulse,0.8,0.02774299013460012,both,3,3314,400,181,0.9319055365858018,141.9714977645927,3661.6494287872333,3519.6779310226407,1.0403365025286115,512.066677474977,5.120666774749771,48.06629834254144,42.08792446881878,-37.44338224492171,1.124041738364247,0.784372915826479,0.2772519752010818,0.9116022099447514,100,7,0.5714285714285714,7,79,102,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_79419e28cec7,validation,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_morph_range_impulse,0.9,0.04086136510940385,both,3,4562,247,122,0.44980989079922673,-1175.0054279708868,2074.7670787429843,3249.7725067138704,0.6384345594827384,1295.9109787941013,12.959109787941014,36.0655737704918,47.15379724415873,-41.66375008607526,1.1317703554466725,-9.631192032548253,-0.9067022713738238,0.9754098360655737,105,16,0.2222222222222222,9,39,83,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_79419e28cec7,oos,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_morph_range_impulse,0.9,0.04086136510940385,both,3,3314,186,79,0.4067433004987754,171.84172389984596,1713.1612590026884,1541.319535102842,1.1114900057945354,266.54631271362325,2.6654631271362326,44.303797468354425,48.94746454293396,-35.0299894341555,1.397301721570273,2.175211694934759,0.6446974341921298,0.9113924050632911,26,5,0.7142857142857143,7,29,50,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_ac8303f5cb69,validation,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_morph_range_impulse,0.95,0.05434853788794111,both,3,4562,135,66,0.24333977698974563,-536.2791768837013,1299.4642204093918,1835.7433972930928,0.7078681161678289,728.8685969162024,7.288685969162023,37.878787878787875,51.97856881637567,-44.774229202270554,1.1609037105152393,-8.125442073995474,-0.7357693542466572,0.9545454545454546,59,10,0.2222222222222222,9,21,45,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_ac8303f5cb69,oos,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_morph_range_impulse,0.95,0.05434853788794111,both,3,3314,94,36,0.18535137744247993,280.40507041931414,981.1350650024441,700.72999458313,1.4001613639874648,187.61434848785137,1.8761434848785137,47.22222222222222,57.713827353084945,-36.88052603069105,1.5648862303389313,7.789029733869837,1.4945822250768377,0.6944444444444444,11,3,0.5714285714285714,7,14,22,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_35fd650f22d1,validation,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_morph_range_impulse,0.5,0.011868651937921443,long_only,3,4562,548,266,0.9807330405950353,-292.76190120696094,4774.705008163463,5067.466909370424,0.9422271706075466,1500.8705046462896,15.008705046462897,48.49624060150376,37.013217117546226,-36.98880955744835,1.0006598633584023,-1.1006086511539885,-0.1950613995682167,0.9736842105263158,210,6,0.5555555555555556,9,266,0,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_35fd650f22d1,oos,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_morph_range_impulse,0.5,0.011868651937921443,long_only,3,3314,432,232,1.1944866546293151,-231.4331058693033,3898.72158826827,4130.154694137574,0.9439650272185193,1175.113862476357,11.751138624763572,46.12068965517241,36.43665035764738,-33.041237553100586,1.1027628822646254,-0.9975564908159624,-0.1969452605908303,0.9827586206896551,228,7,0.5714285714285714,7,232,0,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_50bda1091e3a,validation,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_morph_range_impulse,0.65,0.016983530338924226,long_only,3,4562,413,206,0.7595150615134484,-553.6069901275516,3699.693267173776,4253.3002573013255,0.8698406045570817,1394.4170943450845,13.944170943450846,46.116504854368934,38.9441396544608,-38.31802033604798,1.0163400747982743,-2.6874125734347167,-0.3970167838393892,0.9805825242718447,192,8,0.5555555555555556,9,206,0,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_50bda1091e3a,oos,fh_h3_sl09_tp135_edge10,3,0.9,1.35,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_morph_range_impulse,0.65,0.016983530338924226,long_only,3,3314,316,178,0.9164595884655952,-416.71348508835354,3031.5984370613032,3448.311922149657,0.8791543530584736,911.825666046145,9.11825666046145,42.69662921348314,39.889453119227674,-33.80697962891821,1.1799176843679513,-2.3410869948783906,-0.45701004106991744,0.9887640449438202,176,10,0.42857142857142855,7,178,0,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
