candidate_id,target_id,horizon_bars,feature_set_id,feature_count,model_id,model_family,event_id,threshold_quantile,side_policy,cooldown_bars,validation_net,validation_pf,validation_dd_pct,validation_trades,validation_trades_per_day,validation_win_rate,validation_expectancy,oos_net,oos_pf,oos_dd_pct,oos_trades,oos_trades_per_day,oos_win_rate,oos_expectancy,min_pf,min_net,max_dd_pct,density_distance_to_7p5,scout_signal,meaningful_proxy_signal,selection_score,claim_boundary
f69b_96708a143aa9,fh_h9_sl09_tp135_edge10,9,price_path_core_v1,12,shallow_extra_trees_v1,shallow_tree(얕은 트리),event_session_edges,0.95,long_only,9,473.0012369155885,7.611099776950145,0.3123875999450684,14,0.05161752845237028,71.42857142857143,33.785802636827746,120.21596355438234,1.766091825735779,1.3139374561309813,10,0.0514864937340222,50.0,12.021596355438234,1.766091825735779,120.21596355438234,1.3139374561309813,14.896895977813607,False,False,139.10218232228786,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_59c99a7aaa92,fh_h9_sl09_tp135_edge10,9,price_path_core_v1,12,shallow_extra_trees_v1,shallow_tree(얕은 트리),event_trend_vol_expansion,0.9,long_only,9,682.4711512756373,3.2098894312774706,1.9027956619262696,23,0.08480022531460832,69.56521739130434,29.672658751114668,161.16141271591187,1.6879356765422922,1.2742599449157717,13,0.06693244185422886,46.15384615384615,12.397031747377836,1.6879356765422922,161.16141271591187,1.9027956619262696,14.848267332831163,False,False,133.88492882646938,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_40fe35d11a30,fh_h6_sl09_tp135_edge10,6,regime_session_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_session_edges,0.95,long_only,6,143.12987384796145,1.6629319645688814,1.2616226177215575,9,0.033182696862238036,44.44444444444444,15.903319316440161,128.80155563354495,3.3639468354827238,0.3338580894470215,5,0.0257432468670111,60.0,25.76031112670899,1.6629319645688814,128.80155563354495,1.2616226177215575,14.94107405627075,False,False,129.54822154543865,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_0367c1c22ef1,fh_h3_sl09_tp135_edge10,3,morph_session_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_trend_vol_expansion,0.9,long_only,3,352.34685947418217,1.6062151135559093,3.46953791885377,29,0.10692202322276702,58.620689655172406,12.149891706006281,196.7201131629954,2.0244363928376448,0.5151937179565431,12,0.06178379248082664,58.333333333333336,16.39334276358295,1.6062151135559093,196.7201131629954,3.46953791885377,14.831294184296407,False,False,126.25995360430711,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_337ca1bfd006,fh_h9_sl09_tp135_edge10,9,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_session_edges,0.95,short_only,9,181.8191718864441,1.5949251462902911,1.3852266769409178,25,0.09217415795066122,48.0,7.272766875457765,223.17122383117677,2.1750639782777115,0.5680399703979492,16,0.08237838997443551,56.25,13.948201489448548,1.5949251462902911,181.8191718864441,1.3852266769409178,14.825447452074904,False,False,126.0396354954566,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_ff45a80228d3,fh_h6_sl09_tp135_edge10,6,price_path_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_session_edges,0.9,long_only,6,176.08970710754298,1.55838090199728,1.5705527561187842,19,0.07005236004250252,47.368421052631575,9.26787932144963,197.31332273483278,1.9562478482657093,1.042837379455566,14,0.07208109122763108,50.0,14.09380876677377,1.55838090199728,176.08970710754298,1.5705527561187842,14.857866548729866,False,False,121.52609102546225,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_332961d4715c,fh_h9_sl09_tp135_edge10,9,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_session_edges,0.95,both,9,557.2611898136118,1.685810413962161,1.3811519622802735,54,0.19909618117342823,55.55555555555556,10.319651663215033,277.7219469070435,1.4843066105155573,1.5852453689575199,37,0.19050002681588213,54.054054054054056,7.50599856505523,1.4843066105155573,277.7219469070435,1.5852453689575199,14.61040379201069,False,False,121.196759797398,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_dabdfcdc8555,fh_h3_sl09_tp135_edge10,3,regime_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_session_edges,0.8,short_only,3,450.239383392335,1.4336751659860776,2.1998353271484374,82,0.3023312380781688,50.0,5.490724187711403,348.4693087100983,1.7501268838554809,1.6951375122070313,36,0.18535137744247993,52.77777777777778,9.679703019724952,1.4336751659860776,348.4693087100983,2.1998353271484374,14.512317384479353,False,False,120.24750391634146,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_0f107df13216,fh_h6_sl09_tp135_edge10,6,price_path_core_v1,12,shallow_extra_trees_v1,shallow_tree(얕은 트리),event_trend_vol_expansion,0.9,both,6,530.9955464553834,1.4011819524893183,2.3850452880859385,68,0.25071370962579853,52.94117647058824,7.808758036108579,438.8119384765647,1.4496257356907847,3.5629288063048956,50,0.257432468670111,54.0,8.776238769531295,1.4011819524893183,438.8119384765647,3.5629288063048956,14.49185382170409,False,False,119.26497543570255,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_27ff20806a22,fh_h3_sl09_tp135_edge10,3,regime_session_core_v1,12,shallow_extra_trees_v1,shallow_tree(얕은 트리),event_trend_vol_expansion,0.95,both,3,273.7213290977461,1.505828163099525,1.648087669372559,35,0.12904382113092572,57.14285714285714,7.820609402792745,198.7833524322494,1.721000988466021,1.131814765930176,24,0.12356758496165328,58.333333333333336,8.282639684677058,1.505828163099525,198.7833524322494,1.648087669372559,14.74738859390742,False,False,118.77745840010508,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_da113e222b92,fh_h3_sl09_tp135_edge10,3,price_path_core_v1,12,shallow_extra_trees_v1,shallow_tree(얕은 트리),event_session_edges,0.9,long_only,3,470.37407131194965,2.9026853580055816,1.304331985473633,25,0.09217415795066122,72.0,18.814962852477986,129.6470022201538,1.5500743575169762,1.0824375228881837,15,0.0772297406010333,53.333333333333336,8.643133481343588,1.5500743575169762,129.6470022201538,1.304331985473633,14.830596101448306,False,False,118.74129549732888,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_a1522009fc17,fh_h9_sl09_tp135_edge10,9,price_path_core_v1,12,shallow_extra_trees_v1,shallow_tree(얕은 트리),event_trend_vol_expansion,0.8,long_only,9,637.6842631340027,2.0992700848195787,1.9027956619262696,37,0.1364177537669786,62.16216216216216,17.234709814432506,226.0560534477234,1.5082800256009,2.7028238010406493,25,0.1287162343350555,48.0,9.042242137908936,1.5082800256009,226.0560534477234,2.7028238010406493,14.734866011897967,False,False,118.24753514234946,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_525a68e8748e,fh_h6_sl09_tp135_edge10,6,price_path_core_v1,12,shallow_extra_trees_v1,shallow_tree(얕은 트리),event_trend_vol_expansion,0.8,short_only,6,459.40634008407676,1.3294421116409785,2.4045508358001606,73,0.26914854121593074,49.31506849315068,6.293237535398312,524.0634276580787,1.5319836986424966,2.1162554166793925,55,0.2831757155371221,52.72727272727272,9.528425957419612,1.3294421116409785,459.40634008407676,2.4045508358001606,14.447675743246947,False,False,115.19036611161195,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_8384c5c4daff,fh_h9_sl09_tp135_edge10,9,price_path_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_vortex_di_alignment,0.65,short_only,9,629.6722613716116,1.2698963955411213,3.4590176696777353,130,0.47930562134343835,48.46153846153846,4.843632779781628,517.9994039058687,1.286824366367918,2.0907177629470826,97,0.4994189892200153,47.42268041237113,5.340200040266687,1.2698963955411213,517.9994039058687,3.4590176696777353,14.021275389436546,False,False,112.73703244976005,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_84fabce5dcde,fh_h6_sl09_tp135_edge10,6,regime_session_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_session_edges,0.95,both,6,179.71870834350483,1.4549338087323123,1.7558883197784525,21,0.07742629267855543,52.38095238095239,8.558033730643087,218.98420276641843,1.7728717706831054,1.3108796939849856,17,0.08752703934783775,47.05882352941176,12.881423692142262,1.4549338087323123,179.71870834350483,1.7558883197784525,14.835046667973607,False,False,111.14327243456066,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_039fa72925c1,fh_h3_sl09_tp135_edge10,3,morph_session_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_morph_range_impulse,0.9,long_only,3,772.8218089294422,1.4552151974019008,3.578629229736318,74,0.2728355075339572,51.35135135135135,10.443537958505976,381.30935392379405,1.338246196000955,3.008978584289551,59,0.303770313030731,52.54237288135594,6.462870405488035,1.338246196000955,381.30935392379405,3.578629229736318,14.423394179435313,False,False,110.36506716408218,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_09fb591178dc,fh_h6_sl09_tp135_edge10,6,price_path_core_v1,12,shallow_extra_trees_v1,shallow_tree(얕은 트리),event_trend_vol_expansion,0.8,both,6,707.7290269470184,1.3977313008806251,2.3644833801269636,98,0.361322699166592,53.06122448979592,7.221724764765494,474.63118934631217,1.29772181212464,5.447889911651612,81,0.41704059924557985,48.148148148148145,5.8596443129174345,1.29772181212464,474.63118934631217,5.447889911651612,14.22163670158783,False,False,109.85732607611365,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_023d61876a9c,fh_h9_sl09_tp135_edge10,9,price_path_core_v1,12,shallow_extra_trees_v1,shallow_tree(얕은 트리),event_morph_range_impulse,0.65,long_only,9,782.0528822708114,1.2602433036630645,4.072541805458049,150,0.5530449477039673,46.0,5.21368588180541,504.3144577026318,1.2548326661564129,3.6538880567550667,103,0.5303108854604287,45.63106796116505,4.896256870899338,1.2548326661564129,504.3144577026318,4.072541805458049,13.916644166835603,False,False,109.67321252477959,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_ecc4dc3f254b,fh_h3_sl09_tp135_edge10,3,regime_session_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_bb_squeeze_release,0.95,long_only,3,92.63735597610574,1.502200294969099,1.6025283081054584,18,0.06636539372447607,50.0,5.146519776450319,47.7742847442627,1.7075853676683266,0.45842054557800294,6,0.03089189624041332,50.0,7.9623807907104505,1.502200294969099,47.7742847442627,1.6025283081054584,14.90274271003511,False,False,108.25539147579234,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_b22806448cfa,fh_h3_sl09_tp135_edge10,3,regime_session_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_vortex_di_alignment,0.9,long_only,3,290.1177153778092,1.4231075217808,1.9097577957153107,32,0.11798292217684636,46.875,9.066178605556537,153.06016147613633,1.4328157393027783,1.1607752952575685,21,0.10812163684144661,61.904761904761905,7.288579117911254,1.4231075217808,153.06016147613633,1.9097577957153107,14.773895440981708,False,False,107.32440073491792,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_d3ffc6cfa3e1,fh_h9_sl09_tp135_edge10,9,regime_session_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_morph_range_impulse,0.95,long_only,9,269.57761116027837,1.4906091696793862,2.4047736740112304,25,0.09217415795066122,44.0,10.783104446411135,153.03589630126953,1.428273857552292,1.053349147796631,20,0.1029729874680444,45.0,7.651794815063477,1.428273857552292,153.03589630126953,2.4047736740112304,14.804852854581295,False,False,107.10425581434355,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_f123430d55d1,fh_h9_sl09_tp135_edge10,9,price_path_core_v1,12,shallow_extra_trees_v1,shallow_tree(얕은 트리),event_trend_vol_expansion,0.95,both,9,307.96782657623294,1.3345541625526753,2.926944656372071,45,0.16591348431119018,44.44444444444444,6.843729479471843,659.1500737953197,2.354391995499574,1.2426028747558593,37,0.19050002681588213,59.45945945945946,17.814866859332966,1.3345541625526753,307.96782657623294,2.926944656372071,14.643586488872927,False,False,105.56393964122333,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_15144e150eae,fh_h3_sl09_tp135_edge10,3,price_path_core_v1,12,shallow_extra_trees_v1,shallow_tree(얕은 트리),event_cash_any_context,0.9,long_only,3,514.4752253341546,1.194719586887683,3.5518228286742954,158,0.5825406782481789,51.26582278481012,3.256172312241485,758.781778202059,1.457984731155793,4.479848466873156,121,0.6229865741816686,57.02479338842975,6.270923786793875,1.194719586887683,514.4752253341546,4.479848466873156,13.794472747570152,False,False,104.46934194039801,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_fa47c5f5743f,fh_h9_sl09_tp135_edge10,9,price_path_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_vortex_di_alignment,0.8,long_only,9,477.0150255680122,1.332992058357268,2.8928655870437368,79,0.29127033912408945,48.10126582278481,6.0381648806077495,304.78081181526295,1.3095871285374254,2.249963710784912,56,0.2883243649105243,46.42857142857143,5.442514496701124,1.3095871285374254,304.78081181526295,2.8928655870437368,14.420405295965386,False,False,104.1993112303239,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_ab8b67f60f5f,fh_h3_sl09_tp135_edge10,3,price_path_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_session_edges,0.5,long_only,3,591.6836018848387,1.1746636983039354,4.684796190261842,242,0.8922458489624006,47.93388429752066,2.444973561507598,524.1274128246282,1.1987185122871007,2.8039074092865195,164,0.8443784972379641,44.51219512195122,3.1958988586867574,1.1746636983039354,524.1274128246282,4.684796190261842,13.263375653799635,False,False,104.0661891303007,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_19d4d82ea21d,fh_h9_sl09_tp135_edge10,9,price_path_core_v1,12,shallow_extra_trees_v1,shallow_tree(얕은 트리),event_trend_vol_expansion,0.5,long_only,9,347.04790884018047,1.2793368790634856,2.4187161483764648,69,0.254400675943825,50.72463768115942,5.029679838263485,389.9760068416597,1.3808178029647575,2.7751679506301885,59,0.303770313030731,45.76271186440678,6.60976282782474,1.2793368790634856,347.04790884018047,2.7751679506301885,14.441829011025444,False,False,103.38348012987488,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_b2e1335df1f6,fh_h9_sl09_tp135_edge10,9,price_path_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_vortex_di_alignment,0.8,short_only,9,469.55110483169557,1.325891335088987,2.374793695449829,105,0.3871314633927771,43.80952380952381,4.471915284111386,360.0135825157165,1.249172097076649,2.4033141136169442,83,0.42733789799238425,45.78313253012048,4.33751304235803,1.249172097076649,360.0135825157165,2.4033141136169442,14.18553063861484,False,False,102.15561596293033,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_4d82da8a35e6,fh_h9_sl09_tp135_edge10,9,morph_session_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_session_edges,0.9,long_only,9,222.11932363510135,1.4517207590361176,2.323815216064453,25,0.09217415795066122,56.00000000000001,8.884772945404054,103.87160749435421,1.3966177814207321,0.7130213241577149,15,0.0772297406010333,46.666666666666664,6.924773832956947,1.3966177814207321,103.87160749435421,2.323815216064453,14.830596101448306,False,False,101.11334062510662,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_6e516f71d21a,fh_h9_sl09_tp135_edge10,9,price_path_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_vortex_di_alignment,0.8,both,9,487.51529700279343,1.1720087729094082,3.9324058273315434,168,0.6194103414284434,42.857142857142854,2.9018767678737705,784.3375048160555,1.3363504131777588,2.057836578369141,132,0.679621717289093,46.96969696969697,5.941950794061026,1.1720087729094082,487.51529700279343,3.9324058273315434,13.700967941282464,False,False,100.98701142109533,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_dddca4520488,fh_h9_sl09_tp135_edge10,9,price_path_core_v1,12,shallow_extra_trees_v1,shallow_tree(얕은 트리),event_morph_range_impulse,0.8,long_only,9,1394.3265173721288,1.7790218853329491,2.5283371295928956,102,0.37607056443869774,53.92156862745098,13.669867817373811,351.9781967925986,1.2480314111451365,3.2059336481094514,69,0.3552568067647532,46.3768115942029,5.101133286849255,1.2480314111451365,351.9781967925986,3.2059336481094514,14.268672628796548,False,False,100.18885839304804,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_fc6e61c46028,fh_h9_sl09_tp135_edge10,9,price_path_core_v1,12,shallow_extra_trees_v1,shallow_tree(얕은 트리),event_trend_vol_expansion,0.65,both,9,603.8291927337646,1.2508391880281113,5.888274629592895,135,0.49774045293357055,45.18518518518518,4.472808835064923,447.81498577117827,1.2034420105074246,3.6006368827819824,117,0.6023919766880598,45.2991452991453,3.8274785108647715,1.2034420105074246,447.81498577117827,5.888274629592895,13.899867570378369,False,False,100.14216489928225,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_a1fca9a9a3fc,fh_h6_sl09_tp135_edge10,6,price_path_core_v1,12,shallow_extra_trees_v1,shallow_tree(얕은 트리),event_trend_vol_expansion,0.9,long_only,6,228.46175329208273,1.47590544921218,1.7846837768554689,26,0.09586112426868766,57.692307692307686,8.78699051123395,114.91669748306381,1.3672848830406612,0.7914311401367086,15,0.0772297406010333,46.666666666666664,7.6611131655375875,1.3672848830406612,114.91669748306381,1.7846837768554689,14.826909135130279,False,False,99.6615030025344,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_18a9923ab0e2,fh_h9_sl09_tp135_edge10,9,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_session_edges,0.9,both,9,977.7982431220998,1.9384516827201868,1.992011363983155,83,0.30601820439619526,56.62650602409639,11.780701724362649,276.15740551948556,1.2714749822039912,2.4268339481353762,61,0.3140676117775354,50.81967213114754,4.527170582286649,1.2714749822039912,276.15740551948556,2.4268339481353762,14.37991418382627,False,False,98.87807465773696,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_89d58a91bb7f,fh_h9_sl09_tp135_edge10,9,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_vortex_di_alignment,0.95,long_only,9,302.10860214233406,1.390768019986576,4.742972545623778,27,0.09954809058671411,48.148148148148145,11.189207486753114,99.05677145004375,1.6833911001935515,1.449488754272461,9,0.04633784436061998,66.66666666666666,11.00630793889375,1.390768019986576,99.05677145004375,4.742972545623778,14.854114065052666,False,False,98.3697330430068,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_cec1393f0949,fh_h9_sl09_tp135_edge10,9,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_morph_range_impulse,0.95,both,9,668.1373569774648,1.3572825447516497,3.7135818241119485,106,0.39081842971080355,47.16981132075472,6.303182612994951,255.67221965790165,1.2845192467126056,2.942023891448975,60,0.3089189624041332,45.0,4.261203660965028,1.2845192467126056,255.67221965790165,3.7135818241119485,14.300262607885063,False,False,98.21602723392367,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_592e6c223e2f,fh_h3_sl09_tp135_edge10,3,price_path_core_v1,12,shallow_extra_trees_v1,shallow_tree(얕은 트리),event_trend_vol_expansion,0.9,short_only,3,278.8351066780116,1.2628320953103755,2.8213362026214597,50,0.18434831590132245,44.0,5.576702133560231,317.14706451416276,1.5514718388304476,1.8196180992126467,32,0.16475677994887103,65.625,9.910845766067586,1.2628320953103755,278.8351066780116,2.8213362026214597,14.650894904149805,False,False,96.83822941722553,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69b_54a157a242be,fh_h6_sl09_tp135_edge10,6,price_path_core_v1,12,shallow_extra_trees_v1,shallow_tree(얕은 트리),event_trend_vol_expansion,0.9,short_only,6,269.6898129272471,1.2611549597145046,2.1298809204101565,48,0.17697438326526954,45.83333333333333,5.618537769317648,461.475180950166,1.7423659436372538,3.0686257263183334,35,0.1802027280690777,60.0,13.185005170004743,1.2611549597145046,269.6898129272471,3.0686257263183334,14.642822888665652,False,False,96.66964537996945,proxy_scout_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
