candidate_id,split,bucket_group,bucket,trade_count,trades_per_day,net_profit,profit_factor,drawdown_percent_on_10000,win_rate,expectancy
f69c_9c5723847eb3,validation,session,late_305_390,26,0.09586112426868766,-56.7084679794265,0.8360921756384888,1.3772743091583253,46.15384615384615,-2.181094922285635
f69c_9c5723847eb3,validation,session,mid_35_300,382,1.4084211334861034,384.34850112916394,1.0673170846641238,6.464956374931331,46.33507853403142,1.0061479087150889
f69c_9c5723847eb3,validation,session,open_0_30,25,0.09217415795066122,104.11175312995913,1.297029020467014,0.8635140495300293,44.0,4.164470125198365
f69c_9c5723847eb3,validation,regime,bb_squeeze_on,10,0.03686966318026449,30.61639776229859,1.3957147219498185,0.5098742876052857,40.0,3.061639776229859
f69c_9c5723847eb3,validation,regime,chop_adx_lt18,78,0.287583372806063,252.0201147460944,1.304928885246152,1.5671215600967774,51.28205128205128,3.2310271121294156
f69c_9c5723847eb3,validation,regime,other_regime,97,0.35763573284856554,-17.885889167784807,0.990208300796169,5.776450209808376,47.42268041237113,-0.18439060997716297
f69c_9c5723847eb3,validation,regime,trend_adx_ge25,231,0.8516892194641097,-62.07320680616692,0.9821817638192543,6.036449201392973,44.15584415584416,-0.2687151809790776
f69c_9c5723847eb3,validation,regime,vol_expansion_hv5over20_ge1p25,17,0.06267842740644963,229.07436974525555,2.194175965563014,0.783348232269287,47.05882352941176,13.474962926191504
f69c_9c5723847eb3,oos,session,late_305_390,11,0.05663514310742442,46.46684589385986,1.4705760340727976,0.6883913402557373,45.45454545454545,4.2242587176236235
f69c_9c5723847eb3,oos,session,mid_35_300,285,1.4673650714196327,187.07018562316745,1.041330264756348,7.532789681243893,47.01754385964912,0.6563866162216402
f69c_9c5723847eb3,oos,session,open_0_30,16,0.08237838997443551,-126.57754497528077,0.6458547084372231,2.3365994510650636,31.25,-7.911096560955048
f69c_9c5723847eb3,oos,regime,bb_squeeze_on,6,0.03089189624041332,-86.08987503051759,0.5093656828939476,0.9901976280212403,50.0,-14.348312505086264
f69c_9c5723847eb3,oos,regime,chop_adx_lt18,61,0.3140676117775354,80.82131158828633,1.0971848927456436,1.6465549839019882,49.18032786885246,1.3249395342342023
f69c_9c5723847eb3,oos,regime,other_regime,52,0.26772976741691545,-14.00769054412734,0.982207968109035,2.912633304595947,44.230769230769226,-0.2693786643101412
f69c_9c5723847eb3,oos,regime,trend_adx_ge25,179,0.9216082378389974,121.06363798141325,1.041710780607879,4.707372037887573,45.2513966480447,0.676333173080521
f69c_9c5723847eb3,oos,regime,vol_expansion_hv5over20_ge1p25,14,0.07208109122763108,5.172102546691862,1.0181132314454782,2.0477286472320557,50.0,0.36943589619227585
f69c_ecaff7e93d58,validation,session,late_305_390,26,0.09586112426868766,-56.7084679794265,0.8360921756384888,1.3772743091583253,46.15384615384615,-2.181094922285635
f69c_ecaff7e93d58,validation,session,mid_35_300,385,1.4194820324401827,283.2366626167422,1.0487445225055774,6.464956374931331,45.97402597402597,0.7356796431603694
f69c_ecaff7e93d58,validation,session,open_0_30,25,0.09217415795066122,104.11175312995913,1.297029020467014,0.8635140495300293,44.0,4.164470125198365
f69c_ecaff7e93d58,validation,regime,bb_squeeze_on,10,0.03686966318026449,30.61639776229859,1.3957147219498185,0.5098742876052857,40.0,3.061639776229859
f69c_ecaff7e93d58,validation,regime,chop_adx_lt18,80,0.2949573054421159,217.9596362495429,1.2532798557760474,1.5671215600967774,50.0,2.724495453119286
f69c_ecaff7e93d58,validation,regime,other_regime,97,0.35763573284856554,-17.885889167784807,0.990208300796169,5.776450209808376,47.42268041237113,-0.18439060997716297
f69c_ecaff7e93d58,validation,regime,trend_adx_ge25,233,0.8590631521001626,-131.94456682203594,0.962869762862766,6.256383519935454,43.776824034334766,-0.5662856945151757
f69c_ecaff7e93d58,validation,regime,vol_expansion_hv5over20_ge1p25,16,0.05899146108842318,231.89436974525455,2.2269133710045863,0.783348232269287,50.0,14.49339810907841
f69c_ecaff7e93d58,oos,session,late_305_390,12,0.06178379248082664,23.35227527618408,1.1916332900970412,0.9195370464324953,41.66666666666667,1.9460229396820068
f69c_ecaff7e93d58,oos,session,mid_35_300,287,1.477662370166437,194.6201856231674,1.0429499259848798,7.532789681243893,47.038327526132406,0.6781191136695728
f69c_ecaff7e93d58,oos,session,open_0_30,16,0.08237838997443551,-126.57754497528077,0.6458547084372231,2.3365994510650636,31.25,-7.911096560955048
f69c_ecaff7e93d58,oos,regime,bb_squeeze_on,6,0.03089189624041332,-86.08987503051759,0.5093656828939476,0.9901976280212403,50.0,-14.348312505086264
f69c_ecaff7e93d58,oos,regime,chop_adx_lt18,61,0.3140676117775354,80.82131158828633,1.0971848927456436,1.6465549839019882,49.18032786885246,1.3249395342342023
f69c_ecaff7e93d58,oos,regime,other_regime,52,0.26772976741691545,-14.00769054412734,0.982207968109035,2.912633304595947,44.230769230769226,-0.2693786643101412
f69c_ecaff7e93d58,oos,regime,trend_adx_ge25,182,0.9370541859592041,105.49906736373742,1.035998288801641,4.707372037887573,45.05494505494506,0.5796652052952606
f69c_ecaff7e93d58,oos,regime,vol_expansion_hv5over20_ge1p25,14,0.07208109122763108,5.172102546691862,1.0181132314454782,2.0477286472320557,50.0,0.36943589619227585
f69c_a25e126a439e,validation,session,mid_35_300,87,0.320766069668301,18.721394729615287,1.011965285754535,3.109319051933279,43.67816091954023,0.21518844516799182
f69c_a25e126a439e,validation,regime,chop_adx_lt18,11,0.04055662949829093,43.93581218719483,1.2236829781601863,1.3189621982574462,45.45454545454545,3.9941647442904387
f69c_a25e126a439e,validation,regime,other_regime,15,0.05530449477039673,-86.02681560516359,0.6682542703346288,1.4245122241973878,33.33333333333333,-5.735121040344239
f69c_a25e126a439e,validation,regime,trend_adx_ge25,56,0.20647011380948113,-172.48116493224998,0.8392654183377929,3.3658367502212427,42.857142857142854,-3.0800208023616067
f69c_a25e126a439e,validation,regime,vol_expansion_hv5over20_ge1p25,5,0.018434831590132244,233.293563079834,7.511784858104886,0.3582636222839355,80.0,46.6587126159668
f69c_a25e126a439e,oos,session,mid_35_300,62,0.31921626115093765,24.970545959472656,1.0189043202906747,3.8429918899536135,37.096774193548384,0.40275074128181704
f69c_a25e126a439e,oos,regime,chop_adx_lt18,9,0.04633784436061998,78.89533882141114,1.3868707253139891,1.5408861465454105,44.44444444444444,8.766148757934571
f69c_a25e126a439e,oos,regime,other_regime,10,0.0514864937340222,121.57622871398925,1.6354677246236429,0.8471421432495118,50.0,12.157622871398925
f69c_a25e126a439e,oos,regime,trend_adx_ge25,40,0.2059459749360888,-168.14007415771485,0.807643333966122,3.077546104431152,32.5,-4.203501853942871
f69c_a25e126a439e,oos,regime,vol_expansion_hv5over20_ge1p25,3,0.01544594812020666,-7.360947418212888,0.8571672507190526,0.33547359466552734,33.33333333333333,-2.453649139404296
f69c_a19ddcd9731e,validation,session,late_305_390,50,0.18434831590132245,-408.7791051292341,0.5083176764128475,4.087791051292341,40.0,-8.175582102584682
f69c_a19ddcd9731e,validation,session,mid_35_300,754,2.779972603791942,6.883371639255017,1.000645786170916,7.173233233833256,46.816976127320956,0.009129140105112754
