candidate_id,target_id,horizon_bars,feature_set_id,feature_count,model_id,model_family,event_id,side_policy,edge_floor_quantile,daily_quota,cooldown_bars,validation_net,validation_pf,validation_dd_pct,validation_trades,validation_trades_per_day,oos_net,oos_pf,oos_dd_pct,oos_trades,oos_trades_per_day,min_pf,min_net,max_dd_pct,density_distance_to_7p5,scout_signal,meaningful_proxy_signal,selection_score,claim_boundary
f69c_9c5723847eb3,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_morph_range_impulse,long_only,0.5,3,0,431.7517862796965,1.0673979043624657,7.451671489524838,433,1.5964564157054524,106.95948654174651,1.0214675092512768,7.600670758056638,312,1.6063786045014927,1.0214675092512768,106.95948654174651,7.600670758056638,11.797164979793056,False,False,78.7209372585713,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_ecaff7e93d58,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_morph_range_impulse,long_only,0.0,3,0,330.63994776727486,1.0508119953369837,7.451671489524838,436,1.6075173146595316,91.39491592407092,1.0182402999429767,7.600670758056638,315,1.6218245526216992,1.0182402999429767,91.39491592407092,7.600670758056638,11.770658132718768,False,False,77.9842929033596,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_a25e126a439e,fh_h9_sl09_tp135_edge05_density_repair,9,session_morph_micro_v2,8,linear_logreg_balanced_v1,linear(선형),event_session_edges,long_only,0.5,8,0,18.721394729615287,1.011965285754535,3.109319051933279,87,0.320766069668301,24.970545959472656,1.0189043202906747,3.8429918899536135,62,0.31921626115093765,1.011965285754535,18.721394729615287,3.8429918899536135,14.360017669180762,False,False,71.50093832299899,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_a19ddcd9731e,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_morph_range_impulse,long_only,0.5,8,0,-217.26294915198355,0.9825374690781643,10.945518972969023,865,3.189225865092878,266.9837881851238,1.027437536115043,13.616570020866368,635,3.2693923521104096,0.9825374690781643,-217.26294915198355,13.616570020866368,8.541381782796712,False,False,69.20646685931695,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_55bd408743ca,fh_h9_sl09_tp135_edge05_density_repair,9,compact_event_context_v1,22,linear_logreg_balanced_v1,linear(선형),event_session_edges,long_only,0.5,8,0,150.2203485679642,1.0888960002663162,5.476205474853516,80,0.2949573054421159,-13.402217102050724,0.9887803357213194,5.468172101020814,52,0.26772976741691545,0.9887803357213194,-13.402217102050724,5.476205474853516,14.437312927140969,False,False,67.41085901484706,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_c72b4e781108,fh_h3_sl09_tp135_edge05_density_repair,3,session_morph_micro_v2,8,small_hist_gradient_v1,small_boosting(작은 부스팅),event_session_edges,long_only,0.0,8,0,648.7597418594279,1.100259051696728,7.18789461708069,432,1.5927694493874258,-154.35105471611075,0.9698885878006737,6.455750652790076,292,1.5034056170334482,0.9698885878006737,-154.35105471611075,7.18789461708069,11.903824933579127,False,False,65.67551942459352,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_a929ad676c1d,fh_h3_sl09_tp135_edge05_density_repair,3,compact_event_context_v1,22,small_hist_gradient_v1,small_boosting(작은 부스팅),event_morph_range_impulse,long_only,0.5,8,0,-269.49230950356133,0.976387617073732,11.002020221138062,806,2.9716948523293176,-279.75914097785187,0.971391586154726,15.01601436491008,639,3.2899869496040184,0.971391586154726,-279.75914097785187,15.01601436491008,8.738318198066665,False,False,65.26334224403968,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_d1d40061f237,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_morph_range_impulse,long_only,0.0,5,0,-212.07117529867696,0.9785406057810221,9.706557423591526,680,2.5071370962579853,-246.10519511222986,0.9672412651394783,10.400282445144644,474,2.440459802992652,0.9672412651394783,-246.10519511222986,10.400282445144644,10.052403100749363,False,False,65.07605148102434,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_7ceab2b5db42,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,small_hist_gradient_v1,small_boosting(작은 부스팅),event_morph_range_impulse,long_only,0.5,5,0,-254.74137517927778,0.973525215216641,8.888656165218274,659,2.4297108035794297,-221.54245906829777,0.9701077248825122,10.400282445144644,466,2.3992706080054345,0.9701077248825122,-254.74137517927778,10.400282445144644,10.171018588415137,False,False,64.86638107798476,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f69c_20ffa7958075,fh_h3_sl09_tp135_edge05_density_repair,3,morph_session_core_v1,12,linear_logreg_balanced_v1,linear(선형),event_morph_range_impulse,long_only,0.5,3,0,232.43903911591343,1.0615163452690484,6.145570482063269,247,0.9106806805525328,-145.7313595962645,0.9570384729341685,6.136506087494004,209,1.076067719041064,0.9570384729341685,-145.7313595962645,6.145570482063269,13.013251600406402,False,False,62.84717511189081,proxy_repair_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
