candidate_id,candidate_alias,candidate_role,followup_variant_id,source_p0_axis,design_links,attempt_name,tier,split,attempt_role,record_view_prefix,set_path,set_sha256,ini_path,ini_sha256,common_telemetry_path,common_summary_path,fallback_enabled,execution_status
s264_allow_inner_high_quarter,s264_aih,challenger_core,p1_late_adx20_25_soft_filter,lateblk,p0_late_session_entry_block_probe;adx_20_25_weak_bucket,s264_aih_lateadx_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aih_lateadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_aih_lateadx_ta_2024.set,98cf97cf07b4c15e1af011c73982859b78caa04d6136bf26f863ff2b552087f4,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_aih_lateadx_ta_2024.ini,a04b94417d4efa1f07aed368c3eb2e44a2a115ae0daad6e5ea32e955fe26332d,OPV2/s267c/run267C_p1/lateadx/s264_aih/telemetry/s264_aih_lateadx_ta_2024_telemetry.csv,OPV2/s267c/run267C_p1/lateadx/s264_aih/telemetry/s264_aih_lateadx_ta_2024_summary.csv,False,not_executed
s264_allow_inner_high_quarter,s264_aih,challenger_core,p1_late_adx20_25_soft_filter,lateblk,p0_late_session_entry_block_probe;adx_20_25_weak_bucket,s264_aih_lateadx_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_aih_lateadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_aih_lateadx_rt_2024.set,3573daab6649b879d3ffc32718279468553decc1da1074868f80a0dfd4b11b2c,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_aih_lateadx_rt_2024.ini,48f5700ee74d8b7c575bab6bfd610088460f49e13e2e737c9bd847bea7596d56,OPV2/s267c/run267C_p1/lateadx/s264_aih/telemetry/s264_aih_lateadx_rt_2024_telemetry.csv,OPV2/s267c/run267C_p1/lateadx/s264_aih/telemetry/s264_aih_lateadx_rt_2024_summary.csv,False,not_executed
s264_lowrank_control,s264_lc,defensive_control,p1_late_adx20_25_soft_filter,lateblk,p0_late_session_entry_block_probe;adx_20_25_weak_bucket,s264_lc_lateadx_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_lc_lateadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_lc_lateadx_ta_2024.set,19aa03965e55d506c11eec41a2972695d3261989205386e089b25b9196602795,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_lc_lateadx_ta_2024.ini,8ead34ed2362739615f838709a6ce7e0a49254cbf5211b4b8839ad19644e4beb,OPV2/s267c/run267C_p1/lateadx/s264_lc/telemetry/s264_lc_lateadx_ta_2024_telemetry.csv,OPV2/s267c/run267C_p1/lateadx/s264_lc/telemetry/s264_lc_lateadx_ta_2024_summary.csv,False,not_executed
s264_lowrank_control,s264_lc,defensive_control,p1_late_adx20_25_soft_filter,lateblk,p0_late_session_entry_block_probe;adx_20_25_weak_bucket,s264_lc_lateadx_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_lc_lateadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_lc_lateadx_rt_2024.set,706ac6617f8c280daa9640cae7dae7b058e6e92153f9e7c938d047cea5ecc133,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_lc_lateadx_rt_2024.ini,522d60d5fd33bc06f649d00b04f34faed36f3cb472f4ba38f8238413fc23b9e3,OPV2/s267c/run267C_p1/lateadx/s264_lc/telemetry/s264_lc_lateadx_rt_2024_telemetry.csv,OPV2/s267c/run267C_p1/lateadx/s264_lc/telemetry/s264_lc_lateadx_rt_2024_summary.csv,False,not_executed
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,p1_late_adx20_25_soft_filter,lateblk,p0_late_session_entry_block_probe;adx_20_25_weak_bucket,s262_lih_lateadx_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s262_lih_lateadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s262_lih_lateadx_ta_2024.set,40accbcfd21590eb83a6e9a36af24ade658ab9fb6485151ba7838c1ab1385fcf,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s262_lih_lateadx_ta_2024.ini,9acee8f1336f572452463fe91614423a2c4c924b6da25afb4ff830c914cf5ac2,OPV2/s267c/run267C_p1/lateadx/s262_lih/telemetry/s262_lih_lateadx_ta_2024_telemetry.csv,OPV2/s267c/run267C_p1/lateadx/s262_lih/telemetry/s262_lih_lateadx_ta_2024_summary.csv,False,not_executed
s262_lowrank_inner_half_filter,s262_lih,validation_heavy,p1_late_adx20_25_soft_filter,lateblk,p0_late_session_entry_block_probe;adx_20_25_weak_bucket,s262_lih_lateadx_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s262_lih_lateadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s262_lih_lateadx_rt_2024.set,a6def36be2b294f9c285a8790ebbbf103c8e40d9df8491184dc8177eab7b33f2,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s262_lih_lateadx_rt_2024.ini,5e3cbe759ee3154afb4f775d07ac2bf25b3a3fde227bd770b341c59617a12c4d,OPV2/s267c/run267C_p1/lateadx/s262_lih/telemetry/s262_lih_lateadx_rt_2024_telemetry.csv,OPV2/s267c/run267C_p1/lateadx/s262_lih/telemetry/s262_lih_lateadx_rt_2024_summary.csv,False,not_executed
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,p1_late_adx20_25_soft_filter,lateblk,p0_late_session_entry_block_probe;adx_20_25_weak_bucket,s264_aia_lateadx_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_lateadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_aia_lateadx_ta_2024.set,99b4d547fbce4c4889e699bcf8af0afac318514ff0c9013a2958dde5b265b9c5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_aia_lateadx_ta_2024.ini,c3d3c3f2c648fa31ac387c3d25259177e8cddeb7c2e1836b196ff2a958cea83e,OPV2/s267c/run267C_p1/lateadx/s264_aia/telemetry/s264_aia_lateadx_ta_2024_telemetry.csv,OPV2/s267c/run267C_p1/lateadx/s264_aia/telemetry/s264_aia_lateadx_ta_2024_summary.csv,False,not_executed
s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,p1_late_adx20_25_soft_filter,lateblk,p0_late_session_entry_block_probe;adx_20_25_weak_bucket,s264_aia_lateadx_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_aia_lateadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_aia_lateadx_rt_2024.set,6a16e7b852ce1b4f8274e1ba41fd131c9a6188212046d4421bd0e47c3108d56e,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_aia_lateadx_rt_2024.ini,945bb62e28f630895f470b85ba5ab53a9d5efc25397f01fa66021f342382192b,OPV2/s267c/run267C_p1/lateadx/s264_aia/telemetry/s264_aia_lateadx_rt_2024_telemetry.csv,OPV2/s267c/run267C_p1/lateadx/s264_aia/telemetry/s264_aia_lateadx_rt_2024_summary.csv,False,not_executed
s258_short_tight_control,s258_stc,stress_challenger,p1_late_adx20_25_soft_filter,lateblk,p0_late_session_entry_block_probe;adx_20_25_weak_bucket,s258_stc_lateadx_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s258_stc_lateadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s258_stc_lateadx_ta_2024.set,9a60aa9ca654f9d7359ba87009d0f058adc434cd1ec07e2ab0cf440dcf865b79,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s258_stc_lateadx_ta_2024.ini,6dbda356ed2c26df6e4e00967389e0dfcb807c49a03958722eddfb5850e2df1a,OPV2/s267c/run267C_p1/lateadx/s258_stc/telemetry/s258_stc_lateadx_ta_2024_telemetry.csv,OPV2/s267c/run267C_p1/lateadx/s258_stc/telemetry/s258_stc_lateadx_ta_2024_summary.csv,False,not_executed
s258_short_tight_control,s258_stc,stress_challenger,p1_late_adx20_25_soft_filter,lateblk,p0_late_session_entry_block_probe;adx_20_25_weak_bucket,s258_stc_lateadx_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s258_stc_lateadx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s258_stc_lateadx_rt_2024.set,1203214a1d00be096fe894bcae6aa7e936a55fd1aff71cc60eaeba818c5621b6,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s258_stc_lateadx_rt_2024.ini,5eaad61eb922dca9e070d8af36ce989c161ffe6bb90c20be0197062640f05892,OPV2/s267c/run267C_p1/lateadx/s258_stc/telemetry/s258_stc_lateadx_rt_2024_telemetry.csv,OPV2/s267c/run267C_p1/lateadx/s258_stc/telemetry/s258_stc_lateadx_rt_2024_summary.csv,False,not_executed
s264_allow_inner_high_quarter,s264_aih,challenger_core,p1_late_hour21_soft_filter,lateblk,p0_late_session_entry_block_probe;late_hour_21_signal_supply,s264_aih_late21_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aih_late21,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_aih_late21_ta_2024.set,80729afdb1a4955e8610ee3a99ad78491f495b3403a5697788897b622e20c07e,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_aih_late21_ta_2024.ini,d5bf32ed1358e77b564466e130517de73731401f9ffe6484147f87375565ba8a,OPV2/s267c/run267C_p1/late21/s264_aih/telemetry/s264_aih_late21_ta_2024_telemetry.csv,OPV2/s267c/run267C_p1/late21/s264_aih/telemetry/s264_aih_late21_ta_2024_summary.csv,False,not_executed
s264_allow_inner_high_quarter,s264_aih,challenger_core,p1_late_hour21_soft_filter,lateblk,p0_late_session_entry_block_probe;late_hour_21_signal_supply,s264_aih_late21_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_aih_late21,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_aih_late21_rt_2024.set,f132eb23a50ca43cc7f53305639bda07ab5c88b73db47875e08beca7d02bf047,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_aih_late21_rt_2024.ini,45a561f7c75d47025642601f0bd491e7ca5f3d7b35017af1e6c985329de412e9,OPV2/s267c/run267C_p1/late21/s264_aih/telemetry/s264_aih_late21_rt_2024_telemetry.csv,OPV2/s267c/run267C_p1/late21/s264_aih/telemetry/s264_aih_late21_rt_2024_summary.csv,False,not_executed
s264_lowrank_control,s264_lc,defensive_control,p1_late_hour21_soft_filter,lateblk,p0_late_session_entry_block_probe;late_hour_21_signal_supply,s264_lc_late21_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_lc_late21,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_lc_late21_ta_2024.set,d6eaba095172a74552606e2f71138e0455b63e62952376d835510c8d069eaa01,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267C/p1_soft_axis_followup/mt5/s264_lc_late21_ta_2024.ini,0c9a39a4ffbf4261a05a34850a258f3a7c6d3c2291466b30f3929602f97d8929,OPV2/s267c/run267C_p1/late21/s264_lc/telemetry/s264_lc_late21_ta_2024_telemetry.csv,OPV2/s267c/run267C_p1/late21/s264_lc/telemetry/s264_lc_late21_ta_2024_summary.csv,False,not_executed
